,input,A,B,B2,B3
23,그는 홀인원을 기록했다,그를 축하하고 칭찬하다,놀라워했다,홀인원을 축하한다,놀라워했다
24,그는 방과 후 친구들과 농구를 했다,그에게 참여하거나 관심을 보이다,그는 즐거워했다,농구 경기를 관람하거나 그들과 함께 농구를 즐겼다,놀랐다
25,그는 곧 기분이 나아질 겄다,그를 위로하고 격려하다,그를 위로했다,그의 기분을 좋아지게 하기 위한 노력,걱정했는
26,그는 커피를 머그잔에 마셨다,특별한 행동을 취하지 않다,그의 입맛이 까다로워했다,"커피 향이 가득한 공기를 마시거나, 그의 커피가 어떤 맛인지 물어본다",놀랐다
27,그는 엔진을 망가뜨렸다,그에게 도움을 주거나 상황을 해결하기 위해 도와주다,당황하여 도와주었다,엔진을 수리하거나 대체한다,당황했다
28,그는 새로운 새끼 고양이를 얻었다,그에게 축하를 표현하거나 새로운 고양이에 대해 물어보다,기뻐했다,새로운 가족 구성원을 환영하고 새끼 고양이에 대한 관심과 사랑을 표현한다,기뻐했어
29,그는 과거는 과거로 뒀다,그의 주변 사람들은 그의 결정을 존중하고 지난 일에 대해 더 이상 이야기하지 않다,이를 이해했다,과거로 돌아갈 수 없다는 것을 이해했다,이해할 수 없었다
30,그는 새 기타를 구입했다,축하하고 기쁘게 반응하다,부러워했다,새 기타로 멋진 연주를 들려달라고 부탁한다,놀랐다
31,그도 노력했다,칭찬하거나 격려하다,칭찬,그의 노력을 인정하고 격려해 준다,놀랐을
32,그는 시간을 가졌다,그 주변 사람들은 그가 시간을 가졌다는 것에 대해 놀라워하고 궁금해하다,부러워했다,그의 시간을 존중하고 그에게 필요한 지원을 제공한다,부러워 했는
33,그는 애완동물을 허용했다,그의 결정을 존중하고 애완동물과 친근하게 지내다,반가워했다,애완동물을 데리고 그의 집을 방문한다,놀라워했다
34,그는 휴대폰을 받았다,그가 휴대폰을 받자마자 호기심을 갖고 주변을 둘러보다,놀라거나 궁금해했다,그를 축하하고 그의 새로운 휴대폰을 살펴본다,놀랐다
35,그는 C를 받았다,그에게 위로의 말을 건네거나 도와주는 손길을 내미다,실망했다,그것을 축하해 주었다,놀랐다
36,그는 TV를 구입했다,축하하고 TV를 보러 오라고 초대하다,부러워했다,TV를 보러 오라고 초대한다,놀랐다
37,그는 다리를 심하게 다쳤다,응급처치를 위해 도와주고 의료진을 불러서 치료를 받도록 도와주다,심려와 동시에 도움을 주려 했다,그를 병원으로 신속히 옮기고 응급 치료를 받을 수 있도록 도와준다,놀라워했다
38,그는 그녀의 바지에 오줌을 쌌다,당황하거나 놀라며 그를 도와주다,역겨워했다,바지를 교체해 준다,당황했다
39,그는 찾을 수 없었다,그를 찾기 위해 노력하다,의심을 했다,그의 행방을 찾기 위해 경찰에 신고한다,불안해했어
40,그는 곧 나아질 겄다,그를 지지하고 격려하다,그를 지지했다,그의 회복을 돕기 위해 최선을 다한다,걱정했다
41,그는 새 카메라를 구입했다,그의 새 카메라를 보고 축하하거나 관심을 표현하다,부러워했다,새로운 카메라로 사진을 찍어 보여달라고 요청한다,부러워했는
42,그는 어젯밤부터 시작했다,"그가 무슨 일을 시작했는지에 따라 다르겠지만, 관심을 갖고 상황을 주시하거나 도와주려고 하다",궁금해했다,그의 행동을 주시하고 걱정한다,의심스러워했는
43,그는 강아지를 키우고 싶다고 했다,그의 마음을 이해하고 도와주려고 하다,그럼 어떤 종류의 강아지를 키우고 싶은가요?,"그에게 강아지 키우는 것이 책임 있는 일이라고 경고해 주거나, 어떤 견종이 가장 잘 맞을지에 대해 조언해 준다",이해할 수 없었다
44,그는 등산했다,그가 안전하게 등산을 마치고 돌아오기를 기다리다,놀랐다,등산로를 따라 걷거나 산림욕을 즐긴다,놀랐다
45,그는 휴대폰을 가지고 있었다,그의 휴대폰을 이용하여 연락하거나 정보를 찾기 위해 그에게 물어보다,그의 통화를 주목했다,휴대폰으로 그에게 전화를 걸거나 메시지를 보낸다,의심스러워했다
46,그는 전화 한 통을 받았다,그의 대화를 방해하지 않고 조용히 기다리다,의아했다,그 전화 내용에 대해 궁금해하거나 호기심을 느낀다,의문을 품었다
47,그는 더 높이 올라갔다,그의 성취를 축하하고 칭찬하다,놀라워했다,그의 업적을 칭찬하고 축하한다,놀랐다
48,그는 이발이 필요했다,가까운 이발소를 추천하거나 함께 이발소로 가도록 도와주다,이발소를 추천했다,이발사를 추천해 주거나 이발사의 연락처를 알려준다,놀라워했다
49,그는 지갑을 집에 두고 왔다,그에게 돈을 빌려주거나 지불을 대신 해주다,그는 도와주기를 거절했다,그에게 돈을 빌려주거나 지갑을 대신 사준다,놀랐다
50,그는 목록을 잊어버렸다,그를 도와 목록을 다시 만들거나 필요한 것을 기억하도록 도와주다,도와주었다,목록을 대신 만들어준다,놀라워했다
51,그는 페이지를 넘겼다,그의 행동을 주의 깊게 지켜보거나 놀라거나 반응하다,궁금해하거나 호기심을 갖거나 주목했다,그의 행동에 대해 궁금해하고 그가 읽은 책에 대한 이야기를 나눈다,놀랐다
52,그는 도넛도 먹었다,그의 행동에 대해 놀라거나 궁금해하다,놀라워,살이 더 찌지 않았을까 걱정한다,놀랐다
53,그는 그것을 학교에 가져왔다,그를 꾸짖거나 학교 관리자에게 신고하다,궁금해했다,그것을 보고 놀랐다,의심스러워했는
54,그는 좋아하는 사람에게 물어봤다,호기심을 갖고 그의 선택에 대해 이야기하거나 축하하다,궁금해했다,"물론, 다양한 의견이 있었지만 대부분의 사람들은 그를 도와주기로 했다",놀랐다
55,그는 자신을 인식했다,그를 지지하고 안심시켜주다,그의 변화를 주목했다,그의 성격과 행동에 영향을 미치지 않았다,놀랐다
56,그는 새 옷을 구입했다,그의 새 옷을 칭찬하고 축하하다,그의 새 옷을 칭찬했다,새 옷을 칭찬한다,놀라워했어
57,그는 모든 인형을 외웠다,놀라거나 감탄하다,그의 기억력에 놀랐다,인형 이름을 부르면서 그에게 특정 인형을 찾아오라고 요청한다,놀라워했어
58,그는 훨씬 좋아 보였다,그에게 칭찬을 하다,의심하지 않았다,그의 변화에 대해 놀라워하고 칭찬하는 말을 걸어준다,의아한 표정을 지었는
59,그는 요리하고 싶어 하지 않았다,그의 마음을 이해하고 다른 방법으로 도와주려고 하다,그는 왜 요리를 싫어하는지 궁금해했다,그를 설득하거나 다른 방법으로 요리를 즐기는 법을 가르쳐 준다,의아해했는
60,그는 새 자전거를 구입했다,그에게 축하를 표현하거나 자전거를 이용해 함께 타러 나가다,부러워,새 자전거를 축하해주고 함께 타러 나갔다,놀라워했었다
61,그는 목줄을 사용했다,그의 행동을 비난하거나 주의를 주다,안심했다,그를 제어하고 통제하기 위해 그 목줄을 잡아당긴다,의심스러워했는
62,그는 커피를 주문했다,"그가 주문한 커피를 기다리거나, 그와 함께 대화를 나누거나, 다른 주문을 하는 등의 행동을 하다",놀라거나 눈길을 주었다,카페 안에서 자리에 앉아 기다렸다,놀랐다
63,그는 태클을 당했다,그를 도와 일어서거나 상황을 평화롭게 진정시키려 하다,그는 그의 안부를 물었다,그를 도와 일어선다,놀라워했다
64,그는 그녀에게 몸을 기울였다,"그 행동에 주의를 기울이고, 상황을 파악하기 위해 주변을 살피게 되다",의심을 했다,그들이 서로를 지켜보며 어떤 반응을 보일지 주시한다,놀랐다
65,그는 오른쪽으로 향했다,"그의 움직임을 주시하고, 그가 어디로 가는지 혹은 무엇을 하려는지 파악하기 위해 주목하다",그를 따라서 오른쪽으로 돌아봤다,그의 움직임을 주시하고 따라간다,놀랐다
66,그는 배심원 의무를 위해 소환되었다,"그 주변 사람들은 그를 격려하고, 필요한 도움을 주기 위해 노력하다",그의 판단에 대해 궁금해했다,그의 일정을 조정하고 법정에 출석할 수 있도록 도와준다,의아한 표정을 지었다
67,그는 자신을 과시했다,그를 칭찬하거나 부러워하다,놀라워했다,그의 자만심을 억제하고 그의 행동을 조심스럽게 감시한다,불편해했어
68,그는 쿠키도 만들었다,그 주변 사람들은 그의 쿠키를 먹거나 칭찬하다,냄새를 맡았다,쿠키를 먹다,놀랐다
69,그는 유치원에 입학했다,축하하고 환영의 인사를 하다,그는 새로운 친구를 사귀거나 새로운 환경에 적응하는 데 도움을 주었다,그의 적응을 돕기 위해 유치원 교사와 부모님들이 많은 도움을 주었다,놀라지 않았다
70,그는 구걸하러 갔다,그에게 돈이나 음식을 주거나 무시하다,놀랐다,그에게 돈을 주거나 음식을 제공한다,놀라워했다
71,그는 면도를 중단했다,그가 왜 면도를 중단했는지 물어보거나 도와줄 수 있는 방법을 찾아보다,놀라워했다,그의 새로운 외모에 대해 얘기한다,의아함
72,그는 약속을 잡았다,"그의 약속을 기다리거나, 약속에 관련된 준비를 도와주다",기대,약속 장소와 시간을 확인한다,이해할 수 없었다
73,그는 스스로 일을 자초했다,그를 도와주고 지원하다,놀랐다,그의 노력을 지원하고 도와준다,놀랐다
74,그는 방과 후 축구를 했다,"그를 말리거나 방해하지 않고, 안전하게 축구를 즐기도록 허락하다",그는 피곤했다,축구 경기를 관람한다,놀랐다
75,그는 그 의미를 설명했다,그의 설명을 주의 깊게 듣고 이해하려고 노력하다,이해했다,이해하고 도와주기 위해 노력했다,이해했다
76,그는 처음 이발을 했다,그의 이발을 칭찬하고 축하하다,이발을 받은 것을 의미하는 것으로 추정됩니다,그의 새로운 머리 모양을 칭찬한다,놀랐다
77,그는 온몸에 흘리고 있었다,그를 도와 일어서게 하고 의료진을 불러야 하다,안심하지 못했다,그를 도와준다,근심스러운 표정을 하고 있었는
78,그는 드디어 도착했다,환영의 인사를 건네거나 박수를 치다,반가워했다,그의 도착을 환영하고 박수를 친다,놀랐다
79,그는 그녀를 죽음으로 이끌었다,"충격을 받고, 이 사건에 대해 공감하고 위로를 전해주다",슬퍼했다,그녀를 위로하고 그의 행동을 비난한다,놀랐다
80,그는 그녀를 만나러 갔다,"호기심을 갖고 그의 이야기를 듣거나, 관심을 보이며 대화를 이어나가다",기뻐했다,그녀에게 대해 묻거나 그녀를 어떻게 알았는지 물어본다,놀랐다
81,그는 2013년에 캠브리지로 이사했다,환영의 인사를 건네거나 새로운 이사에 대해 물어보다,놀랐다,그의 이사를 축하하는 파티를 열어준다,놀라워했다
82,그는 그녀의 턱을 꽉 움켜쥐었다,그를 분리하고 상황을 진정시키기 위해 개입하다,놀라거나 걱정했다,그를 멈추도록 몰래 속삭인다,놀랐다
83,그는 어젯밤 피자를 다 먹었다,"그에게 축하하거나 놀리거나, 혹은 아무런 반응을 하지 않다",배불러서 만족했다,피자 주문을 더 이상 받지 않기로 했다,놀라워했어
84,그는 고양이 알레르기가 있었다,그를 위해 고양이와 접촉을 피하거나 고양이를 다른 장소로 옮기는 등의 방법으로 도움을 주다,그는 고양이와 가까이 하지 않도록 했다,"고양이와 가까운 곳에서는 그를 피하거나, 고양이를 다른 장소로 옮긴다",놀랐다
85,그는 마침내 먹이를 찾았다,그를 축하하고 기뻐하다,놀라워하거나 놀랐다,그를 축하한다,놀랐다
86,그는 다리를 삐끗했다,그를 도와 일어서거나 의료진을 불러주다,씁쓸하다,그를 도와서 의사나 병원으로 이동할 수 있도록 지원한다,놀라워했다
87,그는 내 머리를 때렸다,가해자를 분리시키고 피해자를 안전한 곳으로 이동시키다,놀라거나 충격을 받았다,내가 그에게 도움을 요청한다,놀라워했어
88,그는 그녀를 죽이러 갔다,그 주변 사람들은 경찰에 신고하거나 그를 막으려고 하다,경고했다,그녀를 보호하고 경찰에 신고한다,놀랐다
89,그는 제시간에 집에 도착했다,가족이나 동거인들은 환영의 인사를 건네거나 일상적인 대화를 나누다,안심,그의 도착을 환영하고 저녁 식사를 준비한다,의심을 했는
90,그는 저녁을 먹었다,그들은 일상적인 행동을 이어나가다,그는 배가 고팠다,그의 식사를 도와주거나 함께 대화를 나눈다,놀랐다
91,오늘은 그녀의 마지막 날였다,그 주변 사람들은 그녀를 위로하고 위안을 주려고 하다,슬퍼했다,그녀에게 이별 인사를 전한다,슬퍼했다
92,그는 그녀가 그럴 거라고 했다,그 주변 사람들은 그의 말을 믿고 그녀를 지켜보거나 도와주려고 하다,믿지 않았다,그녀를 지켜주고 도와준다,의심스러워했는
93,그는 수상한 냄새를 맡았다,그 주변 사람들은 그를 피하거나 도망치다,의심스러워했다,그의 주변을 조사하고 눈치를 살핀다,의심을 품었다
94,그는 엄마에게 선물했다,그 주변 사람들은 그의 행동을 칭찬하거나 축하하다,감동했다,엄마에게도 선물을 준다,놀라워했어
95,그는 금반지를 발견했다,그를 축하하고 기뻐하다,부러워,그의 발견을 축하한다,놀라워했다
96,그는 캠프파이어를 시작했다,나무를 가져다 주거나 노래를 부르며 함께 캠프파이어에 참여하다,노래를 부르거나 손을 흔들었다,나무를 모으고 불을 피운다,놀랐다
97,그는 보고서를 작성했다,그에게 축하를 표현하거나 감사의 말을 전하다,칭찬했다,보고서를 검토하고 피드백을 제공한다,놀랐다
98,그는 '펑'하는 소리를 들었다,놀라거나 주변을 둘러보며 소리의 원인을 찾다,깜짝 놀라며 돌아봤다,그 소리가 어디서 나왔는지 살펴보고 주변을 둘러봄과 동시에 안전을 확인한다,놀라워했어
99,그는 깜짝퀴즈를 출제했다,궁금해하거나 참여하여 답을 맞추려고 하다,놀라워했다,깜짝 놀라거나 어리둥절한 표정을 지었다,놀라워했다
100,그는 강아지를 찾았다,그 주변 사람들은 그를 축하하고 기뻐하다,기뻐했다,강아지를 주인에게 돌려준다,놀라고 놀랐다
101,그는 고양이를 좋아했다,"그의 취향을 이해하고 고양이에 대한 이야기를 나누거나, 고양이 관련 선물을 주거나, 함께 고양이를 만날 수 있는 장소로 데려다 주다",그에게 고양이 선물을 했다,그의 생일에 고양이 모양의 케이크를 주문한다,놀라워했다
102,그는 하루 종일 게임을 했다,가족이나 친구들은 그를 걱정하며 게임을 그만두도록 설득하려고 하다,그는 게임 중독,게임을 하거나 다른 취미나 활동을 즐겼다,의심스러워했는
103,그는 나중에 질문했다,그 주변 사람들은 그의 질문에 대답하거나 도와주려고 하다,궁금해하거나 호기심을 갖고 반응했다,"그에게 큰 영향을 주었고, 그는 결국 그들의 조언을 따르기로 결정했다",의심스러워했는
104,그는 지갑을 돌려받았다,그를 축하하고 기뻐하다,안심하고 미소를 지었다,그를 칭찬하고 감사의 말을 전한다,의심을 품었다
105,그는 그것을 학교에 가져갔다,그를 막고 학교 관리자에게 알리다,궁금해했다,물어본다,의심스러워했는
106,그는 무릎을 다쳤다,그를 도와 일어서게 하거나 의료진을 불러 도움을 주려고 하다,심려를 했다,그를 도와 일어서게 하려고 했다,놀랐다
107,그는 갑자기 기억이 났다,그가 무엇을 기억했는지 관심을 가지고 물어보다,놀라워했다,"무엇인지 궁금해졌다. 어떤 사건이 있었는지 되새겨 보았지만, 아무것도 떠오르지 않았다. 하지만 갑자기 그의 머릿속에 한 장면이 떠올랐다. 그것은 자신이 어",놀라워했다
108,그는 아이와 함께 놀 수 있었다,그 주변 사람들은 그를 칭찬하고 축하하다,웃었다,아이와 함께 놀아준다,놀랐다
109,그는 처음에는 어떻게 해야 할지 몰랐다,그를 도와주고 조언해주다,도움을 줬다,무엇이 옳은지를 따라하기로 했다,도와줬다
110,그는 심지어 케이크도 만들었다,그의 능력에 감탄하고 칭찬하다,놀라워했다,케이크를 맛있게 먹다,놀라워했어
111,그는 손을 들었다,주목하고 그의 말을 듣기 위해 조용해지다,주목,그의 말을 듣기 위해 조용해진다,놀랐다
112,그는 입을 적셨다,물을 가져다 주다,궁금해했다,그의 말을 주의 깊게 듣고 이해한다,의심을 했는
113,그는 새 고양이를 입양했다,그에게 축하를 표현하고 새로운 가족 구성원을 환영하다,기뻐했다,"새로운 고양이에 대해 축하해주고, 새로운 가족 구성원을 환영해 준다",놀랐다
114,그는 정리를 잘했다,그를 칭찬하거나 감탄하다,만족했다,모두 칭찬했다,놀랐다
115,그는 그 높이에서 더 크고 무거워 보였다,그를 지켜보며 주의 깊게 관찰하다,그를 주목했다,그를 도와준다,놀랐다
116,그는 눈물이 날 지경였다,그를 위로하거나 안아주거나 위안을 주려고 하다,그를 위로했다,그의 어깨를 쓸어주고 위로해 준다,놀랐다
117,그는 놀고 싶지 않아 했다,"그의 기분을 존중하고, 다른 활동이나 대화 주제를 제안하다",그는 그의 결정을 존중했다,그의 마음을 이해하고 존중해 준다,이해할 수 없었다
118,그는 평화롭게 잠을 잤다,그를 깨우지 않고 조용히 그를 편히 자게 두다,그의 평화로운 모습을 보고 안도했다,그의 평온한 모습을 보며 그의 안식을 방해하지 않도록 조용히 움직인다,의아해했는
119,그는 종이에 물감을 묻혔다,그를 도와서 물감을 닦아주거나 청소도구를 가져다 주다,놀라워했다,종이에 물감을 묻힌 그림을 감상하고 칭찬한다,놀라워했다
120,그는 칠면조를 넣었다,깜짝 놀라거나 웃음을 참지 못하다,놀라워했다,칠면조를 보고 웃음을 터뜨린다,놀라워했어
121,그는 다시 전화를 받았다,그가 전화를 받는 동안 조용해지거나 주의를 기울이다,의아해요,"그의 대화에 귀를 기울이거나, 그가 하는 말을 주의깊게 듣다",의아함
122,그는 눈사람을 만들었다,그의 눈사람을 칭찬하고 함께 사진을 찍으며 즐거워하다,그의 창의성에 감탄했다,눈사람을 만들어서 그 주변에 눈싸움을 벌였다,놀라워했다
123,그는 결국 쓰러졌다,즉시 도움을 주고 응급 상황 대처를 위해 신속하게 행동하다,그를 도와주려고 했다,그를 지지하고 돌봐준다,놀랐다
124,그는 곧 집으로 돌아갔다,그가 집으로 돌아갔다는 사실을 받아들이고 일상적인 활동을 계속하다,궁금해했다,"그의 안부를 묻고, 그가 어떻게 지내는지에 대해 관심을 표현한다",놀랐다
125,그는 새 보트를 구입했다,그를 축하하고 함께 보트 타러 가자고 제안하다,부러워했다,새 보트를 타러 함께 가자고 제안한다,놀랐다
126,그는 쇼핑하러 가고 싶다고 했다,그의 쇼핑을 도와주거나 함께 가기를 제안하다,어떤 것을 사고 싶은지 물었다,그의 쇼핑을 도와주기 위해 함께 가겠다고 제안한다,이해할 수 없었다
127,그는 소파에서 낮잠을 자고 있었다,조용히 그를 깨우지 않고 그의 편안한 잠을 방해하지 않다,그는 평화롭게 잠들어 있었다,그의 평온한 모습을 보며 조용히 지나간다,의심스러워했는
128,그는 혼자서 저녁을 먹었다,그가 혼자 저녁을 먹는 것을 보고 특별한 행동을 취하지 않다,그의 외로움을 이해했다,그의 외로움을 어루만져 준다,의아해했는
129,그는 잠이 들었다,"그를 편안히 눕히고 조용히 떠나거나, 그가 안전하게 잘 수 있도록 도와주다",그는 조용히 움직였다,그의 평화로운 잠을 방해하지 않도록 조용히 움직인다,놀라워했는
130,그는 술을 너무 많이 마셨다,"그를 안전한 장소로 옮기고, 필요하다면 의료진에 연락하다",걱정,그를 집으로 데려다 주고 안정시키기 위해 노력했다,실망했다
131,그는 매일 아침 눈을 떴다,그 주변 사람들은 그의 안부를 물어보거나 그와 인사를 나누다,그는 무엇을 할지 예측했다,그에게 일어나서 일상적인 활동을 시작하도록 도와준다,놀랐다
132,그는 그녀의 셔츠 단추를 풀었다,그 행동에 대해 분노하거나 불쾌해하다,놀라워했다,그들의 관심을 집중시키기 위해 그들에게 더 많은 음료를 제공한다,놀라워 했는
133,그는 새 타이어가 필요했다,그를 도와 새 타이어를 구하거나 수리할 수 있는 방법을 찾아주다,도와주었다,새 타이어를 구입하고 교체한다,놀랐다
134,그는 자신의 알람을 설정했다,그가 자신의 알람을 설정했다는 것에 대해 특별한 행동을 취하지 않다,조용히 했다,그를 깨우지 않도록 조용히 움직인다,놀랐다
135,그는 선택의 폭을 좁혔다,그의 선택을 돕기 위해 조언을 제공하거나 도와 줄 수 있는 방법을 찾으려고 하다,의심,그의 결정에 동의하거나 그를 지지한다,놀랐다
136,그는 직원을 해고했다,"그에게 동정과 위로의 말을 건네거나, 직원들에게 지지와 도움을 제공하다","안타깝다, 놀랐다, 분노했다",그 직원에 대한 이유를 알아보고 그의 결정을 이해하려고 했다,놀랐다
137,그는 발진이 생겼다,그를 위로하고 치료 방법을 찾아주거나 의사에게 연락하다,걱정했다,그를 위해 의사에게 상담을 받도록 도와준다,의사를 찾아갔다
138,그는 집에 가서 옷을 갈아입어야 했다,그를 도와주거나 기다려주다,그의 변화에 놀라워했다,그의 옷을 칭찬하고 그가 어디로 가는지 물어본다,이상하게 생각했다
139,그는 정말 착해 보였다,그는 정말 착한 사람 같아,그를 좋아했다,그의 선한 모습을 따라하려고 노력한다,놀랐다
140,그는 알림을 받았다,그 주변 사람들은 그에게 도움이 필요한지 물어보거나 지원을 제공하다,놀라거나 궁금해했다,무엇인지 궁금해했다,놀라고 있었는
141,그는 아버지와 함께 낚시하러 갔다,그를 축하하고 낚시에서 잡은 물고기에 대해 이야기하다,부러워,낚시 도구를 챙기고 물가로 향한다,놀랐다
142,그는 아기를 안고 있었다,그를 도와주고 안전하게 아기를 안아주려 하다,그를 칭찬했다,아기를 돌봐준다,놀라워했다
143,그는 기분이 나빠지기 시작했다,그의 기분을 이해하고 위로해주거나 도와주다,그는 걱정했다,그의 기분을 좋게 하려고 노력한다,신경을 쓰지 않았다
144,그는 새집을 지었다,그에게 축하를 하다,부러워했다,새 집을 축하해 준다,놀라워했다
145,그는 새 정장을 구입했다,그를 축하하고 새로운 정장을 칭찬하다,그의 새로운 정장을 칭찬했다,새로운 정장을 칭찬한다,놀라워했어
146,그는 부딪혔다,그를 도와 일어서게 하다,도와주다,그를 도와 일어서게 하거나 상처를 치료하는 데 도움을 준다,놀라워했다
147,그는 퇴근길에 커피를 사서 마셨다,그의 퇴근길을 이어서 집으로 돌아가는 것으로 예상하다,그는 활기찬 모습으로 보였다,그의 퇴근길을 기다리는 동안 그와 대화를 나눈다,놀랐다
148,그는 생일 파티가 있었다,축하의 메시지를 전하거나 선물을 준비하다,축하를 했다,그에게 선물을 주고 축하해준다,환호를 했는
149,그는 암매장 당했다,충격을 받고 슬퍼하다,추모,그의 가족과 친구들이 그를 위해 슬퍼하고 그를 기억한다,놀라워했어
150,그는 파트타임으로 일하고 있었다,그의 일과 시간에 대해 이해하고 지원하다,그의 노력에 대해 감탄했다,그의 노력을 칭찬하고 그가 더 많은 일자리를 얻을 수 있도록 도와준다,의심스러워했다
151,그는 자기도 모르게 자신에게 해가 되는 일을 했다,그를 도와주고 상담해주다,그의 행동에 대해 걱정했다,그를 보호하고 그의 행동을 바로잡으려고 노력했다,의심스러워했는
152,그는 이제 자야 했다,그를 안심시키고 편안하게 자도록 도와주다,그의 퇴근을 도와주었다,그를 침대로 안내한다,의아했는
153,그는 깁스를 해야 했다,그를 도와주고 위로해주다,그는 그가 다친 이유를 물었다,그를 도와주고 지원한다,놀라워했다
154,그는 하루를 시작했다,그에게 인사를 하거나 일상적인 대화를 나누다,그의 기분을 물었다,그의 에너지와 긍정적인 태도를 따라하려고 했다,놀랐다
155,그는 새 드레스를 입었다,그의 새 드레스를 칭찬하거나 주목하다,그의 새 드레스를 칭찬했다,새 드레스를 칭찬한다,놀라워했다
156,그는 어느 날 배고픔을 느꼈다,그에게 음식을 제공하거나 함께 식사를 하도록 도와주다,그는 식사를 하도록 권유했다,식사를 하거나 음식을 찾기 위해 도움을 요청했다,의문을 표현하지 않았다
157,그는 새 집으로 이사했다,축하의 인사를 전하거나 이사 도와줄 수 있는 방법으로 도움을 제공하다,환영해주었다,새 집에 방문하여 축하의 인사를 전한다,놀랐다
158,그는 깁스를 하고 있었다,그를 도와주거나 조금 더 조심스럽게 행동하다,동정적으로 보였다,그의 이동을 도와주거나 그의 부상이 빨리 나으려고 돕다,궁금해했다
159,그는 그녀의 어깨를 두드렸다,그 행동에 대해 비난하거나 분노하다,의심스러운 눈초리를 했다,그녀를 위로해 주는 말을 건넨다,놀랐다
160,그는 양쪽을 동시에 지지했다,혼란스러워하거나 놀라거나 불편해하다,혼란스러워했다,그의 의견에 동의하거나 반대한다,의견이 갈렸다
161,그는 전봇대에 부딪혔다,그를 도와 일어서게 하거나 응급처치를 위해 구조대에 연락하다,놀라거나 경악했다,그를 도와 일어서게 하거나 응급처치를 한다,놀라워했다
162,그는 그것을 학교에 입고 다녔다,그의 행동을 비판하고 비난하다,그의 스타일을 부러워했다,그의 새로운 옷을 칭찬하거나 물어본다,궁금해 했는
