,input,A,B,B2,B3
18,그는 몸이 아프기 시작했다,아마 편안한 휴식과 치료를 원할 것이다.,편안한 휴식,약을 먹다,약
19,그는 밤에 잠을 잘 이루지 못했다,편안한 수면을 원할 것이다.,수면제,잠을 잔다,편안한 침대
20,그는 새로운 기술을 배웠다,새로운 기술을 활용하여 더 나은 일을 하고 싶어할 것이다.,더 많은 기회,새로운 일자리를 얻다,새로운 도전
21,그는 황금알을 낳는 거위를 죽였다,황금알을 원할 것이다.,황금알을 낳는 거위,거위가 아닌 황금알을 얻다,더 많은 황금알
22,그는 대학에 지원했다,대학에 지원했으므로 합격을 원할 것이다.,학위를 받고 싶었다.,대학에서 학위를 받다,장학금
23,그는 홀인원을 기록했다,홀인원을 기록한 것에 대한 인정과 칭찬을 원할 것이다.,완벽하다,완벽한 스코어였다,승리
24,그는 방과 후 친구들과 농구를 했다,물을 마시고 싶을 것이다.,스포츠용품,아마도 그는 더 많은 운동을 즐기고 싶었다,물
25,그는 곧 기분이 나아질 겄다,위로와 지지를 원할 것이다.,긍정적인 변화,답변할 수 없음,휴식
26,그는 커피를 머그잔에 마셨다,물을 원할 것이다.,카페인,커피의 향과 맛을 오래 즐기기 위해서였다,따뜻하다
27,그는 엔진을 망가뜨렸다,수리를 원할 것이다.,수리된 엔진,새로운 차를 산다,수리된
28,그는 새로운 새끼 고양이를 얻었다,새로운 새끼 고양이를 돌보고 사랑받길 원할 것이다.,고양이의 새로운 친구,고양이를 키우는 새로운 경험,사랑
29,그는 과거는 과거로 뒀다,현재와 미래에 대한 새로운 시작을 원할 것이다.,미래,현재와 미래에 집중한다,변화
30,그는 새 기타를 구입했다,새 기타에 대한 조언이나 연주 기술에 대한 도움을 원할 것이다.,이전에 없던,새로운 연주 기술을 연마한다,새 앰프
31,그도 노력했다,인정과 칭찬을 원할 것이다.,성공,높은 성과를 얻다,성공
32,그는 시간을 가졌다,더 많은 자유와 여유로운 삶을 원할 것이다.,자유롭게 움직일 수 있는,무엇이든 할 수 있는 자유였다,자유
33,그는 애완동물을 허용했다,"애완동물을 허용했다면, 그는 애완동물을 가질 것을 원할 것이다.",애완동물,애완동물과 함께 살 수 있는 집,애완동물
34,그는 휴대폰을 받았다,"휴대폰을 받았다면, 그는 축하나 감사의 말을 원할 것이다.",전화번호,답변할 수 없음,휴대폰을 받았기 때문에 더 이상 그것을 원하지 않았다.
35,그는 C를 받았다,더 나은 성적을 원할 것이다.,더 높은 점수,더 높은 성적을 받다,A
36,그는 TV를 구입했다,TV를 구입한 것에 대한 축하와 함께 새로운 TV를 사용하여 즐거운 시간을 보내고 싶어할 것이다.,TV,높은 해상도와 큰 화면,큰 화면
37,그는 다리를 심하게 다쳤다,치료와 안정을 원할 것이다.,휠체어,빨리 회복한다,보행 보조다
38,그는 그녀의 바지에 오줌을 쌌다,새로운 바지를 원할 것이다.,의사를 찾았다.,그녀에게 사과하고 도와준다,새로운 바지
39,그는 찾을 수 없었다,도움을 원할 것이다.,도움,답변할 수 없음,더 많은
40,그는 곧 나아질 겄다,회복을 원할 것이다.,더 나은,빠른 회복,나아질
41,그는 새 카메라를 구입했다,새로운 카메라 액세서리나 렌즈를 원할 것이다.,최신,카메라로 사진을 찍다,좋은 렌즈
42,그는 어젯밤부터 시작했다,휴식이 필요할 것이다.,결과,무엇이든지 성취한다,휴식
43,그는 강아지를 키우고 싶다고 했다,강아지를 입양하고 싶어할 것이다.,반려동물,강아지를 입양하거나 구매한다,강아지
44,그는 등산했다,휴식과 자연 속에서의 평화를 원할 것이다.,자연적인 경치,자연 속에서의 평화와 조용함,새로운 등산화
45,그는 휴대폰을 가지고 있었다,아마도 휴대폰을 충전하고 싶을 것이다.,전화,무엇이든지 쉽게 연락할 수 있다,물
46,그는 전화 한 통을 받았다,전화한 통을 받은 후에 무슨 일이 있었는지 궁금해할 것이다.,무엇,전화를 받은 사람과의 대화였다,조용하다
47,그는 더 높이 올라갔다,더 높은 곳에 도달하고 싶을 것이다.,정상,무엇이든지 가능했다,더 많은 도전
48,그는 이발이 필요했다,깔끔하게 이발되길 원할 것이다.,이발을 받고 싶었다.,머리를 깔끔하게 정리한다,머리를 깎는
49,그는 지갑을 집에 두고 왔다,지갑을 가져다 주는 것을 원할 것이다.,돈,지갑을 다시 집에 가져온다,돈
50,그는 목록을 잊어버렸다,목록을 잊어버렸으니 아마도 도움을 받아 새로운 목록을 작성하고 싶을 것이다.,다시 목록을 확인하여 필요한 것을 찾고 싶었다.,답변할 수 없음,목록
51,그는 페이지를 넘겼다,이야기의 계속을 원할 것이다.,다음,무엇인지 알아내기 위해 더 읽어야 했다,더 많은 정보
52,그는 도넛도 먹었다,아마도 음식을 더 원할 것이다.,당근,도넛을 먹은 후에도 여전히 배고픈 상태였다,케이크
53,그는 그것을 학교에 가져왔다,"그것을 학교에 가져왔다면, 아마도 그것을 사용하거나 공유하고 싶을 것이다.",학교에,답변할 수 없음,그것
54,그는 좋아하는 사람에게 물어봤다,"좋아하는 사람에게 물어봤다면, 그는 그 사람의 의견이나 조언을 원할 것이다.",진실,무엇인지 궁금해한다,정보
55,그는 자신을 인식했다,자신을 받아들여 주는 것을 원할 것이다.,자신을 발전시키는,무엇이든 할 수 있는 자신감과 성취감,성공
56,그는 새 옷을 구입했다,새 옷을 입고 싶을 것이다.,새 옷을 입고 싶어했다.,새로운 스타일을 시도한다,새로운 스타일
57,그는 모든 인형을 외웠다,자신만의 인형 컬렉션을 갖고 싶어할 것이다.,더 많은 인형,어떤 인형이든 손에 넣다,새로운 인형
58,그는 훨씬 좋아 보였다,칭찬을 원할 것이다.,더 좋은,누군가에게 칭찬받다,그것
59,그는 요리하고 싶어 하지 않았다,요리할 필요가 없는 것을 원할 것이다.,완성된 음식,먹을 만한 음식을 누군가가 대신 요리해준다,먹을
60,그는 새 자전거를 구입했다,새 자전거를 타고 즐거운 여행을 원할 것이다.,이전에 없던,빠른 이동 수단,새 자전거
61,그는 목줄을 사용했다,강아지를 산책시키고 싶을 것이다.,산책,끝까지 제어당한다,자유
62,그는 커피를 주문했다,커피를 원할 것이다.,아마 커피를 원했을 것이다.,답변할 수 없음,따뜻한 음료
63,그는 태클을 당했다,상대방에게 보복적인 태클을 원할 것이다.,도움을 받고 싶었다.,상대방을 넘어선다,정의를 위해 싸우다
64,그는 그녀에게 몸을 기울였다,그녀에게 관심을 표현하고 싶을 것이다.,그녀의 주의를 끌고 싶었다.,그녀와 가까이 있고 그녀와의 관계를 더욱 강화한다,사랑
65,그는 오른쪽으로 향했다,왼쪽으로 향하길 원할 것이다.,반대,답변할 수 없음,"오른쪽으로 향했기 때문에 그것을 원했는데,"
66,그는 배심원 의무를 위해 소환되었다,공정한 재판을 희망할 것이다.,해당 일정을 조정하여 그의 업무와 일상 생활에 영향을 미치지 않도록 하고 싶었다.,배심원으로 선정되지 않다,변호사
67,그는 자신을 과시했다,인정과 칭찬을 원할 것이다.,주목 받는,주목받다,주목을 받고 싶은
68,그는 쿠키도 만들었다,쿠키를 먹고 싶어할 것이다.,쿠키,쿠키를 먹다,쿠키를 만들었다
69,그는 유치원에 입학했다,새로운 친구들과 함께 놀고 배우는 즐거움을 원할 것이다.,친구와 놀고 싶었다.,놀이와 친구들과 함께 하는 시간,사탕
70,그는 구걸하러 갔다,돈이나 음식을 원할 것이다.,생계를 유지하기 위해 돈,다른 사람들로부터 돈이나 음식을 받다,돈
71,그는 면도를 중단했다,아마도 수염을 자를 것을 원할 것이다.,매끈한 얼굴,매끈하고 깔끔한 턱을 가지려 했다,매끈한 피부
72,그는 약속을 잡았다,약속을 잡았으니 시간과 장소에 대한 확인을 원할 것이다.,확실하다,무엇을 해야 할지에 대한 명확한 계획,그것
73,그는 스스로 일을 자초했다,도움을 받고 싶어할 것이다.,자존심,높은 성취감과 자부심,성공
74,그는 방과 후 축구를 했다,샤워를 원할 것이다.,샤워,농구를 하거나 다른 운동을 즐긴다,에너지
75,그는 그 의미를 설명했다,이해와 인정을 원할 것이다.,해당되는,무엇인지 이해할 수 있었다,이해
76,그는 처음 이발을 했다,머리를 깔끔하게 정리해 주는 것을 원할 것이다.,머리를 깔끔하게 정리해 주는,새로운 머리 모양을 얻다,멋진 머리
77,그는 온몸에 흘리고 있었다,온몸에 흐르는 것을 멈추기를 원할 것이다.,수건,냉각된 물을 마신다,물
78,그는 드디어 도착했다,휴식을 원할 것이다.,이제 나머지 것을 쉬고 싶었다.,답변할 수 없음,무엇
79,그는 그녀를 죽음으로 이끌었다,사죄와 용서를 원할 것이다.,그녀의 사망,그녀의 사라지다,사랑
80,그는 그녀를 만나러 갔다,그녀와의 만남을 원할 것이다.,그녀와 함께 시간을 보내고 싶었다.,그녀와 함께 시간을 보낸다,"사실을 원했는데,"
81,그는 2013년에 캠브리지로 이사했다,새로운 시작과 새로운 기회를 원할 것이다.,영어를 잘하고 싶었다.,영국에서의 새로운 삶을 시작한다,조용한 곳
82,그는 그녀의 턱을 꽉 움켜쥐었다,그녀로부터 떨어져 달라고 원할 것이다.,그녀가 그의 말을 듣고 따르는,그녀의 주의를 끌고 그가 말하려는 것을 듣게 한다,그녀의 주의
83,그는 어젯밤 피자를 다 먹었다,아마도 물을 원할 것이다.,소화제,포만감과 만족감,더 많은 음식
84,그는 고양이 알레르기가 있었다,고양이를 피하고 싶을 것이다.,고양이 대신 다른 동물,고양이를 키우는 것이 아니었다,강아지
85,그는 마침내 먹이를 찾았다,배고픈 것을 원할 것이다.,포만감,허기를 달래고 에너지를 얻다,배고픈
86,그는 다리를 삐끗했다,치료와 안정을 원할 것이다.,지팡이,빠른 회복과 다시 걷기를 가능하게 한다,도움
87,그는 내 머리를 때렸다,사과와 함께 존중과 이해를 바라고 있을 것이다.,내가 뭔가를 바꾸거나 행동을 취하도록 나에게 압력을 가하려고 했다.,내가 그에게 더 이상 말하지 말란다,내가 말하다
88,그는 그녀를 죽이러 갔다,그녀를 죽이기를 원할 것이다.,살인,그녀의 죽음,복수
89,그는 제시간에 집에 도착했다,편안한 휴식을 원할 것이다.,따뜻한 음식,무엇이든지 할 수 있는 충분한 시간을 가질 수 있다,빨리 집에 도착했기 때문에
90,그는 저녁을 먹었다,배가 고파서 뭔가 간식을 원할 것이다.,아마도 디저트를 원했을 것이다.,밤에 산책을 한다,디저트
91,오늘은 그녀의 마지막 날였다,그녀에게 작별 인사를 하고 싶을 것이다.,자유롭게 마음을 놓고 평화롭게 가다,그녀와 함께 특별한 시간을 보낸다,그녀의 마지막 순간을 기억하고 싶었기 때문에 사진
92,그는 그녀가 그럴 거라고 했다,그녀가 믿어줄 것을 원할 것이다.,확실하다,그녀가 그의 말을 듣고 행동한다,그것
93,그는 수상한 냄새를 맡았다,주변을 살펴보고 냄새의 원인을 찾기를 원할 것이다.,의심스러운,의심스러운 상황을 조사한다,물건
94,그는 엄마에게 선물했다,엄마로부터 감사와 인정을 받고 싶어할 것이다.,무엇,답변할 수 없음,예쁜 꽃
95,그는 금반지를 발견했다,주인을 찾아주길 원할 것이다.,더 많은 금반지,여자친구와의 약속을 지키기 위한 선물,돈
96,그는 캠프파이어를 시작했다,사람들이 함께 모여서 노래를 부르고 이야기를 나누며 즐거운 시간을 보낼 것을 원할 것이다.,따뜻한 분위기,친구들과 함께 노래를 부르고 이야기를 나누며 즐거운 시간을 보낸다,장작
97,그는 보고서를 작성했다,보고서에 대한 피드백이나 인정을 원할 것이다.,피드백,결과를 분석하고 결론을 도출한다,피드백
98,그는 '펑'하는 소리를 들었다,조용한 환경을 원할 것이다.,폭죽,무언가가 터지는 소리였다,폭죽
99,그는 깜짝퀴즈를 출제했다,칭찬과 인정을 원할 것이다.,정답을,상대방이 놀라고 반응하는 것을 본다,정답
100,그는 강아지를 찾았다,강아지를 주인을 찾아주길 원할 것이다.,강아지,강아지를 키운다,강아지
101,그는 고양이를 좋아했다,고양이를 품고 싶을 것이다.,고양이와 관련된,고양이를 키운다,고양이
102,그는 하루 종일 게임을 했다,휴대폰이나 컴퓨터로 게임을 계속해서 할 것을 원할 것이다.,더 많은 게임,현실에서 벗어나 즐거움을 찾다,더 많은 시간을 게임하기 위해 돈
103,그는 나중에 질문했다,더 많은 정보나 설명을 원할 것이다.,정확한 정보,무엇인지 궁금해졌다,그것
104,그는 지갑을 돌려받았다,지갑 안에 있는 돈과 카드가 그대로 있는지 확인하고 싶을 것이다.,지갑,돈,돈
105,그는 그것을 학교에 가져갔다,"그것을 학교에 가져갔다면, 아마도 그것을 사용하거나 공유하기를 원할 것이다.",학교에서,무엇인지 알아내기 위해서였다,책
106,그는 무릎을 다쳤다,무릎을 다친 부상에 대한 치료와 회복을 원할 것이다.,지팡이것,빨리 치료를 받다,휠체어
107,그는 갑자기 기억이 났다,무엇이 일어났는지를 이해하고 싶을 것이다.,과거에 했던 실수를 바로잡고 싶어했다.,무엇인지를 알아내기 위해 머리를 심하게 긁었다,물건
108,그는 아이와 함께 놀 수 있었다,아이와 함께 더 많은 시간을 보내고 싶어할 것이다.,더 많은 시간,가족과 함께 행복한 시간을 보낸다,자전거
109,그는 처음에는 어떻게 해야 할지 몰랐다,"지친 상태일 것이며, 도움이 필요할 것이다.",도움을,누군가에게 조언을 구한다,도움
110,그는 심지어 케이크도 만들었다,아마도 칭찬과 인정을 받고 싶을 것이다.,달콤하다,완벽한 집에서의 완벽한 파티였다,달걀
111,그는 손을 들었다,질문에 대한 답변을 원할 것이다.,도움을 요청하다,무엇인지 물어보기 위하다,도와주는
112,그는 입을 적셨다,물을 원할 것이다.,물,답변할 수 없음,맥주
113,그는 새 고양이를 입양했다,새로운 고양이와 함께 행복한 삶을 원할 것이다.,사랑과 관심,고양이와 함께 행복한 시간을 보낸다,새로운 사료
114,그는 정리를 잘했다,칭찬을 원할 것이다.,완벽한 결과,무엇이든 쉽게 찾을 수 있다,정직하다
115,그는 그 높이에서 더 크고 무거워 보였다,안전을 원할 것이다.,더 큰,답변할 수 없음,자신이 더 크고 무거워 보이다
116,그는 눈물이 날 지경였다,위로와 이해를 원할 것이다.,위로 받아주는,눈물을 감추고 강하게 보인다,사랑
117,그는 놀고 싶지 않아 했다,쉬고 싶을 것이다.,쉬고 싶었다.,잠잔다,쉬는
118,그는 평화롭게 잠을 잤다,평화롭게 깨어나고 싶을 것이다.,평화,평온하고 안정적인 마음으로 하루를 시작한다,평화로운 잠
119,그는 종이에 물감을 묻혔다,종이에 물감을 묻힌 것을 지워 달라고 원할 것이다.,신문,아름다운 그림을 그린다,새로운 종이
120,그는 칠면조를 넣었다,칠면조 요리를 원할 것이다.,칠면조,칠면조 스튜였다,칠면조
121,그는 다시 전화를 받았다,상대방이 무엇을 말하고 싶은지 궁금해할 것이다.,무엇,상대방이 그의 제안을 수락했기를 원했다,전화를 받다
122,그는 눈사람을 만들었다,따뜻한 음료를 원할 것이다.,눈,더 많은 눈을 내리게 한다,눈덩이
123,그는 결국 쓰러졌다,도움을 원할 것이다.,쉬는,끝까지 싸움을 펼친다,성공
124,그는 곧 집으로 돌아갔다,휴식을 원할 것이다.,휴식,무언가를 찾아보고 싶었다,물건
125,그는 새 보트를 구입했다,새 보트를 타고 바다나 호수에서 여행을 즐기고 싶어할 것이다.,바다에서 즐거운 시간을 보내기 위해 완벽한 보트,바다 여행을 즐긴다,바다를 탐험하는
126,그는 쇼핑하러 가고 싶다고 했다,쇼핑을 하고 싶어할 것이다.,무엇,답변할 수 없음,신발
127,그는 소파에서 낮잠을 자고 있었다,평화롭고 조용한 휴식을 원할 것이다.,평화로운,편안한 휴식,조용하다
128,그는 혼자서 저녁을 먹었다,혼자서 저녁을 먹은 것에 대해 외로움을 느낄 것이다.,아마도 회사를 그리워했을 것이다.,혼자 조용히 식사하는 시간,누군가와 함께 저녁
129,그는 잠이 들었다,평화롭게 잠을 자고 싶을 것이다.,잠을 자고 싶었다.,잠자리였다,편안하다
130,그는 술을 너무 많이 마셨다,술을 너무 많이 마셨으니까 물을 원할 것이다.,물,무엇이든 할 수 있는 기회를 잃다,물
131,그는 매일 아침 눈을 떴다,아침에 일어나서 편안한 하루를 보내길 원할 것이다.,아침 식사,아침 식사를 즐기고 일상을 시작한다,행복한 삶
132,그는 그녀의 셔츠 단추를 풀었다,더 깊은 관계를 원할 것이다.,그녀의 피부를 만지고 싶었다.,그녀와 더 가깝게 지낸다,그녀의 심장
133,그는 새 타이어가 필요했다,새 타이어를 원할 것이다.,새 타이어,새로운 타이어를 구매한다,새로운 타이어
134,그는 자신의 알람을 설정했다,아침에 일어나기 위해 자신의 알람을 설정했을 것이다.,일찍 일어나는,아침 일찍 일어나서 하루를 시작한다,조용하다
135,그는 선택의 폭을 좁혔다,더 많은 선택지를 원할 것이다.,특정하다,명확한 목표와 방향을 가지고 있었다,다양하다
136,그는 직원을 해고했다,직원에게 이유를 설명해 달라고 요청할 것이다.,새로운 직원을 고용하는,직원들의 더 나은 성과와 회사의 효율성을 향상시킨다,새로운 직원
137,그는 발진이 생겼다,발진이 사라지기를 원할 것이다.,약을,의사에게 진료를 받다,피부 안정제
138,그는 집에 가서 옷을 갈아입어야 했다,편안한 옷을 원할 것이다.,새로운 옷,빠르게 옷을 갈아입고 외출한다,새로운 옷
139,그는 정말 착해 보였다,칭찬을 받고 싶을 것이다.,도움을 받고 싶었다.,누군가에게 도움을 준다,사랑
140,그는 알림을 받았다,무엇인가 중요한 정보나 소식을 원할 것이다.,더 많은 정보,답변할 수 없음,그것
141,그는 아버지와 함께 낚시하러 갔다,아버지와 함께 즐거운 시간을 보내고 싶을 것이다.,낚싯대,아버지와 함께 풍부한 시간을 보낸다,평화와 조용한 시간
142,그는 아기를 안고 있었다,아기를 안고 있는 것을 도와줄 것을 원할 것이다.,아기를 안고 있었으므로 편하다,아기와의 특별한 순간을 즐긴다,도움
143,그는 기분이 나빠지기 시작했다,위로와 이해를 원할 것이다.,휴식,빨리 집에 가서 휴식을 취하고 싶었다,도움
144,그는 새집을 지었다,안락하고 편안한 새로운 집을 원할 것이다.,안정적인,편안하고 안락한 공간,돈
145,그는 새 정장을 구입했다,새로운 모습으로 변화하고 싶을 것이다.,새 신발,새로운 이미지를 갖다,새 신발
146,그는 부딪혔다,사과나 도와달라고 할 것이다.,평화로운,무엇이든지 얻기 위해 노력한다,평화
147,그는 퇴근길에 커피를 사서 마셨다,편안한 분위기에서 조용히 쉬며 일상을 잊고 싶어할 것이다.,만족하다,피로 회복과 집중력을 높이기 위한 에너지였다,에너지
148,그는 생일 파티가 있었다,생일 축하와 선물을 원할 것이다.,선물,무엇이든지 소중한 사람들과 함께 즐겁게 시간을 보낸다,선물
149,그는 암매장 당했다,정의로운 법적 대응을 바랄 것이다.,부활,명백히 밝혀져야 했다,정의
150,그는 파트타임으로 일하고 있었다,전체 시간으로 일할 기회를 원할 것이다.,정규직으로 일하는,전문적인 경력을 쌓다,더 많은 돈
151,그는 자기도 모르게 자신에게 해가 되는 일을 했다,자기에게 용서를 바라고 자신을 바로잡을 기회를 원할 것이다.,변화된,자신을 이해하고 변화한다,이해할 수 없는
152,그는 이제 자야 했다,편안하게 잠을 자고 싶을 것이다.,평온한 잠자리,머리를 베고 잠을 잔다,휴식
153,그는 깁스를 해야 했다,치료와 회복을 원할 것이다.,휠체어,걷기를 포기한다,도움
154,그는 하루를 시작했다,행복하고 건강한 하루를 원할 것이다.,에너지,무엇이든 성취한다,커피
155,그는 새 드레스를 입었다,칭찬을 원할 것이다.,새 신발,새로운 스타일을 시도한다,아름다운
156,그는 어느 날 배고픔을 느꼈다,음식을 원할 것이다.,음식,뭔가 맛있는 음식,음식
157,그는 새 집으로 이사했다,새 집으로 이사했으니 새로운 시작을 원할 것이다.,새로운 가구,새로운 시작과 안정감,새 가구
158,그는 깁스를 하고 있었다,아마도 자신의 부상이 빨리 나아지기를 원할 것이다.,걷는,걷기나 서 있는 것이 어려운 상황에서도 편안하게 이동할 수 있는 방법,도움
159,그는 그녀의 어깨를 두드렸다,위로나 안심을 원할 것이다.,그녀가 안심할 만하다,그녀에게 위로와 지지를 표현한다,그녀의 주의
160,그는 양쪽을 동시에 지지했다,중립적인 입장을 원할 것이다.,중립적인,양쪽이 함께 움직일 수 있는 유연성과 안정성,양쪽을 동시에 지지했기 때문에 모순된
161,그는 전봇대에 부딪혔다,의료 도움을 원할 것이다.,의사 도움,아마도 전봇대에 부딪히지 않았다,치료
162,그는 그것을 학교에 입고 다녔다,학교에 입고 다니는 것을 원할 것이다.,새로운,누군가가 그의 옷을 칭찬해 준다,옷
163,그도 케이크를 먹었다,케이크를 원할 것이다.,아이스크림,답변할 수 없음,케이크
164,그는 밤에 잠을 잤다,휴식을 원할 것이다.,아침에 일어나자마자 커피,푹신한 침대에서 편안하게 잠을 잔다,휴식
165,그는 팔을 들어 올렸다,누군가에게 주목받고 인정받길 원할 것이다.,도와달라고,무엇인지 알려고 한다,도와달라는
166,그는 실수로 노크를 했다,문을 열어주기를 원할 것이다.,문 앞에 있는 사람의 주의를 끌고자 했다.,문을 열어준다,조용히 자리를 떠나다
167,그는 구취가 심했다,청결한 환경을 원할 것이다.,청소,소독제를 사용하여 구취를 없앤다,제로냥
168,그는 새로운 일을 시작했다,새로운 일을 시작했으니 성공과 성장을 원할 것이다.,앞으로 더 나은 결과,새로운 도전과 성공,변화
169,그는 내비게이션에 도움을 요청했다,길을 찾고 싶을 것이다.,방향,내비게이션에서 목적지까지의 최적 경로와 안내 방법을 알려준다,도움
170,그는 총을 들고 목표물을 공격했다,폭력적인 행동을 하고 싶어할 것이다.,죽음,목표물을 제거한다,살아남기 위해
171,그는 호텔을 찾았다,편안한 숙박을 원할 것이다.,좋은 서비스와 편안한 숙박,편안한 숙박시설,휴식
172,그는 성인이 되었다,자신의 독립과 자유를 원할 것이다.,자유,무엇이든 자유롭게 선택하고 결정할 수 있는 권한과 책임,어린이들이 할 수 있는 모든
173,그는 자전거를 타고 집으로 돌아갔다,편안하고 안전한 집으로 돌아가고 싶을 것이다.,피곤하다,휴식과 안정,자전거
174,그는 남편에게 문자를 보내었다,남편으로부터 답장을 기대할 것이다.,답변,남편이 그의 메시지를 읽고 그녀의 마음을 이해하고 대화를 이어간다,사과
175,그는 전화번호를 교환했다,연락을 원할 것이다.,새로운 전화번호,상대방과 연락을 취할 수 있는 새로운 방법,새로운 전화번호
176,그는 경적을 울렸다,주의를 기울여 달려오는 차들이 멈추기를 원할 것이다.,주의,주변 사람들에게 자리를 비켜달란다,조용하다
177,그는 꽤 멋져 보였다,칭찬을 원할 것이다.,자신의 모습을 보여주고 싶었다.,누군가 그의 모습을 칭찬해 준다,새로운 자전거
178,그는 하루를 마무리했다,휴식을 원할 것이다.,휴식,푹신한 침대에서 편안하게 쉰다,편안한 휴식
179,그는 마침내 그녀를 찾았다,그녀와 함께 시간을 보내고 싶어할 것이다.,그녀와 함께 있는,그녀와 함께 시간을 보내고 그녀와의 관계를 발전시킨다,사랑
180,그는 데이트를 원했다,가능한 경우 상대방과 로맨틱한 시간을 보내고 싶어할 것이다.,사랑과 로맨스,누군가와 함께 로맨틱한 시간을 보낸다,사랑
181,그는 갈등에 휘말렸다,해결책을 찾고 싶어할 것이다.,해결된,해결책을 찾다,해결된
182,그는 팝콘을 먹었다,영화를 보고 싶을 것이다.,영화를 보고 싶었다.,영화를 본다,물
183,그는 좋아하는 TV 프로그램을 시청했다,더 많은 에피소드를 시청하고 싶을 것이다.,더 많은 에피소드를 보고 싶어했다.,평소에 그가 좋아하는 TV 프로그램을 더 많이 시청한다,평화로운 시간
184,그는 집에 안전하게 도착했다,안전한 상태를 유지하고 싶을 것이다.,따뜻한 차 한 잔,편안히 쉰다,안전하다
185,그는 더 나은 직장을 찾았다,더 나은 급여와 근무 조건을 원할 것이다.,안정적인 수입과 더 나은 근무 환경,더 나은 경제적 보상과 더 큰 직업 만족감,더 나은 직장을 찾았기 때문에 새로운
186,그는 현금이 좀 필요했다,현금을 필요로 할 것이다.,대출,뱅크에서 대출을 받다,돈
187,그는 응급실에 가야 했다,치료와 안정을 원할 것이다.,빨리 치료를 받을 수 있도록.,빨리 치료를 받다,도움
188,그는 치어리더가 되고 싶어 했다,관심과 지지를 원할 것이다.,체육 수업,치어리더 팀에 가입하여 경기에서 선수들을 응원하고 함께 춤춘다,무엇
189,그는 상황파악을 하지 못한 채 놀고 있었다,지친 상황에서 휴식을 원할 것이다.,안전하다,답변할 수 없음,더 많은 책임
190,그는 거부당했다,사과와 이해를 바랄 것이다.,인정 받는,인정과 이해였다,사랑
191,그는 얼굴을 맞았다,사과와 함께 치료를 받기를 원할 것이다.,복수,답변할 수 없음,정당하다
192,그는 상사에게 사과했다,상사로부터 용서와 이해를 바라게 될 것이다.,사과,이 사건으로 인한 어떤 조치를 취한다,용서
193,그는 내일 큰 시험이 있었다,내일 큰 시험에 대한 좋은 성적을 원할 것이다.,좋은 폼,잠을 푹 잔다,공부
194,그는 선풍기를 구입했다,시원한 바람을 즐기고 싶을 것이다.,시원한 공기,냉방,시원한 공다
195,그는 새 옷장을 구입했다,새로운 옷을 사고 싶을 것이다.,새로운 옷장,새로운 스타일과 트렌드를 따라가며 자신을 새롭게 변화시킨다,새로운 옷
196,그는 친구들을 초대했다,친구들과 즐거운 시간을 보내기를 원할 것이다.,즐거운 시간,친구들과 함께 시간을 보낸다,파티
197,그는 선물을 받았다,감사의 표시를 원할 것이다.,더 많은,답변할 수 없음,더 많은
