,input,A,B,B2,B3
54,그는 좋아하는 사람에게 물어봤다,답변을 기다릴 것이다.,조언을 따랐다.,무엇을 좋아하는지 물어본다,궁금했는
55,그는 자신을 인식했다,자신을 받아들이고 자기를 이해하려고 노력할 것이다.,변화했다.,그의 실제 모습과 일치하지 않았다,변했는
56,그는 새 옷을 구입했다,새 옷을 입고 자신감 있게 나가서 친구들과 식사를 할 것이다.,쇼핑을 했다.,새 옷을 입고 자신감 있게 외출한다,쇼핑을 했는
57,그는 모든 인형을 외웠다,인형들을 모두 정리하고 장소에 맞게 다시 배치할 것이다.,기적을 했다.,인형들을 순서대로 나열하고 이름을 부른다,대답을 알고 있었는
58,그는 훨씬 좋아 보였다,자신의 감정을 표현하고 칭찬을 받는다.,더 자신 있었다.,무엇이든 믿을 만했다,웃었을 때
59,그는 요리하고 싶어 하지 않았다,외식을 하거나 배달 음식을 시켜 먹을 것이다.,외식을 했다.,잠시 머리를 식히고 쉰다,요리하기 싫었는
60,그는 새 자전거를 구입했다,자전거를 타고 즐거운 시간을 보낼 것이다.,자전거 타기 연습을 시작했다.,새로운 자전거를 타고 동네 주변을 산책하거나 친구들과 함께 자전거 여행을 떠난다,빚을 갚아야 했는
61,그는 목줄을 사용했다,반려견을 안전하게 산책시키기 위해 목줄을 사용했다.,산책을 했다.,강아지를 산책시킨다,죽었다
62,그는 커피를 주문했다,커피를 마실 것이다.,음료를 주문했다.,"커피숍 직원에게 ""아메리카노 한 잔 주세요""라고 말하다",기분이 좋았는
63,그는 태클을 당했다,상황을 평정하고 태클을 한 상대방과 대화하여 문제를 해결할 것이다.,넘어졌다.,"상대방을 무시하거나 공격하는 대신, 침착하게 상황을 다루고 자신의 의견을 분명히 표현했다",넘어졌다
64,그는 그녀에게 몸을 기울였다,그녀를 도와 일어서게 할 것이다.,그녀에게 신뢰를 표현했다.,그녀를 돌보고 지지해준다,사랑했는
65,그는 오른쪽으로 향했다,오른쪽으로 돌아볼 것이다.,오른쪽으로 걸었다.,무엇인가를 찾거나 탐험한다,왼쪽으로 갈 필요가 없었다.
66,그는 배심원 의무를 위해 소환되었다,소환에 응하여 법정에서 배심원으로 참여할 것이다.,법정에 출석,법정에 출석하여 사건을 심리하고 판결에 영향을 미치는 역할을 수행한다,출석했는
67,그는 자신을 과시했다,겸손하게 행동할 것이다.,자랑을했다.,그의 자신감과 능력을 선보인다,자만심을 했는
68,그는 쿠키도 만들었다,쿠키를 먹을 것이다.,베이킹,빵도 구웠다,요리사였는
69,그는 유치원에 입학했다,새로운 친구들을 사귀고 새로운 환경에 적응하려고 노력할 것이다.,어린이 놀이를 즐겼다.,유치원에서 새로운 친구들과 함께 놀고 배운다,눈물을 흘렸는
70,그는 구걸하러 갔다,도움을 받기 위해 구걸하러 갔다.,구걸을 했다.,다른 사람들에게 돈이나 음식을 요구한다,도둑
71,그는 면도를 중단했다,면도를 중단한 이유를 파악하고 문제를 해결하기 위해 적절한 조치를 취할 것이다.,수염을 기르기 시작했다.,얼굴을 씻고 수건으로 얼굴을 닦았다,수염을 기르기 시작했는
72,그는 약속을 잡았다,약속 시간에 맞춰 나타날 것이다.,약속을 지켰다.,약속 시간과 장소를 확인한다,늦었는
73,그는 스스로 일을 자초했다,책임을 인정하고 상사에게 사과하며 일을 다시 시작할 것이다.,책임을 했다.,자신의 능력을 발휘한 결과였다,실패했는
74,그는 방과 후 축구를 했다,축구를 한 뒤에 샤워를 하고 옷을 갈아입을 것이다.,운동,축구를 했다,지각을 했는
75,그는 그 의미를 설명했다,He explained the meaning of it.,해명,그 의견을 분명히 전달한다,쓸데없는 말을 했는
76,그는 처음 이발을 했다,고객의 요구에 따라 정확하게 이발을 완료할 것이다.,이발사,머리를 깎다,머리를 깎았는
77,그는 온몸에 흘리고 있었다,즉시 의료진에게 도움을 요청할 것이다.,젖었다.,땀을 닦고 물을 마신다,운동을 했는
78,그는 드디어 도착했다,일단 주변을 살피고 안전한 곳으로 이동할 것이다.,기뻤다.,짐을 풀고 숙소로 이동한다,지쳤었어
79,그는 그녀를 죽음으로 이끌었다,즉시 경찰에 신고할 것이다.,살인을 저질렀다.,그녀를 살해하다,살인을 저질렀는
80,그는 그녀를 만나러 갔다,그녀를 만나러 갔을 것이다.,기뻐했다.,그녀와의 약속 장소로 향한다,신중했는
81,그는 2013년에 캠브리지로 이사했다,새로운 도시에서 주변을 탐험하고 새로운 사람들과 친구를 사귈 것이다.,영국으로 이사했다.,캠브리지 대학에서 연구하고 가르친다,이사를 했는
82,그는 그녀의 턱을 꽉 움켜쥐었다,즉시 그녀를 놓고 사과할 것이다.,그녀가 더 이상 말을 할 수 없었다.,그녀를 강제로 돌려본다,화가 났었는
83,그는 어젯밤 피자를 다 먹었다,배가 부를 것이므로 다음 식사 때까지 기다릴 것이다.,배부르다,피자 상자를 쓰레기통에 버리고는 배를 만지작거렸다,배가 부르지 않았다.
84,그는 고양이 알레르기가 있었다,고양이와 가까이 다가가지 않을 것이다.,고양이를 피하려고했다.,"고양이와 가까이 다가가지 않거나, 고양이를 키우지 않다",약을 복용했는
85,그는 마침내 먹이를 찾았다,먹이를 잡아먹을 것이다.,사냥을 시작했다.,먹이를 잡아 먹었다,배고팠었어
86,그는 다리를 삐끗했다,즉시 의료진에게 도움을 요청할 것이다.,의사를 찾았다.,걷는 것을 멈추고 휠체어를 이용해 이동한다,걷지 못했는
87,그는 내 머리를 때렸다,즉시 상황을 평가하고 자기 방어를 위해 행동할 것이다.,폭력을 행했다.,나를 상처주고 내 감정을 상하게 하는 행동,화가 났었는
88,그는 그녀를 죽이러 갔다,즉시 경찰에 신고할 것이다.,살인을 저지른 것이다.,범죄였다,살인을 저질렀는
89,그는 제시간에 집에 도착했다,안전하게 집에 도착한 후에는 휴식을 취할 것이다.,시간을 잘 지켰다.,무엇인가를 준비하거나 쉰다,늦었을 수도 있었겠다
90,그는 저녁을 먹었다,식사를 마친 후에 그날의 일정을 reprioritize하고 휴식을 취할 것이다.,배불러졌다.,먹은 후에 식사를 마치고 집으로 돌아간다,배고웠다
91,오늘은 그녀의 마지막 날였다,그녀와 함께 소중한 시간을 보내고 이별을 위해 준비할 것이다.,울었다.,그녀에게 작별 인사를 한다,울었는
92,그는 그녀가 그럴 거라고 했다,그녀와 대화하여 상황을 해소하려고 할 것이다.,기다렸다.,그녀가 예상한 대로였다,놀랐는
93,그는 수상한 냄새를 맡았다,주변을 살펴보고 안전한 곳으로 이동할 것이다.,의심을 품었다.,의심스러운 곳을 살펴보고 주변을 둘러본다,의심스러워 보였는
94,그는 엄마에게 선물했다,엄마에게 감사의 표시로 선물했다.,행복해했다.,엄마를 기쁘게 하기 위해 선물을 고르고 구매하다,사랑했는
95,그는 금반지를 발견했다,주변을 살피고 주인을 찾아보겠다.,기뻐했다.,금반지를 주인에게 돌려주기 위해 주변을 둘러보았다,놀랐다
96,그는 캠프파이어를 시작했다,모두를 모아서 함께 노래를 부르고 마시며 즐거운 시간을 보낼 것이다.,불을 피웠다.,나무를 모아서 불을 피우고 주변에 앉아서 이야기를 나눈다,화를 냈는
97,그는 보고서를 작성했다,보고서를 작성한 후에 상사에게 제출할 것이다.,노력했다.,연구 및 데이터 분석,열심히 일했는
98,그는 '펑'하는 소리를 들었다,주변을 살펴보고 소리의 원인을 파악하려고 할 것이다.,놀라서 돌아보았다.,무언가를 폭파시켜다,달렸다
99,그는 깜짝퀴즈를 출제했다,퀴즈에 참여하여 정답을 맞추려고 노력할 것이다.,재미있었다.,다른 사람들을 놀라게 하기 위해 갑작스럽고 어려운 문제를 낸다,심술을 부렸다.
100,그는 강아지를 찾았다,주변을 둘러보고 주인을 찾아서 강아지를 되돌려줄 것이다.,기뻤다.,강아지를 안전한 장소로 데려가거나 도움을 요청한다,행복했는
101,그는 고양이를 좋아했다,고양이를 만나면 즉시 접근하여 귀여워하고 안아주거나 놀아줄 것이다.,고양이를 키웠다.,고양이를 입양하거나 길에서 발견한 고양이를 돌봤다,고양이를 샀는
102,그는 하루 종일 게임을 했다,가만히 있으면서도 즐거워하며 계속해서 게임을 할 것이다.,공부를 하지 않았다.,게임을 플레이하는 것뿐,공부를 안 했는
103,그는 나중에 질문했다,나중에 질문했다.,이해했다.,무엇인가요?,이해하지 못했어
104,그는 지갑을 돌려받았다,지갑을 주인에게 되돌려준다.,기뻐했다.,지갑을 잃어버린 사람에게 되돌려준다,솔직히 말해서 기뻐했는
105,그는 그것을 학교에 가져갔다,그것을 학교에 가져가지 않을 것이다.,도용,학교에서 그것을 사용한다,신발을 신었는
106,그는 무릎을 다쳤다,즉시 의료진에게 도움을 요청할 것이다.,병원에 갔다.,무릎을 보호하고 안정을 취한다,달리기를 포기했는
107,그는 갑자기 기억이 났다,기억을 되찾았을 때 그에 대한 행동을 취할 것이다.,놀라워했다.,"무엇인지 생각해 보았지만, 아무것도 떠오르지 않았다",놀랐는
108,그는 아이와 함께 놀 수 있었다,아이와 함께 놀 것이다.,행복했다.,"아이와 함께 놀이를 즐기고, 그들과 함께 시간을 보내며 즐거운 추억을 만들었다",일찍 퇴근했는
109,그는 처음에는 어떻게 해야 할지 몰랐다,하지만 그는 조언을 구하고 상황을 분석한 후에 결정을 내릴 것이다.,주변 사람들에게 조언을 구했다.,먼저 조언을 구하기 위해 주변 사람들에게 도움을 요청한다,초보자였는
110,그는 심지어 케이크도 만들었다,케이크를 만들어 사람들과 함께 나누고 즐길 것이다.,베이커였다.,요리한다,노력했는
111,그는 손을 들었다,질문에 대답하거나 주의를 끌기 위해 손을 들었을 것이다.,질문을 하였다.,무엇인지 물어보려고 했다,물었는
112,그는 입을 적셨다,손으로 입을 가리키며 미안하다고 말할 것이다.,진지해졌다.,무엇이든지 후회하지 않았다,미안해했는
113,그는 새 고양이를 입양했다,새로운 고양이를 따뜻하게 환영할 것이다.,새로운 가족이 생겼다.,새로운 가족 구성원을 환영한다,기뻤다
114,그는 정리를 잘했다,정리를 잘한 것에 대해 칭찬하고 감사의 말을 전할 것이다.,책임감을 가지고 일을 처리했다.,정리를 잘한 그는 그가 했던 일에 대해 자신감을 가지고 있었다,책임감 있게 일했는
115,그는 그 높이에서 더 크고 무거워 보였다,안전을 위해 높은 곳에서 내려올 것이다.,자신감을 갖고 있었다.,더 강력한 운동,자신을 키웠는
116,그는 눈물이 날 지경였다,감정을 털어놓고 안심하며 눈물을 흘릴 것이다.,울음을 터뜨렸다.,자신의 감정을 억누르려고 애쓴다,울었던 것 같았는
117,그는 놀고 싶지 않아 했다,다른 취미나 관심사를 찾아보려고 할 것이다.,일하러 갔다.,공부한다,공부했는
118,그는 평화롭게 잠을 잤다,평화롭게 잠을 자고 일어날 것이다.,평온함,무언가를 마음에 묻고 잔다,죽었을 때
119,그는 종이에 물감을 묻혔다,종이를 빨리 닦아내려고 할 것이다.,실수했다.,종이에 아름다운 그림을 그린다,화가였는
120,그는 칠면조를 넣었다,칠면조를 조리해서 먹을 것이다.,음식을 조리했다.,칠면조를 요리한다,우는 것 같았는
121,그는 다시 전화를 받았다,전화를 받아서 상황에 따라 대화를 이어나갈 것이다.,대답했다.,전화를 받아서 상대방과 대화를 이어나간다,놀랐다
122,그는 눈사람을 만들었다,눈사람을 만든 것을 자랑스럽게 여기고 주변 사람들과 함께 즐거운 시간을 보낼 것이다.,겨울을 즐겼다.,눈사람을 만들고 눈덮인 언덕을 내려오다,추웠는
123,그는 결국 쓰러졌다,즉시 응급 상황 대처를 위해 도움을 요청할 것이다.,쓰러진 채로 누웠다.,무리한 일,투쟁했는
124,그는 곧 집으로 돌아갔다,응답없음,퇴근,답변할 수 없음,급히 떠났었는
125,그는 새 보트를 구입했다,새 보트를 타고 바다로 나갈 것이다.,보트를 샀다.,새 보트를 이용하여 바다로 나가서 낚시를 즐긴다,파티에 가지 않았는
126,그는 쇼핑하러 가고 싶다고 했다,쇼핑을 하러 가기로 결정했다.,쇼핑하러 가기로 결정했다.,먼저 옷가게를 찾아보고 어떤 옷을 사고 싶은지 생각해 본다,지루했는
127,그는 소파에서 낮잠을 자고 있었다,잠이 깨어나면 일어나서 활동을 시작할 것이다.,졸고 있었다.,잠을 잔다,졸린 상태였는
128,그는 혼자서 저녁을 먹었다,혼자서 저녁을 먹었기 때문에 집에서 조용히 쉬거나 책을 읽을 것이다.,외식하지 않았다.,"식사 후에 주방을 정리하고, 그의 일일 활동을 마무리하기 위해 책을 읽었다",배부르지 않았다
129,그는 잠이 들었다,잠이 들었으니 편안히 쉬고 일어나서 다시 일을 시작할 것이다.,쿨한 꿈을 꾸었다.,잠을 잔다,졸렸다
130,그는 술을 너무 많이 마셨다,친구에게 도움을 요청하거나 택시를 호출하여 집으로 돌아갈 것이다.,취했다.,술에 취해 운전을 하려고 했다,취했다
131,그는 매일 아침 눈을 떴다,활기차게 일어나서 새로운 하루를 맞이할 것이다.,아침에 일어났다.,샤워를 하고 커피를 마신다,피곤했는
132,그는 그녀의 셔츠 단추를 풀었다,즉시 그 행동을 중단하고 사과할 것이다.,그녀의 셔츠 단추를 풀었기 때문에 그는 놀랐다.,그녀의 가슴을 자세히 살펴본다,놀랐다.
133,그는 새 타이어가 필요했다,자동차 서비스 센터에 가서 새 타이어를 구매할 것이다.,타이어를 구매하기로 했다.,새 타이어를 구매하러 간다,타이어를 바꿨다
134,그는 자신의 알람을 설정했다,알람이 울릴 때 일어나서 일정을 시작할 것이다.,일어났다.,알람이 울릴 때까지 잠들었다,늦었다
135,그는 선택의 폭을 좁혔다,가능한 옵션들을 검토하고 최선의 결정을 내리기 위해 노력할 것이다.,결정을 했다.,"더 신중하게 결정을 내리고, 더 집중해서 자신의 목표를 이루기 위해 노력한다",신중한 결정을 했는
136,그는 직원을 해고했다,직원에게 이유를 설명하고 공정한 절차를 거친 후에 해고 결정을 내릴 것이다.,일자리를 잃었다.,직원을 대체한다,화를 냈는
137,그는 발진이 생겼다,의사에게 진료를 받으러 갈 것이다.,피부과를 방문하여 치료를 받았다.,의사를 찾아간다,약을 먹었는
138,그는 집에 가서 옷을 갈아입어야 했다,집에 가서 옷을 갈아입을 것이다.,옷을 갈아입었다.,샤워를 하고 깨끗한 옷을 입다,늦었어
139,그는 정말 착해 보였다,저 사람이 정말 착해 보인다.,도와줬다.,다른 이유가 있었을지도 모른다,노력했는
140,그는 알림을 받았다,상황을 파악하고 즉시 대응할 것이다.,대답을 확인하러 갔다.,알림을 확인하고 즉시 대응한다,떠났는
141,그는 아버지와 함께 낚시하러 갔다,아버지와 함께 낚시를 즐기고 즐거운 시간을 보낼 것이다.,낚시,"바다로 가는 길에 아버지와 이야기를 나누고, 낚시 도구를 준비한다",실망했는
142,그는 아기를 안고 있었다,아기를 안전하게 안고 있을 것이다.,아버지가 됐다.,아기를 흔들어 주고 안심시켜 준다,웃지 않았다
143,그는 기분이 나빠지기 시작했다,자신의 감정을 이해하고 그 원인을 찾기 위해 시간을 내며 휴식을 취할 것이다.,의사에게 상담을 받기 위해 병원을 찾았다.,어떤 일이 있었는지를 이야기해준다,화를 내었는
144,그는 새집을 지었다,새집을 지었다.,이사를 했다.,새로운 삶을 시작한다,이사를 했는
145,그는 새 정장을 구입했다,새 정장을 입고 자신을 멋지게 보일 것이다.,옷을 사다,새로운 모습으로 변화하기 위해 노력하다,화장을 했는
146,그는 부딪혔다,상대방에게 사과하고 상황을 해결하기 위해 노력할 것이다.,아픈 것을 알고 있었다.,땅에 떨어진 것을 주웠다,화를 냈는
147,그는 퇴근길에 커피를 사서 마셨다,집으로 돌아가서 휴식을 취할 것이다.,커피를 마셨다.,퇴근 후에 집으로 돌아가서 휴식을 취했다,지각을 했는
148,그는 생일 파티가 있었다,친구들과 함께 축하를 하고 즐거운 시간을 보낼 것이다.,친구들을 초대했다.,친구들을 초대하고 케이크를 주문한다,축하받기를 원했는
149,그는 암매장 당했다,즉시 응급실로 이동하여 치료를 받을 것이다.,죽었다,나의 지시를 따른다,울고 있었는
150,그는 파트타임으로 일하고 있었다,추가로 전문 기술을 배우거나 더 많은 파트타임 일자리를 찾을 것이다.,부업을 했다.,일을 하면서 독립적으로 생활한다,열심히 일했는
151,그는 자기도 모르게 자신에게 해가 되는 일을 했다,자신의 행동을 반성하고 그에 대한 책임을 인정할 것이다.,자책감을 느꼈다.,그에게는 자신을 돌아보고 변화를 위한 노력이 필요했다,무의식적으로 했는
152,그는 이제 자야 했다,자러 갈 것이다.,잠을 잤다.,누워서 눈을 감고 잠을 청해야 했다,피곤했는
153,그는 깁스를 해야 했다,의사에게 진료를 받아야 할 것이다.,걷기를 포기했다.,크게 활동을 제한한다,운동을 하지 못했는
154,그는 하루를 시작했다,감사의 마음을 가지고 일어나서 하루를 시작할 것이다.,일어났다.,아침 식사를 하고 운동을 했다,피곤했는
155,그는 새 드레스를 입었다,자신의 새 드레스를 자랑스럽게 입고 자신을 좋아하는 모습으로 행동할 것이다.,예쁘게 보였다.,새 드레스를 입고 파티에 참석한다,자신을 자신 있게 행동했는
156,그는 어느 날 배고픔을 느꼈다,음식을 찾아 먹을 것이다.,식사를 했다.,냉장고를 열어서 무엇을 먹을지 고민한다,냉장고를 열었는
157,그는 새 집으로 이사했다,새 이웃들을 만나 인사를 하고 친해지려고 노력할 것이다.,이사,새 집을 꾸미고 가구를 옮긴다,이사를 했는
158,그는 깁스를 하고 있었다,깁스를 한 채로 조심스럽게 움직일 것이다.,걷기가 어려웠다.,걷는 것이 불가능했다,걸어 다닐 수 없었는
159,그는 그녀의 어깨를 두드렸다,답변할 수 없음,친절하다,그녀를 위로한다,화를 냈는
160,그는 양쪽을 동시에 지지했다,중립적인 입장을 취할 것이다.,중립적이었다.,양쪽을 모두 만족시킨다,양쪽을 동시에 지지했기 때문에 그는 중립적이었다.
161,그는 전봇대에 부딪혔다,즉시 응급실로 이동하여 상태를 확인하고 치료를 받을 것이다.,전봇대에 부딪히면서 그는 다치었다.,"전봇대에 부딪힌 그는 큰 충격을 받았고, 주변 사람들이 도와주기 전까지 지쳐 누워 있었다",차를 운전하고 있었는
162,그는 그것을 학교에 입고 다녔다,그것을 학교에 입고 다닐 것이다.,공부,무엇이든지 그의 학업에 도움이 된다,꼭마스크를 했는
163,그도 케이크를 먹었다,그도 케이크를 먹을 것이다.,만족했다.,케이크를 먹은 후에는 운동을 하기로 결정했다,운동을 했는
164,그는 밤에 잠을 잤다,다음날 일어나서 일을 시작할 것이다.,일어났다.,무엇이든지 그가 꿈 속에서 했던 것만큼 현실적이지는 않았다,피곤했는
165,그는 팔을 들어 올렸다,주의를 끌기 위해 누군가에게 인사할 것이다.,승리를 했다.,무엇인가를 알리거나 주의를 끌기 위한 행동,승리했는
166,그는 실수로 노크를 했다,사과하고 문을 닫을 것이다.,문을 열었다.,문을 열려고 하다,죄책감을 느꼈다
