,input,A,B,B2,B3
17,그는 너무 심하게 다쳤다,안전장비를 착용해야 했다.,즉시 의료진의 도움을 받았다,즉시 의료진에게 도움을 요청한다,조심해야 했어
18,그는 몸이 아프기 시작했다,의사나 병원을 찾아서 진단과 치료를 받아야 한다.,병원에 갔다,즉시 의사를 찾아간다,걷어다 주어
19,그는 밤에 잠을 잘 이루지 못했다,스트레스를 줄이고 규칙적인 수면 패턴을 유지하기 위해 노력해야 한다.,의사에게 상담을 받았다,"스트레스를 줄이고, 규칙적인 수면 패턴을 유지하는 것이었다. 또한 침실 환경을 편안하게 조성하고, 스마트폰과 같은 화면을 피하는 것도",불면증
20,그는 새로운 기술을 배웠다,"새로운 기술을 배웠다면, 그는 해당 기술을 사용하여 새로운 사건을 일으킬 수 있게 될 것입니다.",열심히 노력했다,노력하고 열심히 연습한다,노력해야
21,그는 황금알을 낳는 거위를 죽였다,황금알을 낳는 거위를 죽이기 위해서는 거위를 먼저 소유해야 했어야 한다.,용감했다,거위를 대신할 다른 황금알을 낳는 동물을 찾다,무자비하게했다
22,그는 대학에 지원했다,대학에 지원서를 작성하고 제출해야 한다.,노력했다,"대학 입학 시험을 준비하고, 자기소개서와 추천서를 준비한다",열심히 공부해야 했다
23,그는 홀인원을 기록했다,골프장에서 공을 한 번에 구멍에 넣어야 했다.,최선을 다했다,철저한 훈련과 끊임없는 노력,최선을 다했다
24,그는 방과 후 친구들과 농구를 했다,먼저 방과 후 친구들을 찾아서 농구를 하기로 계획해야 했다.,체력을 키웠다,농구공을 가져온다,늦었다
25,그는 곧 기분이 나아질 겄다,"긍정적인 생각을 하고, 자신에게 긍정적인 말을 해야 한다.",긍정적으로 생각했다,자신을 위로하고 긍정적으로 생각한다,울어야
26,그는 커피를 머그잔에 마셨다,커피를 머그잔에 부어서 마셔야 했다.,물을 끓였다,커피를 내려 마시기 위해 물을 끓여야 했다,강한 음료를 마셨다
27,그는 엔진을 망가뜨렸다,엔진을 부주의하게 다루거나 유지보수를 제대로 하지 않았어야 했다.,정기적인 엔진 점검을 했다,차량 정비소에 가서 수리를 받아야 했다,화가나는 것을 참았다
28,그는 새로운 새끼 고양이를 얻었다,동물 보호소나 사육사로부터 새끼 고양이를 입양해야 한다.,동물 보호소에 가서 입양 절차를 거쳤다,고양이의 케어와 관리에 필요한 준비를 한다,농담하고 있었다
29,그는 과거는 과거로 뒀다,과거를 과거로 두고 현재에 집중해야 한다.,과거의 실수를 고쳤다,"과거의 실수와 후회에 시간을 허비하는 것이 아니라, 그 경험에서 배운 교훈을 토대로 미래를 위한 계획을 세운다",떠났다
30,그는 새 기타를 구입했다,새 기타를 연주할 수 있도록 연습해야 한다.,돈을 모았다,기타 레슨을 듣고 연습한다,저축했다
31,그도 노력했다,더 많은 자원을 확보하고 더 열심히 일해야 했다.,열심히 노력해야,자신의 능력을 최대로 발휘한다,성공했다
32,그는 시간을 가졌다,시간을 가졌다면 그는 일어나기 위해 준비를 할 수 있었을 것이다.,계획을 세웠다,계획을 세우고 시간을 효율적으로 활용한다,늦다
33,그는 애완동물을 허용했다,애완동물을 허용하는 규칙이나 정책을 만들어야 한다.,아파트 관리사무실에 신청서를 제출했다,애완동물에 대한 규칙을 설정하고 관리한다,"반대로 생각해보면, 그는 애완동물을 허용하지 않았다"
34,그는 휴대폰을 받았다,휴대폰을 받은 후 전화를 걸거나 메시지를 보내야 한다.,전화를 받았다,전화를 받다,기다려야
35,그는 C를 받았다,더 열심히 공부하고 노력해야 했다.,열심히 공부했다,열심히 공부한다,열심히 공부했다
36,그는 TV를 구입했다,TV를 구입하기 위해 돈을 모아야 한다.,돈을 모았다,가게를 방문하여 원하는 모델을 선택하고 가격을 확인한다,절약해야 했어
37,그는 다리를 심하게 다쳤다,안전을 위해 조심하고 주의를 기울여야 했다.,병원에 갔다,즉시 의료진의 도움을 받다,달려야
38,그는 그녀의 바지에 오줌을 쌌다,화장실을 이용하거나 기저귀를 착용해야 했다.,배가 불러서 화장실을 가지 못했다,바지를 세탁하거나 깨끗한 바지를 찾아준다,정신이 나갔다
39,그는 찾을 수 없었다,주변을 둘러보고 다른 사람들에게 도움을 요청해야 했다.,노력,그의 휴대전화를 울린다,찾았다
40,그는 곧 나아질 겄다,의사에게 진료를 받아야 한다.,노력,자신의 상황을 진지하게 받아들이고 변화를 위해 노력한다,타협했다
41,그는 새 카메라를 구입했다,새 카메라를 구입한 후에 그 사건이 일어나기 위해서 촬영을 해야 한다.,돈을 모았다,카메라를 선택하고 가격을 비교한다,절약했다
42,그는 어젯밤부터 시작했다,어젯밤부터 시작해서 오늘 아침까지 일을 계속해야 한다.,준비를 했다,어제밤부터 시작한 일을 계속해서 진행한다,쉬다
43,그는 강아지를 키우고 싶다고 했다,먼저 동물 보호소나 유기견 구조 단체에서 강아지를 입양하거나 구매해야 한다.,"애완동물 관련 정보를 조사하고, 적절한 품종을 선택했다","강아지를 키우기 위해 그가 해야 했던 것은 먼저 적절한 견종을 선택하고, 강아지의 건강과 행복을 위해 충분한 관심과 사랑을 쏟아주어야 했다. 또한 강아지를 훈련시키고",신중했다
44,그는 등산했다,등산로를 선택하고 산행 준비물을 챙겨야 했다.,등산화를 신다,등산화를 신고 산림청이나 관리하는 기관에 등산 허가를 받아야 했다,지쳐보였어
45,그는 휴대폰을 가지고 있었다,"휴대폰을 가지고 있었다면, 사건이 일어나기 위해서는 전화를 받거나 문자를 보내야 했을 것이다.",구입했다,휴대폰을 충전한다,돈을 벌다
46,그는 전화 한 통을 받았다,전화를 받아야 한다.,전화기를 들다,전화를 받다,긴장했다
47,그는 더 높이 올라갔다,계속해서 오르기 위해 더 많은 노력을 기울여야 했다.,더 많은 노력을 기울였다,더 많은 노력을 기울이고 자신의 능력을 믿다,포기했다
48,그는 이발이 필요했다,이발사에게 예약을 잡아야 했다.,이발사에게 갔다,이발사에게 예약을 잡다,머리를 자르러 갔다
49,그는 지갑을 집에 두고 왔다,집에 돌아가서 지갑을 가져와야 한다.,실수했다,지갑을 가져오기 위해 집에 다시 돌아간다,지갑
50,그는 목록을 잊어버렸다,목록을 다시 작성하거나 기억하기 위해 노력해야 한다.,목록을 다시 작성했다,목록을 다시 작성하고 필요한 모든 항목을 추가한다,지루하다
51,그는 페이지를 넘겼다,책을 읽었어야 한다.,손가락을 사용했다,손가락을 책에 대고 약간의 힘을 준다,읽다
52,그는 도넛도 먹었다,도넛가게에 가서 도넛을 구매해야 했다.,도넛을 사러 갔다,도넛을 사 먹었어야 했다,배고픈
53,그는 그것을 학교에 가져왔다,학교에 그것을 가져가야 한다.,가방을 싸서 가져왔다,학교의 규칙을 따른다,사과다
54,그는 좋아하는 사람에게 물어봤다,좋아하는 사람에게 물어봐야 한다.,용기를 내어 물어봤다,그 사람이 무엇을 좋아하는지 알아낸다,무엇을 했다
55,그는 자신을 인식했다,"자신을 인식한 후에는 자신의 감정과 욕구를 이해하고, 자기 자신을 받아들이며, 자기 자신을 존중하는 일련의 과정을 거쳐야 한다.",노력,"자신의 강점과 약점을 파악하고, 더 나은 방향으로 성장하기 위한 노력을 기울여야 했다",달라져야
56,그는 새 옷을 구입했다,새 옷을 구입했기 때문에 그의 옷장에 새로운 옷이 추가되었다.,마트나 옷가게에 가서 쇼핑을 했다,쇼핑센터에 가서 원하는 스타일과 사이즈를 찾아본다,절약했다
57,그는 모든 인형을 외웠다,인형을 외워서 그들의 특징과 성격을 이해해야 한다.,열심히 연습,각 인형의 이름과 특징을 기억한다,열심히 공부했다
58,그는 훨씬 좋아 보였다,더 많은 운동을 하고 건강한 식습관을 유지해야 했다.,더 많은 휴식을 취했다,그가 좀 더 휴식을 취하고 스트레스를 줄인다,예쁘게 차렸다
59,그는 요리하고 싶어 하지 않았다,요리에 대한 흥미를 불러일으키기 위해 다양한 레시피를 시도해보고 새로운 요리 방법을 배워야 했다.,다른 사람에게 요리를 부탁했다,요리 수업을 듣거나 완성된 요리를 주문한다,요리사였다
60,그는 새 자전거를 구입했다,자전거를 타고 나가야 한다.,돈을 모았다,자전거 상점을 방문하여 적합한 크기와 스타일을 선택한다,저충다
61,그는 목줄을 사용했다,강아지를 산책시키기 위해 목줄을 사용했어야 한다.,개를 훈련했다,강아지를 훈련시킨다,목줄을 사용하다
62,그는 커피를 주문했다,커피숍에 들어가서 커피를 주문했어야 한다.,카운터에 가서 주문,커피 종류와 사이즈를 선택한다,긴장된
63,그는 태클을 당했다,공을 가로막기 위해 상대 선수를 막아야 했다.,몸을 지키는 자세를 취했다,상황을 진정시키고 감정적으로 반응하지 않다,날렵하다
64,그는 그녀에게 몸을 기울였다,그녀에게 관심을 표현하고 친절한 태도를 보여야 한다.,노력,그녀를 지지해 주고 돌봐준다,고개를 숙였다
65,그는 오른쪽으로 향했다,왼쪽으로 향해야 했다.,방향을 바꾸다,왼쪽으로 돌아선다,왼쪽으로 돌았다
66,그는 배심원 의무를 위해 소환되었다,법정에서 출석하여 배심원으로 선발되어야 한다.,법정에 출석,법정에 출석하고 사건에 대한 증언을 하거나 판결을 내리는 데 참여한다,배심원으로 선택되다
67,그는 자신을 과시했다,다른 사람들에게 자신의 능력이나 재능을 보여주고 알리기 위해 노력했어야 한다.,노력,자신의 업적과 성취를 자세히 설명하고 증명한다,보람찬
68,그는 쿠키도 만들었다,주방에서 재료를 준비하고 레시피를 따라 쿠키를 만들어야 한다.,재료를 준비했다,오븐을 예열한다,요리사였다
69,그는 유치원에 입학했다,유치원에 지원서를 제출하고 합격해야 한다.,입학원서를 작성했다,"부모님과 함께 유치원에 대한 정보를 수집하고, 지원서를 작성하여 제출한다",6세였다
70,그는 구걸하러 갔다,길가나 사람들이 많이 모이는 장소로 가서 돈이나 음식을 구걸해야 한다.,금전적인 지원을 받았다,돈을 받기 위해 사람들에게 호소한다,먹어야 하는 식사를 놓쳤다
71,그는 면도를 중단했다,면도를 중단한 후에는 다른 일을 하기 위해 준비했어야 한다.,면도기를 교체했다,면도날을 교체한다,면도를 했다
72,그는 약속을 잡았다,다른 사람과 약속을 잡았다.,일정을 확인해서 약속 시간에 맞출 수 있도록 조치를 취했다,상대방과의 일정을 조율하고 장소를 정한다,늦다
73,그는 스스로 일을 자초했다,자신의 능력과 자원을 이용하여 새로운 일을 시작하거나 기회를 찾아야 한다.,노력,노력하고 계획을 세워야 했다,떠났다
74,그는 방과 후 축구를 했다,축구화를 신고 축구장으로 이동해야 한다.,체육복을 입다,축구화를 신고 축구공을 가져간다,빨랐다
75,그는 그 의미를 설명했다,다음의 사건이 일어나기 위해서 그는 그 의미를 설명했어야 한다.,말했다,그가 관련된 사실과 정보를 제공하고 예시를 들어야 했다,말을 했다
76,그는 처음 이발을 했다,이발사 교육을 받아야 한다.,이발사에게 예약,먼저 이발용 가위와 이발기를 사용하여 머리를 정리한다,긴 머리를 자르
77,그는 온몸에 흘리고 있었다,온몸에 물을 흘려야 했다.,수술을 받았다,물을 닦고 청소한다,울다
78,그는 드디어 도착했다,출발하여 목적지로 향했어야 한다.,여행을 예약하고 준비를 했다,"길을 잘 찾고, 교통 상황을 파악하며 안전 운전한다",늦다
79,그는 그녀를 죽음으로 이끌었다,그녀를 살해해야 했다.,계획을 세웠다,그녀를 살해하는 계획을 세우고 그에 따라 행동한다,누군가를 속였다
80,그는 그녀를 만나러 갔다,그녀와의 만남을 위해 그녀와의 약속 장소로 이동해야 한다.,노력하여 계획을 세웠다,그녀와의 약속 장소를 찾아간다,떠나야 했어
81,그는 2013년에 캠브리지로 이사했다,캠브리지로 이사를 해야 했다.,이사 준비를 했다,캠브리지에서의 새로운 집을 찾고 이사 준비를 한다,이사
82,그는 그녀의 턱을 꽉 움켜쥐었다,폭력을 행사하거나 위협하는 행동을 멈추고 그녀와 평화적인 대화를 시도해야 한다.,힘을 사용했다,그녀를 놓아준다,분노다
83,그는 어젯밤 피자를 다 먹었다,어젯밤 피자를 다 먹은 후에 속이 아프고 잠을 설치지 못할 것이다.,돈을 냈다,피자 주문을 하고 기다린다,배고팠다
84,그는 고양이 알레르기가 있었다,의사에게 방문하여 알레르기 테스트를 받아야 한다.,고양이와의 접촉을 피했다,고양이와의 접촉을 피하거나 알레르기 반응을 줄일 수 있는 약물을 복용한다,알레르기 테스트를 받았다
85,그는 마침내 먹이를 찾았다,사냥을 하거나 먹이를 찾아야 한다.,사냥,"주변을 탐색하여 먹이의 흔적을 찾고, 먹이가 숨어있을 만한 잠복처를 발견한다",배고픈
86,그는 다리를 삐끗했다,다리를 쉬어야 한다.,의사를 찾았다,의사를 찾아서 상담을 받다,달려야
87,그는 내 머리를 때렸다,내 머리를 때리기 위해 내게 폭력을 행사해야 한다.,내 머리를 때리기 위해 합당한 이유를 제시했다,내게 사과한다,미쳐야 했어
88,그는 그녀를 죽이러 갔다,범죄를 저지르기 위해 계획을 세우고 그녀를 살해하러 갔어야 했다.,계획을 세워야,"그녀를 찾아야 했고, 적절한 시간과 장소를 선택해야 했다",놀라워했다
89,그는 제시간에 집에 도착했다,출근 시간에 출발하여 교통 상황을 신경써야 했다.,정확한 시간에 출발,교통 상황을 신중히 파악하고 출발 시간을 미리 계산한다,늦지 않았다
90,그는 저녁을 먹었다,식사를 마친 후에 집으로 돌아가야 한다.,식료품을 사러 갔다,식사 준비를 하거나 식당에 가서 주문을 해야 했다,배고픈
91,오늘은 그녀의 마지막 날였다,이 사건이 일어나기 위해서는 그가 그녀와 작별 인사를 해야 한다.,그녀에게 작별 인사를 했다,없었다,슬플 수밖에 없었다
92,그는 그녀가 그럴 거라고 했다,그녀가 그럴 거라고 믿을 만한 증거나 이유를 제시해야 한다.,그녀를 설득하는 데 더 많은 노력을 기울였다,그녀에게 미리 알려준다,그녀에게 솔직했다
93,그는 수상한 냄새를 맡았다,주변을 살펴보고 냄새의 원인을 찾아봐야 한다.,주변을 살펴봤다,그 근처를 더 자세히 살펴보고 주변을 탐색한다,의심스럽다
94,그는 엄마에게 선물했다,선물을 사서 엄마에게 주어야 한다.,노력,엄마의 취향과 적합한 선물을 고른다,돈을 벌다
95,그는 금반지를 발견했다,지하에서 파서 보석을 찾아야 한다.,지구를 파헤쳤다,지하실을 철물점에서 빌려온 강력한 탐지기로 철저히 조사한다,금반지를 발견하다
96,그는 캠프파이어를 시작했다,장작을 모아서 캠프파이어를 시작했어야 한다.,장작을 준비해서 캠프파이어를 시작했다,"장작을 모으고, 나무를 썰어서 불을 피운다",불을 피우러 갔다
97,그는 보고서를 작성했다,보고서를 작성하여 해당 사건이 일어나기 위해서는 그가 보고서에 대한 정보와 자료를 수집하고 분석하여 내용을 정리하고 작성해야 한다.,조사와 데이터 분석을 했다,자료를 수집하고 분석한다,쓰러졌다
98,그는 '펑'하는 소리를 들었다,불을 피웠어야 한다.,방향을 바꿨다,화장실 문을 닫다,방금 떨어졌다
99,그는 깜짝퀴즈를 출제했다,깜짝퀴즈를 출제하기 위해 질문을 준비하고 참여자들에게 제시해야 한다.,사전에 준비를 했다,"퀴즈의 주제를 선택하고, 출제할 문제들을 준비한다",당황했다
100,그는 강아지를 찾았다,주변을 둘러보고 강아지를 찾아야 했다.,주변을 둘러보고 문을 두드렸다,강아지의 행방을 묻거나 주변을 둘러본다,실망했다
101,그는 고양이를 좋아했다,고양이를 입양하거나 돌보는 책임을 짊어져야 했다.,고양이를 키웠다,고양이를 키운다,개를 가지고 있다
102,그는 하루 종일 게임을 했다,일을 하지 않고 게임을 하는 대신에 적절한 시간에 일을 해야 했다.,시간을 관리,게임을 하기 위해 그가 해야 했던 것은 적절한 식사와 휴식을 취한다,책임졌다
103,그는 나중에 질문했다,먼저 상황을 주의 깊게 관찰하고 질문할 타이밍을 기다려야 했다.,준비를,먼저 충분한 정보를 수집하고 준비한다,빨리 갔다
104,그는 지갑을 돌려받았다,분실한 지갑을 찾아서 주인에게 돌려주어야 한다.,분실신고를,지갑을 잃어버린 장소를 찾아가서 분실물 보관함이나 관리사무실에 문의한다,불행히도
105,그는 그것을 학교에 가져갔다,학교에 그것을 가져가기 위해서는 그것을 가방이나 소지품에 넣어야 한다.,준비,학교에서 사용할 수 있는 적절한 장소에 그것을 보관한다,가방
106,그는 무릎을 다쳤다,무릎을 보호하고 조심해야 했다.,의사에게 진료를 받았다,즉시 의료진에게 도움을 요청하고 부상을 안정시킨다,달리다
107,그는 갑자기 기억이 났다,과거에 있었던 일에 대해 집중하고 그 시간을 다시 생각해 보아야 한다.,과거의 일들을 상기시키는 데 도움이 되는 것들을 했다,과거에 했던 일들을 되새겨보고 그 상황에서 올바른 선택을 했어야 했다,숨어 있다
108,그는 아이와 함께 놀 수 있었다,아이와 함께 놀기 위해 시간을 내야 했다.,시간을 내다,"아이의 관심을 끌 수 있는 놀이를 선택하고, 아이와 함께 즐겁게 시간을 보낸다",아빠였다
109,그는 처음에는 어떻게 해야 할지 몰랐다,조언을 구하거나 정보를 수집하여 상황에 대해 더 알아봐야 했다.,결정을 내리고 계획을 세웠다,자세히 계획을 세우고 조언을 구한다,배워야 하는
110,그는 심지어 케이크도 만들었다,레시피를 찾아서 케이크를 만들어야 했다.,제빵을,재료를 준비하고 레시피를 찾아본다,요리사였다
111,그는 손을 들었다,주의를 끌기 위해 손을 들어야 했다.,허락을 받았다,먼저 선생님의 허락을 받다,울음을 터뜨렸다
112,그는 입을 적셨다,먼저 입을 적셔야 한다.,물을 마셨다,그가 말을 준비하고 자신의 생각을 명확하게 전달한다,말해야
113,그는 새 고양이를 입양했다,동물 보호소나 유기동물 구조 단체를 방문하여 새 고양이를 입양해야 한다.,동물 보호소를 방문하여 입양 신청서를 제출했다,"동물 보호소에 방문하여 적합한 고양이를 찾고, 입양 절차를 진행하는 것이었다. 또한 새로운 가족 구성원을 위한 준비물을 준비하고, 새로운 환경에 적응할 수 있도록 시간을 할애",가난했다
114,그는 정리를 잘했다,정리를 잘했다면 사건이 일어나기 위해서는 그가 계획을 세우고 실행에 옮겨야 한다.,노력,"정리할 항목을 명확하게 정하고, 각 항목을 분류하고 정리한다",처음부터 시작했다
115,그는 그 높이에서 더 크고 무거워 보였다,더 크고 무거운 물건을 들어야 했다.,운동을 했다,더 많은 운동을 하고 규칙적인 식습관을 유지한다,더 키가 작았다
116,그는 눈물이 날 지경였다,감정을 표현하고 상황을 이해하는 능력을 기를 필요가 있다.,감정을 억눌렀다,자신의 감정을 표현한다,울어야
117,그는 놀고 싶지 않아 했다,책을 읽거나 공부를 해야 했다.,쉬다,놀기 싫다고 말하는 대신에 그가 해야 했던 것은 쉬는 시간을 활용하여 일을 처리하거나 목표를 달성하는 데 집중한다,고했어야
118,그는 평화롭게 잠을 잤다,평화롭게 잠을 자기 위해서는 스트레스를 줄이고 안정적인 환경을 조성해야 했어야 한다.,스트레스를 푸는,편안한 환경을 조성하고 마음을 안정시키는 일,바보였다
119,그는 종이에 물감을 묻혔다,종이에 물감을 묻히기 위해 물감을 선택하고 종이를 준비해야 한다.,붓을 사용했다,"물감을 섞어서 원하는 색상을 만들고, 붓으로 종이에 그림을 그린다",물감을 사러 갔다
120,그는 칠면조를 넣었다,칠면조를 넣기 위해 요리를 준비해야 했다.,요리를,칠면조를 조리한다,놀랐다
121,그는 다시 전화를 받았다,전화를 받아야 한다.,전화기를 들다,전화를 받아야 했다,긴장했다
122,그는 눈사람을 만들었다,눈을 모아서 눈사람을 만들어야 한다.,눈을 더했다,눈을 뭉치고 쌓아 올린다,춥겠다
123,그는 결국 쓰러졌다,안전을 확인하고 조심스럽게 움직여야 했다.,더 많은 휴식을 취했다,더 많은 휴식을 취하고 몸을 쉬게 해준다,쓰러졌다
124,그는 곧 집으로 돌아갔다,집으로 돌아가기 위해 자리를 떠났어야 했다.,미리 일을 마무리했다,집에 돌아가기 위해 그가 해야 했던 것은 차를 운전하거나 대중교통을 이용한다,떠났다
125,그는 새 보트를 구입했다,새 보트를 구입했어야 한다.,돈을 모았다,보트를 사용할 수 있는 라이센스를 취득하는 것과 보트 운전에 필요한 안전 규정을 학습한다,돈을 모았다
126,그는 쇼핑하러 가고 싶다고 했다,먼저 돈을 벌어야 한다.,돈을 모았다,쇼핑 목록을 작성하고 예산을 계획한다,돌아가야 하는 일정
127,그는 소파에서 낮잠을 자고 있었다,먼저 소파에 누워 낮잠을 자야 했다.,먼저 소파에 눕고 이불을 덮다,잠옷을 입고 이불을 덮어야 했다,일어나야
128,그는 혼자서 저녁을 먹었다,냉장고나 부엌에서 음식을 찾아서 요리해야 했다.,식사 준비를 했다,식사 준비를 해야 했다,외로웠어
129,그는 잠이 들었다,편안한 환경에서 휴식을 취하고 스트레스를 줄이는 활동을 해야한다.,편안한 자세를 취했다,잠이 들기 전에 마음을 편안하게 하고 스트레스를 줄인다,졸린
130,그는 술을 너무 많이 마셨다,술을 적게 마셨어야 했다.,자제력을 발휘했다,술을 더 이상 마시지 않고 물을 마시는 것이 좋았다,취할 수밖에 없었다
131,그는 매일 아침 눈을 떴다,매일 아침 눈을 떠서 일어나야 한다.,일어났다,일어나서 샤워를 하고 옷을 입다,살았다
132,그는 그녀의 셔츠 단추를 풀었다,그녀의 허물없는 동의를 받아야 한다.,그녀의 허락을 받았다,그녀의 허물었던 모든 것을 이해하고 그녀가 편안하다고 느끼게 한다,도와주다
133,그는 새 타이어가 필요했다,자동차를 수리하거나 새 타이어를 구매해야 했다.,타이어를 구매했다,타이어 상점에 가서 새 타이어를 구매한다,타이어를 교체
134,그는 자신의 알람을 설정했다,알람을 설정했어야 한다.,시간을 정했다,알람 시간을 정해야 했다,늦어야
135,그는 선택의 폭을 좁혔다,선택의 폭을 좁히기 위해 자신의 욕심을 조절하고 중요한 기준을 설정해야 했다.,논리적인 판단을 내리고 중요한 기준을 설정했다,자신의 욕망과 우선 순위를 명확히 정한다,고르지 않았다
136,그는 직원을 해고했다,직원의 업무 성과를 평가하고 그에 따라 적절한 조치를 취해야 했다.,해고 절차를 따랐다,"해고 사유를 명확히 밝히고, 직원과 상담하여 해고 절차를 따른다",지나치게 무례하다
137,그는 발진이 생겼다,피부 전문의를 찾아서 진료를 받아야 한다.,병원에 갔다,피부과 의사를 찾아서 상담을 받다,마음을 가다듬다
138,그는 집에 가서 옷을 갈아입어야 했다,옷을 갈아입어야 했다.,옷을 가져왔다,옷장을 열어서 적절한 옷을 골라야 했다,급한 일이 있었다
139,그는 정말 착해 보였다,다른 사람들을 도와주고 선량한 행동을 해야 한다.,다른 사람들을 배려하여 행동했다,그의 행동을 통해 다른 사람들을 도와주거나 친절한 말을 건넨다,웃다
140,그는 알림을 받았다,해당 알림을 받기 위해 해당 앱 또는 서비스의 알림 설정을 활성화해야 한다.,대비책을 세웠다,빠르게 대응한다,늦었다
141,그는 아버지와 함께 낚시하러 갔다,낚시 준비물을 챙겨야 한다.,낚시 준비를 했다,낚시 준비물을 챙겨야 했다,아침에 일찍 일어나야 했다
142,그는 아기를 안고 있었다,아기를 안전하게 안고 있어야 했다.,아기를 안전하게 지탱했다,"아기가 안전하고 편안하게 느낄 수 있도록 부드럽게 안아주고, 안정감을 주며 살며시 흔들어준다",아빠였다
143,그는 기분이 나빠지기 시작했다,자신의 감정을 인지하고 그 원인을 파악해야 한다.,의사에게 상담을 받았다,자신의 감정을 이해하고 받아들인다,울다
144,그는 새집을 지었다,건축 허가를 받고 새집을 지어야 한다.,돈을 모았다,건축가나 건설업자와 협력하여 설계를 완료하고 건설을 시작한다,돈이 필요했다
145,그는 새 정장을 구입했다,새 정장을 구입했다.,상점에 가서 쇼핑을 했다,쇼핑센터에 가서 원하는 스타일과 사이즈를 찾아본다,절약했다
146,그는 부딪혔다,주의를 기울이고 주변을 살펴야 했다.,주의를 기울였다,주변을 살펴보고 다른 방법을 찾아본다,강했다
147,그는 퇴근길에 커피를 사서 마셨다,퇴근길에 커피숍에 들러 커피를 사서 마셨어야 한다.,가게에 들려 커피를 샀다,커피숍에 들러 주문을 하고 돈을 낸다,지갑을 가져왔다
148,그는 생일 파티가 있었다,생일 파티를 계획하고 초대장을 보내야 했다.,음식을 준비했다,초대장을 보내고 음식과 음료를 준비한다,빠르게 준비했다
149,그는 암매장 당했다,안전모를 착용해야 했다.,범죄를 저지르지 않았다,의사나 법정의 도움을 받다,숨다
150,그는 파트타임으로 일하고 있었다,전체 시간으로 일하도록 신청해야 했다.,시간을 효율적으로 관리했다,일정한 시간에 근무한다,돈이 필요했다
151,그는 자기도 모르게 자신에게 해가 되는 일을 했다,자신의 행동과 선택에 대해 깊이 생각하고 다른 사람들의 조언을 듣고 신중한 결정을 내려야 했다.,심사숙고했다,자신의 행동을 돌이켜보고 반성한다,무엇을 했다
152,그는 이제 자야 했다,이제 자려면 침대에 누워야 했다.,준비했다,잠을 잔다,졸린
153,그는 깁스를 해야 했다,응답없음,의사에게 진찰을 받았다,근육을 키우는 데 도움이 되는 물리치료를 받거나 걷기를 연습한다,걷지 못하는 상태였다
