,input,A,B,B2,B3
59,그는 요리하고 싶어 하지 않았다,그의 주변 사람들은 아마도 그가 요리를 하지 않기 때문에 뭔가 다른 방법으로 식사를 해결해야 한다는 것을 원하다,대신 그것,그가 요리를 배우고 실력을 향상시킨다,저녁
60,그는 새 자전거를 구입했다,그의 새 자전거를 보고 싶어하다,그의 자전거를 빌리고 싶어했다,새 자전거를 시험해본다,동경하는
61,그는 목줄을 사용했다,그 주변 사람들은 그가 동물을 위해 적절한 방법으로 돌봐주길 원하다,그는 그의 개를 잘 통제할 수 있다,끊임없는 통제와 지배였다,그것
62,그는 커피를 주문했다,그의 주변 사람들은 그가 커피를 마시며 즐거운 시간을 보내기를 원하다,각자가 원하는,답변할 수 없음,물
63,그는 태클을 당했다,그의 안전과 건강을 위해 걱정하다,그의 안전,그가 즉시 일어나서 반격한다,이해할 만하다
64,그는 그녀에게 몸을 기울였다,그가 그녀를 돌봐주고 챙겨주는 것을 원하다,이해할,그녀와의 관계가 더 깊어지고 그에게 더 많은 관심을 기울인다,더 많은 관심
65,그는 오른쪽으로 향했다,그가 안전하게 오른쪽으로 이동했는지 확인하기를 원하다,그의 시선을 따라 눈길을 돌려보고 싶었다,그의 주의를 끌기 위해 왼쪽으로 돌아선다,왼쪽으로 향했던
66,그는 배심원 의무를 위해 소환되었다,그가 공정하고 책임감 있게 배심원 역할을 수행하기를 원하다,그의 판결,그가 공정하고 책임감 있는 판단을 내린다,공정한 판단
67,그는 자신을 과시했다,그의 자만심을 고쳐주길 원하다,그의 겸손함,그의 겸 humility였다,관심
68,그는 쿠키도 만들었다,그 쿠키를 먹고 싶어하다,먹을,그의 쿠키 레시피였다,달콤하다
69,그는 유치원에 입학했다,그의 가족이 축하를 받기를 원하다,그의 적응이 잘 되고 행복한 시간을 보내다,그가 적응하고 친구를 사귄다,귀여운
70,그는 구걸하러 갔다,그의 주변 사람들은 그가 안전하고 안락한 환경에서 살 수 있기를 원하다,그의 도움,그에게 돈을 준다,무엇
71,그는 면도를 중단했다,그의 주변 사람들은 그가 깔끔하게 면도를 하고 다니길 원하다,그는 그의 얼굴을 보고 싶어했다,더 이상 그의 수염을 길러서 더 남성적으로 보인다,매끈한 얼굴
72,그는 약속을 잡았다,그 약속에 대한 자세한 내용을 원하다,그 약속에 대한 자세한 내용,그 약속을 지킨다,불만을 터뜨리다
73,그는 스스로 일을 자초했다,그에게 도와줄 수 있는 지원과 이해를 바라다,그가 성공하는,그가 성취한 것에 대한 축하와 인정,도움
74,그는 방과 후 축구를 했다,그의 주변 사람들은 그가 방과 후 축구를 계속할 것을 원하다,그의 승리,그의 축구 실력을 보여준다,조용하다
75,그는 그 의미를 설명했다,그의 의미를 이해하고 싶어하다,해당,무엇인지 이해할 수 있었다,그의 말
76,그는 처음 이발을 했다,그의 이발이 잘 되었는지를 확인하고 싶다,그의 새로운 머리 모양,머리가 짧아진다,신중하다
77,그는 온몸에 흘리고 있었다,그의 상태를 신속하게 돌봐줄 것을 원하다,그를 도와주는,그가 도와준다,깨끗하다
78,그는 드디어 도착했다,그가 안전하게 도착했는지 확인하고 싶어하다,그의 이야기,무엇인지 알아내기 위해 물음을 했다,기다린
79,그는 그녀를 죽음으로 이끌었다,그 주변 사람들은 그의 처벌을 원하다,그의 처벌,그녀를 다시 살린다,정의
80,그는 그녀를 만나러 갔다,그들은 그녀와 그의 관계에 대해 궁금해하다,그들이 어떻게 만나게 될지 궁금해했다,그녀와의 관계가 어떻게 발전할지에 대한 소문,이해할 수 있는
81,그는 2013년에 캠브리지로 이사했다,그의 주변 사람들은 그에게 안전하고 행복한 새로운 시작을 기원하다,그에게 잘 적응하고 행복하게 지내길,그의 새로운 도시에서의 생활을 도와주고 지원한다,더 많은 정보
82,그는 그녀의 턱을 꽉 움켜쥐었다,그 주변 사람들은 그녀를 구해주기를 원하다,그녀를 도와주는,그가 그녀를 놓아주길 바랬다,조용하다
83,그는 어젯밤 피자를 다 먹었다,그의 주변 사람들은 피자를 먹지 못한 것을 원하다,더 많은,피자 조각을 몇 개 남겨둔다,많은
84,그는 고양이 알레르기가 있었다,그 주변 사람들은 그를 위해 고양이와 접촉을 피해달라고 원하다,고양이를 키우지 말라,고양이와 가까운 접촉을 피한다,강아지
85,그는 마침내 먹이를 찾았다,그의 가족과 친구들은 그가 안전하게 먹이를 찾았다는 것을 알고 안심하다,그의 성공,그가 먹이를 먹고 있는 모습을 본다,배고픈
86,그는 다리를 삐끗했다,그의 다리가 빨리 나아지기를 원하다,그가 빨리 나아갈 수 있다,그가 빨리 치료를 받고 완쾌하여 다시 걷다,따뜻한 마음씨
87,그는 내 머리를 때렸다,그 주변 사람들은 그에게 사과하고 상처를 치료해 달라고 요구하다,그의 행동을 비난했다,내가 그를 떠난다,복수
88,그는 그녀를 죽이러 갔다,그 주변 사람들은 그를 막고 그녀를 구해달라고 원하다,그의 행동을 막다,그녀를 구하기 위해 도와준다,아무것도 원하지 않았다
89,그는 제시간에 집에 도착했다,그의 가족과 친구들은 그가 안전하게 도착했음을 원하다,안심하는,그의 안전한 도착,선물
90,그는 저녁을 먹었다,그가 먹은 음식에 대해 궁금해하다,배고프게 만든,그의 음식을 나눠 먹다,밥
91,오늘은 그녀의 마지막 날였다,그녀를 잘 기억하고 그녀의 삶을 충분히 기리기를 원하다,그녀가 행복하게 보낼 수 있도록,그녀와 함께 소중한 시간을 보낸다,이별
92,그는 그녀가 그럴 거라고 했다,그들은 그녀가 안전하고 건강하게 되기를 원하다,이를 확인하고 싶어했다,두 사람이 함께 행복하게 지낼 수 있는 방법을 찾다,그것
93,그는 수상한 냄새를 맡았다,그 주변 사람들은 그가 무엇을 맡았는지 궁금해하다,그의 주장을 의심하고 있었다,그의 주변을 피한다,이상하다
94,그는 엄마에게 선물했다,그의 행동에 대해 칭찬과 감사의 말을 듣고 싶다,그도 마찬가지로 좋은 선물을 받고 싶어했다,답변할 수 없음,놀라운
95,그는 금반지를 발견했다,그 주변 사람들은 그 반지의 주인을 찾기를 원하다,그것,무엇인지 궁금해했다,부러진
96,그는 캠프파이어를 시작했다,따뜻한 분위기와 함께 즐거운 시간을 원하다,따뜻한 불,불을 지킨다,따뜻한 분위다
97,그는 보고서를 작성했다,그의 보고서를 읽고 싶어하다,그의 의견,보고서의 내용을 이해하고 그에 따른 조치를 취한다,정확한 정보
98,그는 '펑'하는 소리를 들었다,그 소리가 무엇인지 궁금해하다,그는 주변 사람들이 조용히 하길,그가 가스를 뿜었다,조용하다
99,그는 깜짝퀴즈를 출제했다,정답을 맞추고 상품을 받고 싶어하다,정답,놀라운 정답을 맞춘다,놀라운
100,그는 강아지를 찾았다,그 주변 사람들은 그 강아지의 주인을 찾는 데 도움을 주기를 원하다,그 강아지가 주인을 찾을 수 있도록 도와주는,그 강아지를 안전하고 건강하게 되돌려준다,사진
101,그는 고양이를 좋아했다,그에게 고양이와 함께한 사진을 보고 싶어하다,고양이를 더 많이 보고 싶어했다,고양이와 함께 사진을 찍다,고양이
102,그는 하루 종일 게임을 했다,그의 주변 사람들은 그가 다른 일에도 시간을 보내기를 원하다,그는 조금이라도 주변 사람들과 소통하는,그가 게임을 그만두고 다른 활동에 참여한다,더 많은 관심
103,그는 나중에 질문했다,그가 무슨 일이 있었는지에 대해 자세히 설명해주기를 바라다,그의 질문에 대한 답변,무엇인지 궁금해졌다,더 많은 정보
104,그는 지갑을 돌려받았다,그는 칭찬과 감사의 말을 원하다,그의 친절한 행동을 따라하고 싶어했다,그의 성실함과 정직함,도와줄
105,그는 그것을 학교에 가져갔다,그것이 무엇인지 궁금해하다,그것을 볼 수 있었으면 좋겠다,무엇인지 알아보고 싶었다,그것
106,그는 무릎을 다쳤다,그의 빠른 치료와 회복을 원하다,그의 빠른 회복,빨리 응급실에 가서 치료를 받다,도움
107,그는 갑자기 기억이 났다,그가 그 기억을 공유해주길 원하다,이야기를 해달라,무엇인지 궁금해졌다. 그의 기억을 되살리고 주변 사람들이 원하는 것은 무엇일까?,물건
108,그는 아이와 함께 놀 수 있었다,그의 주변 사람들은 그와 아이가 함께 더 많은 시간을 보낼 수 있기를 원하다,그것,그가 아이들과 함께 있는 모습을 본다,재미있는
109,그는 처음에는 어떻게 해야 할지 몰랐다,그 주변 사람들은 그가 결정을 내리고 문제를 해결하는 것을 원하다,그의 결정 또는 행동,무엇인지 물어보고 조언을 구한다,도움
110,그는 심지어 케이크도 만들었다,케이크를 먹고 싶어하다,그의 케이크,그의 요리 실력을 더 자주 보여준다,더 많은
111,그는 손을 들었다,그가 말하려는 것을 듣고 싶어하다,그가 무엇을 말하고자 하는지,무엇인지 묻다,도움
112,그는 입을 적셨다,그가 무슨 이유로 입을 적었는지 궁금해하다,말해달라,그의 말을 듣기 위해 조용히 기다린다,확실한 답변
113,그는 새 고양이를 입양했다,그의 주변 사람들은 새 고양이에 대한 소식과 함께 새로운 가족 구성원을 소개해 달라고 원하다,고양이를 만나러 왔다,새로운 가족 구성원을 소개하는 자리였다,부러운
114,그는 정리를 잘했다,그가 정리를 잘한 것에 대해 칭찬하고 싶어하다,그의 도움,정리된 정보를 쉽게 찾을 수 있다,도움
115,그는 그 높이에서 더 크고 무거워 보였다,그의 안전과 안정을 원하다,그의 도움,그의 안전을 위해 조심스러운 행동,큰
116,그는 눈물이 날 지경였다,그가 위로와 조언을 원하다,그를 편안하게 해 주는,그가 위로받고 회복할 수 있는 방법을 찾다,평화로운
117,그는 놀고 싶지 않아 했다,그의 주변 사람들은 그가 피곤하거나 스트레스 받는 것 같다고 생각하다,그가 즐거워하는,그가 함께 논다,놀다
118,그는 평화롭게 잠을 잤다,그가 안전하게 잠을 자고 있다는 것에 안도감을 느끼다,그는 그의 평화로운 잠을 방해하지 말라고,그의 평온한 모습을 보며 안정과 안도감을 느낀다,조용하다
119,그는 종이에 물감을 묻혔다,그 주변 사람들은 그가 실수한 것을 인정하고 빨리 청소하길 원하다,그를 도와주는,어떤 그림을 그린다,색칠
120,그는 칠면조를 넣었다,그 주변 사람들은 칠면조를 맛있게 요리해서 함께 먹고 싶다,칠면조고기,먹을 칠면조 요리였다,닭
121,그는 다시 전화를 받았다,그가 무슨 내용인지 궁금해하다,무엇,무엇일지 고민했다,정보
122,그는 눈사람을 만들었다,그의 눈사람을 보고 싶어하다,따뜻한 음료나 손을 데워줄,눈싸움을 한다,따뜻한 온다
123,그는 결국 쓰러졌다,도와줄 수 있는 사람이 있기를 원하다,그를 도와주는,빠른 응급처치와 신속한 병원으로의 이송,도움
124,그는 곧 집으로 돌아갔다,가족이나 동료들은 그의 안전과 건강을 원하다,그의 안부,그의 안전과 건강,놀랍게도 그것
125,그는 새 보트를 구입했다,새 보트를 타고 함께 여행을 원하다,그 보트를 타고 나가볼 수 있는 기회,새 보트를 타고 함께 여행을 간다,새 보트
126,그는 쇼핑하러 가고 싶다고 했다,그의 주변 사람들은 그가 쇼핑을 하러 갈 때 그들도 함께 가고 싶어하다,그는 무엇을 사고 싶은지 물어보았다,그가 무엇을 사고 싶은지 묻다,선물
127,그는 소파에서 낮잠을 자고 있었다,그의 주변 사람들은 조용히 그를 깨우지 않고 그가 편안히 잘 수 있기를 바라다,그는 조용하다,그의 평온한 모습을 방해하지 않다,조용하다
128,그는 혼자서 저녁을 먹었다,그가 혼자서 저녁을 먹는 것이 외로워 보일 것이라고 생각하다,그것,그의 외로움을 조금이라도 덜어주기 위해 함께 식사한다,모두가 함께 식사
129,그는 잠이 들었다,그 주변 사람들은 그가 편히 자고 일어나기를 원하다,조용하다,그의 평화로운 모습을 본다,조용하다
130,그는 술을 너무 많이 마셨다,그의 안전과 건강을 위해 도와주고 지원받을 수 있는 방법을 찾기를 원하다,그의 술을 조절하는,그가 술을 더 이상 마시지 않다,조용하다
131,그는 매일 아침 눈을 떴다,그 주변 사람들은 그가 건강하고 행복한 삶을 살기를 원하다,그의 에너지와 긍정적인 태도,그가 더 많은 책임감을 가지고 더 열심히 일한다,행복한 일들
132,그는 그녀의 셔츠 단추를 풀었다,"그의 행동을 비난하고, 그녀를 위로하거나 도와줄 것을 바라게 되다",그들은 그의 행동을 비난하거나 불쾌해했다,그녀의 노출된 가슴을 본다,당혹스러운
133,그는 새 타이어가 필요했다,그 주변 사람들은 그가 안전하게 운전할 수 있도록 새 타이어를 구입해주기를 원하다,그것,그의 차를 고친다,새 타이어
134,그는 자신의 알람을 설정했다,그 주변 사람들은 그가 일찍 일어나서 계획을 잘 이행할 것을 원하다,조용하다,그의 알람 소리를 듣지 않다,조용하다
135,그는 선택의 폭을 좁혔다,그가 선택을 좁힌 이유에 대한 설명을 원하다,그가 하는 결정,그에게 더 이상 선택의 여지가 없었다,다양한 혹은 다양성
136,그는 직원을 해고했다,그 직원의 동료들은 이유를 알고 싶어하다,그의 결정에 대한 이유를 알고 싶어했다,해고된 직원에게 대한 이유와 그에 따른 조치였다,"이해할 만한, 설명"
137,그는 발진이 생겼다,그를 위로해 주는 말과 도움을 원하다,그의 건강,그의 피부 상태를 확인하고 의사에게 상담을 받다,피부염약
138,그는 집에 가서 옷을 갈아입어야 했다,그가 빨리 집에 도착해서 옷을 갈아입기를 원하다,그의 변화된 모습,그가 어떤 옷을 입고 나올지 궁금해한다,빨리 움직이는
139,그는 정말 착해 보였다,그의 도움이나 조언을 원하다,그의 도움을 받고 싶었다,그의 도움과 지원,도움
140,그는 알림을 받았다,그에게 일어난 사건에 대한 자세한 설명을 원하다,무엇,무엇인지 알아보기 위해 핸드폰을 확인했다,그것
141,그는 아버지와 함께 낚시하러 갔다,그가 즐거운 시간을 보내고 좋은 경험을 쌓았으면 좋겠다고 바라다,그의 잡은 물고기,그가 잡은 물고기를 본다,조용하다
142,그는 아기를 안고 있었다,그 주변 사람들은 그가 아기를 안전하게 다루고 있기를 원하다,그에게 도와달라는,그 아기와의 사랑스러운 모습을 감상한다,따뜻한 응원과 도움
143,그는 기분이 나빠지기 시작했다,그의 주변 사람들은 그가 무엇 때문에 기분이 나빠졌는지 이해하고 싶어하다,그를 위로하는,그가 다시 웃고 긍정적으로 행동한다,긍정적인
144,그는 새집을 지었다,그의 주변 사람들은 새 집에서의 집들이기를 원하다,그의 새 집을 보고 싶어했다,새로운 집에서 파티를 열어준다,축하하는
145,그는 새 정장을 구입했다,그의 새 정장을 보고 칭찬해 주길 원하다,그의 새로운 정장을 보고 싶어했다,새로운 모습을 보여준다,칭찬
146,그는 부딪혔다,그의 안전과 상태를 확인하고 도와줄 것을 원하다,그가 다치지 않았다,무엇인지 알아차리고 그에게 사과한다,이해
147,그는 퇴근길에 커피를 사서 마셨다,"그의 주변 사람들은 그가 퇴근길에 커피를 사서 마셨다면, 그와 함께 커피를 마시고 싶어하다",그의 커피,"커피 향이 좋다고 했지만, 실제로는 그의 미소와 활기찬 에너지였다",커피
148,그는 생일 파티가 있었다,생일 축하를 하고 선물을 주고 싶어하다,선물,먹을 것과 마실 것을 준비한다,선물
149,그는 암매장 당했다,그의 가족과 친구들은 그의 안위와 정의를 바라시다,그의 안위,그의 사망 원인을 파악한다,정확한 이유
150,그는 파트타임으로 일하고 있었다,그가 전체적으로 안정된 일자리를 갖게 되기를 원하다,그의 자유 시간,그가 전체 시간으로 일한다,더 많은 돈
151,그는 자기도 모르게 자신에게 해가 되는 일을 했다,그에게 도움이나 지원을 원하다,그가 그 행동을 멈추도록,그가 자신을 돌아보고 자신에 대한 깊은 이해와 변화를 통해 더 나은 선택을 할 수 있게 된다,좋은
152,그는 이제 자야 했다,그의 안전과 건강을 바라게 되다,그가 조용히 자도록,"무엇인지 궁금해 하고, 그의 행동이 미치는 영향에 대해 걱정했다",조용하다
153,그는 깁스를 해야 했다,그가 빨리 회복되기를 원하다,그는 그의 상황을 이해하고 도와주길,그의 빠른 회복,도움
154,그는 하루를 시작했다,그의 주변 사람들은 그가 행복하고 성공적인 하루를 보낼 것을 원하다,그는 웃음,그의 에너지와 긍정적인 태도를 공유한다,에너지
155,그는 새 드레스를 입었다,그의 새 드레스를 보고 칭찬을 받고 싶어하다,그의 새 드레스를 보고 싶어했다,새 드레스에 대한 칭찬과 함께 그의 새로운 스타일에 대한 의견을 듣고 싶었다,새로운
156,그는 어느 날 배고픔을 느꼈다,그 주변 사람들은 그가 식사를 하고 배를 채울 수 있기를 바라다,음식,무엇인지 궁금해졌다,음식
157,그는 새 집으로 이사했다,그의 새 집을 보고 싶어하다,그의 새 집을 보고 싶었다,새 집에서 파티를 열어준다,축하하는
158,그는 깁스를 하고 있었다,그의 안부를 물어보고 싶다,그에게 도움,그의 부상이 빨리 나아지길 바란다,따뜻한 지지와 도움
159,그는 그녀의 어깨를 두드렸다,그 주변 사람들은 그가 그녀를 위로하거나 위안을 주기를 원하다,그것,그녀에게 위로와 지지를 표시한다,조용하다
160,그는 양쪽을 동시에 지지했다,그가 결정을 내리기를 원하다,중립적인,그의 중립적인 입장을 포기하고 한쪽을 선택한다,"양쪽을 동시에 지지했기 때문에 주변 사람들은 모호한 것을 원했는데,"
161,그는 전봇대에 부딪혔다,그가 무사히 다치지 않았기를 원하다,그가 안전한지,그가 다치지 않았기를 바랐다,도움
162,그는 그것을 학교에 입고 다녔다,그가 학교에 입고 다니는 것을 이해하고 지원받길 원하다,그의,무엇을 입고 다니는지에 대한 정보였다,그것
163,그도 케이크를 먹었다,그도 케이크를 먹을 수 있게 해 주세요,똑같은,먹을만한 케이크를 남겨둔다,단순히 맛있는
164,그는 밤에 잠을 잤다,그의 주변 사람들은 그가 편안히 잠을 자기를 원하다,그는 조용하다,다음날 활동적이고 에너지 넘치는 모습을 보여주기를 원했다,조용하다
165,그는 팔을 들어 올렸다,그가 무엇을 가리키는지 궁금해하다,그를 주목하고 있었다,그가 무언가를 가져오란다,주의
166,그는 실수로 노크를 했다,그는 사과하고 문을 열어주길 원하다,그의 응답,그가 실수로 노크를 한 것이 아니라 문을 열고 들어온다,정말 조용하다
167,그는 구취가 심했다,그가 개인적인 위생에 더 신경을 쓰기를 원하다,그를 피하는,그의 구취를 없앤다,공기청정다
168,그는 새로운 일을 시작했다,그의 성공을 기원하다,그의 성공적인 결과,무엇인지 궁금해했다,안정적인
