,input,A,B,B2,B3
25,그는 곧 기분이 나아질 겄다,그 주변 사람들은 안심하고 안도했다,그의 기분이 나아질,그의 긍정적인 변화였다,안도
26,그는 커피를 머그잔에 마셨다,그가 일상적인 행동을 하는 것으로 생각했다,그의 커피 향,그의 카페인 중독,따뜻한 분위기
27,그는 엔진을 망가뜨렸다,실망과 당황을 느꼈다,분노된,분노와 실망,분노
28,그는 새로운 새끼 고양이를 얻었다,기뻤다,기쁨과 호기심,새로운 가족 구성원이 생기다,기쁨
29,그는 과거는 과거로 뒀다,그 주변 사람들은 안도감과 안정감을 느꼈다,과거의 일에 대해 더 이상 신경 쓰지 않는,그의 변화와 성장,안도
30,그는 새 기타를 구입했다,그의 친구들은 기뻐했다,음악적 재능을,새로운 소리와 음악적 재능을 발견하다,기쁨
31,그도 노력했다,그에게 공감하고 놀라워했다,그의 노력,그의 열정과 헌신,감동
32,그는 시간을 가졌다,놀라거나 부러워했다,안심된,항상 차분하고 조용하다,부러움
33,그는 애완동물을 허용했다,기뻤다,애완동물의 존재,동물을 좋아한다,안도된
34,그는 휴대폰을 받았다,그들은 놀라거나 기뻐했다,그의 흥분,"그의 관심이 휴대폰에 집중되어 있고, 그의 반응이 느리다",부러움
35,그는 C를 받았다,실망했다,실망된,실망과 걱정,실망하다
36,그는 TV를 구입했다,그가 TV를 구입해서 기뻐했다,부러움,그의 삶이 풍부해지고 편안해졌다,부러움
37,그는 다리를 심하게 다쳤다,그에 대해 걱정하고 안타까워했다,그는 그의 상황에 대한 안타김,그의 고통과 불편함,애석하다
38,그는 그녀의 바지에 오줌을 쌌다,당황하고 불쾌해했다,냄새,그녀는 당황하고 창피해하며 주변을 둘러보았다,당황하다
39,그는 찾을 수 없었다,놀라고 걱정했다,그의 실종에 대한 걱정과 불안,그의 부재와 불안감,실망
40,그는 곧 나아질 겄다,그 주변 사람들은 안심했다,그의 회복을 믿었다,희망,불안하다
41,그는 새 카메라를 구입했다,그가 기뻐하는 것을 느꼈다,그의 열정적인 사진 찍기에 대한 열정을느꼈다,그의 열정과 흥분,기대감
42,그는 어젯밤부터 시작했다,불안해하거나 걱정했다,변화된,그의 변화였다,불안하다
43,그는 강아지를 키우고 싶다고 했다,그의 주변 사람들은 기쁘거나 호감을 가졌다,이에 대해 호의적인,그 그의 결심이 강하고 진지하다,부러움
44,그는 등산했다,그가 즐거웠을 것이라고 느꼈다,그의 활기찬 모습,그의 운동 신체적인 활동으로 인해 그의 건강과 체력이 향상되었다,피곤하다
45,그는 휴대폰을 가지고 있었다,그가 휴대폰을 가지고 있어 안심했다,그의 연락이 오거나 그가 문자를 보내고 있다,언제든지 연락을 받거나 하는 것이 가능하다는 안도감,이상하다
46,그는 전화 한 통을 받았다,궁금하거나 놀라거나 기대감을 느꼈다,그는 무언가 중요한 일이 있을,놀라움과 궁금함,놀람
47,그는 더 높이 올라갔다,놀라거나 감탄했다,그는 놀라운,그의 성취감과 자신감이 커지고 있다,자랑스러운
48,그는 이발이 필요했다,그의 주변 사람들은 그가 이발을 받아야 한다고 생각했다,그의 외모가 개선되었다,그의 머리카락이 너무 길어서 정리되지 않은 모습,깔끔함
49,그는 지갑을 집에 두고 왔다,그의 친구들은 걱정되고 당황했다,그의 부주의함을,그 그의 지갑을 잊어버리다,당신이 말하려는 감정 채워주세요
50,그는 목록을 잊어버렸다,"그의 실수로 인해 주변 사람들은 당황했고, 불편함을 느꼈다",그는 혼란스러워하는,"그 일을 처리하는 데 어려움이 있었고, 일정이 혼란스러웠다",불안하다
51,그는 페이지를 넘겼다,궁금하거나 기대감을 느꼈다,그의 집중력,그의 빠른 독서 속도에 대한 놀라움,다양한 감정
52,그는 도넛도 먹었다,놀라거나 놀리거나 혹은 부러워할 수 있었다,케이크를 먹을,정말 배가 고팠다,부정적인
53,그는 그것을 학교에 가져왔다,"놀랐고, 걱정스러워했다",그것의 냄새를,그의 열정과 진지함,호기심
54,그는 좋아하는 사람에게 물어봤다,그 주변 사람들은 기뻤다,그의 관심과 진지함을느꼈다,그의 진지한 관심과 애정,호감
55,그는 자신을 인식했다,그 주변 사람들은 안도와 기쁨을 느꼈다,자신의 자부심과 자신감,그의 변화였다,안정감
56,그는 새 옷을 구입했다,그의 새 옷을 보고 기쁘거나 부러워했다,그의 변화된 모습을,그의 새로운 스타일과 자신감,기분 좋은
57,그는 모든 인형을 외웠다,놀라거나 감탄했다,그의 기억력이 놀라운,그의 놀라운 기억력과 지식에 대한 경탄,놀람
58,그는 훨씬 좋아 보였다,그가 좋아 보여서 기뻐했다,이전보다 더 행복하다,그가 행복해 보였다,호감
59,그는 요리하고 싶어 하지 않았다,그가 싫증을 냈다고 생각했다,무관심,요리에 대한 관심이 없는 것으로 보였다,불안하다
60,그는 새 자전거를 구입했다,그가 기뻐하는 것을 보고 기뻐했다,부러움,새 자전거에 대한 부러움과 질투였다,기쁨
61,그는 목줄을 사용했다,놀라거나 분노했다,안전함,강아지나 다른 동물을 통제하려는 의도였다,이상하다
62,그는 커피를 주문했다,그 주변 사람들은 그가 일상적인 행동을 하는 것으로 생각했다,카페인의 향기,그가 졸린 상태에서 벗어나기 위해 카페인을 필요로 한다,놀람
63,그는 태클을 당했다,그의 태클을 당한 것에 대해 안타까워했다,그는 위험한 상황에 처해 있음,충격적인 충돌 소리와 함께 땅에 넘어지는 모습을 보고 깜짝 놀랐다,당혹스러운
64,그는 그녀에게 몸을 기울였다,그 주변 사람들은 놀라거나 당황했다,그들 사이에 어떤 특별한 관계가 있다,그의 진심된 관심과 애정,애정
65,그는 오른쪽으로 향했다,그의 행동에 대해 혼란스러워했다,그의 움직임,그의 관심이 다른 방향에 있다,불안하다
66,그는 배심원 의무를 위해 소환되었다,"그의 가족과 친구들은 걱정스러워했고, 그가 소환된 일에 대해 불안해 했다",그는 법정에서 중요한 역할을 맡게 될,그의 책임감과 의무감,불편함
67,그는 자신을 과시했다,그의 자만심을 느꼈다,자신의 자만심과 오만함,그의 자만심과 오만함,자만심
68,그는 쿠키도 만들었다,놀라거나 기쁘거나 궁금해했다,그의 쿠키를 맛보고 싶어했다,정말 다재다능하다,향기
69,그는 유치원에 입학했다,"가족들은 기뻤고, 주변 사람들은 궁금해했다",그는 어린이들과 함께 하는,아직 어린 아이로 여겨졌다,"불안한, 기쁜, 놀란 혹은 설레는"
70,그는 구걸하러 갔다,안타깝게 생각했다,그의 빈곤을,그의 절박한 상황과 어쩔 수 없는 필요에 대한 안타까움,불쾌하다
71,그는 면도를 중단했다,놀라거나 궁금해했다,그의 변화된 외모,더 이상 자신의 외모에 신경을 쓰지 않다,불안하다
72,그는 약속을 잡았다,기쁘거나 기대감을 느꼈다,기대감,믿음직한 사람이다,신뢰할 만하다
73,그는 스스로 일을 자초했다,그 주변 사람들은 충격과 안타까움을 느꼈다,그의 결단력,자신의 능력과 결단력에 감탄하며 그를 따르고 싶어했다,불안하다
74,그는 방과 후 축구를 했다,놀라거나 궁금해했다,그의 열정적인 태도,정말 열정적이고 활기찬 모습,즐거운
75,그는 그 의미를 설명했다,궁금했고 이해하려고 노력했다,이해하다,그의 말이 논리적이고 이해하기 쉬웠다,감동
76,그는 처음 이발을 했다,놀라거나 궁금해했다,그의 변화된 모습,그의 새로운 변화와 신선한 느낌,놀라움
77,그는 온몸에 흘리고 있었다,그를 동정하고 걱정했다,불안함을,그의 불안과 긴장감,불안함
78,그는 드디어 도착했다,안도하고 기뻤다,기쁨,그의 도착으로 인해 긴장감이 풀리다,기쁨
79,그는 그녀를 죽음으로 이끌었다,충격과 슬픔을 느꼈다,슬픔과 충격,그녀의 죽음으로 인한 슬픔과 분노였다,분노와 슬픔
80,그는 그녀를 만나러 갔다,그들은 기쁘고 설레었다,사랑하는,그들 사이에 특별한 관계가 있을 것이라고 생각했다,불안하다
81,그는 2013년에 캠브리지로 이사했다,그의 친구들은 그의 새로운 시작을 응원했다,그의 삶이 변화되고 새로운 시작을 하는,"그의 삶이 급격히 변화하고, 그가 새로운 도시에서 어떻게 적응할지 궁금증",호기심
82,그는 그녀의 턱을 꽉 움켜쥐었다,그 주변 사람들은 놀라거나 걱정했다,그녀를 도와주거나 상황을 해결하기 위해 개입해야 한다,그녀를 향한 분노와 공격적인 감정,불안하다
83,그는 어젯밤 피자를 다 먹었다,"놀랐고, 놀라워했다",그는 배가 부른,배가 부르고 만족한 모습,만족감
84,그는 고양이 알레르기가 있었다,그 주변 사람들은 그를 위해 안타까워했다,그는  고양이를 피해야겠다,그의 반응이 고양이와 가까워질 때마다 증상이 나타난다,이상하다
85,그는 마침내 먹이를 찾았다,안도하고 기뻐했다,기쁨과 안도함,기쁨과 안도였다,만족함
86,그는 다리를 삐끗했다,그를 걱정했다,그는 아픔,그의 통증과 불편함,애석한 혹은 안타까운
87,그는 내 머리를 때렸다,분노와 충격을 느꼈다,분노와 불안을느꼈다,내가 공격당한 것이 아니란다,분노
88,그는 그녀를 죽이러 갔다,그 사건을 목격한 주변 사람들은 충격과 공포를 느꼈다,그의 의도를,두려움과 충격,불안하다
89,그는 제시간에 집에 도착했다,안심하고 안도했다,안심된,안전하고 신뢰할 수 있는 사람이다,안도함
90,그는 저녁을 먹었다,그 주변 사람들은 평범하게 느꼈다,배부른,만족감,만족하다
91,오늘은 그녀의 마지막 날였다,그 주변 사람들은 슬펐다,슬픔과 이별,그녀를 보내는 슬픔과 이별의 아픔,슬픔
92,그는 그녀가 그럴 거라고 했다,놀라거나 실망했다,불안하다,그녀가 그의 말을 믿지 않다,놀라운
93,그는 수상한 냄새를 맡았다,놀라거나 걱정스러워했다,그가 무언가를 은밀하게 숨기고 있다고,그의 행동이나 말투에 대한 의심,불쾌하다
94,그는 엄마에게 선물했다,그의 선물에 감동받아서 기뻐했다,그의 관심과 사랑,어른이 되어가고 있다,감동
95,그는 금반지를 발견했다,놀라거나 기쁘거나 부러워했다,그는 행운,행운이 따르다,놀라운
96,그는 캠프파이어를 시작했다,기쁘고 흥분했다,따뜻함과 안전함,따뜻한 불꽃이 피어오르며 안전과 안정감이 느껴졌다,따뜻함과 안정감
97,그는 보고서를 작성했다,안도하고 안심했다,그의 열정과 전문성,열심히 일했다,놀라움
98,그는 '펑'하는 소리를 들었다,놀라거나 깜짝 놀라서 불안해했다,그는 냄새,쾅하는 충격과 함께 공기가 흔들리는 느낌,놀라움
99,그는 깜짝퀴즈를 출제했다,궁금하고 기대감을 느꼈다,놀라움을,놀라움과 긴장감,놀라움
100,그는 강아지를 찾았다,기뻤다,기쁨과 안도함,애완동물을 찾는 그의 열정과 사랑,놀라운
101,그는 고양이를 좋아했다,그 주변 사람들은 그가 고양이를 좋아하는 것에 대해 기뻐했다,그는 사랑스러운,항상 고양이들을 사랑하는 따뜻한 마음을 가졌다,그가 다정하다
102,그는 하루 종일 게임을 했다,"그의 친구들은 걱정되고, 불안해했다",그의 게임 중독,현실을 외면하고 있는 것 같았다,짜증 느꼈
103,그는 나중에 질문했다,"당황했고, 혼란스러웠다",불안하다,궁금증을 가지고 있었다,당혹스러운
104,그는 지갑을 돌려받았다,안심하고 기뻐했다,안도함,정직하고 성실한 사람이다,안도함
105,그는 그것을 학교에 가져갔다,불안하고 놀라웠다,그것,그것을 자랑스럽게 보여주고 싶어했기 때문에 주변 사람들이 느꼈던 것은 그의 자부심과 자신감,놀라움
106,그는 무릎을 다쳤다,그가 아픈 것을 알고 걱정했다,그는 아픔,안타까움과 걱정,애석하다
107,그는 갑자기 기억이 났다,그 주변 사람들은 놀라거나 당황했다,그의 표정이 변했고 불안하다,그 그의 표정이 변하는 것을 보고 궁금해했다,놀라움
108,그는 아이와 함께 놀 수 있었다,그의 주변 사람들은 기쁘고 감동했다,그는 행복하다,따뜻하고 관대한 부모란다,행복하다
109,그는 처음에는 어떻게 해야 할지 몰랐다,그 주변 사람들은 그의 불안함을 느꼈다,그의 불안함과 무력감을,그의 불안과 불확실함,불안함
110,그는 심지어 케이크도 만들었다,놀라거나 감동을 받았다,따뜻한 마음,그의 열정과 능력에 대한 경탄,놀람
111,그는 손을 들었다,놀라거나 궁금해했다,그의 말을 주목해야 한다,무엇인가 말하고 싶다는 강한 의지였다,놀람
112,그는 입을 적셨다,놀라거나 당황했다,그의 긴장된 상태를,"말이 부족한 것이 아니라, 그의 심각한 표정과 침묵에서 오는 긴장감",불편하다
113,그는 새 고양이를 입양했다,기쁘거나 놀랐다,좋은,새로운 가족 구성원이 들어온 것에 대한 기대와 호기심,행복하다
114,그는 정리를 잘했다,안심하고 안정감을 느꼈다,신뢰감,정리된 공간에서는 편안함과 안정감이 느껴졌다,안정감
115,그는 그 높이에서 더 크고 무거워 보였다,그의 안전을 걱정하고 두려워했다,그의 위엄,그의 존재감과 힘의 무게였다,놀라운
116,그는 눈물이 날 지경였다,그의 슬픔을 이해하고 안타까워했다,그의 슬픔을,그의 슬픔과 절망,슬픔
117,그는 놀고 싶지 않아 했다,"그의 친구들은 실망했고, 그의 부모는 걱정했다",그는 지친,그의 무관심함,이상하다
118,그는 평화롭게 잠을 잤다,안심하고 안정감을 느꼈다,그의 안정된 모습,안정감과 안도였다,만족함
119,그는 종이에 물감을 묻혔다,놀라거나 안타까워했다,색다른,그의 창의적인 예술적 재능과 열정,놀라운
120,그는 칠면조를 넣었다,놀라거나 혼란스러워했다,이상하다,칠면조의 특이한 울음소리와 냄새 때문에 혼란스러웠다,놀람
121,그는 다시 전화를 받았다,그의 가족과 친구들은 안심하고 안도했다,불안하다,"그의 얼굴에 미소가 번지고, 기쁨과 안도감이 퍼져나가는 것을 느꼈다",놀람
122,그는 눈사람을 만들었다,그의 친구들은 놀람과 즐거움을 느꼈다,따뜻한 감정,따뜻한 겨울의 기운과 함께 눈이 내리는 아름다운 풍경 속에서 즐거움과 평화였다,따뜻함
123,그는 결국 쓰러졌다,충격과 슬픔을 느꼈다,그의 상황에 대한 안타까움과 슬픔,압도된 슬픔과 충격,불길한 예감
124,그는 곧 집으로 돌아갔다,그가 떠나서 안전하게 집으로 돌아갔음에 안도했다,그의 떠남,그의 떠남으로 인한 공허함과 외로움,안도
125,그는 새 보트를 구입했다,그가 기쁘고 흥분했을 것이라고 느꼈다,부러움을,부러움,기대감
126,그는 쇼핑하러 가고 싶다고 했다,그의 주변 사람들은 놀라거나 당황했다,"""그의 소비욕이 강하다""라는",그 그의 쇼핑에 대한 열정과 욕구를 이해하고 공감했다,놀람과 혼란
127,그는 소파에서 낮잠을 자고 있었다,그들은 그가 피곤해서 편안한 모습으로 보였다고 생각했다,평화로움,피곤한 모습으로 보였다,평화로움
128,그는 혼자서 저녁을 먹었다,그가 외로웠을 것이라고 느꼈다,외로움,그의 외로움과 고독감,공감
129,그는 잠이 들었다,그가 피곤해서 다행이라고 생각했다,그의 평화로운 숨소리를 들을 수 있었다,그의 평화로운 숨소리와 안정된 심장 박동,졸음
130,그는 술을 너무 많이 마셨다,그의 술 취한 상태를 보고 걱정했다,취하다,정신이 흐려지고 말을 거칠게 하며 제어력을 잃었다,불안하다
131,그는 매일 아침 눈을 떴다,그 주변 사람들은 안도하고 안심했다,그의 활기찬 모습,그의 활기찬 에너지와 긍정적인 태도였다,평온하다
132,그는 그녀의 셔츠 단추를 풀었다,그 주변 사람들은 놀라거나 불편해 했다,그들은 그의 행동에 대한 불쾌함,그들 간의 관계가 친밀하고 섹시한 분위기였다,불쾌하다
133,그는 새 타이어가 필요했다,그가 안전하게 운전할 수 있도록 새 타이어를 꼭 필요로 했다고 생각했다,그의 차에 대한 걱정,안전을 위해 새로운 타이어를 구입해야 했다,차량이 흔들리는
134,그는 자신의 알람을 설정했다,안심되거나 일어날 시간이 다가왔다고 생각했다,시끄러운,일어나고 싶지 않다,불쾌하다
135,그는 선택의 폭을 좁혔다,실망했다,안정감,그의 결정이 더욱 확고하고 명확해지다,불안하다
136,그는 직원을 해고했다,충격을 받았고 불안해했다,불안하다,회사에서의 권력을 과시하려는 의도였다,분노
137,그는 발진이 생겼다,그의 주변 사람들은 걱정스러워했다,걱정,그의 피부 상태에 대한 걱정과 동시에 그의 통증을 공감한다,안도함
138,그는 집에 가서 옷을 갈아입어야 했다,그가 급한 일이 있거나 중요한 약속이 있어서 바쁘게 움직이고 있다고 생각했다,그의 변화된 모습을,그의 변화된 모습에 대한 궁금함,당신의 편집이 필요합니다. 주변 사람들은 놀란
139,그는 정말 착해 보였다,그 주변 사람들은 그에 대해 호의적으로 느꼈다,그에게 신뢰,신뢰할 만하고 친절한 사람이다,따뜻한 감정
140,그는 알림을 받았다,궁금하고 놀라웠다,긴장된,그의 흥분과 기대감,다양한 감정
141,그는 아버지와 함께 낚시하러 갔다,그의 가족과 친구들은 기쁘고 행복해했다,그의 가족 사이에는 더 많은 결합이 생겼다,아버지와 아들 사이의 끈끈한 유대감과 서로를 이해하고 지지하는 가족 사랑,부러움
142,그는 아기를 안고 있었다,그의 주변 사람들은 그를 보고 감동을 받았다,그가 부모가 될 준비가 되어 있다,따뜻한 사랑과 책임감,따뜻한 감정
143,그는 기분이 나빠지기 시작했다,그의 기분이 나빠지는 것을 걱정했다,그는 불쾌하다,그의 기분이 점점 안 좋아지고 있었다,긴장된
144,그는 새집을 지었다,그의 주변 사람들은 기뻤다,부러워하는,노력과 열정이 가득한 사람이다,기쁨
145,그는 새 정장을 구입했다,그의 주변 사람들은 기쁘고 놀랐다,그의 새로운 변화,자신을 새롭게 변화시키고 싶어하는 욕구였다,기분 좋은
146,그는 부딪혔다,놀라거나 걱정했다,위험하다,그의 충돌에 대한 걱정과 불안,불안하다
147,그는 퇴근길에 커피를 사서 마셨다,그가 피곤해서 커피를 마시는 것으로 보고 그의 피로를 이해했다,카페인의 향기나 그의 커피 숙성,그의 상쾌함과 활기찬 에너지였다,만족감
148,그는 생일 파티가 있었다,기쁘고 즐거웠다,축하의 뜻을 표현하기 위해 선물이나 축하 카드를 준비했다,축하와 즐거움,즐거운
149,그는 암매장 당했다,슬펐다,슬픔,압도적인 슬픔과 안타김,슬픔
150,그는 파트타임으로 일하고 있었다,그 주변 사람들은 그가 경제적으로 어려움을 겪고 있을 것이라고 생각했다,그는 돈이 필요하다고,그의 시간이 제한적이고 일에 대해 덜 집중하고 있다,부정적인
151,그는 자기도 모르게 자신에게 해가 되는 일을 했다,그 주변 사람들은 그의 행동에 대해 충격과 안타까움을 느꼈다,이를 알아차렸다,자신을 파해치는 행동을 멈추지 않고 계속했다,불안함
152,그는 이제 자야 했다,그 주변 사람들은 그가 피곤하고 지쳤을 것으로 느꼈다,그의 피곤함을,지쳤고 피곤해 보였다,피곤함
153,그는 깁스를 해야 했다,그를 안타깝게 여겼다,그는 다소 불편하다,그의 상황에 대한 안타까움과 동시에 그를 도와주고 지지해야 한다는 강한 욕구였다,안타까운
154,그는 하루를 시작했다,그의 가족과 친구들은 안심하고 기뻐했다,그는 에너지,에너지가 넘쳐 흘렀다,희망적인
155,그는 새 드레스를 입었다,그의 친구들은 놀라거나 기쁘거나 새로운 드레스를 보고 놀랐다,그의 새로운 드레스에 대한 호기심,매우 자신감 있고 아름다웠다,기분 좋은
156,그는 어느 날 배고픔을 느꼈다,그 주변 사람들은 그가 배고픔을 느꼈다는 것에 걱정했다,그의 배고픔을 느끼게 되었다,그의 불편함과 고통,걱정된
157,그는 새 집으로 이사했다,그가 새 집으로 이사해서 기뻐했다,그는 새로운 시작,새로운 시작과 변화였다,흥분된
158,그는 깁스를 하고 있었다,그의 안부를 걱정하고 동시에 안타까워했다,그는 다친,그의 다리가 다치다,애석하다
159,그는 그녀의 어깨를 두드렸다,그 주변 사람들은 그 행동을 친절한 제스처로 받아들였다,그들 사이에 어떤 관계가 있는,그녀에게 위로를 전한다,불편하다
160,그는 양쪽을 동시에 지지했다,놀라거나 혼란스러워했다,그의 일관성,그의 결단력과 타협의 중요성,이중성
161,그는 전봇대에 부딪혔다,그의 안전을 걱정하며 놀라고 두려워했다,위험하다,놀람과 걱정,놀라움
162,그는 그것을 학교에 입고 다녔다,놀라고 당황했다,그의 자신감을,그의 학업에 대한 열정과 집중력,부끄러운
163,그도 케이크를 먹었다,놀라거나 당황했다,만족하다,부러움과 갈증,만족감
164,그는 밤에 잠을 잤다,그의 가족과 친구들은 안심하고 안도감을 느꼈다,졸음,다음 날 피곤해 보였다,피곤함
165,그는 팔을 들어 올렸다,놀라거나 궁금해했다,그의 의견이나 감정을 나타내고 있다,그의 자신감과 흥분,놀람
166,그는 실수로 노크를 했다,놀라거나 당황했다,당황하다,당황과 깜짝 놀람,당황하다
167,그는 구취가 심했다,불쾌하고 냄새에 괴로워했다,그를 피하는,그의 존재가 불쾌했다,불쾌하다
168,그는 새로운 일을 시작했다,호기심과 기대감을 느꼈다,불안함,그의 결단력과 열정,불안하다
169,그는 내비게이션에 도움을 요청했다,그가 도움을 필요로 하는 것에 이해와 도움을 주려는 자세를 보였다,그는 자신이 길을 잃었음,길을 잃었거나 방향 감각이 부족한 것이 아니라 단지 추가적인 안내가 필요했다,불편하다
170,그는 총을 들고 목표물을 공격했다,놀라고 두려워했다,위협적인,공포와 불안함,공포
171,그는 호텔을 찾았다,안심하고 기뻐했다,안심된,피곤해 보였다,기쁨
172,그는 성인이 되었다,놀라거나 기뻐했다,존중,"더 이상 어린아이로 취급되지 않고, 자기 자신의 결정을 내릴 수 있는 능력이 생겼다",자부심
173,그는 자전거를 타고 집으로 돌아갔다,그의 친구들은 안전하게 돌아갔다고 안심했다,그의 건강,건강을 챙기고 환경에 덜 부담을 주는 모습에 대한 존경,"불안한, 안도한, 궁금해하는"
174,그는 남편에게 문자를 보내었다,궁금하고 놀랐다,그녀가 불안하다,어떤 중요한 일이 있었거나 긴급한 상황이 발생했을 것이라고 생각했다,불안하다
175,그는 전화번호를 교환했다,놀라거나 궁금해했다,불안함을,새로운 연락처를 알아야 했다,부드러운 미소 머금은
176,그는 경적을 울렸다,놀라거나 당황했다,소리를,긴장과 불안함,소음
177,그는 꽤 멋져 보였다,그에 대해 놀라웠고 감탄했다,그의 존재감,그 그에게 대한 존경,부러움
178,그는 하루를 마무리했다,그의 가족과 친구들은 안심하고 안정감을 느꼈다,만족함,피곤함과 만족감,만족감
179,그는 마침내 그녀를 찾았다,안심하고 기뻐했다,그의 안도와 기쁨을,안도와 안정감,기쁨
180,그는 데이트를 원했다,그 주변 사람들은 기쁘거나 호의적으로 반응했다,부러움,누군가와 특별한 시간을 보내고 싶어했다,부러움
181,그는 갈등에 휘말렸다,그 주변 사람들은 그의 갈등에 대해 걱정하고 불안해했다,그의 불안함과 불편함을느꼈다,그의 불안과 불편함,불편하다
182,그는 팝콘을 먹었다,그들은 놀라거나 별로 신경쓰지 않았다,팝콘 향,"영화를 보러 온 것이 분명했고, 팝콘의 달콤한 향기가 공간을 가득 채웠다",기쁨과 만족감
183,그는 좋아하는 TV 프로그램을 시청했다,그의 주변 사람들은 그가 즐거워하는 것을 보고 기뻐했다,그의 열정적인 모습,그의 열정과 흥미로움,다양한 감정
184,그는 집에 안전하게 도착했다,안심하고 안도했다,안도,안심,안도하다
185,그는 더 나은 직장을 찾았다,"그의 가족과 친구들은 기뻤고, 이직한 회사 동료들은 아쉬워했다",기쁨과 안도,그의 새로운 직장에 대한 호기심과 기대감,불안하다
186,그는 현금이 좀 필요했다,그의 주변 사람들은 그가 어려운 상황에 처해있음을 알고 걱정했다,그의 어려움을,어떤 급한 문제가 생겼거나 돈이 부족하다,불안하다
187,그는 응급실에 가야 했다,놀라거나 걱정했다,긴장된,그의 상황에 대한 걱정과 불안,불안하다
188,그는 치어리더가 되고 싶어 했다,그 주변 사람들은 놀라거나 의아해했다,그는 자신의 열정,열정적으로 연습하고 노력하는 모습,부러움
189,그는 상황파악을 하지 못한 채 놀고 있었다,당황하고 실망했다,그는 무책임하다,그의 무책임함과 부주의였다,불안한 혹은 당황하다
190,그는 거부당했다,그 주변 사람들은 실망하고 안타까워했다,그의 실망,그의 실망과 좌절,실망하다
191,그는 얼굴을 맞았다,그를 도와주고 충격을 받았다,당황하다,그의 공격적인 태도와 분노였다,당황하다
192,그는 상사에게 사과했다,안도하고 놀랐다,그는 책임감,책임감을 가지고 일을 처리하는 성실한 사람이다,실망함
193,그는 내일 큰 시험이 있었다,그 주변 사람들은 그의 긴장과 불안을 이해하고 공감했다,그는 긴장된,그의 긴장과 불안,긴장된
