,input,A,B,B2,B3
96,그는 캠프파이어를 시작했다,흥분했다.,따라서 그는 따뜻함,모든 사람들이 모여 불을 둘러앉고 이야기를 나누는 따뜻한 분위기였다,따뜻함
97,그는 보고서를 작성했다,보고서를 작성하며 뿌듯했다.,성취감,보고서를 작성했지만 아직 불안감이 남아 있었다,자부심
98,그는 '펑'하는 소리를 들었다,놀라거나 깜짝 놀랐을 것이다.,냄새,총구에서 나는 화염과 함께 오는 열기와 함께 땅이 흔들린다,무언가
99,그는 깜짝퀴즈를 출제했다,흥분했다.,당황하다,놀라움과 설렘,당황하다
100,그는 강아지를 찾았다,기쁨을 느꼈다.,기쁨,행복과 안도였다,기뻤던
101,그는 고양이를 좋아했다,행복했다.,평화와 안정감,애정과 안정감,슬픈
102,그는 하루 종일 게임을 했다,즐거웠다.,현실에서 멀어진,졸음과 지루함,허전하다
103,그는 나중에 질문했다,의아함과 혼란스러움을 느꼈다.,불안하다,불편함과 혼란,무언가
104,그는 지갑을 돌려받았다,안심하고 안도했다.,안심된,안도와 감사함,안도하다
105,그는 그것을 학교에 가져갔다,자랑스러웠다.,자신의 선택이 잘못되었다.,무거운 책가방 때문에 어깨가 아프고 피곤함,자랑스러운
106,그는 무릎을 다쳤다,아프고 불안했다.,통증,심한 통증과 움직임의 제약,아프다
107,그는 갑자기 기억이 났다,갑자기 안도와 안심이 느껴졌다.,안도,불안과 두려움,불안하다
108,그는 아이와 함께 놀 수 있었다,행복했다.,행복하다,아이와 함께 놀 때의 즐거움과 행복,행복하다
109,그는 처음에는 어떻게 해야 할지 몰랐다,처음에는 주저하고 당황했다.,당황하다,불안과 혼란,혼란스러운
110,그는 심지어 케이크도 만들었다,자부심을 느꼈다.,자부심,자부심과 만족감,자부심
111,그는 손을 들었다,기뻤다.,희망,불안과 긴장,전율
112,그는 입을 적셨다,실망했다.,쓴,불안과 두려움,어떤
113,그는 새 고양이를 입양했다,행복했다.,행복하다,새로운 책임감과 행복함,행복하다
114,그는 정리를 잘했다,만족했다.,만족함,자신의 능력과 조직력에 대한 자신감이 커졌다,자신이 자신감
115,그는 그 높이에서 더 크고 무거워 보였다,무서움을 느꼈다.,자신이 더 강하고 위대하다,그의 힘과 영광,두려움
116,그는 눈물이 날 지경였다,슬픔과 안타김으로 가득 찼다.,슬픈 것을느꼈다.,절망과 슬픔,슬픈
117,그는 놀고 싶지 않아 했다,지루하고 심심했다.,씁쓸하다,책임감과 책무였다,책임감
118,그는 평화롭게 잠을 잤다,안정되고 평온한 기분이었다.,안전하다,평온함과 안정감,아무런 위협도 없었던
119,그는 종이에 물감을 묻혔다,실망했다.,색감,색채의 아름다움과 함께 예술적인 창조의 즐거움,화난
120,그는 칠면조를 넣었다,흥분했다.,무언가,칠면조의 부드러운 깃털과 따뜻한 온기였다,이상하다
121,그는 다시 전화를 받았다,당황스러웠다.,불안하다,심리적인 긴장감,불안하다
122,그는 눈사람을 만들었다,즐거웠다.,추운 것을느꼈다.,눈이 차가워지고 손이 얼었다,따뜻한 감정
123,그는 결국 쓰러졌다,실망과 좌절을 느꼈다.,죽음,쓰러지는 순간까지의 모든 노력과 투지가 물거품이 되었다는 절망감,불안하다
124,그는 곧 집으로 돌아갔다,안도감을 느꼈다.,안정된,안정감과 안도였다,불편하다
125,그는 새 보트를 구입했다,기쁨을 느꼈다.,자유,자유와 행복,흥분된
126,그는 쇼핑하러 가고 싶다고 했다,흥분했다.,만족함,자유와 행복,허기진
127,그는 소파에서 낮잠을 자고 있었다,편안하고 안정적으로 느꼈다.,휴식을 취하다,편안함과 안도감,아무런 것도
128,그는 혼자서 저녁을 먹었다,외로움을 느꼈다.,외로움,외로움과 고독감,외로움
129,그는 잠이 들었다,평온함을 느꼈다.,쉬운,잠부터 시작된다,아무런 것도
130,그는 술을 너무 많이 마셨다,혼란스럽고 후회했다.,취하다,"술 취한 상태였고, 머리가 어지러워서 제대로 서있기도 힘들었다",취하다
131,그는 매일 아침 눈을 떴다,매일 아침 눈을 떴을 때 피곤하고 지루했다.,새로운 하루를 맞이했다.,새로운 하루의 시작과 함께하는 기대감,평온함
132,그는 그녀의 셔츠 단추를 풀었다,긴장되고 설렜다.,그녀의 피부가 부드럽고 따뜻하다,그녀의 피부가 부드럽게 닿다,설레임
133,그는 새 타이어가 필요했다,당황스러웠다.,비용,불안함,진동
134,그는 자신의 알람을 설정했다,안심하고 안정감을 느꼈다.,시간에 쫓기는,안정감,놀란
135,그는 선택의 폭을 좁혔다,제한된 선택의 폭으로 인해 답답함을 느꼈다.,"제한된 선택의 폭을 좁혀서, 그는 자유로움",자유로움과는 거리가 멀어졌다,안도
136,그는 직원을 해고했다,책임감과 안도를 느꼈다.,책임을느꼈다.,책임과 안도였다,안 좋은
137,그는 발진이 생겼다,당황하고 걱정했다.,가려움,가려움과 불편함,가려움
138,그는 집에 가서 옷을 갈아입어야 했다,지루하고 귀찮았다.,변화된 것을,피곤함과 안도였다,급하다
139,그는 정말 착해 보였다,아마 그는 기쁘고 감동적으로 느꼈을 것이다.,좋은,나쁜 일을 하고 싶지 않았다,불안하다
140,그는 알림을 받았다,기쁨을 느꼈다.,불안하다,불안과 긴장,놀라운
141,그는 아버지와 함께 낚시하러 갔다,행복했다.,자연의 아름다움,아버지와 함께 시간을 보내며 편안함과 안정감,평온함
142,그는 아기를 안고 있었다,행복했다.,따라서 그는 행복하다,아기의 따뜻함과 무게였다,따뜻함
143,그는 기분이 나빠지기 시작했다,기분이 나빠지기 시작했다.,슬픔,실망과 좌절,뭔가 잘못된
144,그는 새집을 지었다,기쁘고 만족했다.,안정된,자부심과 성취감,자부심
145,그는 새 정장을 구입했다,기쁨을 느꼈다.,만족함,자신감과 만족감,기쁨
146,그는 부딪혔다,충격을 받았다.,아픈,고통과 충격,아픈
147,그는 퇴근길에 커피를 사서 마셨다,퇴근 후에 일상적이고 만족스러운 느낌이었다.,피로함,피로와 지침,활기찬
148,그는 생일 파티가 있었다,행복했다.,즐거움,기쁨과 흥분,특별하다
149,그는 암매장 당했다,절망적이고 무력하게 느꼈다.,죽음,최후의 고독과 무력감,아무것도 느끼지 못했는
150,그는 파트타임으로 일하고 있었다,안정감을 느꼈다.,자유롭게 빈칸을 채워주세요.,자신의 시간을 효율적으로 활용해야 한다는 압박감,불만
151,그는 자기도 모르게 자신에게 해가 되는 일을 했다,자신을 미워했다.,자책감,자신에 대한 자책과 후회였다,죄책감
152,그는 이제 자야 했다,지쳐서 피곤하고 잠이 와야겠다고 느꼈다.,피곤하다,피곤함과 잠,피곤하다
153,그는 깁스를 해야 했다,실망했다.,불편하다,아픔과 불편함,아픈
154,그는 하루를 시작했다,새로운 시작에 기대감을 느꼈다.,새로운 기회,희망과 기대감,만족하다
155,그는 새 드레스를 입었다,자신감이 넘쳤다.,예쁜,새로운 자신의 모습에 대한 자신감과 행복함,자신이 아름다운
156,그는 어느 날 배고픔을 느꼈다,어느 날 배고픔을 느꼈다.,배고픔을 느꼈으므로 그는 먹고 싶음,먹을 것이 없어서 굶주림,공허함
157,그는 새 집으로 이사했다,새로운 시작으로 기뻤다.,쾌감,새로운 시작과 불안함,흥분된
158,그는 깁스를 하고 있었다,좌절감을 느꼈다.,불편하다,불편함과 제한된 움직임,아픈
159,그는 그녀의 어깨를 두드렸다,불편하고 당황스러웠다.,애정과 지지,안정감과 안심,놀란
160,그는 양쪽을 동시에 지지했다,혼란스러웠다.,모순된,두 가지 선택 사이에서 갇혀있는 권태감,모순된
161,그는 전봇대에 부딪혔다,충격과 아픔을 느꼈다.,쓰러짐과 아픔,지독한 아픔과 충격,아픈
162,그는 그것을 학교에 입고 다녔다,그것을 학교에 입고 다니면서 불편했다.,학업의 중요성,불편함과 부조리함,부끄러운
163,그도 케이크를 먹었다,기쁨을 느꼈다.,만족하다,케이크의 달콤함과 부드러움,배부른
164,그는 밤에 잠을 잤다,편안하고 안정적으로 느꼈다.,졸음,피곤함과 상쾌함,피곤하다
165,그는 팔을 들어 올렸다,자신의 성취를 자랑스러워했다.,자유를,자신의 힘과 자신감,힘이 들었던
166,그는 실수로 노크를 했다,당황했다.,죄책감,당황과 죄책감,죄책감
167,그는 구취가 심했다,역겨웠다.,구토,코가 간지럽고 눈이 따끔거린다,불쾌하다
168,그는 새로운 일을 시작했다,흥분했다.,불안함,두려움과 기대감,긴장
169,그는 내비게이션에 도움을 요청했다,당황스러웠다.,도움을 받아서 안심된,불안함과 혼란,방황하는
170,그는 총을 들고 목표물을 공격했다,두려움과 흥분을 느꼈다.,위협적인,전투의 긴장감과 책임감,공포
171,그는 호텔을 찾았다,안도감과 안정감을 느꼈다.,안정감,안도와 안정감,안도하다
172,그는 성인이 되었다,자랑스러웠다.,책임을,어릴 때와는 다르게 책임과 압력이 늘어나다,변화된
173,그는 자전거를 타고 집으로 돌아갔다,평온함을 느꼈다.,자유,자유로움과 신선함,피곤하다
174,그는 남편에게 문자를 보내었다,안도감을 느꼈다.,외로움,남편과의 소통이 부족하다는 점,불안하다
175,그는 전화번호를 교환했다,설레었다.,위험,불안함과 불편함,당황하다
176,그는 경적을 울렸다,놀라거나 당황했을 것이다.,위험,불안과 긴장,불안하다
177,그는 꽤 멋져 보였다,자랑스러워했다.,자신이 자랑스러운,눈에 띄게 자신 있었고 자신감이 넘쳤다,뭔가 특별하다
178,그는 하루를 마무리했다,만족했다.,만족된,피곤함과 만족감,만족하다
179,그는 마침내 그녀를 찾았다,마침내 안심하고 기뻤다.,안도함,안도와 행복,안도된
180,그는 데이트를 원했다,기쁘고 설렜을 것이다.,행복하다,좋아하는 사람과 함께 시간을 보내고 싶었던 욕망,실망하다
181,그는 갈등에 휘말렸다,혼란스러웠다.,고립된,자신의 가치를 의심하고 불안감을 느꼈다,혼란된
182,그는 팝콘을 먹었다,만족했다.,배부름,향긋한 버터와 소금의 맛과 함께 오는 만족감,만족하다
183,그는 좋아하는 TV 프로그램을 시청했다,편안하고 즐거웠다.,즐거운,편안함과 즐거움,행복하다
184,그는 집에 안전하게 도착했다,안도감이 느껴졌다.,안도,안도감,안도하다
185,그는 더 나은 직장을 찾았다,안도와 기쁨을 느꼈다.,기쁨과 안도,새로운 직장에서 더 많은 성취감과 만족감,안도
186,그는 현금이 좀 필요했다,긴장되고 불안했다.,긴장된,부족함과 불안,긴장된
187,그는 응급실에 가야 했다,불안했다.,죄책감,불안과 두려움,아픈
188,그는 치어리더가 되고 싶어 했다,흥분했다.,자신에게 도전을 받았다.,자신의 몸을 더 강하게 만들어야 한다는 욕구였다,자부심
189,그는 상황파악을 하지 못한 채 놀고 있었다,당황스러웠다.,책임을,책임감과 불안함,아무런
190,그는 거부당했다,실망했다.,실망된,실망과 좌절,실망하다
191,그는 얼굴을 맞았다,당황하고 분노했다.,아프거나 아픈,뜨거운 통증,아픈
192,그는 상사에게 사과했다,죄책감을 느꼈다.,자신의 잘못을 인정하고 변화할 필요성,책임감과 후회였다,후회하는
193,그는 내일 큰 시험이 있었다,긴장하고 불안했다.,긴장된,긴장과 불안,긴장된
194,그는 선풍기를 구입했다,만족했다.,시원하다,더 신선한 공기와 시원함,시원하다
195,그는 새 옷장을 구입했다,새 옷장을 구입해서 기뻤다.,만족함,만족감,기쁨
196,그는 친구들을 초대했다,행복했다.,외로움,기쁨과 설렘,외로움
197,그는 선물을 받았다,기쁘고 감동했다.,감사의 정서,감사함,행복하다
198,그는 장난감을 찾았다,기쁨을 느꼈다.,기쁨을느꼈다.,기쁨과 만족감,기쁨
199,그는 청소를 도와줬다,유용하고 만족스러웠다.,도움을 받은,감사함과 안도였다,보람
200,그는 내 부모님께 물어봤다,안도감을 느꼈다.,신중하게 생각해보고 싶다.,부모님의 지혜와 조언을 받아들여 안심하고 신뢰감을 느꼈다,화난
201,그는 데이트 상대를 찾았다,기쁨을 느꼈다.,기쁨,흥분과 기대감,사랑하다
202,그는 집에 가야 했다,안도감을 느꼈다.,아쉬움과 안도,약간의 안도와 안정감,급하다
203,그는 주스를 엎질렀다,실수한 것에 놀라고 후회했다.,냉큼한 느낌,주스가 옷에 흘러내리고 땀이 솟구쳐 나온다,화가 났던
204,그는 성을 변경했다,자유롭고 해방된 기분이었다.,신분을 잃은,불안함과 혼란,불편함
205,그는 그것을 부모님에게 보여주기도 했다,자랑스럽고 기쁘게 느꼈다.,자부심을,자랑스러움과 만족감,자부심
206,그는 환불을 요구했다,분노와 실망을 느꼈다.,속상하다,실망과 분노였다,불만
207,그는 동물원에 사탕을 가져다줬다,자랑스러웠다.,동물들이 그를 좋아하고 감사해했다.,동물들이 그를 좋아하고 기쁘게 먹는 모습을 보면서 큰 만족감을 느꼈다,감겨진
208,그는 그녀에게 원하는대로 할 수 있게 했다,자신을 강하고 효과적으로 느꼈다.,통제된,그녀에 대한 통제와 권력감,통제된
209,그는 밤에 잠이 들었다,안도감과 안정감을 느꼈다.,푸른색의 빛,평화로움과 안정감,피곤하다
210,그도 그것을 원했다,기쁘고 만족했다.,만족,더 이상 기다릴 수 없었던 갈망,질투
211,그는 소총을 발사했다,두려움과 긴장을 느꼈다.,반동을,총구에서 발사되는 강한 후력과 함께 오는 권총의 진동,공포
212,그는 체중이 줄었다,기뻤다.,건강하다,건강과 자신감의 증가였다,기쁨
213,그는 목이 아파했다,불편하고 고통스러웠다.,물을 마셔야겠다.,목이 아프고 건조함,아프다
214,그는 쩝쩝거리는 소리를 내었다,답답하고 짜증났다.,공포,불안함과 불편함,아픈
215,그는 스스로를 기록했다,자신을 기록함으로써 만족했다.,자신의 성장과 변화,"그가 자신의 성장과 변화를 목격하고, 과거의 경험을 돌아보며 느꼈던 감정들",미안함
216,그는 자신에 대해 매우 화가 나 있었다,자신에 대해 매우 화가 나 있었다.,자책과 후회,자신을 반성하고 변화하려는 강한 욕망,분노
217,그는 이제 시작해야 했다,설레었다.,책임,불안함과 기대감,긴장된
218,그는 열쇠를 잊어버렸다,당황했다.,당황하다,좌절감과 불안함,애썼다
219,그는 오늘이 첫날였다,기대와 설렘으로 가득했다.,불안하다,불안함과 기대감,긴장된
220,그는 차를 엎질렀다,당황하고 놀라서 어리둥절했다.,죄책감,쇠락한 실망감과 함께 한 순간의 충격,놀란
221,그는 이유를 설명했다,안도감을 느꼈다.,안도,불안함과 불편함,불안하다
222,그는 휴가를 시작했다,휴가를 시작해서 기쁘고 행복했다.,여유롭게 쉬는,자유와 행복,행복하다
223,그는 여자친구와 결혼했다,무척 행복했다.,행복하다,행복과 안정감,사랑
224,그는 새로운 사람들을 만났다,흥미로웠다.,호기심,새로운 가능성과 기대감,흥분된
225,그는 더 이상 짖지 않았다,안도하고 안정감을 느꼈다.,고요함을,고요함과 안도였다,안도하다
226,그는 싸우고 싶지 않아 했다,안도하고 안정감을 느꼈다.,평화로운,피곤함과 좌절감,불안하다
227,그는 포커 토너먼트에 참가했다,흥분했다.,승리의 쾌감,승리의 기쁨과 긴장감,승리의 기쁨
228,그는 휴대폰을 돌려받았다,안도감과 안심감을 느꼈다.,안도,안도와 안심,안도하다
229,그는 다음 날 그만뒀다,실망했다.,해방된,실패와 좌절,불안하다
230,그는 도와달라고 울부짖었다,절망적이고 무력한 느낌이었다.,쓸쓸함과 무력감을,절망과 무력감,고통
231,그는 좋아하는 노래를 연주했다,행복했다.,행복하다,노래에 대한 열정과 즐거움,행복하다
232,그는 동영상을 시청했다,흥분했다.,재미있는,그가 느꼈던 것은 즐거움과 흥미였다,감동
233,그는 하루 종일 플레이했다,즐거웠다.,아무것도하지않은 것을느꼈다.,씁쓸함과 공허함,아무런 변화도 없는
234,그는 공을 가지고 있었다,자신이 행운을 가지고 있다고 느꼈다.,보다,공을 통해 채워진 무게감과 힘의 감각,무언가
235,그는 가발을 뒤집었다,혼란스러웠다.,본래의 자신을,가발 속에 숨겨진 비밀,아무런
236,그는 집처럼 편안해 했다,응답없음,안정된,안정감과 안도였다,안정된
237,그는 무서운 소리를 들었다,놀라거나 불안했을 것이다.,위험하다,두려움과 불안,공포
238,그는 거미를 죽였다,안도감을 느꼈다.,죄책감,약간의 안도감과 불편함,죄책감
239,그는 그녀에게 음식을 줬다,그녀에게 음식을 주어서 기쁘고 만족했다.,친절함,그녀가 배고프다는 것을 알았기 때문에 안도감과 만족감,감사함
240,그는 캠핑 여행 중였다,평화롭고 행복했다.,자연의 아름다움,자연과 가까운 삶의 소중함과 평온함,평온함
241,그는 둥지를 지었다,안심하고 기뻤다.,안정감을,안정감과 안도였다,안정
