,input,A,B,B2,B3
10,그는 실망한 표정였다,다른 방향으로 시선을 돌렸다,그는 실망한 표정이었다. 따라서 주변 사람들은 걱정했다,그에게 위로하는 것이다,"주변 사람들은 그의 눈치를 보았는데, 왜냐하면 그가 실망한 표정이었기 때문이다"
11,그는 재미있어 보였다,주변 사람들은 그에게 관심을 보였다,그는 재미있어 보였다. 따라서 주변 사람들은 그에게 더 가까이 다가갔다,그와 함께 시간을 보내는 것이다,"주변 사람들은 미소를 지었는데, 왜냐하면 그가 재미있어 보였기 때문이다"
12,그는 신에게 충성을 바쳤다,주변 사람들은 경외심을 표했다,그는 신에게 충성을 바쳤다. 따라서 주변 사람들은 그의 신앙심에 감동했다,그는 신에게 충성을 바쳤다. 주변 사람들이 했던 것은 그의 신앙심을 존중하는 것이다,"주변 사람들은 신에게 헌신했는데, 왜냐하면 그가 신에게 충성을 바쳤기 때문이다"
13,그는 집에 가도 되었다,그의 안전을 확인했다,그는 집에 가도 되었다. 따라서 주변 사람들은 안심했다,그는 집에 가도 되었다. 주변 사람들이 했던 것은 그를 배웅하는 것이다,"주변 사람들은 안심했는데, 왜냐하면 그가 집에 가도 되었기 때문이다"
14,그는 학교에 갈 옷을 준비했다,다음 날의 일정을 계획했다,그는 학교에 갈 옷을 준비했다. 따라서 주변 사람들은 그의 취향에 대해 궁금해했다,그는 학교에 갈 옷을 준비했다. 주변 사람들이 했던 것은 그의 선택을 칭찬하는 것이다,"주변 사람들은 그의 옷에 대해 궁금해했는데, 왜냐하면 그가 학교에 갈 옷을 준비했기 때문이다"
15,그는 피자 파티가 있었다,주변 사람들이 피자를 먹으러 갔다,그는 피자 파티가 있었다. 따라서 주변 사람들은 배가 고팠다,그는 피자 파티가 있었다. 주변 사람들이 했던 것은 맛있는 음식을 먹는 것이다,"주변 사람들은 놀라워했는데, 왜냐하면 그가 피자 파티가 있었기 때문이다"
16,그는 마침내 선택했다,주변 사람들은 안도했다,그는 마침내 선택했다. 따라서 주변 사람들은 안심했다,그는 마침내 선택했다. 주변 사람들이 했던 것은 그를 축하하는 것이다,"주변 사람들은 기뻐했는데, 왜냐하면 그가 마침내 선택했기 때문이다"
17,그는 너무 심하게 다쳤다,주변 사람들은 그를 도와주려고 했다,그는 너무 심하게 다쳤다. 따라서 주변 사람들은 걱정했다,그는 너무 심하게 다쳤다. 주변 사람들이 했던 것은 의료진을 불러 도움을 요청하는 것이다,"주변 사람들은 걱정했는데, 왜냐하면 그가 너무 심하게 다쳤기 때문이다"
18,그는 몸이 아프기 시작했다,주변 사람들이 그를 도와주기 시작했다,그는 몸이 아프기 시작했다. 따라서 주변 사람들은 걱정했다,그를 도와주는 것이다,"주변 사람들은 걱정했는데, 왜냐하면 그가 몸이 아프기 시작했기 때문이다"
19,그는 밤에 잠을 잘 이루지 못했다,다음날 피곤해 보였다,그는 밤에 잠을 잘 이루지 못했다. 따라서 주변 사람들은 그의 건강을 걱정했다,그는 밤에 잠을 잘 이루지 못했다. 주변 사람들이 했던 것은 그의 건강을 걱정하는 것이다,"주변 사람들은 걱정했는데, 왜냐하면 그가 밤에 잠을 잘 이루지 못했기 때문이다"
20,그는 새로운 기술을 배웠다,주변 사람들은 그를 칭찬했다,그는 새로운 기술을 배웠다. 따라서 주변 사람들은 궁금해했다,그는 새로운 기술을 배웠다. 주변 사람들이 했던 것은 그에게 도움을 요청하는 것이다,"주변 사람들은 그를 칭찬했는데, 왜냐하면 그가 새로운 기술을 배웠기 때문이다"
21,그는 황금알을 낳는 거위를 죽였다,주변 사람들은 그의 선택에 충격을 받았다,그는 황금알을 낳는 거위를 죽였다. 따라서 주변 사람들은 그의 어리석음에 충격을 받았다,그는 황금알을 낳는 거위를 죽였다. 주변 사람들이 했던 것은 그의 욕을 내는 것이다,"주변 사람들은 그를 비난했는데, 왜냐하면 그가 황금알을 낳는 거위를 죽였기 때문이다"
22,그는 대학에 지원했다,주변 사람들은 그를 응원했다,그는 대학에 지원했다. 따라서 주변 사람들은 응원했다,그는 대학에 지원했다. 주변 사람들이 했던 것은 그가 무슨 전공을 선택했는지 궁금해하는 것이다,"주변 사람들은 그를 응원했는데, 왜냐하면 그가 대학에 지원했기 때문이다"
23,그는 홀인원을 기록했다,동경했다,그는 홀인원을 기록했다. 따라서 주변 사람들은 그의 실력에 감탄했다,그는 홀인원을 기록했다. 주변 사람들이 했던 것은 박수를 치는 것이다,"주변 사람들은 그의 놀라운 기술에 감탄했는데, 왜냐하면 그가 홀인원을 기록했기 때문이다"
24,그는 방과 후 친구들과 농구를 했다,그와 함께 농구를 즐겼다,그는 방과 후 친구들과 농구를 했다. 따라서 주변 사람들은 그의 스포츠 실력을 놀라워했다,그는 방과 후 친구들과 농구를 했다. 주변 사람들이 했던 것은 즐거워하는 것이다,"주변 사람들은 농구를 하고 싶어했는데, 왜냐하면 그가 방과 후 친구들과 농구를 했기 때문이다"
25,그는 곧 기분이 나아질 겄다,그를 안심시켰다,그는 곧 기분이 나아질 것이다. 따라서 주변 사람들은 그를 격려했다,그는 곧 기분이 나아질 것이다. 주변 사람들이 했던 것은 그에게 격려하는 것이다,"주변 사람들은 그를 위로했는데, 왜냐하면 그가 곧 기분이 나아질 것이기 때문이다"
26,그는 커피를 머그잔에 마셨다,그를 지켜보았다,그는 커피를 머그잔에 마셨다. 따라서 주변 사람들은 그의 입맛이 까다로웠다,그는 커피를 머그잔에 마셨다. 주변 사람들이 했던 것은 그의 취향을 따라 커피를 주문하는 것이다,"주변 사람들은 놀라워했는데, 왜냐하면 그가 커피를 머그잔에 마셨기 때문이다"
27,그는 엔진을 망가뜨렸다,주변 사람들이 그를 도와주기 위해 도구나 지식을 제공했다,그는 엔진을 망가뜨렸다. 따라서 주변 사람들은 그를 도와주기 위해 모였다,그는 엔진을 망가뜨렸다. 주변 사람들이 했던 것은 도와주기 위해 손을 내밀었다,"주변 사람들은 실망했는데, 왜냐하면 그가 엔진을 망가뜨렸기 때문이다"
28,그는 새로운 새끼 고양이를 얻었다,주변 사람들은 기뻐했다,그는 새로운 새끼 고양이를 얻었다. 따라서 주변 사람들은 기뻐했다,그는 새로운 새끼 고양이를 얻었다. 주변 사람들이 했던 것은 그의 새로운 반려동물을 만나러 오는 것이다,"주변 사람들은 놀라워했는데, 왜냐하면 그가 새로운 새끼 고양이를 얻었기 때문이다"
29,그는 과거는 과거로 뒀다,과거에 대한 회의적인 태도를 보였다,그는 과거는 과거로 뒀다. 따라서 주변 사람들은 그의 결단력에 감탄했다,그는 과거는 과거로 뒀다. 주변 사람들이 했던 것은 그의 결정을 지지하는 것이다,"주변 사람들은 그의 과거를 묻었는데, 왜냐하면 그가 과거는 과거로 뒀기 때문이다"
30,그는 새 기타를 구입했다,주변 사람들이 그의 새 기타를 칭찬했다,그는 새 기타를 구입했다. 따라서 주변 사람들은 그의 연주를 듣고 싶어했다,그는 새 기타를 구입했다. 주변 사람들이 했던 것은 그의 연주를 듣는 것이다,"주변 사람들은 놀라워했는데, 왜냐하면 그가 새 기타를 구입했기 때문이다"
31,그도 노력했다,그의 성과를 칭찬했다,그도 노력했다. 따라서 주변 사람들은 그의 성과에 감탄했다,그도 노력했다. 주변 사람들이 했던 것은 그를 칭찬하는 것이다,"주변 사람들은 그의 성공을 축하했는데, 왜냐하면 그도 노력했기 때문이다"
32,그는 시간을 가졌다,자신의 계획을 세웠다,그는 시간을 가졌다. 따라서 주변 사람들은 그가 무엇을 할지 궁금해했다,그는 시간을 가졌다. 주변 사람들이 했던 것은 그에게 도움을 요청하는 것이다,"주변 사람들은 그의 도착을 기다렸는데, 왜냐하면 그가 시간을 가졌기 때문이다"
33,그는 애완동물을 허용했다,주변 사람들이 기뻐했다,그는 애완동물을 허용했다. 따라서 주변 사람들은 그의 관대함에 감사했다,그는 애완동물을 허용했다. 주변 사람들이 했던 것은 반가워하는 것이다,"주변 사람들은 기뻤는데, 왜냐하면 그가 애완동물을 허용했기 때문이다"
34,그는 휴대폰을 받았다,주변 사람들은 기뻐했다,그는 휴대폰을 받았다. 따라서 주변 사람들은 그의 손짓을 지켜보았다,그는 휴대폰을 받았다. 주변 사람들이 했던 것은 부러워하는 것이다,"주변 사람들은 그에게 부러워했는데, 왜냐하면 그가 휴대폰을 받았기 때문이다"
35,그는 C를 받았다,부모님에게 화를 냈다,그는 C를 받았다. 따라서 주변 사람들은 그가 더 열심히 공부해야 한다고 생각했다,그는 C를 받았다. 주변 사람들이 했던 것은 그를 위로해주는 것이다,"주변 사람들은 그에게 걱정했는데, 왜냐하면 그가 C를 받았기 때문이다"
36,그는 TV를 구입했다,가족들이 함께 시청할 프로그램을 선택했다,그는 TV를 구입했다. 따라서 주변 사람들은 부러워했다,그는 TV를 구입했다. 주변 사람들이 했던 것은 그의 새로운 TV를 부러워하는 것이다,"주변 사람들은 그가 플라즈마 TV를 구입했는데, 왜냐하면 그가 TV를 구입했기 때문이다"
37,그는 다리를 심하게 다쳤다,주변 사람들은 그를 도와주기 위해 즉시 응급처치를 시도했다,그는 다리를 심하게 다쳤다. 따라서 주변 사람들은 그를 도와주려 했다,그는 다리를 심하게 다쳤다. 주변 사람들이 했던 것은 의료진을 불러 구급차를 호출하는 것이다,"주변 사람들은 걱정했는데, 왜냐하면 그가 다리를 심하게 다쳤기 때문이다"
38,그는 그녀의 바지에 오줌을 쌌다,주변 사람들은 당황하고 어색해했다,그는 그녀의 바지에 오줌을 쌌다. 따라서 주변 사람들은 놀라움을 감추지 못했다,그는 그녀의 바지에 오줌을 쌌다. 주변 사람들이 했던 것은 당황하는 것이다,"주변 사람들은 놀라워했는데, 왜냐하면 그가 그녀의 바지에 오줌을 쌌기 때문이다"
39,그는 찾을 수 없었다,주변 사람들은 그를 찾기 위해 노력했다,그는 찾을 수 없었다. 따라서 주변 사람들은 걱정했다,그를 찾아 돌아다니는 것이다,"주변 사람들은 그의 지갑을 찾아봤는데, 왜냐하면 그가 찾을 수 없었기 때문이다"
40,그는 곧 나아질 겄다,그를 지지했다,그는 곧 나아질 겄다. 따라서 주변 사람들은 희망을 가져야 한다고 생각했다,그는 곧 나아질 겄다. 주변 사람들이 했던 것은 그를 지지하는 것이다,"주변 사람들은 그의 상태에 걱정했는데, 왜냐하면 그가 곧 나아질 것이기 때문이다"
41,그는 새 카메라를 구입했다,주변 사람들에게 새로운 사진을 찍어 달라고 부탁했다,그는 새 카메라를 구입했다. 따라서 주변 사람들은 그의 새로운 취미에 흥미로워했다,그는 새 카메라를 구입했다. 주변 사람들이 했던 것은 그의 새로운 사진을 보는 것이다,"주변 사람들은 놀랐는데, 왜냐하면 그가 새 카메라를 구입했기 때문이다"
42,그는 어젯밤부터 시작했다,주변 사람들은 그에게 도움을 주려고 했다,그는 어젯밤부터 시작했다. 따라서 주변 사람들은 그가 무슨 일을 하는지 궁금해했다,그는 어젯밤부터 시작했다. 주변 사람들이 했던 것은 그를 걱정하는 것이다,"주변 사람들은 피곤해 보였는데, 왜냐하면 그가 어젯밤부터 시작했기 때문이다"
43,그는 강아지를 키우고 싶다고 했다,가족들이 동의했다,그는 강아지를 키우고 싶다고 했다. 따라서 주변 사람들은 반대했다,그는 강아지를 키우고 싶다고 했다. 주변 사람들이 했던 것은 강아지에 대한 정보를 제공하는 것이다,"주변 사람들은 그에게 도움을 주기로 했는데, 왜냐하면 그가 강아지를 키우고 싶다고 했기 때문이다"
44,그는 등산했다,주변 사람들은 그를 도와주기 위해 준비했다,그는 등산했다. 따라서 주변 사람들은 그의 체력에 감탄했다,그는 등산했다. 주변 사람들이 했던 것은 그의 체력을 칭찬하는 것이다,"주변 사람들은 그의 체력에 놀라웠는데, 왜냐하면 그가 등산했기 때문이다"
45,그는 휴대폰을 가지고 있었다,주변 사람들이 그의 휴대폰을 빌려달라고 부탁했다,그는 휴대폰을 가지고 있었다. 따라서 주변 사람들은 그에게 전화를 걸었다,그는 휴대폰을 가지고 있었다. 주변 사람들이 했던 것은 그에게 전화를 걸려는 것이다,"주변 사람들은 그가 누구와 대화하고 있는지 궁금해했는데, 왜냐하면 그가 휴대폰을 가지고 있었기 때문이다"
46,그는 전화 한 통을 받았다,주변 사람들이 그의 반응을 지켜보았다,그는 전화 한 통을 받았다. 따라서 주변 사람들은 궁금해했다,그는 전화 한 통을 받았다. 주변 사람들이 했던 것은 누구인지 궁금해하는 것이다,"주변 사람들은 놀라워했는데, 왜냐하면 그가 전화 한 통을 받았기 때문이다"
47,그는 더 높이 올라갔다,주변 사람들은 그를 칭찬했다,그는 더 높이 올라갔다. 따라서 주변 사람들은 그의 성취를 축하했다,그는 더 높이 올라갔다. 주변 사람들이 했던 것은 그를 칭찬하는 것이다,"주변 사람들은 그의 성공을 축하했는데, 왜냐하면 그가 더 높이 올라갔기 때문이다"
48,그는 이발이 필요했다,그의 머리카락이 너무 길었다,그는 이발이 필요했다. 따라서 주변 사람들은 머리를 깎아주기로 했다,그는 이발이 필요했다. 주변 사람들이 했던 것은 머리를 깎아주는 것이다,"상황10: 주변 사람들은 그의 머리카락을 걱정했는데, 왜냐하면 그가 이발이 필요했기 때문이다"
49,그는 지갑을 집에 두고 왔다,주변 사람들이 그를 도와주기 위해 돈을 빌려줬다,그는 지갑을 집에 두고 왔다. 따라서 주변 사람들은 그를 도와주었다,그는 지갑을 집에 두고 왔다. 주변 사람들이 했던 것은 그를 도와주기 위해 돈을 빌려주는 것이다,"주변 사람들은 걱정했는데, 왜냐하면 그가 지갑을 집에 두고 왔기 때문이다"
50,그는 목록을 잊어버렸다,주변 사람들은 그에게 도와줬다,그는 목록을 잊어버렸다. 따라서 주변 사람들은 그를 도와주었다,그는 목록을 잊어버렸다. 주변 사람들이 했던 것은 그에게 기억시키려고 하는 것이다,"주변 사람들은 당황했는데, 왜냐하면 그가 목록을 잊어버렸기 때문이다"
51,그는 페이지를 넘겼다,주변 사람들은 아무런 반응을 하지 않았다,그는 페이지를 넘겼다. 따라서 주변 사람들은 그가 빨리 읽는 것을 놀랐다,그는 페이지를 넘겼다. 주변 사람들이 했던 것은 그의 손을 봐서 다음에 무엇을 할지 궁금해하는 것이다,"주변 사람들은 호기심을 냈는데, 왜냐하면 그가 페이지를 넘겼기 때문이다"
52,그는 도넛도 먹었다,주변 사람들은 놀라웠다,그는 도넛도 먹었다. 따라서 주변 사람들은 그의 식욕에 놀랐다,그는 도넛도 먹었다. 주변 사람들이 했던 것은 그가 식욕이 왕성하다는 것을 알게 되었다,"주변 사람들은 축하했는데, 왜냐하면 그가 도넛도 먹었기 때문이다"
53,그는 그것을 학교에 가져왔다,주변 사람들은 궁금해하고 놀라거나 반대할 것이다,그는 그것을 학교에 가져왔다. 따라서 주변 사람들은 놀라워했다,그는 그것을 학교에 가져왔다. 주변 사람들이 했던 것은 그의 선택을 칭찬하는 것이다,"주변 사람들은 그를 비웃었는데, 왜냐하면 그가 그것을 학교에 가져왔기 때문이다"
54,그는 좋아하는 사람에게 물어봤다,그에게 도와줄 수 있는 방법을 찾으려 했다,그는 좋아하는 사람에게 물어봤다. 따라서 주변 사람들은 기쁘게 미소를 지었다,그는 좋아하는 사람에게 물어봤다. 주변 사람들이 했던 것은 그의 결정을 응원하는 것이다,"주변 사람들은 긴장했는데, 왜냐하면 그가 좋아하는 사람에게 물어봤기 때문이다"
55,그는 자신을 인식했다,주변 사람들은 그의 변화를 주목했다,그는 자신을 인식했다. 따라서 주변 사람들은 그를 이해했다,그는 자신을 인식했다. 주변 사람들이 했던 것은 그가 변화하는 것을 지켜보는 것이다,"주변 사람들은 그가 자신을 인식했는데, 왜냐하면 그가 자기에게 솔직히 되어 있었기 때문이다"
56,그는 새 옷을 구입했다,주변 사람들은 그의 새 옷을 칭찬했다,그는 새 옷을 구입했다. 따라서 주변 사람들은 그의 패션 감각을 칭찬했다,그는 새 옷을 구입했다. 주변 사람들이 했던 것은 그의 새로운 스타일을 칭찬하는 것이다,"주변 사람들은 그의 옷을 칭찬했는데, 왜냐하면 그가 새 옷을 구입했기 때문이다"
57,그는 모든 인형을 외웠다,주변 사람들은 놀라거나 감탄할 것이다,그는 모든 인형을 외웠다. 따라서 주변 사람들은 놀라움을 금치 못했다,그는 모든 인형을 외웠다. 주변 사람들이 했던 것은 그의 기억력에 감탄하는 것이다,"주변 사람들은 놀라워했는데, 왜냐하면 그가 모든 인형을 외웠기 때문이다"
58,그는 훨씬 좋아 보였다,주변 사람들은 그에게 더 관심을 가졌다,그는 훨씬 좋아 보였다. 따라서 주변 사람들은 눈이 환하게 빛났다,그는 훨씬 좋아 보였다. 주변 사람들이 했던 것은 그에게 칭찬을 하는 것이다,"주변 사람들은 그의 새로운 머리스타일에 궁금해했는데, 왜냐하면 그가 훨씬 좋아 보였기 때문이다"
59,그는 요리하고 싶어 하지 않았다,다른 사람이 요리를 대신 했을 것이다,그는 요리하고 싶어 하지 않았다. 따라서 주변 사람들은 그를 설득하기 위해 노력했다,그는 요리하고 싶어 하지 않았다. 주변 사람들이 했던 것은 그를 설득하는 것이다,"주변 사람들은 음식을 주문했는데, 왜냐하면 그가 요리하고 싶어 하지 않았기 때문이다"
60,그는 새 자전거를 구입했다,그를 축하했다,그는 새 자전거를 구입했다. 따라서 주변 사람들은 부러워했다,그는 새 자전거를 구입했다. 주변 사람들이 했던 것은 부러워하는 것이다,"주변 사람들은 놀라워했는데, 왜냐하면 그가 새 자전거를 구입했기 때문이다"
61,그는 목줄을 사용했다,주변 사람들은 그의 행동에 대해 놀랐다,그는 목줄을 사용했다. 따라서 주변 사람들은 그의 애완견을 보호했다,그를 돌봐주는 것이다,"주변 사람들은 강아지를 데리고 산책했는데, 왜냐하면 그가 목줄을 사용했기 때문이다"
62,그는 커피를 주문했다,그 주문을 받았다,그는 커피를 주문했다. 따라서 주변 사람들은 화면을 바라보았다,그는 커피를 주문했다. 주변 사람들이 했던 것은 자신도 커피를 주문하는 것이다,"주변 사람들은 놀랐는데, 왜냐하면 그가 커피를 주문했기 때문이다"
63,그는 태클을 당했다,주변 사람들이 도와주기 위해 그에게 달려갔다,그는 태클을 당했다. 따라서 주변 사람들은 그를 도와주지 않았다,그는 태클을 당했다. 주변 사람들이 했던 것은 그를 도와주는 것이다,"주변 사람들은 놀렸는데, 왜냐하면 그가 태클을 당했기 때문이다"
64,그는 그녀에게 몸을 기울였다,그에게 더 가까이 다가갔다,그는 그녀에게 몸을 기울였다. 따라서 주변 사람들은 놀랐다,그는 그녀에게 몸을 기울였다. 주변 사람들이 했던 것은 놀라워하는 것이다,"주변 사람들은 그의 행동에 놀라웠는데, 왜냐하면 그가 그녀에게 몸을 기울였기 때문이다"
65,그는 오른쪽으로 향했다,주변 사람들도 그를 따라갔다,그는 오른쪽으로 향했다. 따라서 주변 사람들은 왼쪽을 보았다,그의 오른쪽으로 따라갔다,"주변 사람들은 왼쪽으로 돌아보았는데, 왜냐하면 그가 오른쪽으로 향했기 때문이다"
66,그는 배심원 의무를 위해 소환되었다,법정 절차에 따를 것이다,그는 배심원 의무를 위해 소환되었다. 따라서 주변 사람들은 귀찮아했다,그를 위로하는 것이다,"주변 사람들은 불안해했는데, 왜냐하면 그가 배심원 의무를 위해 소환되었기 때문이다"
67,그는 자신을 과시했다,다른 사람들에게 자만심을 느끼게 했다,그는 자신을 과시했다. 따라서 주변 사람들은 그를 싫어했다,그는 자신을 과시했다. 주변 사람들이 했던 것은 그의 자만심을 탓하는 것이다,"주변 사람들은 그의 자랑을 무시했는데, 왜냐하면 그가 자신을 과시했기 때문이다"
68,그는 쿠키도 만들었다,주변 사람들은 맛있게 먹었다,그는 쿠키도 만들었다. 따라서 주변 사람들은 맛있게 먹었다,그는 쿠키도 만들었다. 주변 사람들이 했던 것은 맛있게 먹는 것이다,"주변 사람들은 놀라워했는데, 왜냐하면 그가 쿠키도 만들었기 때문이다"
69,그는 유치원에 입학했다,가족들이 기뻐했다,그는 유치원에 입학했다. 따라서 주변 사람들은 축하했다,그는 유치원에 입학했다. 주변 사람들이 했던 것은 축하하는 것이다,"주변 사람들은 그를 축하했는데, 왜냐하면 그가 유치원에 입학했기 때문이다"
70,그는 구걸하러 갔다,주변 사람들이 돈을 주거나 무시할 것이다,그는 구걸하러 갔다. 따라서 주변 사람들은 그를 도와주기 위해 손을 내밀었다,그를 도와주는 것이다,"주변 사람들은 그를 도와주었는데, 왜냐하면 그가 구걸하러 갔기 때문이다"
71,그는 면도를 중단했다,수염이 자라기 시작했다,그는 면도를 중단했다. 따라서 주변 사람들은 깜짝 놀랐다,그는 면도를 중단했다. 주변 사람들이 했던 것은 그의 새로운 미모에 대해 얘기하는 것이다,"주변 사람들은 그의 수염을 놀라워했는데, 왜냐하면 그가 면도를 중단했기 때문이다"
72,그는 약속을 잡았다,그를 기다렸다,그는 약속을 잡았다. 따라서 주변 사람들은 기대했다,그 약속이 무엇인지 궁금해하는 것이다,"주변 사람들은 기다렸는데, 왜냐하면 그가 약속을 잡았기 때문이다"
73,그는 스스로 일을 자초했다,가까이 있는 사람들은 그를 도와주려고 했다,그는 스스로 일을 자초했다. 따라서 주변 사람들은 그의 결정에 놀랐다,그는 스스로 일을 자초했다. 주변 사람들이 했던 것은 그를 격려하는 것이다,"주변 사람들은 자신의 능력을 믿었는데, 왜냐하면 그가 스스로 일을 자초했기 때문이다"
74,그는 방과 후 축구를 했다,주변 친구들과 함께 축구를 즐겼다,그는 방과 후 축구를 했다. 따라서 주변 사람들은 그의 축구 실력을 놀랐다,그는 방과 후 축구를 했다. 주변 사람들이 했던 것은 그에게 박수를 보내는 것이다,"주변 사람들은 그가 축구를 할 때 몸을 다쳤다고 말했는데, 왜냐하면 그가 방과 후 축구를 했기 때문이다"
75,그는 그 의미를 설명했다,주변 사람들은 그의 말을 이해했다,그는 그 의미를 설명했다. 따라서 주변 사람들은 그 말에 귀를 기울였다,그는 그 의미를 설명했다. 주변 사람들이 했던 것은 이해하는 것이다,"주변 사람들은 그의 말에 동의했는데, 왜냐하면 그가 그 의미를 설명했기 때문이다"
76,그는 처음 이발을 했다,머리를 칭찬했다,그는 처음 이발을 했다. 따라서 주변 사람들은 그의 머리모양을 칭찬했다,그의 새로운 머리 스타일에 대해 칭찬하는 것이다,"주변 사람들은 놀랐는데, 왜냐하면 그가 처음 이발을 했기 때문이다"
77,그는 온몸에 흘리고 있었다,주변 사람들은 그를 도와주려 했다,그는 온몸에 흘리고 있었다. 따라서 주변 사람들은 그를 도와주기로 결정했다,그는 온몸에 흘리고 있었다. 주변 사람들이 했던 것은 그를 도와주는 것이다,"주변 사람들은 그를 걱정했는데, 왜냐하면 그가 온몸에 흘리고 있었기 때문이다"
78,그는 드디어 도착했다,환영 인사를 보냈다,그는 드디어 도착했다. 따라서 주변 사람들은 환호를 했다,그는 드디어 도착했다. 주변 사람들이 했던 것은 기다리고 있었다,"주변 사람들은 기다렸는데, 왜냐하면 그가 드디어 도착했기 때문이다"
79,그는 그녀를 죽음으로 이끌었다,주변 사람들은 충격과 슬픔에 휩싸일 것이다,그는 그녀를 죽음으로 이끌었다. 따라서 주변 사람들은 슬퍼했다,그는 그녀를 죽음으로 이끌었다. 주변 사람들이 했던 것은 그의 범행을 비난하는 것이다,"주변 사람들은 그를 비난했는데, 왜냐하면 그가 그녀를 죽음으로 이끌었기 때문이다"
80,그는 그녀를 만나러 갔다,그녀를 기다렸다,그는 그녀를 만나러 갔다. 따라서 주변 사람들은 그의 심리 상태를 걱정했다,그는 그녀를 만나러 갔다. 주변 사람들이 했던 것은 그의 결정을 지지하는 것이다,"주변 사람들은 놀라워했는데, 왜냐하면 그가 그녀를 만나러 갔기 때문이다"
81,그는 2013년에 캠브리지로 이사했다,그의 새로운 이사 소식에 놀랐다,그는 2013년에 캠브리지로 이사했다. 따라서 주변 사람들은 놀랐다,그는 2013년에 캠브리지로 이사했다. 주변 사람들이 했던 것은 그를 축하하는 것이다,"주변 사람들은 그의 이사 소식에 놀랐는데, 왜냐하면 그가 2013년에 캠브리지로 이사했기 때문이다"
82,그는 그녀의 턱을 꽉 움켜쥐었다,주변 사람들은 그를 분리시키려고 할 것이다,그는 그녀의 턱을 꽉 움켜쥐었다. 따라서 주변 사람들은 놀랐다,그는 그녀의 턱을 꽉 움켜쥐었다. 주변 사람들이 했던 것은 그들이 분노하는 것이다,"주변 사람들은 놀라서 얼굴을 찡그렸는데, 왜냐하면 그가 그녀의 턱을 꽉 움켜쥐었기 때문이다"
