,input,A,B,B2,B3
15,그는 피자 파티가 있었다,친구들과 함께 즐기고 싶어서다,그는 피자 파티가 있었다. 왜냐하면 그가 친구들과 즐겁게 시간을 보내기를 원했기 때문이다,그는 친구들과 즐거운 시간을 보내는 것이었다,"그는 친구들과 함께 즐거운 시간을 보내기를 원했기에, 피자 파티가 있었다"
16,그는 마침내 선택했다,더 나은 삶을 원했기 때문이다,그는 마침내 선택했다. 왜냐하면 그가 결정력을 발휘하기를 원했기 때문이다,그는 마침내 선택했다. 왜냐하면 그가 원했던 것은 결정을 내리는 것이다,"그는 자유를 원했기에, 마침내 선택했다"
17,그는 너무 심하게 다쳤다,자신의 능력을 과시하고 싶어서다,그는 너무 심하게 다쳤다. 왜냐하면 그가 위험을 감수하기를 원했기 때문이다,그는 너무 심하게 다쳤다. 왜냐하면 그가 원했던 것은 위험한 스포츠를 경험하는 것이다,"그는 위험한 스릴을 느끼기를 원했기에, 너무 심하게 다쳤다"
18,그는 몸이 아프기 시작했다,건강을 회복하고 싶어서다,그는 몸이 아프기 시작했다. 왜냐하면 그가 병원에 가기를 원했기 때문이다,그는 몸이 아프기 시작했다. 왜냐하면 그가 원했던 것은 쉬는 시간을 갖는 것이다,"그는 휴식을 원했기에, 몸이 아프기 시작했다"
19,그는 밤에 잠을 잘 이루지 못했다,스트레스와 불안으로 인해 잠을 이루지 못했기 때문이다,그는 밤에 잠을 잘 이루지 못했다. 왜냐하면 그가 스트레스를 풀기를 원했기 때문이다,그는 밤에 잠을 잘 이루지 못했다. 왜냐하면 그가 원했던 것은 스트레스 없이 편안한 수면이었다,"그는 평화로운 마음을 갖기를 원했기에, 밤에 잠을 잘 이루지 못했다"
20,그는 새로운 기술을 배웠다,더 나은 직업을 얻고 싶어서다,그는 새로운 기술을 배웠다. 왜냐하면 그가 미래에 유용하게 사용하기를 원했기 때문이다,그는 새로운 기술을 배웠다. 왜냐하면 그가 원했던 것은 미래에 대비하는 것이다,"그는 미래를 위해 더 나은 직업을 얻기를 원했기에, 새로운 기술을 배웠다"
21,그는 황금알을 낳는 거위를 죽였다,부자가 되고 싶어서다,그는 황금알을 낳는 거위를 죽였다. 왜냐하면 그가 더 많은 돈을 얻기를 원했기 때문이다,그는 황금알을 낳는 거위를 죽였다. 왜냐하면 그가 원했던 것은 모든 것을 한 번에 얻는 것이다,"그는 부자가 되기를 원했기에, 황금알을 낳는 거위를 죽였다"
22,그는 대학에 지원했다,미래를 위해 더 나은 교육을 받고 싶어서다,그는 대학에 지원했다. 왜냐하면 그가 미래를 위한 교육을 받기를 원했기 때문이다,그는 대학에 지원했다. 왜냐하면 그가 원했던 것은 미래를 위해 교육을 받는 것이다,"그는 미래를 위한 교육을 받기를 원했기에, 대학에 지원했다"
23,그는 홀인원을 기록했다,자신의 능력을 입증하고 싶어서다,그는 홀인원을 기록했다. 왜냐하면 그가 우승하기를 원했기 때문이다,그는 홀인원을 기록했다. 왜냐하면 그가 원했던 것은 골프를 잘 치는 것이다,"그는 우승을 원했기에, 홀인원을 기록했다"
24,그는 방과 후 친구들과 농구를 했다,스트레스를 풀고 싶어서다,그는 방과 후 친구들과 농구를 했다. 왜냐하면 그가 스트레스를 풀기를 원했기 때문이다,그는 방과 후 친구들과 농구를 했다. 왜냐하면 그가 원했던 것은 스트레스를 풀고 즐거운 시간을 보내는 것이다,"그는 스트레스를 푸기를 원했기에, 방과 후 친구들과 농구를 했다"
25,그는 곧 기분이 나아질 겄다,희망을 가지고 싶어서다,그는 곧 기분이 나아질 것이다. 왜냐하면 그가 긍정적으로 생각하기를 원했기 때문이다,그는 곧 기분이 나아질 것이다. 왜냐하면 그가 원했던 것은 긍정적인 변화를 느끼는 것이기 때문이다,"그는 휴식을 취하기를 원했기에, 곧 기분이 나아질 겄다"
26,그는 커피를 머그잔에 마셨다,일어난 일이나 상황에 대해 활기를 얻고 싶어서다,그는 커피를 머그잔에 마셨다. 왜냐하면 그가 일어나기 위해 에너지를 얻기를 원했기 때문이다,그는 커피를 머그잔에 마셨다. 왜냐하면 그가 원했던 것은 여유로운 시간을 보내는 것이다,"그는 새로운 카페를 발견하기를 원했기에, 커피를 머그잔에 마셨다"
27,그는 엔진을 망가뜨렸다,차를 고치고 싶어서다,그는 엔진을 망가뜨렸다. 왜냐하면 그가 자동차를 고치기를 원했기 때문이다,그가 원했던 것은 차를 고치는 돈을 벌기 위해서였다,"그는 빠른 속도를 경험하기를 원했기에, 엔진을 망가뜨렸다"
28,그는 새로운 새끼 고양이를 얻었다,동물을 키우고 싶어서다,그는 새로운 새끼 고양이를 얻었다. 왜냐하면 그가 반려동물을 키우기를 원했기 때문이다,그는 새로운 새끼 고양이를 얻었다. 왜냐하면 그가 원했던 것은 동물을 키우는 것이다,"그는 반려동물을 키우기를 원했기에, 새로운 새끼 고양이를 얻었다"
29,그는 과거는 과거로 뒀다,새로운 시작을 하고 싶어서다,그는 과거는 과거로 뒀다. 왜냐하면 그가 미래에 집중하기를 원했기 때문이다,그는 미래에 집중하는 것이다,"그는 새로운 시작을 원했기에, 과거는 과거로 뒀다"
30,그는 새 기타를 구입했다,음악을 더 잘하고 싶어서다,그는 새 기타를 구입했다. 왜냐하면 그가 음악을 연주하기를 원했기 때문이다,그는 새 기타를 구입했다. 왜냐하면 그가 원했던 것은 음악을 연주하는 것이다,"그는 음악을 배우기를 원했기에, 새 기타를 구입했다"
31,그도 노력했다,성취하고 싶어서다,그도 노력했다. 왜냐하면 그가 성공을 원했기 때문이다,그도 노력했다. 왜냐하면 그가 원했던 것은 성공하는 것이다,"그는 좋은 성적을 받기를 원했기에, 그도 노력했다"
32,그는 시간을 가졌다,자신의 일정을 계획하고 싶어서다,그는 시간을 가졌다. 왜냐하면 그가 잘 생각해보기를 원했기 때문이다,그는 시간을 가졌다. 왜냐하면 그가 원했던 것은 취미를 즐기는 것이다,"그는 평화롭게 살기를 원했기에, 시간을 가졌다"
33,그는 애완동물을 허용했다,동물과 함께 생활하고 싶어서다,그는 애완동물을 허용했다. 왜냐하면 그가 집에서 즐겁게 지내기를 원했기 때문이다,그는 애완동물을 허용했다. 왜냐하면 그가 원했던 것은 더 행복한 삶을 살기 위해서였다,"그는 외로움을 달래기를 원했기에, 애완동물을 허용했다"
34,그는 휴대폰을 받았다,업무나 소셜 미디어를 확인하고 싶어서다,그는 휴대폰을 받았다. 왜냐하면 그가 연락하기를 원했기 때문이다,그는 휴대폰을 받았다. 왜냐하면 그가 원했던 것은 소통하는 것이다,"그는 연락을 받기를 원했기에, 휴대폰을 받았다"
35,그는 C를 받았다,열심히 하지 않았기 때문이다,그는 C를 받았다. 왜냐하면 그가 시간을 절약하기를 원했기 때문이다,그는 C를 받았다. 왜냐하면 그가 원했던 것은 학교를 졸업하는 것이었다,"그는 공부를 게을리하기를 원했기에, C를 받았다"
36,그는 TV를 구입했다,즐거운 시간을 보내고 싶어서다,그는 TV를 구입했다. 왜냐하면 그가 새로운 시청 경험을 원했기 때문이다,그는 TV를 구입했다. 왜냐하면 그가 원했던 것은 편안하게 집에서 영화나 드라마를 즐기는 것이다,"그는 최신 기술을 경험하기를 원했기에, TV를 구입했다"
37,그는 다리를 심하게 다쳤다,건강을 회복하고 싶어서다,그는 다리를 심하게 다쳤다. 왜냐하면 그가 스포츠에서 뛰어난 성적을 거두기를 원했기 때문이다,그는 다리를 심하게 다쳤다. 왜냐하면 그가 원했던 것은 스포츠를 즐기는 것이다,"그는 빨리 가기를 원했기에, 다리를 심하게 다쳤다"
38,그는 그녀의 바지에 오줌을 쌌다,자신을 감추고 싶어서다,그는 그녀의 바지에 오줌을 쌌다. 왜냐하면 그가 본능적으로 그렇게 행동하기를 원했기 때문이다,그는 그녀의 바지에 오줌을 쌌다. 왜냐하면 그가 원했던 것은 볼만한 장난을 하는 것이다,"그는 화장실을 가기를 원했기에, 그녀의 바지에 오줌을 쌌다"
39,그는 찾을 수 없었다,숨고 싶어서다,그는 숨었기 때문이다,그는 찾을 수 없었다. 왜냐하면 그가 원했던 것은 숨어 있는 것이다,"그는 평화를 찾기를 원했기에, 찾을 수 없었다"
40,그는 곧 나아질 겄다,희망을 가져보고 싶어서다,그는 곧 나아질 것이다. 왜냐하면 그가 회복을 원했기 때문이다,그는 곧 나아질 겄다. 왜냐하면 그가 원했던 것은 건강해지는 것이다,"그는 행운을 빌었기에, 곧 나아질 겄다"
41,그는 새 카메라를 구입했다,새로운 취미를 즐기고 싶어서다,그는 새 카메라를 구입했다. 왜냐하면 그가 사진을 찍기를 원했기 때문이다,그는 새로운 취미를 시작하는 것이었다,"그는 사진을 찍기를 원했기에, 새 카메라를 구입했다"
42,그는 어젯밤부터 시작했다,새로운 취미를 찾고 싶어서다,그는 어젯밤부터 시작했다. 왜냐하면 그가 새로운 취미를 찾기를 원했기 때문이다,그는 어젯밤부터 시작했다. 왜냐하면 그가 원했던 것은 새로운 취미를 찾는 것이다,"그는 건강한 삶을 살기를 원했기에, 어젯밤부터 시작했다"
43,그는 강아지를 키우고 싶다고 했다,외로움을 덜고 싶어서다,그는 강아지를 키우고 싶다고 했다. 왜냐하면 그가 외로움을 덜기 위해 동반자가 필요했기 때문이다,그는 강아지를 키우고 싶다고 했다. 왜냐하면 그가 원했던 것은 충실한 동반자가 필요했기 때문이다,"그는 외로움을 달래기를 원했기에, 강아지를 키우고 싶다고 했다"
44,그는 등산했다,자연 속에서 시간을 보내고 싶어서다,그는 등산했다. 왜냐하면 그가 자연 속에서 휴식을 취하기를 원했기 때문이다,그는 등산했다. 왜냐하면 그가 원했던 것은 자연 속에서 휴식하는 것이다,"그는 자연 속에서 평화를 느끼기를 원했기에, 등산했다"
45,그는 휴대폰을 가지고 있었다,연락을 유지하고 싶어서다,그는 통화를 하기를 원했기 때문이다,그는 휴대폰을 가지고 있었다. 왜냐하면 그가 원했던 것은 언제든지 연락할 수 있는 것이다,"그는 연락을 받기를 원했기에, 휴대폰을 가지고 있었다"
46,그는 전화 한 통을 받았다,친구와 소통하고 싶어서다,그는 전화 한 통을 받았다. 왜냐하면 그가 친구들과 대화를 나누기를 원했기 때문이다,그는 전화 한 통을 받았다. 왜냐하면 그가 원했던 것은 소식을 듣는 것이다,"그는 도움을 받기를 원했기에, 전화 한 통을 받았다"
47,그는 더 높이 올라갔다,목표를 이루고 싶어서다,그는 더 높이 올라갔다. 왜냐하면 그가 경치를 감상하기를 원했기 때문이다,그는 더 높이 올라갔다. 왜냐하면 그가 원했던 것은 더 멋진 전망을 감상하는 것이다,"그는 세계를 보기를 원했기에, 더 높이 올라갔다"
48,그는 이발이 필요했다,외모를 정리하고 싶어서다,그는 이발이 필요했다. 왜냐하면 그가 머리를 정리하기를 원했기 때문이다,그는 깔끔하게 보이는 것이었다,"그는 긴 머리를 원했기에, 이발이 필요했다"
49,그는 지갑을 집에 두고 왔다,돈을 절약하고 싶어서다,그는 지갑을 집에 두고 왔다. 왜냐하면 그가 가벼운 산책을 원했기 때문이다,그는 지갑을 집에 두고 왔다. 왜냐하면 그가 원했던 것은 가볍게 나가는 것이었다,"그는 가벼운 산책을 원했기에, 지갑을 집에 두고 왔다"
50,그는 목록을 잊어버렸다,할 일이 너무 많아서 잊어버렸다,그는 목록을 잊어버렸다. 왜냐하면 그가 서둘러 집을 나가기를 원했기 때문이다,그는 목록을 잊어버렸다. 왜냐하면 그가 원했던 것은 모든 것을 완벽하게 기억하는 것이다,"그는 짐을 싸기를 원했기에, 목록을 잊어버렸다"
51,그는 페이지를 넘겼다,이야기를 계속 읽고 싶어서다,그는 페이지를 넘겼다. 왜냐하면 그가 이야기의 끝을 알기를 원했기 때문이다,그는 페이지를 넘겼다. 왜냐하면 그가 원했던 것은 책을 끝까지 읽는 것이다,"그는 이야기를 빨리 알고 싶기를 원했기에, 페이지를 넘겼다"
52,그는 도넛도 먹었다,답변: 달콤한 것을 먹고 싶어서다,그는 도넛도 먹었다. 왜냐하면 그가 달콤한 것을 먹기를 원했기 때문이다,그는 도넛도 먹었다. 왜냐하면 그가 원했던 것은 달콤한 것을 먹는 것이다,"그는 달콤한 것을 먹기를 원했기에, 도넛도 먹었다"
53,그는 그것을 학교에 가져왔다,자랑하고 싶어서다,그는 그것을 학교에 가져왔다. 왜냐하면 그가 친구들과 공유하기를 원했기 때문이다,그는 그것을 학교에 가져왔다. 왜냐하면 그가 원했던 것은 친구들과 공유하는 것이다,"그는 자신의 새로운 장난감을 자랑하기를 원했기에, 그것을 학교에 가져왔다"
54,그는 좋아하는 사람에게 물어봤다,그의 마음을 털어놓고 싶어서다,그는 좋아하는 사람에게 물어봤다. 왜냐하면 그가 관심을 표현하기를 원했기 때문이다,그는 좋아하는 사람에게 물어봤다. 왜냐하면 그가 원했던 것은 그의 마음을 털어놓는 것이다,"그는 방향을 찾기를 원했기에, 좋아하는 사람에게 물어봤다"
55,그는 자신을 인식했다,자아를 이해하고 싶어서다,그는 자신을 인식했다. 왜냐하면 그가 자기 자신을 이해하기를 원했기 때문이다,그는 자신을 인식했다. 왜냐하면 그가 원했던 것은 내면의 평화를 찾는 것이다,"그는 자신의 장점을 알기를 원했기에, 자신을 인식했다"
56,그는 새 옷을 구입했다,자신을 더 멋지게 보이고 싶어서다,그는 새 옷을 구입했다. 왜냐하면 그가 스타일을 바꾸기를 원했기 때문이다,그는 새 옷을 구입했다. 왜냐하면 그가 원했던 것은 스타일을 바꾸는 것이다,"그는 스타일을 바꾸기를 원했기에, 새 옷을 구입했다"
57,그는 모든 인형을 외웠다,자신의 기억력을 향상시키고 싶어서다,그는 모든 인형을 외웠다. 왜냐하면 그가 기억력을 향상시키기를 원했기 때문이다,그는 모든 인형을 외웠다. 왜냐하면 그가 원했던 것은 자신의 기억력을 향상시키는 것이다,"그는 더 재미있는 방법을 찾기를 원했기에, 모든 인형을 외웠다"
58,그는 훨씬 좋아 보였다,자신을 더 나은 상태로 보이고 싶어서다,그는 훨씬 좋아 보였다. 왜냐하면 그가 새로운 옷을 사기를 원했기 때문이다,그는 헤어스타일을 바꾸었기 때문이다,"그는 적극적으로 일하기를 원했기에, 훨씬 좋아 보였다"
59,그는 요리하고 싶어 하지 않았다,그는 피곤해서 그랬다,그는 요리하고 싶어 하지 않았다. 왜냐하면 그가 배달 음식을 시키기를 원했기 때문이다,그는 누군가가 대신 요리를 해주길 원했기 때문이다,"그는 휴식을 원했기에, 요리하고 싶어 하지 않았다"
60,그는 새 자전거를 구입했다,자전거 타는 취미를 다시 시작하고 싶어서다,그는 새 자전거를 구입했다. 왜냐하면 그가 더 빠르게 이동하기를 원했기 때문이다,그는 새 자전거를 구입했다. 왜냐하면 그가 원했던 것은 빠른 속도로 돌아다니는 것이다,"그는 빠른 이동수단을 원했기에, 새 자전거를 구입했다"
61,그는 목줄을 사용했다,애완견을 안전하게 산책시키고 싶어서다,그는 목줄을 사용했다. 왜냐하면 그가 반려견을 안전하게 산책시키기를 원했기 때문이다,그는 목줄을 사용했다. 왜냐하면 그가 원했던 것은 애완견과 산책하는 것이다,"그는 개를 훈련하기를 원했기에, 목줄을 사용했다"
62,그는 커피를 주문했다,졸음을 달래고 싶어서다,그는 커피를 주문했다. 왜냐하면 그가 졸음을 달래기를 원했기 때문이다,그는 커피를 주문했다. 왜냐하면 그가 원했던 것은 졸음을 깨우는 것이다,"그는 친구와 이야기하기를 원했기에, 커피를 주문했다"
63,그는 태클을 당했다,상대방을 화나게 하고 싶어서다,그는 태클을 당했다. 왜냐하면 그가 경쟁에서 이기기를 원했기 때문이다,그는 태클을 당했다. 왜냐하면 그가 원했던 것은 경쟁에서 이기는 것이다,"그는 승리하기를 원했기에, 태클을 당했다"
64,그는 그녀에게 몸을 기울였다,그녀를 돕고 싶어서다,그는 그녀에게 몸을 기울였다. 왜냐하면 그가 그녀의 이야기를 잘 듣기를 원했기 때문이다,그녀와 더 가까이 다가가는 것이었다,"그는 그녀를 돕기를 원했기에, 그녀에게 몸을 기울였다"
65,그는 오른쪽으로 향했다,그는 목적지가 오른쪽에 있기 때문이다,그는 오른쪽으로 향했다. 왜냐하면 그가 정해진 길을 따라가기를 원했기 때문이다,그는 오른쪽으로 향했다. 왜냐하면 그가 원했던 것은 목적지에 도착하는 것이다,"그는 목적지로 향하기를 원했기에, 오른쪽으로 향했다"
66,그는 배심원 의무를 위해 소환되었다,사회적 의무를 이행하고 싶어서다,그는 배심원 의무를 위해 소환되었다. 왜냐하면 그가 공정한 재판을 원했기 때문이다,그는 공정한 사회를 위해 기여하는 것이다,"그는 정의를 위해 일하기를 원했기에, 배심원 의무를 위해 소환되었다"
67,그는 자신을 과시했다,자신의 능력을 인정받고 싶어서다,그는 자신을 과시했다. 왜냐하면 그가 주목받기를 원했기 때문이다,그는 자신을 과시했다. 왜냐하면 그가 원했던 것은 인정받는 것이다,"그는 주목받기를 원했기에, 자신을 과시했다"
68,그는 쿠키도 만들었다,답변: 간식을 먹고 싶어서다,그는 쿠키도 만들었다. 왜냐하면 그가 달콤한 간식을 먹기를 원했기 때문이다,그는 쿠키도 만들었다. 왜냐하면 그가 원했던 것은 달콤한 간식을 먹는 것이다,"그는 달콤한 간식을 먹기를 원했기에, 쿠키도 만들었다"
69,그는 유치원에 입학했다,새로운 친구를 사귀고 싶어서다,그는 유치원에 입학했다. 왜냐하면 그가 친구들과 함께 놀기를 원했기 때문이다,그는 유치원에 입학했다. 왜냐하면 그가 원했던 것은 친구들과 함께 놀고 배우는 것이다,"그는 친구를 사귀기를 원했기에, 유치원에 입학했다"
70,그는 구걸하러 갔다,생계를 유지하고 싶어서다,그는 구걸하러 갔다. 왜냐하면 그가 돈을 벌기를 원했기 때문이다,그는 구걸하러 갔다. 왜냐하면 그가 원했던 것은 돈을 벌어 살아남는 것이다,"그는 돈을 얻기를 원했기에, 구걸하러 갔다"
71,그는 면도를 중단했다,수염을 기르고 싶어서다,그는 면도를 중단했다. 왜냐하면 그가 수염을 기르기를 원했기 때문이다,그는 면도를 중단했다. 왜냐하면 그가 원했던 것은 수염을 길러보는 것이다,"그는 수염을 기르기를 원했기에, 면도를 중단했다"
72,그는 약속을 잡았다,다른 사람과 시간을 보내고 싶어서다,그는 약속을 잡았다. 왜냐하면 그가 친구들과 만나기를 원했기 때문이다,그는 약속을 잡았다. 왜냐하면 그가 원했던 것은 친구들과 다시 만나는 것이다,"그는 친구들과 시간을 보내기를 원했기에, 약속을 잡았다"
73,그는 스스로 일을 자초했다,더 나은 삶을 원했기 때문이다,그는 스스로 일을 자초했다. 왜냐하면 그가 독립적으로 살기를 원했기 때문이다,그는 스스로 일을 자초했다. 왜냐하면 그가 원했던 것은 독립적으로 살아가는 것이다,"그는 자유를 얻기를 원했기에, 스스로 일을 자초했다"
74,그는 방과 후 축구를 했다,운동을 즐기고 싶어서다,그는 방과 후 축구를 했다. 왜냐하면 그가 친구들과 즐거운 시간을 보내기를 원했기 때문이다,그는 방과 후 축구를 했다. 왜냐하면 그가 원했던 것은 운동을 즐기는 것이다,"그는 친구들과 시간을 보내기를 원했기에, 방과 후 축구를 했다"
75,그는 그 의미를 설명했다,이해되지 않는 부분을 명확하게 하고 싶어서다,그는 그 의미를 설명했다. 왜냐하면 그가 오해를 풀기를 원했기 때문이다,그는 그 의미를 설명했다. 왜냐하면 그가 원했던 것은 오해를 풀고 싶었기 때문이다,"그는 자신의 입장을 명확히 하기를 원했기에, 그 의미를 설명했다"
76,그는 처음 이발을 했다,새로운 모습으로 변화하고 싶어서다,그는 처음 이발을 했다. 왜냐하면 그가 머리를 정리하기를 원했기 때문이다,그는 처음 이발을 했다. 왜냐하면 그가 원했던 것은 새로운 모습으로 변하는 것이다,"그는 새로운 모습을 원했기에, 처음 이발을 했다"
77,그는 온몸에 흘리고 있었다,그는 땀을 식히고 싶어서다,그는 온몸에 땀을 흘리고 있었다. 왜냐하면 그가 운동하기를 원했기 때문이다,그는 온몸에 흘리고 있었다. 왜냐하면 그가 원했던 것은 시원한 물을 마시는 것이다,"그는 시원한 물을 원했기에, 온몸에 흘리고 있었다"
78,그는 드디어 도착했다,목적지에 도착하고 싶어서다,그는 드디어 도착했다. 왜냐하면 그가 집으로 돌아가기를 원했기 때문이다,그는 드디어 도착했다. 왜냐하면 그가 원했던 것은 목적지에 가는 것이었다,"그는 휴식을 원했기에, 드디어 도착했다"
79,그는 그녀를 죽음으로 이끌었다,그녀를 소유하고 싶어서다,그는 그녀를 죽음으로 이끌었다. 왜냐하면 그가 자신의 이익을 위해 그녀를 제거하기를 원했기 때문이다,그녀와 함께 영원한 사랑을 함께하는 것이었다,"그는 그녀를 자유롭게 하기를 원했기에, 그녀를 죽음으로 이끌었다"
80,그는 그녀를 만나러 갔다,그녀를 다시 보고 싶어서다,그는 그녀를 만나러 갔다. 왜냐하면 그가 사랑을 표현하기를 원했기 때문이다,그는 그녀를 만나러 갔다. 왜냐하면 그가 원했던 것은 그녀와 함께 시간을 보내는 것이기 때문이다,"그는 그녀와 함께 시간을 보내기를 원했기에, 그녀를 만나러 갔다"
81,그는 2013년에 캠브리지로 이사했다,미국에서 공부하고 싶어서다,그는 2013년에 캠브리지로 이사했다. 왜냐하면 그가 더 나은 교육을 원했기 때문이다,그는 2013년에 캠브리지로 이사했다. 왜냐하면 그가 원했던 것은 더 나은 교육을 받는 것이다,"그는 영어를 잘 배우기를 원했기에, 2013년에 캠브리지로 이사했다"
82,그는 그녀의 턱을 꽉 움켜쥐었다,그는 그녀를 위협하고 싶어서다,그는 그녀의 턱을 꽉 움켜쥐었다. 왜냐하면 그가 그녀의 시선을 돌리기를 원했기 때문이다,그녀가 자기 말을 듣도록 하는 것이다,"그는 그녀를 붙잡기를 원했기에, 그녀의 턱을 꽉 움켜쥐었다"
83,그는 어젯밤 피자를 다 먹었다,배가 고파서다,그는 어젯밤 피자를 다 먹었다. 왜냐하면 그가 배가 고팠기 때문이다,그는 어젯밤 피자를 다 먹었다. 왜냐하면 그가 원했던 것은 배가 고팠기 때문이다,"그는 배고픔을 해소하기를 원했기에, 어젯밤 피자를 다 먹었다"
84,그는 고양이 알레르기가 있었다,고양이와 함께 살고 싶어서다,그는 고양이 알레르기가 있었다. 왜냐하면 그가 고양이를 키우기를 원하지 않았기 때문이다,그는 강아지를 입양하는 것이었다,"그는 고양이를 키우기를 원했기에, 고양이 알레르기가 있었다"
85,그는 마침내 먹이를 찾았다,배고픔을 해소하고 싶어서다,그는 마침내 먹이를 찾았다. 왜냐하면 그가 배고픔을 해소하기를 원했기 때문이다,그는 마침내 먹이를 찾았다. 왜냐하면 그가 원했던 것은 배고픔을 해소하는 것이다,"그는 배고픔을 해소하기를 원했기에, 마침내 먹이를 찾았다"
86,그는 다리를 삐끗했다,운동을 그만두고 싶어서다,그는 다리를 삐끗했다. 왜냐하면 그가 스포츠를 하기를 원했기 때문이다,그는 다리를 삐끗했다. 왜냐하면 그가 원했던 것은 스포츠를 하지 않는 것이다,"그는 더 높이 뛰기를 원했기에, 다리를 삐끗했다"
