,input,A,B,B2,B3
23,그는 홀인원을 기록했다,그를 칭찬하기,그는 홀인원을 기록했다. 따라서 주변 사람들은 축하하기를 원했다,그를 축하하는 것이다,"주변 사람들은 그를 칭찬하기를 원했는데, 왜냐하면 그가 홀인원을 기록했기 때문이다"
24,그는 방과 후 친구들과 농구를 했다,그와 함께 농구를 하고 싶어하기,그는 방과 후 친구들과 농구를 했다. 따라서 주변 사람들은 그의 팀이 이기기를 원했다,그는 방과 후 친구들과 농구를 했다. 따라서 주변 사람들이 원했던 것은 그와 함께 농구를 하고 싶다는 것이다,"주변 사람들은 그를 찾아오기를 원했는데, 왜냐하면 그가 방과 후 친구들과 농구를 했기 때문이다"
25,그는 곧 기분이 나아질 겄다,그를 위로하기,그는 곧 기분이 나아질 것이다. 따라서 주변 사람들은 그를 편안하게 해주기를 원했다,그는 곧 기분이 나아질 것이다. 따라서 주변 사람들이 원했던 것은 그를 위로하는 것이다,"주변 사람들은 그에게 긍정적이기를 원했는데, 왜냐하면 그가 곧 기분이 나아질 것이기 때문이다"
26,그는 커피를 머그잔에 마셨다,그에게 물을 담아주기,그는 커피를 머그잔에 마셨다. 따라서 주변 사람들은 그가 어떤 종류의 커피를 마셨는지 궁금해하기를 원했다,그는 커피를 머그잔에 마셨다. 따라서 주변 사람들이 원했던 것은 그도 한 잔 마시게 하는 것이다,"주변 사람들은 그에게 물어보기를 원했는데, 왜냐하면 그가 커피를 머그잔에 마셨기 때문이다"
27,그는 엔진을 망가뜨렸다,차를 수리해 주기,그는 엔진을 망가뜨렸다. 따라서 주변 사람들은 그를 도와주기를 원했다,그를 도와주는 것이다,"주변 사람들은 그를 욕하기를 원했는데, 왜냐하면 그가 엔진을 망가뜨렸기 때문이다"
28,그는 새로운 새끼 고양이를 얻었다,주변 사람들은 새끼 고양이를 만나러 가기를 원할 것이다,그는 새로운 새끼 고양이를 얻었다. 따라서 주변 사람들은 그의 새로운 반려동물을 만나기를 원했다,그는 새로운 새끼 고양이를 얻었다. 따라서 주변 사람들이 원했던 것은 그와 함께 사진을 찍는 것이다,"주변 사람들은 새로운 고양이를 보기를 원했는데, 왜냐하면 그가 새로운 새끼 고양이를 얻었기 때문이다"
29,그는 과거는 과거로 뒀다,그를 이해하고 지난 일에 대해 묻지 않기,그는 과거는 과거로 뒀다. 따라서 주변 사람들은 이제부터를 원했다,그는 과거는 과거로 뒀다. 따라서 주변 사람들이 원했던 것은 이제부터 현재에 집중하는 것이다,"주변 사람들은 그의 과거에 대해 언급하지 말기를 원했는데, 왜냐하면 그가 과거는 과거로 뒀기 때문이다"
30,그는 새 기타를 구입했다,새로운 곡을 연주해달라고 부탁하기,그는 새 기타를 구입했다. 따라서 주변 사람들은 그가 연주하기를 원했다,그의 연주를 듣는 것이다,"주변 사람들은 그의 연주를 듣기를 원했는데, 왜냐하면 그가 새 기타를 구입했기 때문이다"
31,그도 노력했다,그를 격려하기,그도 노력했다. 따라서 주변 사람들은 그의 성공을 기원하기를 원했다,그도 노력했다. 따라서 주변 사람들이 원했던 것은 그를 격려하는 것이다,"주변 사람들은 그의 성공을 원했는데, 왜냐하면 그도 노력했기 때문이다"
32,그는 시간을 가졌다,그에게 조언하기,그는 시간을 가졌다. 따라서 주변 사람들은 그가 결정을 내리기를 원했다,그는 시간을 가졌다. 따라서 주변 사람들이 원했던 것은 그에게 도움을 요청하는 것이다,"주변 사람들은 그에게 조언을 구하기를 원했는데, 왜냐하면 그가 시간을 가졌기 때문이다"
33,그는 애완동물을 허용했다,애완동물을 데리고 가서 시간을 보내기,그는 애완동물을 허용했다. 따라서 주변 사람들은 자신의 강아지를 데리고 가기를 원했다,그는 애완동물을 허용했다. 따라서 주변 사람들이 원했던 것은 그의 집에 방문하는 것이다,"주변 사람들은 그를 칭찬하기를 원했는데, 왜냐하면 그가 애완동물을 허용했기 때문이다"
34,그는 휴대폰을 받았다,카메라로 사진을 찍어달라고 부탁하기,그는 휴대폰을 받았다. 따라서 주변 사람들은 그의 새로운 휴대폰을 보기를 원했다,그를 축하하는 것이다,"주변 사람들은 그가 전화를 받기를 원했는데, 왜냐하면 그가 휴대폰을 받았기 때문이다"
35,그는 C를 받았다,그를 도와주기,그는 C를 받았다. 따라서 주변 사람들은 그에게 공부를 더 열심히 하기를 원했다,그가 공부를 더 열심히 하는 것이다,"주변 사람들은 그에게 더 열심히 공부하기를 원했는데, 왜냐하면 그가 C를 받았기 때문이다"
36,그는 TV를 구입했다,축하하기,그는 TV를 구입했다. 따라서 주변 사람들은 그의 집에서 시청을 하기를 원했다,그는 TV를 구입했다. 따라서 주변 사람들이 원했던 것은 그의 집에 가서 즐기는 것이다,"주변 사람들은 그와 함께 TV를 보기를 원했는데, 왜냐하면 그가 TV를 구입했기 때문이다"
37,그는 다리를 심하게 다쳤다,그에게 도움을 주기,그는 다리를 심하게 다쳤다. 따라서 주변 사람들은 그를 병원에 데려가기를 원했다,그는 다리를 심하게 다쳤다. 따라서 주변 사람들이 원했던 것은 의사에게 데려가는 것이다,"주변 사람들은 그를 병원에 데려가기를 원했는데, 왜냐하면 그가 다리를 심하게 다쳤기 때문이다"
38,그는 그녀의 바지에 오줌을 쌌다,그를 당황시키지 않도록 도와주기,그는 그녀의 바지에 오줌을 쌌다. 따라서 주변 사람들은 그를 도와주기를 원했다,그는 그녀의 바지에 오줌을 쌌다. 따라서 주변 사람들이 원했던 것은 그를 위로하는 것이다,"주변 사람들은 그에게 샤워를 하기를 원했는데, 왜냐하면 그가 그녀의 바지에 오줌을 쌌기 때문이다"
39,그는 찾을 수 없었다,그를 찾아내기,그는 찾을 수 없었다. 따라서 주변 사람들은 그의 안전을 원했다,그를 찾는 것이다,"주변 사람들은 그를 도와주기를 원했는데, 왜냐하면 그가 찾을 수 없었기 때문이다"
40,그는 곧 나아질 겄다,그를 지지하기,그는 곧 나아질 것이다. 따라서 주변 사람들은 그를 격려하기를 원했다,그는 곧 나아질 것이다. 따라서 주변 사람들이 원했던 것은 그를 지원하는 것이다,"주변 사람들은 그를 격려하기를 원했는데, 왜냐하면 그가 곧 나아질 것이기 때문이다"
41,그는 새 카메라를 구입했다,카메라로 사진을 찍어보라고 권유하기,그는 새 카메라를 구입했다. 따라서 주변 사람들은 그의 새로운 사진을 보기를 원했다,그는 새 카메라를 구입했다. 따라서 주변 사람들이 원했던 것은 그가 찍은 사진을 보는 것이다,"주변 사람들은 새 카메라로 그를 찍기를 원했는데, 왜냐하면 그가 새 카메라를 구입했기 때문이다"
42,그는 어젯밤부터 시작했다,그에게 도움을 주기,그는 어젯밤부터 시작했다. 따라서 주변 사람들은 그가 빨리 끝내기를 원했다,그는 어젯밤부터 시작했다. 따라서 주변 사람들이 원했던 것은 그가 잠을 자도록 하는 것이다,"주변 사람들은 그를 놀리기를 원했는데, 왜냐하면 그가 어젯밤부터 시작했기 때문이다"
43,그는 강아지를 키우고 싶다고 했다,강아지를 사주기,그는 강아지를 키우고 싶다고 했다. 따라서 주변 사람들은 그에게 반려동물을 돌보기를 원했다,그를 도와주는 것이다,"주변 사람들은 그에게 강아지를 선물하기를 원했는데, 왜냐하면 그가 강아지를 키우고 싶다고 했기 때문이다"
44,그는 등산했다,그의 안전을 위해 걱정하기,그는 등산했다. 따라서 주변 사람들은 그의 안전을 확인하기를 원했다,그가 등산한 경험에 대해 이야기하는 것이다,"주변 사람들은 그의 안부를 확인하기를 원했는데, 왜냐하면 그가 등산했기 때문이다"
45,그는 휴대폰을 가지고 있었다,그에게 전화나 문자를 보내기,그는 휴대폰을 가지고 있었다. 따라서 주변 사람들은 그를 전화하게 해달라고 원했다,그를 통화할 수 있는 것이다,"주변 사람들은 그에게 전화하기를 원했는데, 왜냐하면 그가 휴대폰을 가지고 있었기 때문이다"
46,그는 전화 한 통을 받았다,전화 내용을 듣기 위해 귀를 기울이기,그는 전화 한 통을 받았다. 따라서 주변 사람들은 누구인지 궁금해하기를 원했다,그는 전화 한 통을 받았다. 따라서 주변 사람들이 원했던 것은 그가 누구인지 궁금해하는 것이다,"주변 사람들은 그에게 축하를 해주기를 원했는데, 왜냐하면 그가 전화 한 통을 받았기 때문이다"
47,그는 더 높이 올라갔다,그를 응원하기,그는 더 높이 올라갔다. 따라서 주변 사람들은 그의 성공을 축하하기를 원했다,그를 따라잡는 것이다,"주변 사람들은 그의 성공을 축하하기를 원했는데, 왜냐하면 그가 더 높이 올라갔기 때문이다"
48,그는 이발이 필요했다,이발사를 추천하기,그는 이발이 필요했다. 따라서 주변 사람들은 그를 미용실로 데려가기를 원했다,그는 이발이 필요했다. 따라서 주변 사람들이 원했던 것은 머리를 깎는 것이다,"주변 사람들은 머리를 깎기를 원했는데, 왜냐하면 그가 이발이 필요했기 때문이다"
49,그는 지갑을 집에 두고 왔다,그에게 돈을 빌려주기,그는 지갑을 집에 두고 왔다. 따라서 주변 사람들은 대신 돈을 빌려달라고 하기를 원했다,그는 지갑을 집에 두고 왔다. 따라서 주변 사람들이 원했던 것은 그를 도와주는 것이다,"주변 사람들은 돈을 빌려달라고 하기를 원했는데, 왜냐하면 그가 지갑을 집에 두고 왔기 때문이다"
50,그는 목록을 잊어버렸다,그에게 목록을 다시 확인하도록 도와주기,그는 목록을 잊어버렸다. 따라서 주변 사람들은 그를 도와주기를 원했다,그는 목록을 잊어버렸다. 따라서 주변 사람들이 원했던 것은 그를 도와주는 것이다,"주변 사람들은 그가 목록을 다시 확인하기를 원했는데, 왜냇하면 그가 목록을 잊어버렸기 때문이다"
51,그는 페이지를 넘겼다,다음 내용을 알고 싶어하기,그는 페이지를 넘겼다. 따라서 주변 사람들은 그가 다음에 무엇을 읽을지 궁금해하기를 원했다,그는 더 많은 이야기를 듣고 싶어하는 것이다,"주변 사람들은 그에게 책을 빌려달라고 부탁하기를 원했는데, 왜냐하면 그가 페이지를 넘겼기 때문이다"
52,그는 도넛도 먹었다,도넛을 더 먹을 것이냐고 물어보기,그는 도넛도 먹었다. 따라서 주변 사람들은 그의 식습관을 바꾸기를 원했다,그는 도넛도 먹었다. 따라서 주변 사람들이 원했던 것은 그와 함께 먹는 것이다,"주변 사람들은 그에게 커피를 주기를 원했는데, 왜냐하면 그가 도넛도 먹었기 때문이다"
53,그는 그것을 학교에 가져왔다,그에게 규칙을 지키라고 말하기,그는 그것을 학교에 가져왔다. 따라서 주변 사람들은 그것을 보기를 원했다,그를 따라서 같은 것을 가지고 놀 수 있는 것이다,"주변 사람들은 그것을 보기를 원했는데, 왜냐하면 그가 그것을 학교에 가져왔기 때문이다"
54,그는 좋아하는 사람에게 물어봤다,사랑을 받기,그는 좋아하는 사람에게 물어봤다. 따라서 주변 사람들은 그의 대답을 듣기를 원했다,그는 좋아하는 사람에게 물어봤다. 따라서 주변 사람들이 원했던 것은 그의 진심을 전하는 것이다,"주변 사람들은 그에게 답변을 얻기를 원했는데, 왜냐하면 그가 좋아하는 사람에게 물어봤기 때문이다"
55,그는 자신을 인식했다,자신을 받아들이도록 도와주기,그는 자신을 인식했다. 따라서 주변 사람들은 그를 이해하기를 원했다,그는 자신을 인식했다. 따라서 주변 사람들이 원했던 것은 그의 변화를 지켜보는 것이다,"주변 사람들은 그가 자신을 발견하기를 원했는데, 왜냐하면 그가 자신을 인식했기 때문이다"
56,그는 새 옷을 구입했다,새 옷을 보여주기,그는 새 옷을 구입했다. 따라서 주변 사람들은 그의 새 옷을 보기를 원했다,그 옷을 입어보는 것이다,"주변 사람들은 그에게 새로운 옷을 보여주기를 원했는데, 왜냐하면 그가 새 옷을 구입했기 때문이다"
57,그는 모든 인형을 외웠다,인형을 선물하기,그는 모든 인형을 외웠다. 따라서 주변 사람들은 그의 기억력에 감탄하기를 원했다,그는 모든 인형을 외웠다. 따라서 주변 사람들이 원했던 것은 그가 다른 놀이를 하도록 하는 것이다,"주변 사람들은 그의 기억력을 부러워하기를 원했는데, 왜냐하면 그가 모든 인형을 외웠기 때문이다"
58,그는 훨씬 좋아 보였다,그에게 더 가까워지기,그는 훨씬 좋아 보였다. 따라서 주변 사람들은 그와 함께 사진을 찍기를 원했다,그를 칭찬하는 것이다,"주변 사람들은 그와 함께 사진을 찍기를 원했는데, 왜냐하면 그가 훨씬 좋아 보였기 때문이다"
59,그는 요리하고 싶어 하지 않았다,그를 도와주기,그는 요리하고 싶어 하지 않았다. 따라서 주변 사람들은 그를 도와주기를 원했다,그를 위해 요리를 해주는 것이다,"주변 사람들은 그가 요리를 해주기를 원했는데, 왜냐하면 그가 요리하고 싶어 하지 않았기 때문이다"
60,그는 새 자전거를 구입했다,그를 축하하기,그는 새 자전거를 구입했다. 따라서 주변 사람들은 그의 새 자전거를 시도해보기를 원했다,그를 축하하는 것이다,"주변 사람들은 그의 새 자전거를 시험해보기를 원했는데, 왜냐하면 그가 새 자전거를 구입했기 때문이다"
61,그는 목줄을 사용했다,반려견을 산책시키기,그는 목줄을 사용했다. 따라서 주변 사람들은 그를 더 이상 동물로 대하지 말기를 원했다,그는 목줄을 사용했다. 따라서 주변 사람들이 원했던 것은 그를 돌보는 것이다,"주변 사람들은 그의 개를 통제하기를 원했는데, 왜냐하면 그가 목줄을 사용했기 때문이다"
62,그는 커피를 주문했다,그에게 원하는 커피를 주문하기,그는 커피를 주문했다. 따라서 주변 사람들은 그가 무엇을 고민하고 있는지 알기를 원했다,그는 커피를 주문했다. 따라서 주변 사람들이 원했던 것은 그와 함께 커피를 마시는 것이다,"주변 사람들은 그가 어떤 종류의 커피를 좋아하는지 물어보기를 원했는데, 왜냐하면 그가 커피를 주문했기 때문이다"
63,그는 태클을 당했다,그를 도와주기,그는 태클을 당했다. 따라서 주변 사람들은 그를 도와주기를 원했다,그는 태클을 당했다. 따라서 주변 사람들이 원했던 것은 그를 도와주는 것이다,"주변 사람들은 그를 도와주기를 원했는데, 왜냐하면 그가 태클을 당했기 때문이다"
64,그는 그녀에게 몸을 기울였다,그를 지지하기,그는 그녀에게 몸을 기울였다. 따라서 주변 사람들은 그를 응원하기를 원했다,그는 그녀에게 몸을 기울였다. 따라서 주변 사람들이 원했던 것은 그의 관심을 받는 것이다,"주변 사람들은 그가 그녀에게 더 관심을 가지기를 원했는데, 왜냐하면 그가 그녀에게 몸을 기울였기 때문이다"
65,그는 오른쪽으로 향했다,그가 어디로 가려고 하는지 궁금해하기,그는 오른쪽으로 향했다. 따라서 주변 사람들은 그를 따라가기를 원했다,그를 따라가는 것이다,"주변 사람들은 그를 따르기를 원했는데, 왜냐하면 그가 오른쪽으로 향했기 때문이다"
66,그는 배심원 의무를 위해 소환되었다,법정 절차에 따르도록 그를 지원하기,그는 배심원 의무를 위해 소환되었다. 따라서 주변 사람들은 그가 공정한 판단을 하기를 원했다,그는 배심원 의무를 위해 소환되었다. 따라서 주변 사람들이 원했던 것은 그의 의견을 제출하는 것이다,"주변 사람들은 그를 도와주기를 원했는데, 왜냐하면 그가 배심원 의무를 위해 소환되었기 때문이다"
67,그는 자신을 과시했다,그를 칭찬하기,그는 자신을 과시했다. 따라서 주변 사람들은 그에게 칭찬을 해주기를 원했다,그를 칭찬하는 것이다,"주변 사람들은 겸손을 보이기를 원했는데, 왜냐하면 그가 자신을 과시했기 때문이다"
68,그는 쿠키도 만들었다,칭찬해주기,그는 쿠키도 만들었다. 따라서 주변 사람들은 그의 레시피를 알기를 원했다,그는 쿠키도 만들었다. 따라서 주변 사람들이 원했던 것은 레시피를 알려달라는 것이다,"주변 사람들은 그에게 레시피를 묻기를 원했는데, 왜냐하면 그가 쿠키도 만들었기 때문이다"
69,그는 유치원에 입학했다,부모들이 축하하기,그는 유치원에 입학했다. 따라서 주변 사람들은 그의 첫날을 축하하기를 원했다,그를 축하하는 것이다,"주변 사람들은 그의 학교 생활을 응원하기를 원했는데, 왜냐하면 그가 유치원에 입학했기 때문이다"
70,그는 구걸하러 갔다,그에게 도움을 주기,그는 구걸하러 갔다. 따라서 주변 사람들은 그를 도와주기를 원했다,그를 돕는 것이다,"주변 사람들은 그를 도와주기를 원했는데, 왜냐하면 그가 구걸하러 갔기 때문이다"
71,그는 면도를 중단했다,그를 깔끔하게 면도하기,그는 면도를 중단했다. 따라서 주변 사람들은 그의 수염을 보기를 원했다,그는 면도를 중단했다. 따라서 주변 사람들이 원했던 것은 그를 다시 면도하게 하는 것이다,"주변 사람들은 그의 수염을 깎기를 원했는데, 왜냐하면 그가 면도를 중단했기 때문이다"
72,그는 약속을 잡았다,그 약속에 대해 물어보기,그는 약속을 잡았다. 따라서 주변 사람들은 그가 무엇을 할지 궁금해하기를 원했다,그는 약속을 잡았다. 따라서 주변 사람들이 원했던 것은 그 약속을 지키는 것이다,"주변 사람들은 그의 도움을 받기를 원했는데, 왜냐하면 그가 약속을 잡았기 때문이다"
73,그는 스스로 일을 자초했다,그에게 도와주기,그는 스스로 일을 자초했다. 따라서 주변 사람들은 그를 말리기를 원했다,그는 스스로 일을 자초했다. 따라서 주변 사람들이 원했던 것은 그를 도와주는 것이다,"주변 사람들은 그를 도와주기를 원했는데, 왜냐하면 그가 스스로 일을 자초했기 때문이다"
74,그는 방과 후 축구를 했다,그를 응원하기,그는 방과 후 축구를 했다. 따라서 주변 사람들은 그와 함께 팀을 이뤄 축구를 하기를 원했다,그는 방과 후 축구를 했다. 따라서 주변 사람들이 원했던 것은 그의 실력을 칭찬하는 것이다,"주변 사람들은 그를 축구팀에 참여시키기를 원했는데, 왜냐하면 그가 방과 후 축구를 했기 때문이다"
75,그는 그 의미를 설명했다,이해할 수 있도록 더 자세히 설명을 요청하기,그는 그 의미를 설명했다. 따라서 주변 사람들은 그를 이해하기를 원했다,그는 그 의미를 설명했다. 따라서 주변 사람들이 원했던 것은 그에게 더 많은 정보를 요청하는 것이다,"주변 사람들은 그의 말을 이해하기를 원했는데, 왜냐하면 그가 그 의미를 설명했기 때문이다"
76,그는 처음 이발을 했다,신뢰할 만한 이발사를 추천하기,그는 처음 이발을 했다. 따라서 주변 사람들은 그의 새로운 머리 스타일을 보기를 원했다,그를 칭찬하는 것이다,"주변 사람들은 그를 칭찬하기를 원했는데, 왜냐하면 그가 처음 이발을 했기 때문이다"
77,그는 온몸에 흘리고 있었다,그를 도와주기,그는 온몸에 흘리고 있었다. 따라서 주변 사람들은 그를 돕기를 원했다,그를 도와주는 것이다,"주변 사람들은 그를 도와주기를 원했는데, 왜냐하면 그가 온몸에 흘리고 있었기 때문이다"
78,그는 드디어 도착했다,환영받기,그는 드디어 도착했다. 따라서 주변 사람들은 그가 안전하게 도착했음을 확인하기를 원했다,그는 드디어 도착했다. 따라서 주변 사람들이 원했던 것은 그의 안부를 묻는 것이다,"주변 사람들은 그에게 환영 인사를 하기를 원했는데, 왜냐하면 그가 드디어 도착했기 때문이다"
79,그는 그녀를 죽음으로 이끌었다,그를 처벌하기,그는 그녀를 살리기를 원했다,그는 그녀를 살려내는 것이다,"주변 사람들은 그에게 용서를 구하기를 원했는데, 왜냐하면 그가 그녀를 죽음으로 이끌었기 때문이다"
80,그는 그녀를 만나러 갔다,그들과 만나기,그는 그녀를 만나러 갔다. 따라서 주변 사람들은 그의 연애 성공을 원했다,그녀와의 관계를 알려주는 것이다,"주변 사람들은 그에게 좋은 인상을 주기를 원했는데, 왜냐하면 그가 그녀를 만나러 갔기 때문이다"
81,그는 2013년에 캠브리지로 이사했다,그의 이사를 축하하기,그는 2013년에 캠브리지로 이사했다. 따라서 주변 사람들은 그를 방문하기를 원했다,그를 자주 만나는 것이다,"주변 사람들은 그를 다시 만나기를 원했는데, 왜냐하면 그가 2013년에 캠브리지로 이사했기 때문이다"
82,그는 그녀의 턱을 꽉 움켜쥐었다,그를 멈추도록 하기,그는 그녀의 턱을 꽉 움켜쥐었다. 따라서 주변 사람들은 그를 붙잡기를 원했다,그녀를 구해주는 것이다,"주변 사람들은 그녀를 놓아주기를 원했는데, 왜냐하면 그가 그녀의 턱을 꽉 움켜쥐었기 때문이다"
83,그는 어젯밤 피자를 다 먹었다,피자를 더 시켜주기,그는 어젯밤 피자를 다 먹었다. 따라서 주변 사람들은 그의 식욕을 부러워하기를 원했다,그를 도와주는 것이다,"주변 사람들은 피자를 나눠 먹기를 원했는데, 왜냐하면 그가 어젯밤 피자를 다 먹었기 때문이다"
