,input,A,B,B2,B3
36,그는 TV를 구입했다,집에서 휴식하기,그는 TV를 구입했다. 따라서 그는 좋은 프로그램을 시청하기를 원했다,그는 TV를 구입했다. 따라서 그가 원했던 것은 편안하게 집에서 영화나 드라마를 즐기는 것이다,"그는 새로운 TV를 원했는데, 왜냐하면 TV를 구입했기 때문이다"
37,그는 다리를 심하게 다쳤다,빨리 회복하기,그는 다리를 심하게 다쳤다. 따라서 그는 빨리 치료되기를 원했다,그는 다리를 심하게 다쳤다. 따라서 그가 원했던 것은 빨리 회복하는 것이다,"그는 빨리 회복하기를 원했는데, 왜냐하면 다리를 심하게 다쳤기 때문이다"
38,그는 그녀의 바지에 오줌을 쌌다,부끄러워할 것이다,그는 그녀의 바지에 오줌을 쌌다. 따라서 그는 죄책감 없이 새로운 바지를 입기를 원했다,그녀를 용서받는 것이다,"그는 새로운 바지를 원했는데, 왜냐하면 그녀의 바지에 오줌을 쌌기 때문이다"
39,그는 찾을 수 없었다,도움을 요청하기,그는 찾을 수 없었다. 따라서 그는 도움을 받기를 원했다,그는 숨을 수 있는 안전한 장소를 찾는 것이었다,"그는 그의 지갑을 찾기를 원했는데, 왜냐하면 찾을 수 없었기 때문이다"
40,그는 곧 나아질 겄다,건강을 회복하기,그는 곧 나아질 것이다. 따라서 그는 희망을 원했다,그는 곧 나아질 겄다. 따라서 그가 원했던 것은 희망을 가져오는 것이다,"그는 조금만 쉬기를 원했는데, 왜냐하면 곧 나아질 것이기 때문이다"
41,그는 새 카메라를 구입했다,사진을 찍기 위해 새로운 장소를 탐험하기,그는 새 카메라를 구입했다. 따라서 그는 사진 찍기를 원했다,그는 새 카메라를 구입했다. 따라서 그가 원했던 것은 더 나은 사진을 찍는 것이다,"그는 사진을 찍기를 원했는데, 왜냐하면 새 카메라를 구입했기 때문이다"
42,그는 어젯밤부터 시작했다,잠을 자기,그는 어젯밤부터 시작했다. 따라서 그는 휴식을 원했다,그는 어젯밤부터 시작했다. 따라서 그가 원했던 것은 새로운 삶을 시작하는 것이다,"그는 오늘부터 새로운 시작을 원했는데, 왜냐하면 어젯밤부터 시작했기 때문이다"
43,그는 강아지를 키우고 싶다고 했다,강아지를 입양하기,그는 강아지를 키우고 싶다고 했다. 따라서 그는 애완동물을 입양하기를 원했다,그는 강아지를 키우고 싶다고 했다. 따라서 그가 원했던 것은 애완동물과 함께하는 것이다,"그는 반려동물을 키우기를 원했는데, 왜냐하면 강아지를 키우고 싶다고 했기 때문이다"
44,그는 등산했다,자연과 함께 시간을 보내기,그는 등산했다. 따라서 그는 산 정상에 도착하기를 원했다,그는 새로운 경험을 하는 것이다,"그는 새로운 경험을 원했는데, 왜냐하면 등산했기 때문이다"
45,그는 휴대폰을 가지고 있었다,통신과 연락을 유지하기,그는 휴대폰을 가지고 있었다. 따라서 그는 연락하기를 원했다,그는 휴대폰을 가지고 있었다. 따라서 그가 원했던 것은 연락을 받거나 하는 것이다,"그는 연락을 받기를 원했는데, 왜냐하면 휴대폰을 가지고 있었기 때문이다"
46,그는 전화 한 통을 받았다,소식을 듣기,그는 전화 한 통을 받았다. 따라서 그는 중요한 소식을 듣기를 원했다,그는 전화 한 통을 받았다. 따라서 그가 원했던 것은 소식을 듣는 것이다,"그는 조용한 시간을 원했는데, 왜냐하면 전화 한 통을 받았기 때문이다"
47,그는 더 높이 올라갔다,더 높은 목표를 향해 나아가기,그는 더 높이 올라갔다. 따라서 그는 세계 정상에 도달하기를 원했다,그는 더 높이 올라갔다. 따라서 그가 원했던 것은 성취감을 느끼는 것이다,"그는 산 정상을 보기를 원했는데, 왜냐하면 더 높이 올라갔기 때문이다"
48,그는 이발이 필요했다,머리를 정리하기,그는 이발이 필요했다. 따라서 그는 머리를 깔끔하게 다듬기를 원했다,그는 미용실에 가는 것이다,"그는 머리를 깎기를 원했는데, 왜냐하면 이발이 필요했기 때문이다"
49,그는 지갑을 집에 두고 왔다,지갑을 찾기,그는 지갑을 집에 두고 왔다. 따라서 그는 다시 집으로 돌아가기를 원했다,그는 지갑을 집에 두고 왔다. 따라서 그가 원했던 것은 다시 집으로 돌아가는 것이다,"그는 돈을 빌리기를 원했는데, 왜냐하면 지갑을 집에 두고 왔기 때문이다"
50,그는 목록을 잊어버렸다,목록을 다시 만들기,그는 목록을 잊어버렸다. 따라서 그는 다시 확인하기를 원했다,그는 목록을 잊어버렸다. 따라서 그가 원했던 것은 무엇을 사야 하는지 기억하는 것이다,"그는 쇼핑을 하기를 원했는데, 왜냐하면 목록을 잊어버렸기 때문이다"
51,그는 페이지를 넘겼다,다음 이야기를 계속 읽기,그는 페이지를 넘겼다. 따라서 그는 다음 장면을 알고 싶어하기를 원했다,그는 책을 끝내는 것이다,"그는 더 많은 정보를 얻기를 원했는데, 왜냐하면 페이지를 넘겼기 때문이다"
52,그는 도넛도 먹었다,단순히 즐거움을 느끼기,그는 도넛도 먹었다. 따라서 그는 커피도 마시기를 원했다,그는 달콤한 것을 먹는 것이었다,"그는 커피를 마시기를 원했는데, 왜냐하면 도넛도 먹었기 때문이다"
53,그는 그것을 학교에 가져왔다,다른 사람들과 공유하기,그는 그것을 학교에 가져왔다. 따라서 그는 친구들과 함께 공유하기를 원했다,그는 그것을 학교에 가져왔다. 따라서 그가 원했던 것은 다른 사람들과 공유하는 것이다,"그는 놀이를 원했는데, 왜냐하면 그것을 학교에 가져왔기 때문이다"
54,그는 좋아하는 사람에게 물어봤다,그의 관심을 얻기,그는 좋아하는 사람에게 물어봤다. 따라서 그는 그의 마음을 알아보기를 원했다,그는 좋아하는 사람에게 물어봤다. 따라서 그가 원했던 것은 상대방의 의견을 듣는 것이다,"그는 데이트를 하기를 원했는데, 왜냐하면 좋아하는 사람에게 물어봤기 때문이다"
55,그는 자신을 인식했다,자기 자신을 받아들이기,그는 자신을 인식했다. 따라서 그는 자신의 가치를 인정받기를 원했다,그는 자신을 인식했다. 따라서 그가 원했던 것은 자기 자신을 받아들이는 것이다,"그는 자신의 가치를 알아채기를 원했는데, 왜냐하면 자신을 인식했기 때문이다"
56,그는 새 옷을 구입했다,자신감을 얻기,그는 새 옷을 구입했다. 따라서 그는 자신감을 얻기를 원했다,그는 새 옷을 구입했다. 따라서 그가 원했던 것은 스타일을 바꾸는 것이다,"그는 새로운 스타일을 시도하기를 원했는데, 왜냐하면 새 옷을 구입했기 때문이다"
57,그는 모든 인형을 외웠다,쇼를 열기,그는 모든 인형을 외웠다. 따라서 그는 새로운 인형을 얻기를 원했다,그는 모든 인형을 외웠다. 따라서 그가 원했던 것은 무대에서 공연하는 것이다,"그는 인형을 수집하기를 원했는데, 왜냐하면 모든 인형을 외웠기 때문이다"
58,그는 훨씬 좋아 보였다,자신을 칭찬받기,그는 훨씬 좋아 보였다. 따라서 그는 자신을 칭찬받기를 원했다,그는 더 많은 사람들에게 인정받는 것이다,"그는 새로운 옷을 원했는데, 왜냐하면 훨씬 좋아 보였기 때문이다"
59,그는 요리하고 싶어 하지 않았다,외식하기,그는 요리하고 싶어 하지 않았다. 따라서 그는 외식하기를 원했다,그는 요리하고 싶어 하지 않았다. 따라서 그가 원했던 것은 외식하는 것이다,"그는 외식하기를 원했는데, 왜냐하면 요리하고 싶어 하지 않았기 때문이다"
60,그는 새 자전거를 구입했다,새로운 장소를 탐험하기,그는 새 자전거를 구입했다. 따라서 그는 자전거 타기를 원했다,그는 새 자전거를 구입했다. 따라서 그가 원했던 것은 새로운 자전거로 여행을 가는 것이다,"그는 새로운 자전거를 원했는데, 왜냐하면 새 자전거를 구입했기 때문이다"
61,그는 목줄을 사용했다,애완동물을 산책시키기,그는 목줄을 사용했다. 따라서 그는 산책하기를 원했다,그는 그의 반려견을 산책시키는 것이다,"그는 강아지를 산책시키기를 원했는데, 왜냐하면 목줄을 사용했기 때문이다"
62,그는 커피를 주문했다,에너지를 얻기,그는 커피를 주문했다. 따라서 그는 카페에서 조용한 시간을 보내기를 원했다,그는 커피를 주문했다. 따라서 그가 원했던 것은 일어나 있는 동안에 에너지를 얻는 것이다,"그는 카페인을 원했는데, 왜냐하면 커피를 주문했기 때문이다"
63,그는 태클을 당했다,자신을 방어하기,그는 태클을 당했다. 따라서 그는 복수하기를 원했다,그는 상대방을 이긴 것이다,"그는 자신의 목소리를 듣기를 원했는데, 왜냐하면 태클을 당했기 때문이다"
64,그는 그녀에게 몸을 기울였다,그녀의 관심을 끌기,그는 그녀에게 몸을 기울였다. 따라서 그는 그녀의 이야기를 듣기를 원했다,그녀와 가까워지는 것이다,"그는 그녀의 관심을 원했는데, 왜냐하면 그녀에게 몸을 기울였기 때문이다"
65,그는 오른쪽으로 향했다,왼쪽으로 돌아가기,그는 오른쪽으로 향했다. 따라서 그는 목적지에 도착하기를 원했다,그는 오른쪽으로 향했다. 따라서 그가 원했던 것은 목적지에 도착하는 것이다,"그는 목적지에 도착하기를 원했는데, 왜냐하면 오른쪽으로 향했기 때문이다"
66,그는 배심원 의무를 위해 소환되었다,법에 따라 의무를 다하기,그는 배심원 의무를 위해 소환되었다. 따라서 그는 빨리 끝나기를 원했다,그는 배심원 의무를 위해 소환되었다. 따라서 그가 원했던 것은 재판에 참여하는 것이다,"그는 그의 변호사를 불러들이기를 원했는데, 왜냐하면 배심원 의무를 위해 소환되었기 때문이다"
67,그는 자신을 과시했다,주목받기,그는 자신을 과시했다. 따라서 그는 칭찬받기를 원했다,그는 자신을 과시했다. 따라서 그가 원했던 것은 인정받는 것이다,"그는 칭찬을 받기를 원했는데, 왜냐하면 자신을 과시했기 때문이다"
68,그는 쿠키도 만들었다,자신의 요리 실력을 뽐내기,그는 쿠키도 만들었다. 따라서 그는 커피와 함께 먹기를 원했다,그는 쿠키도 만들었다. 따라서 그가 원했던 것은 친구들과 함께 공유하는 것이다,"그는 디저트를 원했는데, 왜냐하면 쿠키도 만들었기 때문이다"
69,그는 유치원에 입학했다,새로운 친구를 사귀기,그는 유치원에 입학했다. 따라서 그는 새로운 친구를 사귀기를 원했다,그는 유치원에 입학했다. 따라서 그가 원했던 것은 새로운 친구를 사귀는 것이다,"그는 새로운 친구를 원했는데, 왜냐하면 유치원에 입학했기 때문이다"
70,그는 구걸하러 갔다,다른 사람들의 도움을 요청하기,그는 구걸하러 갔다. 따라서 그는 돈을 받기를 원했다,그는 구걸하러 갔다. 따라서 그가 원했던 것은 돈을 얻는 것이다,"그는 돈을 원했는데, 왜냐하면 구걸하러 갔기 때문이다"
71,그는 면도를 중단했다,수고를 덜기,그는 면도를 중단했다. 따라서 그는 수염을 기르기를 원했다,그는 수염을 길러보는 것이다,"그는 수염을 기르기를 원했는데, 왜냐하면 면도를 중단했기 때문이다"
72,그는 약속을 잡았다,그 약속을 지키기,그는 약속을 잡았다. 따라서 그는 시간을 즐기기를 원했다,그는 약속을 잡았다. 따라서 그가 원했던 것은 다른 사람과 만나는 것이다,"그는 시간을 절약하기를 원했는데, 왜냐하면 약속을 잡았기 때문이다"
73,그는 스스로 일을 자초했다,자유를 찾기,그는 스스로 일을 자초했다. 따라서 그는 도움을 받기를 원했다,그는 스스로 일을 자초했다. 따라서 그가 원했던 것은 새로운 시작을 하는 것이다,"그는 책임을 회피하기를 원했는데, 왜냐하면 스스로 일을 자초했기 때문이다"
74,그는 방과 후 축구를 했다,운동 후에 샤워하기,그는 방과 후 축구를 했다. 따라서 그는 새로운 친구들을 사귀기를 원했다,그는 방과 후 축구를 했다. 따라서 그가 원했던 것은 친구들과 함께 시간을 보내는 것이다,"그는 샤워를 원했는데, 왜냐하면 방과 후 축구를 했기 때문이다"
75,그는 그 의미를 설명했다,이해받기,그는 그 의미를 설명했다. 따라서 그는 이해받기를 원했다,그는 그 의미를 설명했다. 따라서 그가 원했던 것은 이해받는 것이다,"그는 이해를 원했는데, 왜냐하면 그 의미를 설명했기 때문이다"
76,그는 처음 이발을 했다,새로운 머리 스타일을 시도하기,그는 처음 이발을 했다. 따라서 그는 멋진 머리를 원했다,그는 처음 이발을 했다. 따라서 그가 원했던 것은 새로운 모습으로 변화하는 것이다,"그는 머리를 깎아주기를 원했는데, 왜냐하면 처음 이발을 했기 때문이다"
77,그는 온몸에 흘리고 있었다,그의 상처를 치료받기,그는 온몸에 흘리고 있었다. 따라서 그는 샤워를 원했다,그는 온몸에 흘리고 있었다. 따라서 그가 원했던 것은 시원한 샤워를 하는 것이다,"그는 샤워를 하기를 원했는데, 왜냐하면 온몸에 흘리고 있었기 때문이다"
78,그는 드디어 도착했다,휴식을 취하기,그는 드디어 도착했다. 따라서 그는 휴식을 원했다,그는 드디어 도착했다. 따라서 그가 원했던 것은 편안한 휴식이다,"그는 휴식을 원했는데, 왜냐하면 드디어 도착했기 때문이다"
79,그는 그녀를 죽음으로 이끌었다,자신의 행동에 대한 책임을 느끼고 참회하기,그는 그녀를 죽음으로 이끌었다. 따라서 그는 자신의 죄책감을 풀기를 원했다,그는 그녀를 죽음으로 이끌었다. 따라서 그가 원했던 것은 자신의 복수를 달성하는 것이다,"그는 자신의 복수를 원했는데, 왜냐하면 그녀를 죽음으로 이끌었기 때문이다"
80,그는 그녀를 만나러 갔다,그녀와 시간을 보내기,그는 그녀를 만나러 갔다. 따라서 그는 좋은 인상을 남기기를 원했다,그는 그녀를 만나러 갔다. 따라서 그가 원했던 것은 그녀와의 데이트를 즐기는 것이다,"그는 더 나은 사람이 되기를 원했는데, 왜냐하면 그녀를 만나러 갔기 때문이다"
81,그는 2013년에 캠브리지로 이사했다,캠브리지에서 새로운 삶을 시작하기,그는 2013년에 캠브리지로 이사했다. 따라서 그는 영국에서의 새로운 삶을 원했다,그는 2013년에 캠브리지로 이사했다. 따라서 그가 원했던 것은 더 나은 삶의 질을 찾는 것이다,"그는 영국에서 대학교를 다니기를 원했는데, 왜냐하면 2013년에 캠브리지로 이사했기 때문이다"
82,그는 그녀의 턱을 꽉 움켜쥐었다,그녀에게 사과하기,그는 그녀의 턱을 꽉 움켜쥐었다. 따라서 그는 그녀로부터 물러나기를 원했다,그녀에게 힘을 보여주는 것이다,"그는 그녀의 입맞춤을 원했는데, 왜냐하면 그녀의 턱을 꽉 움켜쥐었기 때문이다"
83,그는 어젯밤 피자를 다 먹었다,배가 부르다,그는 어젯밤 피자를 다 먹었다. 따라서 그는 다음에는 건강한 음식을 먹기를 원했다,그는 어젯밤 피자를 다 먹었다. 따라서 그가 원했던 것은 배부르게 잠자리에 드는 것이다,"그는 새로운 음식을 시식하기를 원했는데, 왜냐하면 어젯밤 피자를 다 먹었기 때문이다"
84,그는 고양이 알레르기가 있었다,애완동물을 키우지 않기,그는 고양이 알레르기가 있었다. 따라서 그는 고양이를 피하기를 원했다,그가 원했던 것은 고양이와 함께 지내는 것이었다,"그는 강아지를 키우기를 원했는데, 왜냐하면 고양이 알레르기가 있었기 때문이다"
85,그는 마침내 먹이를 찾았다,생존하기,그는 마침내 먹이를 찾았다. 따라서 그는 배고프지 않기를 원했다,그는 마침내 먹이를 찾았다. 따라서 그가 원했던 것은 배고픔을 달래는 것이다,"그는 배고픔을 해소하기를 원했는데, 왜냐하면 마침내 먹이를 찾았기 때문이다"
86,그는 다리를 삐끗했다,빨리 치료를 받기,그는 다리를 삐끗했다. 따라서 그는 병원에 가기를 원했다,그는 다리를 치료하는 것이다,"그는 휠체어를 원했는데, 왜냐하면 다리를 삐끗했기 때문이다"
87,그는 내 머리를 때렸다,죄를 사과하기,그는 내 머리를 때렸다. 따라서 그는 사과하기를 원했다,그는 내 머리를 때렸다. 따라서 그가 원했던 것은 분노를 표출하는 것이다,"그는 사과를 원했는데, 왜냐하면 내 머리를 때렸기 때문이다"
88,그는 그녀를 죽이러 갔다,범죄를 저지르기,그는 그녀를 죽이러 갔다. 따라서 그는 아무런 후회도 없이 돌아오기를 원했다,그는 그녀를 죽이러 갔다. 따라서 그가 원했던 것은 복수하는 것이다,"그는 복수를 원했는데, 왜냐하면 그녀를 죽이러 갔기 때문이다"
89,그는 제시간에 집에 도착했다,안심하고 휴식하기,그는 제시간에 집에 도착했다. 따라서 그는 가족들과 함께 저녁 식사를 원했다,그는 제시간에 집에 도착했다. 따라서 그가 원했던 것은 교통체증을 피하는 것이다,"그는 휴식을 원했는데, 왜냐하면 제시간에 집에 도착했기 때문이다"
90,그는 저녁을 먹었다,배를 채우기,그는 저녁을 먹었다. 따라서 그는 소파에 앉아 쉬기를 원했다,그는 배가 고팠기 때문에 저녁을 먹었다. 따라서 그가 원했던 것은 배고픔을 달래는 것이다,"그는 배가 고팠기 때문에 저녁을 먹었지만, 왜냐하면 그는 살이 찌고 싶어했기 때문이다"
