,input,A,B,B2,B3
13,그는 집에 가도 되었다,열쇠를 가지고 있었어야 한다,그는 집에 가도 되었다. 이를 위해 그는 허락을 받아야 했다,그는 집에 가도 되었다. 이를 위해 그가 했어야 한 것은 일을 끝내고 나오는 것이다,"그는 열쇠를 가지고 있었어야 했는데, 이는 집에 가도 되기 위해서였다"
14,그는 학교에 갈 옷을 준비했다,출근할 옷을 선택했어야 한다,그는 학교에 갈 옷을 준비했다. 이를 위해 그는 옷장을 뒤져보았어야 했다,그는 학교에 갈 옷을 준비했다. 이를 위해 그가 했어야 한 것은 샤워를 하는 것이다,"그는 옷장을 정리했어야 했는데, 이는 학교에 갈 옷을 준비하기 위해서였다"
15,그는 피자 파티가 있었다,피자를 주문했어야 한다,그는 피자를 주문했어야 했다,그는 피자를 주문하는 것이다,"그는 피자를 시켰어야 했는데, 이는 피자 파티가 있기 위해서였다"
16,그는 마침내 선택했다,올바른 길을 선택했어야 한다,그는 마침내 선택했다. 이를 위해 그는 모든 옵션을 고려했어야 했다,그는 마침내 선택했다. 이를 위해 그가 했어야 한 것은 장담하는 것이다,"그는 결정을 내려야 했는데, 이는 마침내 선택하기 위해서였다"
17,그는 너무 심하게 다쳤다,의료진에게 도움을 요청했어야 한다,그는 너무 심하게 다쳤다. 이를 위해 그는 응급실에 가야 했어야 했다,그는 응급실을 찾아가는 것이다,"그는 안전장비를 착용해야 했는데, 이는 너무 심하게 다치기 위해서였다"
18,그는 몸이 아프기 시작했다,의사를 찾아야 했다,그는 몸이 아프기 시작했다. 이를 위해 그는 의사를 찾아뵙어야 했다,그는 몸이 아프기 시작했다. 이를 위해 그가 했어야 한 것은 의사에게 진료를 받는 것이다,"그는 의사를 찾아뵙어야 했는데, 이는 몸이 아프기 시작하기 위해서였다"
19,그는 밤에 잠을 잘 이루지 못했다,스트레스를 관리했어야 했다,그는 밤에 잠을 잘 이루지 못했다. 이를 위해 그는 스트레스 관리를 해야 했어야 했다,그는 밤에 잠을 잘 이루지 못했다. 이를 위해 그가 했어야 한 것은 스트레스를 관리하는 것이다,"그는 창문을 닫아야 했는데, 이는 밤에 잠을 잘 이루지 못하기 위해서였다"
20,그는 새로운 기술을 배웠다,학습 자료를 찾아봤어야 한다,그는 책을 읽었어야 했다,그는 새로운 기술을 배웠다. 이를 위해 그가 했어야 한 것은 꾸준한 연습과 노력이다,"그는 컴퓨터를 잘 다룰 수 있었어야 했는데, 이는 새로운 기술을 배우기 위해서였다"
21,그는 황금알을 낳는 거위를 죽였다,황금알을 기다렸어야 한다,그는 황금알을 낳는 거위를 죽였다. 이를 위해 그는 탐욕에 사로잡혔어야 했다,그는 황금알을 낳는 거위를 죽였다. 이를 위해 그가 했어야 한 것은 거위를 돌보는 것이다,"그는 거위를 찾아야 했는데, 이는 황금알을 낳는 거위를 죽이기 위해서였다"
22,그는 대학에 지원했다,학교 성적표와 지원서를 제출했어야 한다,그는 대학에 지원했다. 이를 위해 그는 자기소개서를 작성했어야 했다,그는 대학에 지원했다. 이를 위해 그가 했어야 한 것은 입학 자격을 확인하는 것이다,"그는 시험을 공부해야 했는데, 이는 대학에 지원하기 위해서였다"
23,그는 홀인원을 기록했다,그는 골프를 치러 갔어야 한다,그는 홀인원을 기록했다. 이를 위해 그는 정확한 클럽을 선택했어야 했다,그는 홀인원을 기록했다. 이를 위해 그가 했어야 한 것은 골프를 연습하는 것이다,"그는 빠르게 달려야 했는데, 이는 홀인원을 기록하기 위해서였다"
24,그는 방과 후 친구들과 농구를 했다,방과 후 활동에 참여했어야 한다,그는 방과 후 친구들과 농구를 했다. 이를 위해 그는 공을 가져왔어야 했다,그는 방과 후 친구들과 농구를 했다. 이를 위해 그가 했어야 한 것은 농구공을 가져오는 것이다,"그는 농구공을 가져왔어야 했는데, 이는 방과 후 친구들과 농구를 하기 위해서였다"
25,그는 곧 기분이 나아질 겄다,긍정적인 생각을 해야 한다,그는 곧 기분이 나아질 것이다. 이를 위해 그는 긍정적으로 생각했어야 했다,그는 곧 기분이 나아질 것이다. 이를 위해 그가 했어야 한 것은 긍정적으로 생각하는 것이다,"그는 웃었어야 했는데, 이는 곧 기분이 나아질 거기 위해서였다"
26,그는 커피를 머그잔에 마셨다,커피를 내려놓은 머그잔을 가져왔어야 한다,그는 커피를 머그잔에 마셨다. 이를 위해 그는 뜨거운 물을 붓고 스푼으로 저어야 했다,그는 커피를 머그잔에 마셨다. 이를 위해 그가 했어야 한 것은 커피를 내리는 것이다,"그는 머그잔을 살펴봤어야 했는데, 이는 커피를 머그잔에 마시기 위해서였다"
27,그는 엔진을 망가뜨렸다,차량을 제대로 관리했어야 한다,그는 엔진을 망가뜨렸다. 이를 위해 그는 수리를 부탁했어야 했다,그는 엔진을 망가뜨렸다. 이를 위해 그가 했어야 한 것은 자동차를 제대로 관리하는 것이다,"그는 오일을 교환했어야 했는데, 이는 엔진을 망가뜨리기 위해서였다"
28,그는 새로운 새끼 고양이를 얻었다,동물 보호소에서 입양했어야 한다,그는 새로운 새끼 고양이를 얻었다. 이를 위해 그는 돌봐 줄 시간과 에너지가 있어야 했다,그는 새로운 새끼 고양이를 얻었다. 이를 위해 그가 했어야 한 것은 동물병원에 가는 것이다,"그는 고양이 사료를 샀어야 했는데, 이는 새로운 새끼 고양이를 얻기 위해서였다"
29,그는 과거는 과거로 뒀다,과거를 잊었어야 한다,그는 과거를 과거로 뒀다. 이를 위해 그는 용서했어야 했다,그는 과거는 과거로 뒀다. 이를 위해 그가 했어야 한 것은 용서하는 것이다,"그는 그 일을 잊어버려야 했는데, 이는 과거는 과거로 두기 위해서였다"
30,그는 새 기타를 구입했다,돈을 모았어야 한다,그는 새 기타를 구입했다. 이를 위해 그는 여러 가게를 돌아다녀 봤어야 했다,그는 새 기타를 구입했다. 이를 위해 그가 했어야 한 것은 돈을 모아서 산 것이다,"그는 돈을 모았어야 했는데, 이는 새 기타를 구입하기 위해서였다"
31,그도 노력했다,더 많은 시간을 투자했어야 한다,그도 노력했다. 이를 위해 그는 열심히 일해야 했다,그도 노력했다. 이를 위해 그가 했어야 한 것은 자신의 능력을 발휘하는 것이다,"그는 열심히 일해야 했는데, 이는 그도 노력하기 위해서였다"
32,그는 시간을 가졌다,시간을 관리했어야 한다,그는 시간을 가졌다. 이를 위해 그는 시계를 착용했어야 했다,그는 시간을 가졌다. 이를 위해 그가 했어야 한 것은 계획을 세우는 것이다,"그는 일을 그만두어야 했는데, 이는 시간을 가지기 위해서였다"
33,그는 애완동물을 허용했다,동물을 입양했어야 한다,그는 애완동물을 허용했다. 이를 위해 그는 집주인에게 허락을 받아야 했다,그는 애완동물을 허용했다. 이를 위해 그가 했어야 한 것은 집주인에게 허락을 받는 것이다,"그는 집주인에게 허락을 받아야 했는데, 이는 애완동물을 허용하기 위해서였다"
34,그는 휴대폰을 받았다,전화를 받아야 했어야 한다,그는 휴대폰을 받았다. 이를 위해 그는 전화를 받아야 했다,그는 휴대폰을 받았다. 이를 위해 그가 했어야 한 것은 전화번호를 알고 있는 것이다,"그는 전화를 받아야 했는데, 이는 휴대폰을 받기 위해서였다"
35,그는 C를 받았다,열심히 공부하지 않았어야 한다,그는 C를 받았다. 이를 위해 그는 열심히 공부했어야 했다,그는 C를 받았다. 이를 위해 그가 했어야 한 것은 열심히 공부하는 것이다,"그는 열심히 공부해야 했는데, 이는 C를 받기 위해서였다"
36,그는 TV를 구입했다,돈을 가지고 있었어야 한다,그는 TV를 구입했다. 이를 위해 그는 돈을 모았어야 했다,그는 TV를 구입했다. 이를 위해 그가 했어야 한 것은 돈을 모아서 산 것이다,"그는 돈을 모았어야 했는데, 이는 TV를 구입하기 위해서였다"
37,그는 다리를 심하게 다쳤다,높은 곳에서 떨어져야 했어야 한다,그는 다리를 심하게 다쳤다. 이를 위해 그는 응급실에 가야 했어야 했다,그는 다리를 심하게 다쳤다. 이를 위해 그가 했어야 한 것은 의사를 찾아가는 것이다,"그는 조심해야 했는데, 이는 다리를 심하게 다치기 위해서였다"
38,그는 그녀의 바지에 오줌을 쌌다,화장실을 가야했어야 한다,그는 그녀의 바지에 오줌을 쌌다. 이를 위해 그는 화장실을 가야했어야 했다,그는 화장실에 가는 것을 참는 것이다,"그는 화장실에 가야 했는데, 이는 그녀의 바지에 오줌을 싸기 위해서였다"
39,그는 찾을 수 없었다,숨어 있었어야 한다,그는 찾을 수 없었다. 이를 위해 그는 전화를 껐었어야 했다,그는 찾을 수 없었다. 이를 위해 그가 했어야 한 것은 자신의 위치를 알려주는 것이다,"그는 뒤를 돌아봐야 했는데, 이는 찾을 수 없기 위해서였다"
40,그는 곧 나아질 겄다,의사를 찾아봐야 한다,그는 곧 나아질 것이다. 이를 위해 그는 휴식을 취해야 했다,그는 적절한 치료를 받는 것이다,"그는 의사에게 진찰을 받아야 했는데, 이는 곧 나아질 거기 위해서였다"
41,그는 새 카메라를 구입했다,돈을 모았어야 한다,그는 새 카메라를 구입했다. 이를 위해 그는 돈을 모았어야 했다,그는 새 카메라를 구입했다. 이를 위해 그가 했어야 한 것은 예산을 계획하는 것이다,"그는 돈을 모았어야 했는데, 이는 새 카메라를 구입하기 위해서였다"
42,그는 어젯밤부터 시작했다,그는 계획을 세웠어야 한다,그는 어젯밤부터 시작했다. 이를 위해 그는 계획을 세웠어야 했다,그는 어젯밤부터 시작했다. 이를 위해 그가 했어야 한 것은 일찍 자는 것이다,"그는 알람을 맞춰야 했는데, 이는 어젯밤부터 시작하기 위해서였다"
43,그는 강아지를 키우고 싶다고 했다,강아지를 입양해야 한다,그는 강아지를 키우고 싶다고 했다. 이를 위해 그는 돌봐 줄 시간과 에너지가 있어야 했다,그는 강아지를 키우고 싶다고 했다. 이를 위해 그가 했어야 한 것은 돌봄과 관리에 대한 책임감을 가지는 것이다,"그는 집에서 반려동물을 키울 수 있는 환경을 만들어야 했는데, 이는 강아지를 키우고 싶다고 하기 위해서였다"
44,그는 등산했다,등산로를 찾아야 했다,그는 등산했다. 이를 위해 그는 산에 올라갈 수 있는 장비를 갖고 있었어야 했다,그는 등산했다. 이를 위해 그가 했어야 한 것은 산 모험을 위한 장비를 준비하는 것이다,"그는 등산화를 신어야 했는데, 이는 등산하기 위해서였다"
45,그는 휴대폰을 가지고 있었다,전화를 받을 수 있었어야 한다,그는 휴대폰을 가지고 있었다. 이를 위해 그는 계약을 해야 했어야 했다,그는 휴대폰을 가지고 있었다. 이를 위해 그가 했어야 한 것은 전화번호를 기억하는 것이다,"그는 지갑을 가져왔어야 했는데, 이는 휴대폰을 가지고 있기 위해서였다"
46,그는 전화 한 통을 받았다,전화를 받아야 한다,그는 전화 한 통을 받았다. 이를 위해 그는 핸드폰을 켜놓고 있었어야 했다,그는 전화 한 통을 받았다. 이를 위해 그가 했어야 한 것은 전화를 받는 것이다,"그는 전화를 켜두었어야 했는데, 이는 전화 한 통을 받기 위해서였다"
47,그는 더 높이 올라갔다,더 높은 산을 오르기 위해 노력했어야 한다,그는 더 높이 올라갔다. 이를 위해 그는 계단을 올라갔어야 했다,그는 더 높이 올라갔다. 이를 위해 그가 했어야 한 것은 계단을 오르는 것이다,"그는 계단을 올라갔어야 했는데, 이는 더 높이 올라가기 위해서였다"
48,그는 이발이 필요했다,이발사에게 예약을 해야 했다,그는 이발이 필요했다. 이를 위해 그는 이발사에게 전화를 걸어야 했다,그는 이발사 가게를 찾아가는 것이다,"그는 머리를 다듬어야 했는데, 이는 이발이 필요하기 위해서였다"
49,그는 지갑을 집에 두고 왔다,집에서 지갑을 가져왔어야 한다,그는 지갑을 집에 두고 왔다. 이를 위해 그는 현금을 가지고 있었어야 했다,그는 지갑을 집에 두고 왔다. 이를 위해 그가 했어야 한 것은 지갑을 가져오는 것이다,"그는 지갑을 가져왔어야 했는데, 이는 지갑을 집에 두고 오기 위해서였다"
50,그는 목록을 잊어버렸다,목록을 작성했어야 한다,그는 목록을 잊어버렸다. 이를 위해 그는 다시 확인했어야 했다,그는 목록을 다시 확인하는 것이다,"그는 메모를 썼어야 했는데, 이는 목록을 잊어버리기 위해서였다"
51,그는 페이지를 넘겼다,이전 페이지를 읽었어야 한다,그는 페이지를 넘겼다. 이를 위해 그는 손가락을 이용했어야 했다,그는 페이지를 넘겼다. 이를 위해 그가 했어야 한 것은 책을 읽는 것이다,"그는 책을 더 읽었어야 했는데, 이는 페이지를 넘기기 위해서였다"
52,그는 도넛도 먹었다,도넛을 사와야 했다,그는 도넛도 먹었다. 이를 위해 그는 근처에 도넛 가게를 찾아봤어야 했다,그는 도넛도 먹었다. 이를 위해 그가 했어야 한 것은 식이요법을 무시하는 것이다,"그는 가게에 들렀어야 했는데, 이는 도넛도 먹기 위해서였다"
53,그는 그것을 학교에 가져왔다,학교에 가지고 갈 수 있는 물건을 준비했어야 한다,그는 그것을 학교에 가져왔다. 이를 위해 그는 허락을 받아야 했다,그것을 학교에 가져왔다. 이를 위해 그가 했어야 한 것은 가방에 넣는 것이다,"그는 책을 가져와야 했는데, 이는 그것을 학교에 가져오기 위해서였다"
54,그는 좋아하는 사람에게 물어봤다,데이트를 하고 싶다고 말했어야 한다,그는 좋아하는 사람에게 물어봤다. 이를 위해 그는 용기를 내야 했다,그는 좋아하는 사람에게 물어봤다. 이를 위해 그가 했어야 한 것은 용기를 내는 것이다,"그는 그녀의 전화번호를 물어봤어야 했는데, 이는 좋아하는 사람에게 물어보기 위해서였다"
55,그는 자신을 인식했다,자기 자신을 탐구했어야 한다,그는 자신을 인식했다. 이를 위해 그는 내면을 탐구했어야 했다,그는 자신을 인식했다. 이를 위해 그가 했어야 한 것은 내면을 탐구하는 것이다,"그는 거울을 보았어야 했는데, 이는 자신을 인식하기 위해서였다"
56,그는 새 옷을 구입했다,돈을 벌었어야 한다,그는 쇼핑을 했어야 했다,그는 쇼핑센터에 가서 옷을 고르는 것이다,"그는 돈을 모아야 했는데, 이는 새 옷을 구입하기 위해서였다"
57,그는 모든 인형을 외웠다,모든 인형을 연습했어야 한다,그는 모든 인형을 외웠다. 이를 위해 그는 많은 시간을 투자했어야 했다,그는 모든 인형을 외웠다. 이를 위해 그가 했어야 한 것은 시간을 많이 투자하는 것이다,"그는 이름을 외워야 했는데, 이는 모든 인형을 외우기 위해서였다"
58,그는 훨씬 좋아 보였다,더 많은 휴식을 취했어야 한다,그는 휴식을 취했어야 했다,그는 훨씬 좋아 보였다. 이를 위해 그가 했어야 한 것은 휴식을 취하는 것이다,"그는 좀 더 정성스럽게 옷을 입었어야 했는데, 이는 훨씬 좋아 보이기 위해서였다"
59,그는 요리하고 싶어 하지 않았다,외식을 하고 싶어했어야 한다,그는 요리하고 싶어 하지 않았다. 이를 위해 그는 배달 음식을 시켰어야 했다,그는 요리하고 싶어 하지 않았다. 이를 위해 그가 했어야 한 것은 배달 음식을 시켜먹는 것이다,"그는 요리를 배웠어야 했는데, 이는 요리하고 싶어 하지 않기 위해서였다"
60,그는 새 자전거를 구입했다,돈을 모았어야 한다,그는 새 자전거를 구입했다. 이를 위해 그는 저축을 했어야 했다,그는 새 자전거를 구입했다. 이를 위해 그가 했어야 한 것은 돈을 모아서 구매하는 것이다,"그는 돈을 모아야 했는데, 이는 새 자전거를 구입하기 위해서였다"
61,그는 목줄을 사용했다,강아지를 산책시켜야 한다,그는 목줄을 사용했다. 이를 위해 그는 강아지를 데리고 나갔어야 했다,그는 목줄을 사용했다. 이를 위해 그가 했어야 한 것은 개를 산책시키는 것이다,"그는 개를 키우고 있었어야 했는데, 이는 목줄을 사용하기 위해서였다"
62,그는 커피를 주문했다,돈을 가지고 있었어야 한다,그는 커피를 주문했다. 이를 위해 그는 메뉴를 살펴봤어야 했다,그는 커피를 주문했다. 이를 위해 그가 했어야 한 것은 메뉴를 확인하는 것이다,"그는 메뉴를 보아야 했는데, 이는 커피를 주문하기 위해서였다"
63,그는 태클을 당했다,공격을 피했어야 한다,그는 태클을 당했다. 이를 위해 그는 더 강한 방어 기술을 배워야 했다,그는 태클을 당했다. 이를 위해 그가 했어야 한 것은 더 강한 수비 자세를 취하는 것이다,"그는 공을 가로막았어야 했는데, 이는 태클을 당하기 위해서였다"
64,그는 그녀에게 몸을 기울였다,그녀에게 관심을 보였어야 한다,그는 그녀에게 몸을 기울였다. 이를 위해 그는 사려 깊은 표정을 지어야 했다,그는 그녀에게 몸을 기울였다. 이를 위해 그가 했어야 한 것은 그녀의 이야기에 집중하는 것이다,"그는 그녀에게 더 관심을 보였어야 했는데, 이는 그녀에게 몸을 기울이기 위해서였다"
65,그는 오른쪽으로 향했다,오른쪽으로 돌아야 했다,그는 오른쪽으로 향했다. 이를 위해 그는 왼쪽을 먼저 봤어야 했다,그는 오른쪽으로 향했다. 이를 위해 그가 했어야 한 것은 왼쪽으로 향하는 것이다,"그는 왼쪽으로 돌아야 했는데, 이는 오른쪽으로 향하기 위해서였다"
66,그는 배심원 의무를 위해 소환되었다,재판에 참석해야 했다,그는 배심원 의무를 위해 소환되었다. 이를 위해 그는 출석해야 했어야 했다,그는 배심원 의무를 위해 소환되었다. 이를 위해 그가 했어야 한 것은 출석하는 것이다,"그는 본인의 신분증을 가져와야 했는데, 이는 배심원 의무를 위해 소환되기 위해서였다"
67,그는 자신을 과시했다,자신의 업적을 자랑했어야 한다,그는 자신을 과시했다. 이를 위해 그는 자신의 성과를 언급했어야 했다,그는 자신을 과시했다. 이를 위해 그가 했어야 한 것은 자신의 업적을 언급하는 것이다,"그는 자신의 이력서를 보여줬어야 했는데, 이는 자신을 과시하기 위해서였다"
68,그는 쿠키도 만들었다,재료를 구비했어야 한다,그는 쿠키도 만들었다. 이를 위해 그는 레시피를 찾아봤어야 했다,그는 쿠키도 만들었다. 이를 위해 그가 했어야 한 것은 레시피를 찾는 것이다,"그는 레시피를 찾아봤어야 했는데, 이는 쿠키도 만들기 위해서였다"
69,그는 유치원에 입학했다,부모님의 동의를 얻었어야 한다,그는 유치원에 입학했다. 이를 위해 그는 등록을 했어야 했다,그는 유치원에 입학했다. 이를 위해 그가 했어야 한 것은 학교에 등록하는 것이다,"그는 접종을 받아야 했는데, 이는 유치원에 입학하기 위해서였다"
70,그는 구걸하러 갔다,도난을 저질렀어야 한다,그는 구걸하러 갔다. 이를 위해 그는 길가에 서서 사람들에게 돈을 요구했어야 했다,그는 구걸하러 갔다. 이를 위해 그가 했어야 한 것은 돈이 필요한 것이다,"그는 돈을 벌어야 했는데, 이는 구걸하러 가기 위해서였다"
71,그는 면도를 중단했다,수염을 자랑했어야 한다,그는 면도를 중단했다. 이를 위해 그는 수염을 기르기로 결심했어야 했다,그는 면도를 중단했다. 이를 위해 그가 했어야 한 것은 수염을 기르기 시작하는 것이다,"그는 수염을 기르기로 했어야 했는데, 이는 면도를 중단하기 위해서였다"
72,그는 약속을 잡았다,약속 장소와 시간을 정했어야 한다,그는 약속을 잡았다. 이를 위해 그는 일정을 확인했어야 했다,그는 약속을 잡았다. 이를 위해 그가 했어야 한 것은 상대방과 일정을 조율하는 것이다,"그는 전화를 했어야 했는데, 이는 약속을 잡기 위해서였다"
73,그는 스스로 일을 자초했다,자초한 이유가 있었어야 한다,그는 스스로 일을 자초했다. 이를 위해 그는 다른 직장을 찾아봐야 했다,그는 스스로 일을 자초했다. 이를 위해 그가 했어야 한 것은 계획을 세우는 것이다,"그는 사업을 시작했어야 했는데, 이는 스스로 일을 자초하기 위해서였다"
74,그는 방과 후 축구를 했다,방과 후 축구팀에 가입했어야 한다,그는 방과 후 축구를 했다. 이를 위해 그는 축구화를 신었어야 했다,그는 방과 후 축구를 했다. 이를 위해 그가 했어야 한 것은 축구화를 신는 것이다,"그는 축구화를 가져왔어야 했는데, 이는 방과 후 축구를 하기 위해서였다"
75,그는 그 의미를 설명했다,그 상황에 대해 알고 있었어야 한다,그는 그 의미를 설명했다. 이를 위해 그는 예시를 들어야 했다,그는 그 의미를 설명했다. 이를 위해 그가 했어야 한 것은 상황을 잘 이해하는 것이다,"그는 자세히 말해야 했는데, 이는 그 의미를 설명하기 위해서였다"
76,그는 처음 이발을 했다,이발기를 사용했어야 한다,그는 처음 이발을 했다. 이를 위해 그는 이발사에게 가르침을 받아야 했다,그는 처음 이발을 했다. 이를 위해 그가 했어야 한 것은 머리를 씻는 것이다,"그는 이발기를 사야 했는데, 이는 처음 이발을 하기 위해서였다"
77,그는 온몸에 흘리고 있었다,옷을 갈아입었어야 한다,그는 온몸에 흘리고 있었다. 이를 위해 그는 씻어야 했어야 했다,그는 온몸에 흘리고 있었다. 이를 위해 그가 했어야 한 것은 옷을 갈아입는 것이다,"그는 땀을 닦아야 했는데, 이는 온몸에 흘리고 있기 위해서였다"
78,그는 드디어 도착했다,목적지를 알고 있었어야 한다,그는 드디어 도착했다. 이를 위해 그는 길을 물어봐야 했다,그는 드디어 도착했다. 이를 위해 그가 했어야 한 것은 길을 찾는 것이다,"그는 비행기를 탑승해야 했는데, 이는 드디어 도착하기 위해서였다"
79,그는 그녀를 죽음으로 이끌었다,그녀를 살려야 했다,그는 그녀를 죽음으로 이끌었다. 이를 위해 그는 계획을 세웠어야 했다,그는 그녀를 죽음으로 이끌었다. 이를 위해 그가 했어야 한 것은 계획을 세우는 것이다,"그는 그녀를 살려야 했는데, 이는 그녀를 죽음으로 이끌기 위해서였다"
80,그는 그녀를 만나러 갔다,그녀의 연락처를 알고 있었어야 한다,그는 그녀를 만나러 갔다. 이를 위해 그는 미리 약속을 잡았어야 했다,그녀와 만날 장소를 정하는 것이다,"그는 차를 운전해야 했는데, 이는 그녀를 만나러 가기 위해서였다"
81,그는 2013년에 캠브리지로 이사했다,캠브리지에서 집을 구매했어야 한다,그는 2013년에 캠브리지로 이사했다. 이를 위해 그는 집을 팔아야 했다,그는 2013년에 캠브리지로 이사했다. 이를 위해 그가 했어야 한 것은 집을 팔고 이사 준비를 하는 것이다,"그는 캠브리지 대학교에 지원했어야 했는데, 이는 2013년에 캠브리지로 이사하기 위해서였다"
82,그는 그녀의 턱을 꽉 움켜쥐었다,그녀와 싸웠어야 한다,그는 그녀의 턱을 꽉 움켜쥐었다. 이를 위해 그는 분노에 찬 얼굴을 하고 있었어야 했다,그는 그녀의 턱을 꽉 움켜쥐었다. 이를 위해 그가 했어야 한 것은 분노 조절 프로그램에 참여하는 것이다,"그는 그녀를 더 강하게 했어야 했는데, 이는 그녀의 턱을 꽉 움켜쥐기 위해서였다"
83,그는 어젯밤 피자를 다 먹었다,어젯밤 피자를 주문했어야 한다,그는 어젯밤 피자를 다 먹었다. 이를 위해 그는 배가 고팠어야 했다,그는 어젯밤 피자를 다 먹었다. 이를 위해 그가 했어야 한 것은 배가 고팠기 때문에 피자를 시켜 먹은 것이다,"그는 식사를 거르고 운동을 했어야 했는데, 이는 어젯밤 피자를 다 먹기 위해서였다"
84,그는 고양이 알레르기가 있었다,고양이를 만나러 갔어야 한다,그는 고양이 알레르기가 있었다. 이를 위해 그는 고양이와 가까이 다가가지 않았어야 했다,그는 고양이 알레르기가 있었다. 이를 위해 그가 했어야 한 것은 고양이와 가까이 다가가지 않는 것이다,"그는 고양이를 만지기 시작했어야 했는데, 이는 고양이 알레르기가 있기 위해서였다"
85,그는 마침내 먹이를 찾았다,먹이를 찾기 위해 오랜 시간을 뒤졌어야 한다,그는 마침내 먹이를 찾았다. 이를 위해 그는 오랫동안 사냥을 했어야 했다,그는 마침내 먹이를 찾았다. 이를 위해 그가 했어야 한 것은 주변을 둘러보는 것이다,"그는 사냥을 시작했어야 했는데, 이는 마침내 먹이를 찾기 위해서였다"
