,input,A,B,B2,B3
11,그는 재미있어 보였다,.,그가 웃는 것을 원했기 때문이다.,사람들을 웃게 하는 것이었기 때문이다.,"그는 무엇을 원했기에, 그는 재미있어 보였다."
12,그는 신에게 충성을 바쳤다,신에게 충성을 바치기 위해.,그가 신에게 충성을 바쳤다. 왜냐하면 그가 축복을 원했기 때문이다.,신의 축복과 지원을 받는 것이었기 때문이다.,"그는 높은 것을 원했기에, 그는 신에게 충성을 바쳤다."
13,그는 집에 가도 되었다,그가 집에 가도 되었기 때문이다.,가고 싶은, 집에서 휴식을 취하고 싶었기 때문이다.,"그는 아무것도 원하지 않았기에, 그는 집에 가도 되었다."
14,그는 학교에 갈 옷을 준비했다,그는 학교에 갈 준비를 하기 위해서였다.,멋진 옷, 학교에서 친구들과 함께 모두가 인정하는 멋진 스타일을 갖는 것이었기 때문이다.,"그는 새로운 것을 원했기에, 그는 학교에 갈 옷을 준비했다."
15,그는 피자 파티가 있었다,그는 친구들과 즐거운 시간을 보내기 위해 피자 파티를 열었다.,그가 이탈리안 음식을 원했기 때문이다., 피자를 먹는 것이었기 때문이다.,"그는 맛있는 것을 원했기에, 그는 피자 파티가 있었다."
16,그는 마침내 선택했다,"어떤 선택을 한 것인지에 대한 추가 정보가 없기 때문에 정확한 답변을 제공하기 어렵습니다. 만약 구체적인 사건이나 선택에 대한 정보를 제공해주신다면, 더 나은 도움을 드릴 수 있을 것입니다.",그가 그것을 원했기 때문이다., 그의 꿈을 이루기 위한 가장 좋은 방법이었기 때문이다.,"그는 무엇이든지 원했기에, 그는 마침내 선택했다."
17,그는 너무 심하게 다쳤다,: 그가 너무 심하게 다쳐서 자신을 방어하기 위해 사건을 벌인 것이다.,위험한 것을 원했기 때문이다., 헬멧을 착용하지 않았기 때문이다.,"그는 너무 많은 것을 원했기에, 그는 너무 심하게 다쳤다."
18,그는 몸이 아프기 시작했다,그가 몸이 아프기 시작해서 그랬다.,그가 너무 많은 음식을 원했기 때문이다., 힘들게 일하고 돈을 벌어 가족을 지키는 것이었기 때문이다.,"그는 많은 것을 원했기에, 그는 몸이 아프기 시작했다."
19,그는 밤에 잠을 잘 이루지 못했다,스트레스와 불면증 때문에 그가 밤에 잠을 잘 이루지 못했다.,무언가를 원했기 때문이다.," 밤에 잠을 자는 것이 아니라, 꿈을 이루는 것이었기 때문이다.","그는 불가능한 것을 원했기에, 그는 밤에 잠을 잘 이루지 못했다."
20,그는 새로운 기술을 배웠다,.,발전된 것, 더 나은 직업 기회와 더 많은 돈을 벌기 위해서였다.,"그는 더 나은 것을 원했기에, 그는 새로운 기술을 배웠다."
21,그는 황금알을 낳는 거위를 죽였다,그는 탐욕으로 인해 황금알을 얻기 위해 거위를 죽였다.,그가 한 번에 모든 황금알을 얻고 싶었기 때문이다.,거위가 아닌 황금알이었기 때문이다.,"그는 모든 것을 원했기에, 그는 황금알을 낳는 거위를 죽였다."
22,그는 대학에 지원했다,그는 미래에 더 나은 직업을 얻기 위해 대학에 지원했다.,성공적인 직업을 얻고 싶었기 때문이다., 대학교에서 전공을 공부하고 학위를 취득하는 것이었기 때문이다.,"그는 더 나은 미래를 원했기에, 그는 대학에 지원했다."
23,그는 홀인원을 기록했다,그는 자신의 기록을 갱신하고 싶었기 때문이다.,최고의 성과를 원했기 때문이다.," 홀인원을 달성하는 것이었기 때문이다. 그는 자신의 목표를 이루고 싶어 했고, 그것을 성취했다.","그는 완벽한 것을 원했기에, 그는 홀인원을 기록했다."
24,그는 방과 후 친구들과 농구를 했다,스트레스를 풀고 즐거운 시간을 보내기 위해서.,즐거운 시간을 원했기 때문이다., 친구들과 함께 시간을 보내는 것이었기 때문이다.,"그는 농구를 원했기에, 그는 방과 후 친구들과 농구를 했다."
25,그는 곧 기분이 나아질 겄다,이유는 그가 곧 기분이 나아질 것으로 믿었기 때문이다.,그가 원했던 것을 얻었기 때문이다., 휴식과 안정이었기 때문이다.,"그는 무엇을 원했기에, 그는 곧 기분이 나아질 것다."
26,그는 커피를 머그잔에 마셨다,그는 커피를 머그잔에 마셨기 때문에 갈증을 해소하고 에너지를 얻기 위해서였다.,카페인을, 향긋한 커피 향을 즐기기 위해서였다.,"그는 따뜻한 것을 원했기에, 그는 커피를 머그잔에 마셨다."
27,그는 엔진을 망가뜨렸다,그가 엔진을 망가뜨린 이유는 부주의한 운전으로 인한 사고였다.,고속으로 달리는 것,최고의 성능을 내는 것이었기 때문이다.,"그는 너무 많은 힘을 원했기에, 그는 엔진을 망가뜨렸다."
28,그는 새로운 새끼 고양이를 얻었다,"그는 외로웠고, 새로운 동반자가 필요했기 때문에 새로운 새끼 고양이를 얻었다.",외로웠기 때문에,고양이와 함께하는 즐거운 시간과 애정을 느끼기 위해서였다.,"그는 항상 고양이를 원했기에, 그는 새로운 새끼 고양이를 얻었다."
29,그는 과거는 과거로 뒀다,과거의 일은 이미 일어난 것이므로 그는 그것을 뒀다.,그는 미래를 원했기 때문이다., 현재와 미래에 집중하는 것이었기 때문이다.,"그는 더 좋은 것을 원했기에, 그는 과거는 과거로 뒀다."
30,그는 새 기타를 구입했다,음악에 대한 새로운 관심을 키우기 위해서였다.,음악을 연주하는 것, 새로운 소리와 더 나은 연주 경험이었기 때문이다.,"그는 새로운 것을 원했기에, 그는 새 기타를 구입했다."
31,그도 노력했다,하지만 다른 사람들은 그의 노력을 인정해주지 않았기 때문에.,그가 그것을 원했기 때문이다.," 더 나은 삶이었기 때문이다. 그는 자신의 꿈을 이루기 위해 매일 노력했고, 결국에는 그의 열정과 노력이 보람을 주었다.","그는 그것을 원했기에, 그도 노력했다."
32,그는 시간을 가졌다,.,원하는, 시간을 통해 자신의 꿈을 이루고 성취하기 위해서였기 때문이다.,"그는 더 많은 것을 원했기에, 그는 시간을 가졌다."
33,그는 애완동물을 허용했다,"그는 애완동물을 허용했기 때문에, 사람들이 그의 집을 자주 방문하고 싶어했다.",그가 편안한 분위기를 원했기 때문이다.,애완동물과 함께 행복한 시간을 보내는 것이었기 때문이다.,"그는 __어떤__것을 원했기에, 그는 애완동물을 허용했다."
34,그는 휴대폰을 받았다,그가 휴대폰을 받은 이유는 친구와 연락하기 위해서였다.,그가 휴대폰을 원했기 때문이다., 휴대폰으로 친구들과 연락하고 소셜 미디어를 이용하는 것이었기 때문이다.,"그는 무엇을 원했기에, 그는 휴대폰을 받았다."
35,그는 C를 받았다,그가 C를 받은 이유는 공부를 제대로 하지 않았기 때문이다.,노력하지 않았기 때문이다.,A를 받는 것이었기 때문이다.,"그는 A를 원했기에, 그는 C를 받았다."
36,그는 TV를 구입했다,그는 TV를 구입했기 때문에 엔터테인먼트를 즐기고 싶었던 것이다.,그가 새로운 TV를 원했기 때문이다., 큰 화면과 고화질의 영화를 즐기기 위해서였기 때문이다.,"그는 새로운 것을 원했기에, 그는 TV를 구입했다."
37,그는 다리를 심하게 다쳤다,다리를 심하게 다치면서 그가 사건을 벌인 이유는 무엇인가요?,위험한 것을 하려고,건물을 올라가는 것이었기 때문이다.,"그는 너무 많은 것을 원했기에, 그는 다리를 심하게 다쳤다."
38,그는 그녀의 바지에 오줌을 쌌다,그가 그녀를 싫어해서 그렇게 했다.,그가 화장실을 가고 싶어서겠죠.,그녀를 격노시키고 싶었기 때문이다.,"그는 화장실에 가고 싶었기에, 그는 그녀의 바지에 오줌을 쌌다."
39,그는 찾을 수 없었다,그가 찾을 수 없었기 때문에.,그가 너무 많은 것을 원했기 때문이다., 그의 손에 넣을 수 없는 것이었기 때문이다.,"그는 너무 많은 것을 원했기에, 그는 찾을 수 없었다."
40,그는 곧 나아질 겄다,그가 다음의 사건을 벌인 이유는 자신의 상황이 곧 나아질 것이라고 믿었기 때문이다.,그가 노력하여 원했기 때문에 나아질 것이다., 그가 원했던 것은 노력과 인내심이었기 때문이다.,"그는 더 나은 것을 원했기에, 그는 곧 나아질 것이다."
41,그는 새 카메라를 구입했다,그는 새로운 취미를 시작하기 위해 새 카메라를 구입했다.,최신 것, 높은 해상도와 좋은 화질을 가진 사진을 찍기 위해서였기 때문이다.,"그는 새로운 것을 원했기에, 그는 새 카메라를 구입했다."
42,그는 어젯밤부터 시작했다,그가 어젯밤부터 스트레스를 받아서 그랬던 것이다.,그가 새로운 프로젝트를 원했기 때문이다.,무엇이든지 달성하는 것이었기 때문이다.,"그는 그것을 원했기에, 그는 어젯밤부터 시작했다."
43,그는 강아지를 키우고 싶다고 했다,.,그가 행복한 것을 원했기 때문이다.,"
반려동물과 함께하는 행복한 일상이었기 때문이다.","그는 항상 사랑을 원했기에, 그는 강아지를 키우고 싶다고 했다."
44,그는 등산했다,그는 신선한 공기를 마시고 자연 속에서 휴식을 취하고 싶었기 때문이다.,자연 속에서 평화를 느끼고 싶었기 때문이다.,자연 속에서의 평화와 조용함이었기 때문이다.,"그는 평화를 원했기에, 그는 등산했다."
45,그는 휴대폰을 가지고 있었다,그가 휴대폰을 가지고 있었기 때문에 연락을 받거나 필요한 정보를 확인하기 위해서였다.,통화나 문자를 받거나 보내기 위해서, 휴대폰으로 친구들과 연락을 하거나 필요한 정보를 얻기 위해서였다.,"그는 통화를 원했기에, 그는 휴대폰을 가지고 있었다."
46,그는 전화 한 통을 받았다,그가 전화 한 통을 받은 이유는 중요한 정보를 얻기 위해서였다.,그가 정보를 원했기 때문이다., 상대방과의 대화였기 때문이다.,"그는 무엇을 원했기에, 그는 전화 한 통을 받았다."
47,그는 더 높이 올라갔다,그가 더 높은 목표를 이루기 위해 노력했기 때문이다.,그가 더 높이 올라갔다. 왜냐하면 그가 성취를 원했기 때문이다., 더 나은 전망을 감상하는 것이었기 때문이다.,"그는 더 많은 것을 원했기에, 그는 더 높이 올라갔다."
48,그는 이발이 필요했다,.,깔끔한 모습을 원했기 때문이다., 머리를 깔끔하게 정리하고 싶었기 때문이다.,예쁜
49,그는 지갑을 집에 두고 왔다,그는 지갑을 집에 두고 왔기 때문에 그 사건이 벌어졌다.,그가 가볍게 다니고 싶었기 때문이다., 돈을 쓰지 않고 건강한 산책을 즐기는 것이었기 때문이다.,"그는 돈을 원했기에, 그는 지갑을 집에 두고 왔다."
50,그는 목록을 잊어버렸다,.,그가 새로운 것을 원했기 때문이다., 목록에 없는 새로운 아이디어를 발견하는 것이었기 때문이다.,"그는 너무 많은 것을 원했기에, 그는 목록을 잊어버렸다."
51,그는 페이지를 넘겼다,그는 궁금해서 페이지를 넘겼다.,읽고 싶은 것, 다음 장면을 보는 것이었다.,"그는 더 많은 것을 원했기에, 그는 페이지를 넘겼다."
52,그는 도넛도 먹었다,이유를 알 수 없다.,"단순히 달걀을 먹고 싶었던 것이 아니라, 그가 달걀도 먹었다.", 달콤한 디저트였기 때문이다.,모든
53,그는 그것을 학교에 가져왔다,그가 그것을 학교에 가져온 이유는 자랑하고 싶었기 때문이다.,그가 그것을 원했기 때문이다., 학교에서 친구들과 함께 공유하고 싶었기 때문이다.,"그는 무엇을 원했기에, 그는 그것을 학교에 가져왔다."
54,그는 좋아하는 사람에게 물어봤다,"""그가 그 사람의 의견을 알고 싶었기 때문이다.""",그가 확신을 얻고 싶었기 때문이다., 상대방의 의견을 듣고 싶었기 때문이다.,"그는 무엇을 원했기에, 그는 좋아하는 사람에게 물어봤다."
55,그는 자신을 인식했다,정체성을 찾기 위해 그는 자신을 인식하고자 했다.,그가 그것을 원했기 때문이다., 더 나은 삶과 자아실현이었기 때문이다.,"그는 진정한 것을 원했기에, 그는 자신을 인식했다."
56,그는 새 옷을 구입했다,그가 새로운 옷을 구입한 이유는 자신을 더 멋지게 나타내고 싶었기 때문이다.,새로운 것, 새로운 이미지를 갖고 싶었기 때문이다.,"그는 새로운 것을 원했기에, 그는 새 옷을 구입했다."
57,그는 모든 인형을 외웠다,그는 인형을 외워서 자랑하고 싶었다.,그가 완벽한 선물을 주고 싶었기 때문이다.,인형들을 모두 수집하는 것이었기 때문이다.,"그는 자신이 원하는 것을 얻기 위해, 그는 모든 인형을 외웠다."
58,그는 훨씬 좋아 보였다,"이유를 알 수 없지만, 그가 훨씬 좋아 보였기 때문이다.",더 나은 결과를 얻고 싶어서, 더 나은 일자리와 안정된 삶이었기 때문이다.,"그는 더 많은 것을 원했기에, 그는 훨씬 좋아 보였다."
59,그는 요리하고 싶어 하지 않았다,.그가 요리를 싫어해서 그랬을 것이다.,그가 배달음식을 원했기 때문이다., 누군가가 그를 위해 요리해주는 것이었다.,"그는 배달 음식을 원했기에, 그는 요리하고 싶어 하지 않았다."
60,그는 새 자전거를 구입했다,그는 운동이 필요했기 때문에 새 자전거를 구입했다.,그가 빠른 이동수단을 원했기 때문이다., 더 빠르고 스포티한 디자인의 자전거였기 때문이다.,"그는 새로운 것을 원했기에, 그는 새 자전거를 구입했다."
61,그는 목줄을 사용했다,그는 개를 통제하고 훈련시키기 위해 목줄을 사용했다.,그가 통제된 것을 원했기 때문이다., 그의 개를 통제하는 것이었기 때문이다.,"그는 통제된 것을 원했기에, 그는 목줄을 사용했다."
62,그는 커피를 주문했다,그는 커피를 마시고 싶었기 때문이다.,카페인, 커피의 향기와 쓴 맛이었기 때문이다.,"그는 카페인을 원했기에, 그는 커피를 주문했다."
63,그는 태클을 당했다,그가 자신의 명예를 지키기 위해 태클을 벌인 것이다.,그가 공을 원했기 때문이다., 상대방을 넘어뜨리는 것이었기 때문이다.,"그는 모든 것을 원했기에, 그는 태클을 당했다."
64,그는 그녀에게 몸을 기울였다,사랑을 표현하기 위해.,그가 그것을 원했기 때문이다.,그녀와 더 가깝게 소통하고 싶었기 때문이다.,"그는 무엇을 원했기에, 그는 그녀에게 몸을 기울였다."
65,그는 오른쪽으로 향했다,그는 목적지가 오른쪽에 있었기 때문이다.,그가 그것을 원했기 때문이다.,그가 원했던 것은 그 옆에 있는 친구와 이야기를 나누기 위해서였다.,"그는 항상 그것을 원했기에, 그는 오른쪽으로 향했다."
66,그는 배심원 의무를 위해 소환되었다,법정의 의무를 이행하기 위해 소환되었기 때문이다.,공정한 재판을, 공정한 재판에 참여하는 것이었기 때문이다.,"그는 공정한 판단을 위해 필요한 것을 원했기에, 그는 배심원 의무를 위해 소환되었다."
67,그는 자신을 과시했다,.,주목 받는 것을 원했기 때문이다., 주변 사람들에게 자신의 능력과 자신감을 보여주는 것이었기 때문이다.,"그는 자신이 더 나은 것을 원했기에, 그는 자신을 과시했다."
68,그는 쿠키도 만들었다,그가 쿠키도 만든 이유는 자신의 친구들을 위해 간식을 준비하고 싶었기 때문이다.,그가 달콤한 것을 원했기 때문이다., 디저트를 먹는 것이었기 때문이다.,"그는 달콤한 것을 원했기에, 그는 쿠키도 만들었다."
69,그는 유치원에 입학했다,그는 유치원에 입학했기 때문에 새로운 환경과 친구들을 만나고 배우기 위해서였다.,어른이 되었을 때도 아직 그의 마음은 유치원 시절과 같았기 때문에., 친구들과 함께 놀고 배우는 즐거운 경험이었기 때문이다.,어른
70,그는 구걸하러 갔다,그는 돈이 필요했기 때문에 구걸하러 갔다.,돈, 돈을 얻는 것이었기 때문이다.,"그는 돈을 원했기에, 그는 구걸하러 갔다."
71,그는 면도를 중단했다,그는 면도를 중단한 이유는 급한 일이 생겨서 시간이 부족했기 때문이었다.,마스크를 쓰고 있었기 때문이다., 매일 아침 깨끗하게 면도된 얼굴이 아니었기 때문이다. 그가 원했던 것은 수염을 자랑스럽게 키우는 것이었다.,"그는 깨끗한 얼굴을 원했기에, 그는 면도를 중단했다."
72,그는 약속을 잡았다,다른 사람과의 만남을 위해.,그가 그것을 원했기 때문이다.,그 사람과 함께 시간을 보내는 것이었기 때문이다.,"그는 무엇이든지 원했기에, 그는 약속을 잡았다."
73,그는 스스로 일을 자초했다,.,그가 더 나은 미래를 위해 노력하는 것을 원했기 때문이다., 스스로의 능력과 잠재력을 최대로 발휘하여 성취감을 느끼고 싶었기 때문이다.,"그는 더 좋은 것을 원했기에, 그는 스스로 일을 자초했다."
74,그는 방과 후 축구를 했다,스트레스를 풀기 위해서.,그가 스트레스를 풀고 싶었기 때문이다., 팀원들과 함께 스트레스를 풀고 즐거운 시간을 보내는 것이었기 때문이다.,"그는 더 많은 것을 원했기에, 그는 방과 후 축구를 했다."
75,그는 그 의미를 설명했다,.,그가 그것을 원했기 때문이다., 이해하기 쉽도록 다시 설명하는 것이었기 때문이다.,"그는 무엇이든지 원했기에, 그는 그 의미를 설명했다."
76,그는 처음 이발을 했다,그는 새로운 경험을 해보고 싶었기 때문이다.,새로운 모습을 원했기 때문이다., 더 많은 변화와 새로운 모습이었기 때문이다.,"그는 깔끔한 모습을 원했기에, 그는 처음 이발을 했다."
77,그는 온몸에 흘리고 있었다,그는 땀을 흘리고 있었기 때문에.,그가 그것을 원했기 때문에 그는 온몸에 땀을 흘리고 있었다., 그의 열정과 에너지를 모두 발산하는 것이었기 때문이다.,"그는 그것을 원했기에, 그는 온몸에 땀을 흘리고 있었다."
78,그는 드디어 도착했다,그가 목표지점에 도착하여 기뻤기 때문이다.,그가 그것을 원했기 때문이다., 끝내 이 장소에 도착하는 것이었기 때문이다. 그는 긴 여정 끝에 드디어 원하던 목적지에 도착했다.,"그는 끈질긴 것을 원했기에, 그는 드디어 도착했다."
79,그는 그녀를 죽음으로 이끌었다,그가 그녀를 죽음으로 이끌었던 이유는 집착과 폭력적인 행동이었다.,죽음으로 그녀를 이끌었다. 왜냐하면 그가 그것을 원했기 때문이다., 그녀의 소유물이었기 때문이다.,"그는 사랑을 원했기에, 그는 그녀를 죽음으로 이끌었다."
80,그는 그녀를 만나러 갔다,그는 그녀를 만나러 갔다. 사랑을 고백하려고.,그녀와 함께 있고 싶었던, 그녀와 함께 시간을 보내고 대화를 나누는 것이었기 때문이다.,"그는 그녀를 만나러 갔다. 왜냐하면 그는 사랑을 원했기에,"
81,그는 2013년에 캠브리지로 이사했다,그는 새로운 경력 기회를 찾기 위해 캠브리지로 이사했다.,더 나은 교육을 받기 위해,영어를 더 잘 배우고 싶었기 때문이다.,"그는 더 나은 교육을 원했기에, 그는 2013년에 캠브리지로 이사했다."
82,그는 그녀의 턱을 꽉 움켜쥐었다,그가 그녀에게 분노를 느꼈기 때문이다.,그가 그것을 원했기 때문이다.,그녀의 눈을 바라보며 진실한 감정을 전달하기 위해서였다.,"그는 무엇을 원했기에, 그는 그녀의 턱을 꽉 움켜쥐었다."
83,그는 어젯밤 피자를 다 먹었다,그는 배가 고파서 어젯밤 피자를 다 먹었다.,배가 고팠기 때문에,피자를 먹는 것이었기 때문이다.,"그는 많은 것을 원했기에, 그는 어젯밤 피자를 다 먹었다."
84,그는 고양이 알레르기가 있었다,.,고양이를 키우고 싶었기 때문입니다.,"강아지였기 때문이다. 그는 항상 강아지를 키우고 싶어했지만, 고양이 알레르기로 인해 강아지를 키울 수 없었다.",고양이를
85,그는 마침내 먹이를 찾았다,: 그가 배고파서였기 때문에.,그가 배고프고 있었기 때문이다.,자신의 배고픔을 달래줄만한 맛있는 음식이었기 때문이다.,"그는 배고픈 것을 원했기에, 그는 마침내 먹이를 찾았다."
86,그는 다리를 삐끗했다,그는 다리를 삐끗해서 사건을 벌였다.,그가 너무 빨리 달리려고 했기 때문이다.,걷기였다.,"그는 너무 많은 것을 원했기에, 그는 다리를 삐끗했다."
87,그는 내 머리를 때렸다,그는 내 말에 화가 났기 때문이다.,내가 뭔가 잘못했기 때문에 그가 화를 냈다., 내가 그의 말을 듣지 않았기 때문이었다.,"내가 뭘 잘못했는지 알 수 없었지만, 그는 분명히 화가 났고 ____것을 원했기에, 그는 내 머리를 때렸다."
88,그는 그녀를 죽이러 갔다,그가 그녀를 죽이러 간 이유는 그녀에 대한 복수심이었다.,그가 그녀의 돈을 원했기 때문이다.,그녀의 재산을 획득하기 위해서였다.,"그는 그것을 원했기에, 그는 그녀를 죽이러 갔다."
89,그는 제시간에 집에 도착했다,그는 제시간에 집에 도착했기 때문에 휴식을 취하고 싶었다.,정확한 시간에, 휴식을 취하고 가족과 함께 시간을 보내는 것이었기 때문이다.,"그는 빠른 것을 원했기에, 그는 제시간에 집에 도착했다."
90,그는 저녁을 먹었다,배가 고팠기 때문에 그는 저녁을 먹었다.,배고팠기 때문에, 피곤함을 달래고 에너지를 얻기 위해서였기 때문이다.,"그는 배고프다는 것을 원했기에, 그는 저녁을 먹었다."
91,오늘은 그녀의 마지막 날였다,그가 그녀를 살해한 것이다.,그가 그녀를 떠나려 했기 때문이다., 그녀와 이별하는 것이었기 때문이다.,"그는 마지막으로 자유를 원했기에, 오늘은 그녀의 마지막 날였다."
92,그는 그녀가 그럴 거라고 했다,: 그가 그녀의 행동을 예측했기 때문에 그런 사건을 벌였다.,그가 항상 그것을 원했기 때문이다.,그녀가 그의 말을 듣고 그의 생각을 이해하고 그에게 동의하는 것이었다.,"그는 그런 것을 원했기에, 그는 그녀가 그럴 거라고 했다."
93,그는 수상한 냄새를 맡았다,: 그가 수상한 냄새를 맡았기 때문에.,그가 불법적인 것을 원했기 때문이다.,무언가 숨긴 것이 있을 것이라고 짐작했기 때문이다.,"그는 무언가를 원했기에, 그는 수상한 냄새를 맡았다."
94,그는 엄마에게 선물했다,그는 엄마에게 감사의 마음을 전하고 싶었기 때문이다.,그가 그것을 원했기 때문이다.,엄마가 행복해지는 것을 보고 싶었기 때문이다.,"그는 특별한 것을 원했기에, 그는 엄마에게 선물했다."
95,그는 금반지를 발견했다,그가 돈이 필요해서였다.,그가 부자것을 원했기 때문이다., 사랑을 신속하게 표현할 수 있는 방법이었기 때문이다.,"그는 아름다운 것을 원했기에, 그는 금반지를 발견했다."
96,그는 캠프파이어를 시작했다,그는 친구들과 함께 즐거운 시간을 보내기 위해 캠프파이어를 시작했다.,따뜻한 분위기를 원했기 때문이다., 친구들과 함께 모여서 노래를 부르고 이야기를 나누며 즐거운 시간을 보내는 것이었기 때문이다.,"그는 따뜻한 분위기를 원했기에, 그는 캠프파이어를 시작했다."
97,그는 보고서를 작성했다,그는 보고서를 작성한 이유는 업무 요청이 있었기 때문이다.,정확한 정보, 보고서를 통해 프로젝트의 진행 상황과 결과를 명확하게 전달하기 위해서였다.,"그는 정보를 원했기에, 그는 보고서를 작성했다."
98,그는 '펑'하는 소리를 들었다,그는 깜짝 놀라서 '펑'하는 소리를 들었기 때문이다.,방금 터뜨린 풍선을 원했기 때문이다.,총을 쏘는 소리였기 때문이다.,"그는 폭죽을 원했기에, 그는 '펑'하는 소리를 들었다."
99,그는 깜짝퀴즈를 출제했다,그는 사람들을 즐겁게 하기 위해 깜짝퀴즈를 출제했다.,재미있는 반응(reaction),모두가 즐거워하고 놀라는 모습을 보기 위해서였다.,"그는 주의를 끌기 위해 무엇인가를 원했기에, 그는 깜짝퀴즈를 출제했다."
100,그는 강아지를 찾았다,그가 강아지를 찾은 이유는 그가 동물을 좋아하기 때문이었다.,그가 애완동물을 원했기 때문이다., 강아지와 함께 시간을 보내는 것이었기 때문이다.,"그는 어떤 것을 원했기에, 그는 강아지를 찾았다."
101,그는 고양이를 좋아했다,고양이를 도와주기 위해.,따뜻한 애정과 관심을 받고 싶었기 때문이다.,"고양이의 우아함과 귀여움 때문이었다. 그는 항상 고양이와 함께 있고 싶어했고, 그들의 사랑스러운 모습과 털 빛깔에 매료되었다.","그는 **사랑하는** 것을 원했기에, 그는 고양이를 좋아했다."
102,그는 하루 종일 게임을 했다,스트레스를 풀기 위해서였다.,즐거운 시간을 원했기 때문이다.,현실에서 벗어나 즐거움을 느끼는 것이었기 때문이다.,"그는 새로운 것을 원했기에, 그는 하루 종일 게임을 했다."
103,그는 나중에 질문했다,"""그가 나중에 질문했다.""",그가 더 많은 정보를 원했기 때문이다., 무엇이었는지 알고 싶었기 때문이다.,왜
104,그는 지갑을 돌려받았다,그가 양심적으로 올바른 행동을 하기를 원했기 때문이다.,그가 분명히 잃어버린 것을 원했기 때문이다., 도둑이 아니었기 때문이다.,"그는 돈을 원했기에, 그는 지갑을 돌려받았다."
105,그는 그것을 학교에 가져갔다,그가 그것을 학교에 가져간 이유는 자랑하고 싶었기 때문이다.,그가 학교에 가져갔던 이유는 그것을 원했기 때문이다., 학교에서 친구들과 함께 공유하고 싶었기 때문이다.,"그는 필요한 것을 원했기에, 그는 그것을 학교에 가져갔다."
106,그는 무릎을 다쳤다,무릎을 다치면서 그가 사건을 벌인 이유는 자신의 무력감과 분노 때문이었다.,너무 높은 곳을 뛰었기 때문이다.,걷는 것이었기 때문이다.,"그는 너무 많은 것을 원했기에, 그는 무릎을 다쳤다."
107,그는 갑자기 기억이 났다,과거에 경험한 일이 갑자기 기억나서 그런 행동을 벌인 것이다.,그가 그것을 원했기 때문이다., 그를 떠올리게 하는 특정한 냄새가 풍겨왔기 때문이었다. 그가 원했던 것은 어린 시절의 추억과 따뜻한 감정이었다.,"그는 무엇을 원했기에, 그는 갑자기 기억이 났다."
108,그는 아이와 함께 놀 수 있었다,.,아이와 함께 놀 수 있었다. 왜냐하면 그가 그것을 원했기 때문이다., 자신의 아이와 더 가깝게 지내는 것이었기 때문이다.,"그는 아이와 함께 놀 수 있었기에, 그는 아이를 원했었다."
