,input,A,B,B2,B3
26,그는 커피를 머그잔에 마셨다,즐거운 시간을 보냈다,여유롭게 한숨을 쉬었다,입안에서 따뜻한 맛을 느낀다,입술을 떨구었다
27,그는 엔진을 망가뜨렸다,차를 수리하기 위해 차고로 가서 도구를 가져왔다,수리비를 지불했다,수리를 부탁한다,운전을 멈췄다
28,그는 새로운 새끼 고양이를 얻었다,집에 새로운 가족 구성원을 맞이했다,행복했다,새끼 고양이에게 신경을 많이 쓴다,행복했다
29,그는 과거는 과거로 뒀다,미래에 집중했다,새로운 시작을 했다,미래에 대한 계획을 세운다,미련을 버렸다
30,그는 새 기타를 구입했다,연주를 시작했다,연주를 시작했다,연습을 많이 한다,연주를 시작했다
31,그도 노력했다,성취감을 느꼈다,성공을 이뤘다,성공을 위해 최선을 다한다,성공했다
32,그는 시간을 가졌다,계획을 세웠다,심호흡을 했다,심호흡을 한다,새로운 취미를 찾아나섰다
33,그는 애완동물을 허용했다,새로운 친구를 만들었다,새로운 강아지를 입양했다,동물을 돌본다,짖기 시작했다
34,그는 휴대폰을 받았다,메시지를 확인했다,친구에게 문자를 보냈다,기뻐한다,기뻐했다
35,그는 C를 받았다,더 열심히 공부하기로 했다,실망했다,더 열심히 공부한다,실망했다
36,그는 TV를 구입했다,돈을 지불했다,집에서 더 많은 시간을 보냈다,돈을 지불한다,큰 돈을 썼다
37,그는 다리를 심하게 다쳤다,의료진에 의한 치료를 받았다,병원에 신속히 이송되었다,병원에 간다,걷지 못했다
38,그는 그녀의 바지에 오줌을 쌌다,당황했다,미안하다고 사과했다,당황했지만 친절하게 그녀에게 도움을 주었다,당황했다
39,그는 찾을 수 없었다,불안했다,다시 한 번 장소를 확인했다,실종신고를 받다,실망했다
40,그는 곧 나아질 겄다,긍정적으로 생각했다,희망을 잃지 않았다,희망을 잃지 않다,아프다고 말했다
41,그는 새 카메라를 구입했다,새로운 취미를 찾았다,사진을 찍기 위해 밖으로 나갔다,새로운 취미를 찾다,사진을 찍었다
42,그는 어젯밤부터 시작했다,피곤해 보였다,오늘 아침까지 계속해서 일을 했다,오늘 아침까지 계속되었다,피곤해 보였다
43,그는 강아지를 키우고 싶다고 했다,동물 보호소에서 입양을 고려해보았다,동물 보호소에서 강아지를 입양했다,동물 보호소에 가서 강아지를 입양한다,강아지를 입양했다
44,그는 등산했다,자연의 아름다움을 감상했다,산 정상에서 풍경을 감상했다,산 정상에서 아름다운 풍경을 감상한다,발목을 삔다
45,그는 휴대폰을 가지고 있었다,친구에게 전화했다,친구에게 전화를 걸었다,전화를 걸거나 문자를 보낸다,전화를 받았다
46,그는 전화 한 통을 받았다,전화를 받았다,중요한 소식을 들었다,기쁨에 미소 짓다,놀랐다
47,그는 더 높이 올라갔다,위험을 감수했다,눈부신 전망을 감상했다,더 멋진 전망을 감상한다,더 큰 용기를 얻었다
48,그는 이발이 필요했다,이발사 가게를 찾아갔다,이발사에게 예약을 했다,이발사에게 예약을 잡다,머리를 깎았다
49,그는 지갑을 집에 두고 왔다,친구에게 돈을 빌렸다,다시 돌아가야 했다,돈을 빌려 달란다,다시 돌아가야 했다
50,그는 목록을 잊어버렸다,놀랐다,다시 확인하기로 했다,다시 한 번 기억해내려고 노력한다,마트를 다시 방문했다
51,그는 페이지를 넘겼다,책을 계속 읽었다,다음 장을 읽기 시작했다,책을 계속 읽다,책을 읽었다
52,그는 도넛도 먹었다,즐거운 시간을 보냈다,당뇨병이 생겼다,달콤한 디저트를 즐긴다,배가 부르다고 말했다
53,그는 그것을 학교에 가져왔다,친구들과 나누고 싶어서 자랑했다,친구들과 나눠 먹었다,친구들과 공유한다,새로운 책을 읽었다
54,그는 좋아하는 사람에게 물어봤다,기대감으로 가득 찼다,긍정적인 대답을 받았다,그의 마음을 열었다,데이트를 잡았다
55,그는 자신을 인식했다,자신을 받아들였다,변화를 시작했다,자기를 받아들인다,자기 자신을 받아들였다
56,그는 새 옷을 구입했다,자신감을 얻었다,자신감이 생겼다,자신감 있게 걸어다닌다,자신을 칭찬했다
57,그는 모든 인형을 외웠다,인형을 모두 정리했다,자랑스러워했다,놀란 눈으로 칭찬을 받다,놀라웠다
58,그는 훨씬 좋아 보였다,자신의 삶에 대해 만족했다,피곤했다,휴가를 즐기다,웃었다
59,그는 요리하고 싶어 하지 않았다,외식을 하려고 했다,배달 음식을 시켰다,외식을 한다,요리에 관심이 없었다
60,그는 새 자전거를 구입했다,자전거를 타고 즐거운 시간을 보냈다,자전거 타기를 즐겼다,즐거워한다,행복해 보였다
61,그는 목줄을 사용했다,개를 산책시켰다,개를 산책시켰다,강아지를 산책시킨다,강아지를 산책시켰다
62,그는 커피를 주문했다,카페에서 커피를 기다렸다,카페에서 앉아 기다렸다,카페인을 섭취한다,카페인 중독자처럼 보였다
63,그는 태클을 당했다,일어나서 다시 도전했다,넘어졌다,넘어진다,넘어졌다
64,그는 그녀에게 몸을 기울였다,그녀를 안아주었다,그녀를 지켜주었다,그녀의 이야기에 집중한다,사랑에 빠졌다
65,그는 오른쪽으로 향했다,왼쪽으로 돌아갔다,그의 목적지로 향했다,왼쪽을 봐서 길을 확인한다,차를 운전했다
66,그는 배심원 의무를 위해 소환되었다,법에 따라 의무를 이행했다,법정에 출석했다,법정에 출석한다,법정에서 시간을 보냈다
67,그는 자신을 과시했다,주변 사람들의 주목을 받았다,남들로부터 칭찬을 받았다,자만심을 갖다,새로운 자동차를 샀다
68,그는 쿠키도 만들었다,친구들과 함께 즐거운 시간을 보냈다,친구들을 초대했다,오븐에서 구워진 따뜻한 쿠키를 먹다,디저트를 만들었다
69,그는 유치원에 입학했다,새로운 친구들을 사귀었다,새로운 친구들을 사귀었다,새로운 친구들을 사귄다,새로운 친구를 사귀었다
70,그는 구걸하러 갔다,다른 방법으로 돈을 벌어야 했다,돈을 받았다,돈을 요청한다,돈을 모았다
71,그는 면도를 중단했다,수염을 기르기 시작했다,수염을 기르기 시작했다,수염이 자란다,수염이 자랐다
72,그는 약속을 잡았다,약속을 지키려고 노력했다,시간을 맞췄다,일정을 조정한다,시계를 쳤다
73,그는 스스로 일을 자초했다,자기 자신을 돌아볼 기회를 가졌다,후회했다,새로운 시작을 한다,자신의 삶을 망쳤다
74,그는 방과 후 축구를 했다,피곤해서 집에 가려고 했다,친구들과 함께 시간을 보냈다,운동을 즐긴다,땀을 흘렸다
75,그는 그 의미를 설명했다,모호한 부분을 명확히 했다,이해받았다,모든 것을 명확하게 풀어서 설명한다,이해했다
76,그는 처음 이발을 했다,신뢰할 만한 이발사를 찾아보았다,머리가 가볍게 느껴졌다,머리를 깎다,자신의 머리를 깎았다
77,그는 온몸에 흘리고 있었다,물을 많이 마셨다,씻었다,씻는 것이 필요하다,땀을 흘렸다
78,그는 드디어 도착했다,일어나자마자 휴식을 취했다,여행을 시작했다,안도의 한숨을 내쉰다,기뻐했다
79,그는 그녀를 죽음으로 이끌었다,자신의 행동에 대해 후회했다,살인자로 지목되었다,범죄자로 체포된다,그녀를 끌어안았다
80,그는 그녀를 만나러 갔다,그녀를 기다렸다,신발을 닦았다,신중하게 옷을 골라 입다,예쁜 옷을 입었다
81,그는 2013년에 캠브리지로 이사했다,영국에서 새로운 삶을 시작했다,영국에서 새로운 삶을 시작했다,새로운 도시에서 삶을 시작한다,대학에 입학했다
82,그는 그녀의 턱을 꽉 움켜쥐었다,폭력을 저지르고 있다,그녀를 놓지 않았다,폭력적인 행동을 취한다,화를 내며 소리쳤다
83,그는 어젯밤 피자를 다 먹었다,배가 부른 상태였다,배가 아프다고 느꼈다,배가 아프다,배가 부르다고 말했다
84,그는 고양이 알레르기가 있었다,고양이와 가까이 다가가지 않았다,고양이를 피했다,고양이와 가까이 다가가지 않다,재채기를 했다
85,그는 마침내 먹이를 찾았다,만족한 표정으로 먹이를 먹었다,만족했다,기뻐한다,배고파했다
86,그는 다리를 삐끗했다,의료진에게 도움을 요청했다,의사에게 도움을 요청했다,의사에게 진료를 받다,아프게 웃었다
87,그는 내 머리를 때렸다,화를 내지 않았다,사과했다,사과한다,미친듯이 화를 내었다
88,그는 그녀를 죽이러 갔다,범죄를 저질렀다,범죄자가 되었다,범죄를 저지르다,살인을 계획했다
89,그는 제시간에 집에 도착했다,가족들과 함께 저녁 식사를 했다,안도의 한숨을 쉬었다,교통체증을 피한다,택시를 탔다
90,그는 저녁을 먹었다,배를 달랐다,배가 부르다고 느꼈다,배가 부르고 만족스러운 식사를 했다,배를 만지작거렸다
91,오늘은 그녀의 마지막 날였다,가족과 함께 시간을 보냈다,이별을 위한 선물을 준비했다,그녀에게 작별 인사를 한다,울었다
92,그는 그녀가 그럴 거라고 했다,놀랐다,놀랐다,옳았다는 것을 입증한다,미소를 지었다
93,그는 수상한 냄새를 맡았다,주변을 살펴보았다,주변을 살펴보았다,주변을 살펴본다,코를 찡그리며 냄새를 맡았다
94,그는 엄마에게 선물했다,엄마가 감동해서 눈물을 흘렸다,엄마가 기뻐하는 것을 보았다,엄마의 표정을 본다,꽃다발을 받았다
95,그는 금반지를 발견했다,보물을 찾은 것 같았다,기뻐했다,기뻐한다,소리를 질러 기쁨을 표현했다
96,그는 캠프파이어를 시작했다,주변에 나무를 모았다,나무를 모았다,나무를 꺼내어 불을 피운다,나무를 모았다
97,그는 보고서를 작성했다,문서를 검토했다,칭찬을 받았다,자료를 조사하고 분석한다,늦게까지 일했다
98,그는 '펑'하는 소리를 들었다,주변을 둘러봤다,놀랐다,깜짝 놀란다,깜짝 놀랐다
99,그는 깜짝퀴즈를 출제했다,웃음을 터뜨렸다,모두의 주목을 받았다,모두에게 상품을 준다,모두를 놀라게 했다
100,그는 강아지를 찾았다,그를 안아주고 키스를 했다,기뻐했다,강아지를 안아준다,기뻐했다
101,그는 고양이를 좋아했다,고양이를 키웠다,자주 고양이 모래를 청소했다,고양이를 키운다,고양이를 입양했다
102,그는 하루 종일 게임을 했다,시간을 낭비했다,시력이 나빠졌다,현실에서 벗어난다,시력이 점점 나빠졌다
103,그는 나중에 질문했다,이해했는지 확인했다,이미 결정되어 있던 일이었다,이미 끝난 일에 대해 궁금해 한다,당황했다
104,그는 지갑을 돌려받았다,기뻐서 감사의 표시를 했다,감사의 표시를 했다,감사의 표시를 하고 상대방에게 감사 인사를 한다,기뻐했다
105,그는 그것을 학교에 가져갔다,선생님께 보여주었다,친구들의 호기심을 자극했다,친구들과 공유한다,책가방이 무거워 보였다
106,그는 무릎을 다쳤다,병원에 갔다,병원에 가야했다,의사에게 진료를 받다,걷기를 포기했다
107,그는 갑자기 기억이 났다,놀랐다,환한 미소를 지었다,환한 미소를 지으며 기쁨을 표현한다,미소를 지었다
108,그는 아이와 함께 놀 수 있었다,아이와 함께 즐거운 시간을 보냈다,행복했다,즐거운 시간을 보낸다,웃었다
109,그는 처음에는 어떻게 해야 할지 몰랐다,도움을 요청했다,조언을 구했다,조언을 구한다,주저했다
110,그는 심지어 케이크도 만들었다,친구들과 함께 파티를 열었다,요리에 소질이 있다,친구들과 함께 파티를 한다,요리를 배웠다
111,그는 손을 들었다,주의를 끌기 위해 손을 들었다,말을 시작했다,질문을 하거나 주의를 요청한다,질문에 대한 정확한 답을 알고 있었다
112,그는 입을 적셨다,물을 마셨다,물을 마셨다,물을 마신다,입술이 붓었다
113,그는 새 고양이를 입양했다,새로운 가족 구성원을 환영했다,행복해 보였다,돌봄과 사랑을 준다,행복해 보였다
114,그는 정리를 잘했다,칭찬을 받았다,칭찬을 받았다,주변이 깔끔해진 것을 즐긴다,방을 깨끗이 청소했다
115,그는 그 높이에서 더 크고 무거워 보였다,더욱 굳건하게 서 있었다,위험을 감수해야 했다,아래 있는 사람들을 조용히 지켜본다,더 강력해 보였다
116,그는 눈물이 날 지경였다,감정을 억누르려 했다,안도의 눈물을 흘렸다,가슴을 쥐어짠다,가슴이 아팠다
117,그는 놀고 싶지 않아 했다,책을 읽었다,집에서 책을 읽었다,집에서 혼자 시간을 보낸다,심심해 보였다
118,그는 평화롭게 잠을 잤다,꿈 속에서 모험을 즐겼다,다음 날 아침에 상쾌하게 일어났다,꿈 속에서 모험을 한다,꿈에서 모험을 떠나는 것 같았다
119,그는 종이에 물감을 묻혔다,종이를 버렸다,색칠하기 시작했다,색칠한다,예술 작품을 만들었다
120,그는 칠면조를 넣었다,칠면조 요리법을 찾아서 요리했다,요리하는 것을 즐겼다,요리를 시작한다,요리를 실패했다
121,그는 다시 전화를 받았다,전화를 받았다,기쁨에 미소를 지었다,기쁨에 미소 짓다,기뻐했다
122,그는 눈사람을 만들었다,눈사람을 만들었다,어린이들과 함께 즐거운 시간을 보냈다,눈으로 덮인 땅에서 놀기 시작한다,눈이 얼어붙었다
123,그는 결국 쓰러졌다,의료진에게 도움을 요청했다,의료진에 의해 치료를 받았다,의료진에 의해 치료를 받다,너무 많은 약을 복용했다
124,그는 곧 집으로 돌아갔다,피로한 몸을 이끌고 집으로 돌아갔다,가방을 챙겼다,가족과 함께 시간을 보낸다,빠르게 걸었다
125,그는 새 보트를 구입했다,바다로 나가 보트를 탔다,바다 여행을 계획했다,호수에 나가 보트를 탄다,감격했다
126,그는 쇼핑하러 가고 싶다고 했다,친구들을 만나러 가자고 제안했다,온라인으로 쇼핑을 시작했다,옷을 사러 나간다,옷장을 정리했다
127,그는 소파에서 낮잠을 자고 있었다,잠이 깼다,깨어나서 졸음이 싹 사라졌다,피곤함을 달랜다,피곤해서 졸렸다
128,그는 혼자서 저녁을 먹었다,조용한 시간을 즐겼다,조용한 시간을 보냈다,조용한 시간을 가졌다,외식을 즐겼다
129,그는 잠이 들었다,꿈을 꾸었다,꿈을 꾸었다,꿈을 꾼다,책을 읽었다
130,그는 술을 너무 많이 마셨다,음주운전을 하지 않도록 택시를 불렀다,숙취에 시달렸다,정신을 차린다,술에 취했다
131,그는 매일 아침 눈을 떴다,일어났다,새로운 하루를 시작했다,새로운 하루를 맞이한다,기쁨을 느꼈다
132,그는 그녀의 셔츠 단추를 풀었다,그녀에게 도움을 요청했다,놀랐다,그녀에게 로맨틱한 제스처를 보인다,그녀에게 미소를 짓다
133,그는 새 타이어가 필요했다,차고에 들어가 새 타이어를 교체했다,근처 자동차 수리점을 찾아갔다,자동차 수리점을 방문한다,자동차를 수리했다
134,그는 자신의 알람을 설정했다,일어나서 일상을 시작했다,일어나서 샤워를 했다,일어나기 싫어한다,일어나서 샤워를 했다
135,그는 선택의 폭을 좁혔다,결정을 내렸다,결정을 내렸다,더 쉽게 결정을 내린다,새로운 일자리를 찾아 헤맸다
136,그는 직원을 해고했다,새로운 직원을 고용했다,새로운 직원을 고용했다,다른 직원들의 불만을 듣다,무덤을 파었다
137,그는 발진이 생겼다,피부과를 방문하여 치료를 받았다,약을 바르려고 했다,약을 바른다,피부에 가려움증을 느꼈다
138,그는 집에 가서 옷을 갈아입어야 했다,회의에 참석해야 했다,서둘러 집으로 향했다,빠른 속도로 집으로 달려간다,빨리 달렸다
139,그는 정말 착해 보였다,진실을 말했다,사람들에게 인기가 많았다,주변 사람들에게 친절한 행동을 한다,자선을 했다
140,그는 알림을 받았다,알림을 확인했다,긴장했다,스마트폰을 확인한다,놀라워했다
141,그는 아버지와 함께 낚시하러 갔다,좋은 시간을 보냈다,휴식을 취했다,가족과의 소중한 시간을 보낸다,행복한 미소를 지었다
142,그는 아기를 안고 있었다,아기를 안전하게 다루었다,아기가 잠들지 않도록 흔들었다,아기를 삼켜버리는 것을 막기 위해 주의 깊게 움직인다,행복해 보였다
143,그는 기분이 나빠지기 시작했다,"기분이 나빠지기 시작했을 때, 그는 조용히 자리를 떠났다",집에 일찍 돌아갔다,주변 사람들에게 영향을 미친다,화를 내었다
144,그는 새집을 지었다,새로운 시작을 했다,이사를 했다,새로운 가구를 구입한다,기쁨에 춤을 추었다
145,그는 새 정장을 구입했다,자신감 있게 새로운 모습을 선보였다,자신감이 넘쳤다,자신감 있게 걷다,자신의 옷장을 정리했다
146,그는 부딪혔다,다치지 않았다,아프게 다쳤다,사고 보험을 청구한다,아프게 되었다
147,그는 퇴근길에 커피를 사서 마셨다,졸음이 쫓아왔다,기분이 좋아졌다,활기찬 에너지를 얻다,졸음이 오기 시작했다
148,그는 생일 파티가 있었다,친구들과 함께 축하를 받았다,친구들과 즐거운 시간을 보냈다,친구들과 함께 축하한다,케이크를 잘랐다
149,그는 암매장 당했다,경찰에 신고했다,병원에 급히 실려갔다,의료진에게 치료를 받다,눈에 띄게 변했다
150,그는 파트타임으로 일하고 있었다,전체 시간으로 일하게 되었다,학업에 집중할 수 있었다,학업과 병행한다,피곤했다
151,그는 자기도 모르게 자신에게 해가 되는 일을 했다,자기를 돌아보고 반성했다,후회했다,나쁜 습관을 만들어 간다,자신에게 해가 되는 일을 했다
152,그는 이제 자야 했다,침대에 누웠다,잠이 들었다,잠이 들기 위해 이불을 덮다,졸음을 참았다
153,그는 깁스를 해야 했다,상처가 아프다고 불평했다,운동을 삼가야 했다,일상생활에서 제약을 받다,걷기 어려워 했다
154,그는 하루를 시작했다,샤워를 하고 아침 식사를 했다,샤워를 했다,새로운 기회를 가지고 있다,커피를 마셨다
155,그는 새 드레스를 입었다,자신감 있게 걸었다,자신감에 넘쳤다,자신을 더 아름답게 느낀다,자신있게 걸었다
156,그는 어느 날 배고픔을 느꼈다,식사를 하러 식당에 갔다,식사를 준비했다,냉장고를 열어 음식을 찾다,냉장고를 열었다
157,그는 새 집으로 이사했다,새로운 이웃들과 친해지려고 노력했다,이사 준비를 마쳤다,집안 꾸미기를 시작한다,새로운 시작을 했다
158,그는 깁스를 하고 있었다,다리를 다치고 있었다,걷기가 어려웠다,다리를 다쳤다,걷지 못했다
159,그는 그녀의 어깨를 두드렸다,그녀를 위로했다,그녀가 깨어났다,그녀에게 위로의 메시지를 전한다,그녀를 위로했다
160,그는 양쪽을 동시에 지지했다,중립적인 입장을 취했다,중립적인 입장을 취했다,중립을 유지한다,두 마리 토끼를 동시에 잡았다
161,그는 전봇대에 부딪혔다,구조물에 부딪힌 것을 확인하고 상처를 살펴봤다,다리를 다쳤다,몸이 아프다고 외친다,다리를 다쳤다
162,그는 그것을 학교에 입고 다녔다,교사에게 혼이 났다,친구들로부터 칭찬을 받았다,자신의 취향을 표현한다,자랑스럽게 웃었다
163,그도 케이크를 먹었다,케이크를 즐겼다,배가 부르다고 말했다,달콤한 맛을 즐긴다,축하를 받았다
164,그는 밤에 잠을 잤다,꿈을 꾸었다,다음날 활기차게 일어났다,다음 날 아침에 상쾌하게 일어난다,피곤했다
165,그는 팔을 들어 올렸다,승리를 선언했다,주의를 요청했다,사람들의 관심을 끈다,승리를 선언했다
166,그는 실수로 노크를 했다,죄송하다고 말했다,사과했다,사과한다,문을 열었다
167,그는 구취가 심했다,샤워를 하러 갔다,칫솔을 이용해 입을 닦았다,샤워를 한다,샤워를 했다
168,그는 새로운 일을 시작했다,새로운 가능성을 열었다,설레임을 느꼈다,기대와 두려움을 느낀다,열정적으로 일했다
169,그는 내비게이션에 도움을 요청했다,길을 찾았다,목적지에 빠르게 도착했다,길을 잃지 않다,길을 잃었다
170,그는 총을 들고 목표물을 공격했다,범죄를 저질렀다,범죄자로 체포되었다,범죄를 저지르다,살인을 저질렀다
171,그는 호텔을 찾았다,숙소를 예약했다,객실을 예약했다,숙소를 예약한다,지도를 들고 다녔다
172,그는 성인이 되었다,더 많은 책임을 져야 했다,더 많은 책임을 져야 했다,자유롭게 술을 마신다,책임감을 갖고 행동했다
173,그는 자전거를 타고 집으로 돌아갔다,집에 도착했다,상쾌한 바람을 맞았다,운동을 하다,피곤하게 되었다
174,그는 남편에게 문자를 보내었다,빠른 답변을 기다렸다,답변을 기다렸다,연인과 소통한다,미소를 지었다
175,그는 전화번호를 교환했다,연락을 기다렸다,연락을 기다렸다,연락을 기다린다,웃었다
176,그는 경적을 울렸다,주변을 살펴 안전한지 확인했다,주변 사람들에게 시끄러움을 미안해했다,주변 사람들의 시선을 받다,급히 도로를 가로질러 달렸다
177,그는 꽤 멋져 보였다,자신감 있게 걸었다,자신에게 자신감을 느꼈다,자신에게 자신감을 가진다,자신감 넘쳤다
178,그는 하루를 마무리했다,잠자리에 들었다,피곤해서 즉시 잠에 빠졌다,잠을 잔다,목욕을 하고 잠잤다
179,그는 마침내 그녀를 찾았다,안도의 한숨을 쉬었다,안도의 한숨을 내쉬었다,안심한다,행복해했다
180,그는 데이트를 원했다,꽃다발을 사 주었다,여자친구에게 연락했다,연락처를 물어본다,꽃다발을 사줬다
181,그는 갈등에 휘말렸다,해결책을 찾기 위해 노력했다,고민에 빠졌다,상황을 진정시키려고 노력한다,어려운 결정을 내렸다
182,그는 팝콘을 먹었다,영화를 보았다,영화를 보러 갔다,팝콘을 먹다,영화를 보고 싶었다
183,그는 좋아하는 TV 프로그램을 시청했다,휴식을 취했다,행복했다,편안한 시간을 보낸다,늦게까지 깨어 있었다
184,그는 집에 안전하게 도착했다,문을 잠갔다,안도의 한숨을 내쉬었다,마음이 안정된다,안도의 눈빛을 보였다
185,그는 더 나은 직장을 찾았다,이직했다,기뻐했다,이직 준비를 한다,이직을 했다
186,그는 현금이 좀 필요했다,은행에서 대출을 신청했다,은행에 갔다,은행에 가서 대출을 신청한다,은행에 갔다가 현금을 찾았다
187,그는 응급실에 가야 했다,즉시 응급실에 가서 의료진의 도움을 받았다,심장 마비로 인한 긴급 수술을 받았다,심장이 빠르게 뛴다,심장이 멎었다
188,그는 치어리더가 되고 싶어 했다,춤을 배웠다,체력 단련을 시작했다,체력 단련을 시작한다,춤을 추었다
189,그는 상황파악을 하지 못한 채 놀고 있었다,문제가 생길 것을 예상하지 못했다,큰일이 벌어졌다,문제가 발생했을 때 당황한다,실수를 저질렀다
190,그는 거부당했다,자신의 감정을 표현했다,실망했다,실망한다,사랑을 고백했다
191,그는 얼굴을 맞았다,피를 닦았다,분노했다,분노를 느낀다,분노했다
192,그는 상사에게 사과했다,책임을 인정했다,용서를 받았다,실수를 인정한다,실수를 인정했다
193,그는 내일 큰 시험이 있었다,밤새 공부했다,밤새 공부했다,밤을 샌다,밤새 공부했다
194,그는 선풍기를 구입했다,시원한 바람을 쐈다,더 시원한 여름을 보낼 수 있었다,시원한 바람을 맞다,시원한 바람을 맞았다
195,그는 새 옷장을 구입했다,옷장을 정리했다,옷장을 정리했다,옷장을 정리한다,옷장을 정리했다
196,그는 친구들을 초대했다,파티를 열었다,파티를 준비했다,파티를 열었다,파티를 열었다
197,그는 선물을 받았다,감사 카드를 보냈다,감동했다,감사 인사를 한다,기뻐했다
198,그는 장난감을 찾았다,어린이들에게 주었다,기뻐했다,기뻐한다,기뻐했다
199,그는 청소를 도와줬다,가족들에게 칭찬을 받았다,뿌듯해했다,환경을 깨끗이 한다,칭찬을 받았다
200,그는 내 부모님께 물어봤다,도움을 요청했다,현명한 조언을 얻었다,현명한 조언을 얻다,결정을 내렸다
201,그는 데이트 상대를 찾았다,온라인 데이트 앱을 사용했다,온라인 앱을 이용했다,온라인 데이팅 앱을 이용한다,온라인 앱을 사용했다
202,그는 집에 가야 했다,차를 타고 집에 돌아갔다,바로 나가려 했다,가방을 챙긴다,일찍 떠났다
203,그는 주스를 엎질렀다,바닥을 닦았다,바닥을 닦았다,바닥을 닦다,화를 냈다
204,그는 성을 변경했다,신분증을 갱신했다,신분증을 갱신했다,새로운 신분증을 받다,신분을 숨겼었다
205,그는 그것을 부모님에게 보여주기도 했다,칭찬을 받았다,칭찬을 받았다,자랑한다,자랑스러운 일을 했다
206,그는 환불을 요구했다,돈을 돌려받았다,구매한 물건을 다시 돌려주었다,상점으로 제품을 반납한다,불만을 토로했다
207,그는 동물원에 사탕을 가져다줬다,"동물원에서 사탕을 먹이긴 했지만, 동물들에게는 안전한 음식을 주는 것이 중요하다",동물들의 친구가 되었다,동물들을 기쁘게 한다,동물들에게 사탕을 주었다
208,그는 그녀에게 원하는대로 할 수 있게 했다,그녀의 요구에 따를 것이다,그녀의 신뢰를 얻었다,그녀의 의견을 존중한다,그녀를 놀라게 했다
209,그는 밤에 잠이 들었다,꿈을 꾸었다,꿈을 꾸었다,꿈을 꾼다,잠을 청했다
210,그도 그것을 원했다,다른 사람들의 의견을 듣고 싶어했다,결국 노력했다,열심히 일한다,눈을 감았다
211,그는 소총을 발사했다,경찰에 신고했다,귀가 아팠다,주변을 위협한다,귀를 막았다
