,input,A,B,B2,B3
19,그는 밤에 잠을 잘 이루지 못했다,스트레스와 불안으로 인해 잠을 이루지 못했다,스트레스를 풀다,스트레스 없이 편안한 수면이었다,평화로운 마음을 갖다
20,그는 새로운 기술을 배웠다,더 나은 직업을 얻다,미래에 유용하게 사용하다,미래에 대비한다,미래를 위해 더 나은 직업을 얻다
21,그는 황금알을 낳는 거위를 죽였다,부자가 되다,더 많은 돈을 얻다,모든 것을 한 번에 얻다,부자가 되다
22,그는 대학에 지원했다,미래를 위해 더 나은 교육을 받다,미래를 위한 교육을 받다,미래를 위해 교육을 받다,미래를 위한 교육을 받다
23,그는 홀인원을 기록했다,자신의 능력을 입증하다,우승하다,골프를 잘 친다,우승
24,그는 방과 후 친구들과 농구를 했다,스트레스를 풀다,스트레스를 풀다,스트레스를 풀고 즐거운 시간을 보낸다,스트레스를 푸다
25,그는 곧 기분이 나아질 겄다,희망을 가지다,긍정적으로 생각하다,긍정적인 변화를 느끼는 것이기 때문이다,휴식을 취하다
26,그는 커피를 머그잔에 마셨다,일어난 일이나 상황에 대해 활기를 얻다,일어나기 위해 에너지를 얻다,여유로운 시간을 보낸다,새로운 카페를 발견하다
27,그는 엔진을 망가뜨렸다,차를 고치다,자동차를 고치다,차를 고치는 돈을 벌다,빠른 속도를 경험하다
28,그는 새로운 새끼 고양이를 얻었다,동물을 키우다,반려동물을 키우다,동물을 키운다,반려동물을 키우다
29,그는 과거는 과거로 뒀다,새로운 시작을 하다,미래에 집중하다,미래에 집중한다,새로운 시작
30,그는 새 기타를 구입했다,음악을 더 잘하다,음악을 연주하다,음악을 연주한다,음악을 배우다
31,그도 노력했다,성취하다,성공,성공한다,좋은 성적을 받다
32,그는 시간을 가졌다,자신의 일정을 계획하다,잘 생각해보다,취미를 즐긴다,평화롭게 살다
33,그는 애완동물을 허용했다,동물과 함께 생활하다,집에서 즐겁게 지내다,더 행복한 삶을 살다,외로움을 달래다
34,그는 휴대폰을 받았다,업무나 소셜 미디어를 확인하다,연락하다,소통한다,연락을 받다
35,그는 C를 받았다,열심히 하지 않았다,시간을 절약하다,학교를 졸업한다,공부를 게을리하다
36,그는 TV를 구입했다,즐거운 시간을 보내다,새로운 시청 경험,편안하게 집에서 영화나 드라마를 즐긴다,최신 기술을 경험하다
37,그는 다리를 심하게 다쳤다,건강을 회복하다,스포츠에서 뛰어난 성적을 거두다,스포츠를 즐긴다,빨리 가다
38,그는 그녀의 바지에 오줌을 쌌다,자신을 감추다,본능적으로 그렇게 행동하다,볼만한 장난을 한다,화장실을 가다
39,그는 찾을 수 없었다,숨다,그는 숨었다,숨어 있다,평화를 찾다
40,그는 곧 나아질 겄다,희망을 가져보다,회복,건강해진다,행운을 빌었다
41,그는 새 카메라를 구입했다,새로운 취미를 즐기다,사진을 찍다,새로운 취미를 시작한다,사진을 찍다
42,그는 어젯밤부터 시작했다,새로운 취미를 찾다,새로운 취미를 찾다,새로운 취미를 찾다,건강한 삶을 살다
43,그는 강아지를 키우고 싶다고 했다,외로움을 덜다,외로움을 덜기 위해 동반자가 필요했다,충실한 동반자가 필요했기 때문이다,외로움을 달래다
44,그는 등산했다,자연 속에서 시간을 보내다,자연 속에서 휴식을 취하다,자연 속에서 휴식한다,자연 속에서 평화를 느끼다
45,그는 휴대폰을 가지고 있었다,연락을 유지하다,그는 통화를 하다,언제든지 연락할 수 있다,연락을 받다
46,그는 전화 한 통을 받았다,친구와 소통하다,친구들과 대화를 나누다,소식을 듣다,도움을 받다
47,그는 더 높이 올라갔다,목표를 이루다,경치를 감상하다,더 멋진 전망을 감상한다,세계를 보다
48,그는 이발이 필요했다,외모를 정리하다,머리를 정리하다,깔끔하게 보인다,긴 머리
49,그는 지갑을 집에 두고 왔다,돈을 절약하다,가벼운 산책,가볍게 나간다,가벼운 산책
50,그는 목록을 잊어버렸다,할 일이 너무 많아서 잊어버렸다,서둘러 집을 나가다,모든 것을 완벽하게 기억한다,짐을 싸다
51,그는 페이지를 넘겼다,이야기를 계속 읽다,이야기의 끝을 알다,책을 끝까지 읽다,이야기를 빨리 알고 싶다
52,그는 도넛도 먹었다,달콤한 것을 먹다,달콤한 것을 먹다,달콤한 것을 먹다,달콤한 것을 먹다
53,그는 그것을 학교에 가져왔다,자랑하다,친구들과 공유하다,친구들과 공유한다,자신의 새로운 장난감을 자랑하다
54,그는 좋아하는 사람에게 물어봤다,그의 마음을 털어놓다,관심을 표현하다,그의 마음을 털어놓다,방향을 찾다
55,그는 자신을 인식했다,자아를 이해하다,자기 자신을 이해하다,내면의 평화를 찾다,자신의 장점을 알다
56,그는 새 옷을 구입했다,자신을 더 멋지게 보이다,스타일을 바꾸다,스타일을 바꾼다,스타일을 바꾸다
57,그는 모든 인형을 외웠다,자신의 기억력을 향상시키다,기억력을 향상시키다,자신의 기억력을 향상시킨다,더 재미있는 방법을 찾다
58,그는 훨씬 좋아 보였다,자신을 더 나은 상태로 보이다,새로운 옷을 사다,헤어스타일을 바꾸었기 때문이다,적극적으로 일하다
59,그는 요리하고 싶어 하지 않았다,그는 피곤했다,배달 음식을 시키다,누군가가 대신 요리를 해주길 원했기 때문이다,휴식
60,그는 새 자전거를 구입했다,자전거 타는 취미를 다시 시작하다,더 빠르게 이동하다,빠른 속도로 돌아다닌다,빠른 이동수단
61,그는 목줄을 사용했다,애완견을 안전하게 산책시키다,반려견을 안전하게 산책시키다,애완견과 산책한다,개를 훈련하다
62,그는 커피를 주문했다,졸음을 달래다,졸음을 달래다,졸음을 깨운다,친구와 이야기하다
63,그는 태클을 당했다,상대방을 화나게 하다,경쟁에서 이기다,경쟁에서 이긴다,승리하다
64,그는 그녀에게 몸을 기울였다,그녀를 돕다,그녀의 이야기를 잘 듣다,그녀와 더 가까이 다가간다,그녀를 돕다
65,그는 오른쪽으로 향했다,그는 목적지가 오른쪽에 있다,정해진 길을 따라가다,목적지에 도착한다,목적지로 향하다
66,그는 배심원 의무를 위해 소환되었다,사회적 의무를 이행하다,공정한 재판,공정한 사회를 위해 기여한다,정의를 위해 일하다
67,그는 자신을 과시했다,자신의 능력을 인정받다,주목받다,인정받다,주목받다
68,그는 쿠키도 만들었다,간식을 먹다,달콤한 간식을 먹다,달콤한 간식을 먹다,달콤한 간식을 먹다
69,그는 유치원에 입학했다,새로운 친구를 사귀다,친구들과 함께 놀다,친구들과 함께 놀고 배운다,친구를 사귀다
70,그는 구걸하러 갔다,생계를 유지하다,돈을 벌다,돈을 벌어 살아남다,돈을 얻다
71,그는 면도를 중단했다,수염을 기르다,수염을 기르다,수염을 길러본다,수염을 기르다
72,그는 약속을 잡았다,다른 사람과 시간을 보내다,친구들과 만나다,친구들과 다시 만난다,친구들과 시간을 보내다
73,그는 스스로 일을 자초했다,더 나은 삶을 원했다,독립적으로 살다,독립적으로 살아간다,자유를 얻다
74,그는 방과 후 축구를 했다,운동을 즐기다,친구들과 즐거운 시간을 보내다,운동을 즐긴다,친구들과 시간을 보내다
75,그는 그 의미를 설명했다,이해되지 않는 부분을 명확하게 하다,오해를 풀다,오해를 풀고 싶었기 때문이다,자신의 입장을 명확히 하다
76,그는 처음 이발을 했다,새로운 모습으로 변화하다,머리를 정리하다,새로운 모습으로 변한다,새로운 모습
77,그는 온몸에 흘리고 있었다,그는 땀을 식히다,운동하다,시원한 물을 마신다,시원한 물
78,그는 드디어 도착했다,목적지에 도착하다,집으로 돌아가다,목적지에 간다,휴식
79,그는 그녀를 죽음으로 이끌었다,그녀를 소유하다,자신의 이익을 위해 그녀를 제거하다,그녀와 함께 영원한 사랑을 함께한다,그녀를 자유롭게 하다
80,그는 그녀를 만나러 갔다,그녀를 다시 보다,사랑을 표현하다,그녀와 함께 시간을 보내는 것이기 때문이다,그녀와 함께 시간을 보내다
81,그는 2013년에 캠브리지로 이사했다,미국에서 공부하다,더 나은 교육,더 나은 교육을 받다,영어를 잘 배우다
82,그는 그녀의 턱을 꽉 움켜쥐었다,그는 그녀를 위협하다,그녀의 시선을 돌리다,그녀가 자기 말을 듣도록 한다,그녀를 붙잡다
83,그는 어젯밤 피자를 다 먹었다,배가 고팠다,배가 고팠다,배가 고팠기 때문이다,배고픔을 해소하다
84,그는 고양이 알레르기가 있었다,고양이와 함께 살다,고양이를 키우기를 원하지 않았다,강아지를 입양한다,고양이를 키우다
85,그는 마침내 먹이를 찾았다,배고픔을 해소하다,배고픔을 해소하다,배고픔을 해소한다,배고픔을 해소하다
86,그는 다리를 삐끗했다,운동을 그만두다,스포츠를 하다,스포츠를 하지 않다,더 높이 뛰다
87,그는 내 머리를 때렸다,분노했다,화를 풀다,나에게 분노를 표현한다,분노를 풀다
88,그는 그녀를 죽이러 갔다,그녀를 죽이다,복수하다,그녀의 존재를 없앤다,복수하다
89,그는 제시간에 집에 도착했다,가족과 함께 저녁식사를 하다,저녁 식사를 함께 하다,저녁 식사를 가족과 함께 한다,빨리 집에 가다
90,그는 저녁을 먹었다,배고팠다,그는 배가 고팠다,배를 채운다,배가 고팠다
91,오늘은 그녀의 마지막 날였다,이별하다,다음 주에 새 직장에서 일하다,평화롭게 쉰다,평화롭게 죽다
92,그는 그녀가 그럴 거라고 했다,그녀를 이해하다,자신의 말을 믿다,자신의 말이 맞다는 것을 증명한다,사과를 받다
93,그는 수상한 냄새를 맡았다,주변 환경에 대해 걱정했다,불쾌한 상황을 피하다,주변 상황을 조사한다,새로운 요리를 시식하다
94,그는 엄마에게 선물했다,엄마를 기쁘게 하다,그녀를 기쁘게 하다,감사받다,엄마를 기쁘게 하다
95,그는 금반지를 발견했다,부자가 되다,부자가 되다,부자가 된다,부자가 되다
96,그는 캠프파이어를 시작했다,자연 속에서의 경험을 즐기다,따뜻함,친구들과 함께 어울린다,따뜻한 분위기
97,그는 보고서를 작성했다,성과를 얻다,진정한 정보를 전달하다,업무를 완료한다,승진
98,그는 '펑'하는 소리를 들었다,놀라웠다,폭죽을 터뜨리다,그의 신발이 터진 것을 확인하다,재미있는 소리를 듣다
99,그는 깜짝퀴즈를 출제했다,재미를 주다,사람들을 웃기다,친구들을 즐겁게 하고 싶었기 때문이다,친구들을 즐겁게 하다
100,그는 강아지를 찾았다,동물을 키우다,반려동물을 키우다,반려동물을 키운다,충실한 동반자
101,그는 고양이를 좋아했다,동물을 사랑하다,귀여움을 느끼다,사랑받다,애완동물을 키우다
102,그는 하루 종일 게임을 했다,즐거움을 느끼다,스트레스를 풀다,현실에서 벗어난다,쉬고 싶다
103,그는 나중에 질문했다,시간을 벌다,더 많은 정보를 얻다,더 많은 정보를 얻다,정확한 정보를 얻다
104,그는 지갑을 돌려받았다,다른 사람에게 도움이 되다,소중한 물건을 잃지 않다,잃어버린 돈을 되찾다,분실한 물건을 찾다
105,그는 그것을 학교에 가져갔다,다른 사람들과 나누다,선생님께 자랑하다,선생님께 자랑한다,새로운 연필
106,그는 무릎을 다쳤다,축구를 하다가 다쳤다,스키를 타다,농구를 한다,빠르게 내려가다
107,그는 갑자기 기억이 났다,과거에 대해 궁금해졌다,약속을 지키다,그의 친구의 생일을 기억한다,그녀를 다시 만나다
108,그는 아이와 함께 놀 수 있었다,아이와 즐거운 시간을 보내다,가족과 함께 시간을 보내다,가족과 시간을 보낸다,가족과 함께 시간을 보내다
109,그는 처음에는 어떻게 해야 할지 몰랐다,무엇을 선택해야 할지 몰랐다,경험을 쌓다,올바른 결정을 내린다,새로운 일을 시작하다
110,그는 심지어 케이크도 만들었다,특별한 날을 기념하다,달콤한 디저트를 먹다,그의 친구들과 함께 생일 파티를 즐긴다,달콤한 것
111,그는 손을 들었다,질문에 대한 답변을 하다,말을 하다,그의 의견을 표현한다,질문에 대답하다
112,그는 입을 적셨다,건강을 유지하다,맛있는 음식을 먹다,다른 사람들과의 대화를 즐긴다,더 많은 돈을 벌다
113,그는 새 고양이를 입양했다,외로움을 달래다,동반자,새로운 반려동물을 키운다,외로움을 달래다
114,그는 정리를 잘했다,집이 깔끔하다,깔끔한 집,깔끔한 환경에서 편안함을 느낀다,집이 깨끗하다
115,그는 그 높이에서 더 크고 무거워 보였다,자신감을 얻다,강하고 힘센 모습,다른 사람들보다 더 강인해 보인다,강인함
116,그는 눈물이 날 지경였다,슬픔을 감추다,상처를 치유하다,슬픔을 털어놓다,슬픔을 표현하다
117,그는 놀고 싶지 않아 했다,쉬고 싶지 않았다,일을 끝내다,더 많은 일을 해서 성공한다,휴식
118,그는 평화롭게 잠을 잤다,피곤해서 평화로운 잠을 자다,스트레스를 풀다,스트레스 없이 푹 쉰다,스트레스를 풀다
119,그는 종이에 물감을 묻혔다,창의적으로 무언가를 만들다,그는 예술 작품을 만들다,예술적인 표현을 한다,예술 작품을 만들다
120,그는 칠면조를 넣었다,특별한 요리를 해보다,맛있는 저녁,맛있는 요리를 만든다,매운 음식을 먹다
121,그는 다시 전화를 받았다,누군가와 연락하다,소식을 듣다,소중한 소식을 듣다,사랑하는 사람과 다시 만나다
122,그는 눈사람을 만들었다,눈사람을 만들다,겨울의 매력을 느끼다,겨울을 즐긴다,겨울을 즐기다
123,그는 결국 쓰러졌다,자신의 한계를 깨다,너무 힘들어하다,무리한 일을 하지 않다,승리
124,그는 곧 집으로 돌아갔다,가족을 보다,편안한 휴식,편안한 휴식을 취한다,피곤하다
125,그는 새 보트를 구입했다,바다 여행을 하다,바다에서 시간을 보내다,바다에서 낚시를 즐긴다,바다 여행을 즐기다
126,그는 쇼핑하러 가고 싶다고 했다,자신을 보상하다,그는 새로운 옷을 사다,새로운 옷을 산다,새로운 옷을 사다
127,그는 소파에서 낮잠을 자고 있었다,피로를 풀다,그는 피로를 풀다,피로를 풀고 쉰다,휴식을 취하다
128,그는 혼자서 저녁을 먹었다,혼자 조용한 시간을 가지다,조용한 시간,조용한 시간을 가진다,조용한 시간
129,그는 잠이 들었다,피곤했다,피곤함을 해소하다,피로를 풀고 편안한 수면을 취한다,피곤함을 느끼다
130,그는 술을 너무 많이 마셨다,스트레스를 풀다,스트레스를 잊다,스트레스를 잊다,스트레스를 잊다
131,그는 매일 아침 눈을 떴다,하루를 시작하다,새로운 하루를 시작하다,하루를 시작한다,성공
132,그는 그녀의 셔츠 단추를 풀었다,그녀를 유혹하다,더 편안하게 입다,그녀와 더 가까워진다,그녀를 유혹하다
133,그는 새 타이어가 필요했다,차를 다시 운전하다,안전운전,안전한 운전이었다,안전운전을 하다
134,그는 자신의 알람을 설정했다,일어나서 하루를 시작하다,일찍 일어나다,일찍 일어나서 하루를 시작한다,일찍 일어나다
135,그는 선택의 폭을 좁혔다,더 빨리 결정을 내리다,결정을 내리다,더 집중해서 결정을 내린다,더 쉬운 결정
136,그는 직원을 해고했다,직원의 성과가 회사에 해를 끼칬다,효율적인 일 처리,조직의 효율성을 높인다,효율적인 일 처리
137,그는 발진이 생겼다,몸이 건강하지 않았다,새로운 약을 시험해보다,피부를 간지럽힌다,건강한 피부
138,그는 집에 가서 옷을 갈아입어야 했다,외출하다,더 편안한 옷을 입다,중요한 자리에 참석한다,멋있게 보이다
139,그는 정말 착해 보였다,다른 사람들에게 호감을 얻다,사랑받다,다른 사람들에게 호감을 준다,칭찬을 받다
140,그는 알림을 받았다,새로운 정보를 얻다,중요한 소식을 기다리다,중요한 소식을 놓치지 않다,중요한 소식을 받다
141,그는 아버지와 함께 낚시하러 갔다,아버지와 함께 시간을 보내다,편안한 주말을 보내다,가족과 함께 시간을 보낸다,휴가를 즐기다
142,그는 아기를 안고 있었다,아기를 돌보다,아이와 더 가까워지다,아이들과 더 가까워진다,아버지가 되다
143,그는 기분이 나빠지기 시작했다,주변 사람들에게 실망했다,외로움을 느끼다,자신의 목표를 이루지 못했기 때문이다,외로움을 달래다
144,그는 새집을 지었다,새로운 시작을 하다,안전하고 편안한 곳에서 살다,새로운 환경에서 삶을 시작한다,자신만의 공간
145,그는 새 정장을 구입했다,자신감을 높이다,멋있게 보이다,새로운 이미지를 갖다,멋지게 보이다
146,그는 부딪혔다,자신의 의견을 피력하다,주의를 끌다,빨리 간다,자전거를 타다
147,그는 퇴근길에 커피를 사서 마셨다,피로를 풀다,그는 피로를 풀다,피로를 풀고 즐거운 시간을 보낸다,피곤함을 없애다
148,그는 생일 파티가 있었다,자신을 축하하다,그는 친구들과 즐거운 시간을 보내다,친구들과 즐거운 시간을 보낸다,친구들과 즐기다
149,그는 암매장 당했다,그를 제거하다,평화롭게 쉬다,더 이상 아픔을 견딜 수 없었기 때문이다,평화롭게 죽다
150,그는 파트타임으로 일하고 있었다,더 많은 돈을 벌다,그는 추가 수입,추가 수입을 얻다,돈을 벌다
151,그는 자기도 모르게 자신에게 해가 되는 일을 했다,자신을 해치다,단기적인 즐거움,다른 사람들의 시선을 끈다,자신을 해치다
152,그는 이제 자야 했다,피곤했다,내일 일찍 일어나다,내일 일찍 일어난다,내일 일찍 일어나다
153,그는 깁스를 해야 했다,건강을 회복하다,부상을 치료하다,부상을 치료한다,부상을 치료받다
154,그는 하루를 시작했다,하루를 시작하다,새로운 기회,새로운 기회를 가진다,행복한 삶
155,그는 새 드레스를 입었다,더 아름다워 보이다,자신을 더 멋지게 보이다,멋진 모습으로 나타난다,잘 나보다
156,그는 어느 날 배고픔을 느꼈다,먹다,음식,다이어트를 시작한다,더 많은 도전
157,그는 새 집으로 이사했다,더 좋은 환경에서 살다,더 나은 환경에서 살다,새로운 도시에서 새로운 시작을 한다,조용한 삶
158,그는 깁스를 하고 있었다,부상을 치료하다,부상을 치료하다,다시 걷고 싶었기 때문이다,다시 걷다
159,그는 그녀의 어깨를 두드렸다,그녀를 위로하다,그녀를 위로하다,그녀를 위로한다,위로
160,그는 양쪽을 동시에 지지했다,양쪽과도 좋은 관계를 유지하다,두 사람 모두를 만족시키다,중립적인 입장을 유지한다,평화
161,그는 전봇대에 부딪혔다,전화 중이었다,운전을 잘 못하고 싶어서였다,주변을 살펴본다,빨리 달리다
162,그는 그것을 학교에 입고 다녔다,주변 사람들의 주의를 끄다,교육을 받다,그것을 자랑하고 싶었기 때문이다,멋진 신발을 가지다
163,그도 케이크를 먹었다,달콤한 것을 먹다,달콤한 맛을 느끼다,달콤한 디저트를 즐긴다,달콤한 것을 먹다
164,그는 밤에 잠을 잤다,피곤했다,피곤함을 해소하다,피로를 풀고 편안한 휴식이었다,피곤함
165,그는 팔을 들어 올렸다,승리를 향해 갔다,질문에 대답하다,주위 사람들에게 인사를 하고 싶었기 때문이다,질문에 대답하다
166,그는 실수로 노크를 했다,주변에 있는 사람들에게 신경 쓰다,친구를 방문하다,방 안에 있는 사람을 깨운다,친구를 방문하다
167,그는 구취가 심했다,샤워를 하다,상쾌한 느낌,상쾌한 느낌을 가진다,꽃밭을 거닐다
168,그는 새로운 일을 시작했다,도전과 성장을 원했다,도전과 성장,새로운 도전을 받아들이고 싶었기 때문이다,변화
169,그는 내비게이션에 도움을 요청했다,길을 잃어버렸다,길을 잃지 않다,길을 잃지 않고 목적지에 빠르게 도착한다,길을 잃지 않다
170,그는 총을 들고 목표물을 공격했다,복수심을 품고 있었다,복수,복수한다,복수
171,그는 호텔을 찾았다,휴식을 취하다,편안한 잠자리,편안한 숙박이었다,휴식을 취하다
172,그는 성인이 되었다,더 많은 책임을 질 수 있고 자유롭게 행동하다,자유롭게 살다,자유롭게 행동한다,자유롭게 살다
173,그는 자전거를 타고 집으로 돌아갔다,운동을 하다,운동을 즐기다,운동을 하면서 집에 돌아간다,운동하다
174,그는 남편에게 문자를 보내었다,그의 생각을 전달하다,그의 안전을 확인하다,연인과 소통한다,데이트 하다
175,그는 전화번호를 교환했다,새로운 친구를 사귀다,친구와 연락하다,더 많은 연락을 주고받다,친구를 사귀다
176,그는 경적을 울렸다,주변의 주의를 끌다,주변 사람들의 주의를 끄다,사람들을 주의시킨다,주위 사람들의 주의를 끄다
177,그는 꽤 멋져 보였다,자신감을 어필하다,인상을 심어주다,주변 사람들의 주목을 받다,멋진 사람으로 보이다
178,그는 하루를 마무리했다,휴식을 취하다,편안히 쉬다,편안히 잠을 잔다,피곤함을 느끼다
179,그는 마침내 그녀를 찾았다,사랑을 되찾다,그녀와 함께 시간을 보내다,그녀와 함께 시간을 보낸다,진실을 알다
180,그는 데이트를 원했다,사랑을 키우다,로맨스를 경험하다,누군가와 특별한 시간을 보내고 싶었기 때문이다,사랑을 찾다
181,그는 갈등에 휘말렸다,힘들고 고통스러웠다,자신의 의견을 피력하다,정의를 실현한다,자신의 의견을 주장하다
182,그는 팝콘을 먹었다,간식을 즐기다,영화를 보다,영화를 보면서 간식을 즐긴다,영화를 보다
183,그는 좋아하는 TV 프로그램을 시청했다,스트레스를 풀고 쉬다,스트레스를 풀다,휴식을 취한다,쉬고 싶다
184,그는 집에 안전하게 도착했다,안전하게 도착하다,가족과 함께 안정된 시간을 보내다,가족과 함께 있다,빠른 속도로 운전하다
185,그는 더 나은 직장을 찾았다,더 많은 돈을 벌다,더 많은 돈을 벌다,더 나은 미래를 만들다,더 나은 미래
186,그는 현금이 좀 필요했다,긴급한 지출이 있었다,새로운 자전거를 사다,쇼핑을 하고 싶었기 때문이다,빚을 갚다
187,그는 응급실에 가야 했다,건강이 나빴다,의료 도움을 받다,건강한 상태를 유지한다,빨리 치료를 받다
188,그는 치어리더가 되고 싶어 했다,주위의 사람들을 응원하다,경기를 응원하다,친구들을 지지한다,인기를 얻다
189,그는 상황파악을 하지 못한 채 놀고 있었다,즐기다,현재의 문제를 피하다,현재의 문제나 어려움을 무시하고 즐거운 시간을 보낸다,시간을 보내다
190,그는 거부당했다,자신의 능력을 인정받다,신뢰받다,인정받다,사랑을 받다
191,그는 얼굴을 맞았다,화를 내다,상대방을 화나게 하다,싸움을 시작한다,화해하다
192,그는 상사에게 사과했다,일을 잘하다,일을 유지하다,일의 분위기를 회복한다,자신의 실수를 인정하다
193,그는 내일 큰 시험이 있었다,시험에 대비하다,좋은 대학에 진학하다,좋은 성적을 받다,시험에 통과하다
194,그는 선풍기를 구입했다,더 시원하게 자다,더 시원한 환경,더 시원한 환경에서 편안하게 쉰다,시원한 바람을 느끼다
195,그는 새 옷장을 구입했다,새로운 스타일을 시도하다,옷을 정리하다,새로운 스타일을 갖다,스타일을 바꾸다
196,그는 친구들을 초대했다,친구들과 함께 시간을 보내다,즐거운 시간을 보내다,친구들과 함께 시간을 보낸다,생일을 축하받다
197,그는 선물을 받았다,감사의 뜻을 전하다,특별한 날을 기념하다,사랑받다,생일 축하
198,그는 장난감을 찾았다,아이를 기쁘게 하다,아이를 기쁘게 하다,어린이들을 기쁘게 한다,아이들을 기쁘게 하다
199,그는 청소를 도와줬다,집안을 깨끗하게 하다,친구를 돕다,깨끗한 환경을 유지한다,부모님을 기쁘게 하다
200,그는 내 부모님께 물어봤다,도움을 받다,조언을 받다,조언을 얻다,충고를 받다
201,그는 데이트 상대를 찾았다,사랑을 찾다,연애,혼자 보내는 시간을 줄이고 함께 즐거운 시간을 보낸다,사랑을 찾다
202,그는 집에 가야 했다,휴식이 필요했다,일찍 자고 싶었다,휴식을 취한다,휴식을 취하다
203,그는 주스를 엎질렀다,건강한 음료를 마시다,실수를 바로잡다,깨끗한 옷을 유지한다,더 많은 주스를 마시다
204,그는 성을 변경했다,새로운 정체성을 찾다,자신의 정체성을 표현하다,자신의 정체성을 표현한다,자신을 표현하다
205,그는 그것을 부모님에게 보여주기도 했다,부모님의 칭찬을 받다,자랑스럽다고 느끼다,칭찬받다,자랑스러움
206,그는 환불을 요구했다,불량 상품을 받았다,제품에 문제가 있음을 인정받다,제대로 된 제품을 받다,더 나은 제품
207,그는 동물원에 사탕을 가져다줬다,동물들을 기쁘게 하다,동물들을 기쁘게 하다,동물들과 친구가 된다,동물들을 기쁘게 하다
208,그는 그녀에게 원하는대로 할 수 있게 했다,그녀를 기쁘게 하다,그녀를 기쁘게 하다,그녀의 마음을 얻다,자유롭다
209,그는 밤에 잠이 들었다,피로를 풀다,피곤함,피곤함을 이겨낸다,피곤함을 느끼다
210,그도 그것을 원했다,자신의 욕망을 충족시키다,자신의 꿈을 이루다,자신의 욕구를 충족시킨다,행복하다
211,그는 소총을 발사했다,자신을 방어하다,자신을 방어하다,자신을 방어한다,자신을 방어하다
212,그는 체중이 줄었다,건강하고 좋아보이다,건강한 몸매,건강해진다,건강해지다
213,그는 목이 아파했다,물을 마시다,물을 마시다,편안하게 쉰다,물을 마시다
214,그는 쩝쩝거리는 소리를 내었다,주변 사람들을 괴롭히다,주위의 사람들의 주의를 끄다,그의 즐거움을 표현한다,조용한 환경
215,그는 스스로를 기록했다,자신의 성장과 발전을 기록하다,성장과 발전을 기록하다,자신의 성장을 보여준다,성장을 기록하다
216,그는 자신에 대해 매우 화가 나 있었다,자신을 이해하지 못하고 있었다,속앓이를 털어놓다,다른 사람들의 인정을 받다,정당한 대우를 받다
217,그는 이제 시작해야 했다,목표를 이루다,목표를 이루다,성공을 이룬다,성공하다
218,그는 열쇠를 잊어버렸다,실수로 잊어버렸다,집에 들어가지 않다,집에 들어가지 않다,빨리 집에 돌아가다
219,그는 오늘이 첫날였다,새로운 시작을 하다,새로운 시작,새로운 시작을 한다,새로운 시작
220,그는 차를 엎질렀다,주의를 집중시키다,사고를 만들다,속도를 낸다,속도를 내다
221,그는 이유를 설명했다,자신의 행동을 정당화하다,오해를 풀다,그의 행동에 대해 이해를 구한다,오해를 풀다
222,그는 휴가를 시작했다,스트레스를 풀고 쉬다,피로를 풀다,휴식과 즐거움을 찾다,피곤함을 벗어나다
