,input,A,B,B2,B3
207,그는 동물원에 사탕을 가져다줬다,따뜻한 마음이 들었다,동물들이 기뻐했다,친구들과 함께 행복했다,친구가 되어줬다
208,그는 그녀에게 원하는대로 할 수 있게 했다,좌절했다,행복했다,만족스러웠다,행복했다
209,그는 밤에 잠이 들었다,평온했다,안심했다,편안했다,피곤했다
210,그도 그것을 원했다,갈망했다,갈망했다,만족스러웠다,부러웠다
211,그는 소총을 발사했다,두려웠다,귀가 멍하고 시끄러웠다,귀가 멍해졌다,자랑스러웠다
212,그는 체중이 줄었다,기뻤다,자신감,자신감이 생겼다,자신에게 자신감이 생겼다
213,그는 목이 아파했다,불편했다,물을 마시고 싶다,불편하고 힘들었다,아프다
214,그는 쩝쩝거리는 소리를 내었다,불편했다,귀엽다,귀찮음이었다,화가 났다
215,그는 스스로를 기록했다,자신감,자신의 성장,자기 성장,자랑스러웠다
216,그는 자신에 대해 매우 화가 나 있었다,분노했다,안타까웠다,자책감이었다,자신에 대해 불평했다
217,그는 이제 시작해야 했다,불안했다,긴장되었다,긴장되었다,압박감
218,그는 열쇠를 잊어버렸다,좌절했다,답답했다,당황스러웠다,당황했다
219,그는 오늘이 첫날였다,신선함,설레임,긴장되었다,긴장되었다
220,그는 차를 엎질렀다,실망스러웠다,놀랐다,놀랐다,놀라웠다
221,그는 이유를 설명했다,해소되었다,안도했다,안도되었다,이해를 받았다
222,그는 휴가를 시작했다,휴식이 필요했다,기쁘다,기쁘고 편안했다,행복했다
223,그는 여자친구와 결혼했다,기뻤다,행복했다,행복했다,행복했다
224,그는 새로운 사람들을 만났다,신기했다,흥미로웠다,흥미로웠다,신선했다
225,그는 더 이상 짖지 않았다,슬퍼했다,안도했다,안정감,안도했다
226,그는 싸우고 싶지 않아 했다,화난 것 같지 않았다,평화로웠다,평화로운 해결이 가능했으면 좋겠다,화가 났다
227,그는 포커 토너먼트에 참가했다,도박 중독에 빠져 있었다,긴장되었다,긴장되었다,긴장되었다
228,그는 휴대폰을 돌려받았다,안심했다,안심스러웠다,안도되었다,안도했다
229,그는 다음 날 그만뒀다,의기소침했다,안도했다,안도감이었다,후회했다
230,그는 도와달라고 울부짖었다,절망적이었다,절망했다,절망적이었다,절망적이었다
231,그는 좋아하는 노래를 연주했다,즐거웠다,행복했다,행복했다,행복했다
232,그는 동영상을 시청했다,재미있었다,시간이 어떻게 흘러갔는지 모르겠다,흥미로웠다,웃음을 참을 수 없었다
233,그는 하루 종일 플레이했다,즐거웠다,지쳤다,지친다,지쳤다
234,그는 공을 가지고 있었다,자신감에 차 있었다,놀 준비가 되어있다,즐거웠다,자신감이 넘쳤다
235,그는 가발을 뒤집었다,놀랐다,당황스러웠다,당황스러웠다,당황했다
236,그는 집처럼 편안해 했다,안심했다,안심했다,안정감이었다,안정감
237,그는 무서운 소리를 들었다,놀랐다,겁났다,놀랐다,놀랐다
238,그는 거미를 죽였다,미안했다,안도했다,유감스러웠다,안도했다
239,그는 그녀에게 음식을 줬다,친절하고 관심이 많았다,도움이 필요했다,만족스러웠다,친절했다
240,그는 캠핑 여행 중였다,자연 속에서 평화로움,자유로웠다,자연 속에서의 평화로움이었다,자유로웠다
241,그는 둥지를 지었다,안심했다,뿌듯했다,안심했다,성취감
242,그는 멍청해 보였다,창피했다,기분이 상했다,당황스러웠다,창피했다
243,그는 머리 뒤에도 눈이 있었다,놀라웠다,이상하다,신기했다,놀랐다
244,그는 기침을 시작했다,걱정했다,아프다,몸이 아프다,아프다
245,그는 새 트럭을 구입했다,만족스러웠다,자랑스러웠다,만족스러웠다,풍요로웠다
246,그는 몸을 따뜻하게 했다,편안했다,안정되었다,안정감이었다,안정되었다
247,그는 하나를 훔쳤다,죄책감,죄책감,유죄감이었다,죄책감
248,그는 큰 시험이 다가오고 있었다,긴장하고 불안했다,긴장되었다,긴장되고 불안했다,긴장되었다
249,그는 어쨌든 떠났다,실망스러웠다,슬펐다,안타깝다,슬펐다
250,그는 혀를 내밀어 메롱했다,조롱당했다,조롱당했다,장난기 많았다,얀겼다
251,그는 마침내 그녀를 만났다,감격스러웠다,안심했다,안도되었다,기쁨
252,그는 티켓을 받았다,기쁘고 설렌다,행복했다,흥분했다,행복했다
253,그는 밤을 새워 공부했다,고민이 많았다,피곤하고 지치다,피곤함과 만족감이었다,피곤했다
254,그는 금식을 깨기 시작했다,기쁘고 안도했다,배고프다,배고프다,배고픔
255,그는 그녀를 유혹으로 이끌었다,쾌락적이었다,성취감,자신에 대한 자신감이 커졌다,만족했다
256,그는 외출금지를 당했다,좌절했다,안타까웠다,화가 났다,화가 났다
257,그는 집이 그립었다,외로웠다,외로웠다,편안함과 안정감을 갈망했다,외로움
258,그는 직장에서 은퇴했다,불안했다,안도되었다,안도감이었다,안도감
259,그는 게시되었다,당황스러웠다,자부심,자신감이 생겼다,자부심
260,그는 첫 직장을 얻었다,기쁘고 설레었다,미래에 대한 희망,자신에 대한 자부심과 기쁨이었다,기쁨
261,그는 주차장을 찾았다,안도감,안도했다,안도감이었다,안도했다
262,그는 무도회 드레스와 함께 입었다,고급스러웠다,미모를 발산했다,자신을 자신감 있게,자신감이 있었다
263,그는 바위에 걸려 넘어졌다,아프고 당황스러웠다,아픔,아픔과 당황이었다,아프다
264,그는 스스로를 존중했다,자신감 있었다,자신감이 생겼다,자신에게 자부심,자신에게 자부심
265,그는 추수감사절 저녁 식사를 준비했다,감사하고 행복했다,가족과 함께 시간을 보내다,감사했다,행복했다
266,그는 코를 후볐다,불편했다,감기에 걸렸다,답답했다,부끄러웠다
267,그는 곧바로 잠자리에 들었다,피곤해서 즉시 잠에 들었다,피곤했다,피곤했다,피곤했다
268,그는 함께 앉아 있었다,평온했다,편안함,편안했다,행복했다
269,그는 모두에게 감사했다,감동 받았다,안심했다,안심이었다,감동했다
270,그는 팔을 뻗었다,피곤했다,피곤함,몸이 풀렸다,피곤했다
271,그는 꿈에 그리던 직장을 구하기 위해 면접을 봤다,매우 긴장하고 불안했다,긴장했다,긴장되었다,신선한 기운
272,그는 휴가가 필요했다,지친 상태였다,피곤했다,피곤했고 스트레스를 받았다,피곤했다
273,그는 매우 아팠다,고통스러웠다,의사에게 가야한다,안타까웠다,무력감
274,그는 곰에게 상처를 입혔다,참회하고 뉘우쳤다,뉘앙스,죄책감이었다,뉘앙스
275,그는 제 방으로 돌아왔다,안정감,안심했다,안정감이었다,안정감
276,그는 밴드에 가입했다,열정적이었다,흥분했다,흥분했다,자신감 있었다
277,그는 이상하게 생겼다,낯설었다,혼란스러웠다,낯설었다,낯설었다
278,그는 발가락을 삐끗했다,아프고 불편했다,아프다,아프다,아프다
279,그는 학용품을 구입했다,부담스러웠다,새로운 시작을 했다,새 학기가 시작된다는 설렘이었다,불안했다
280,그는 기록을 경신했다,자신감이 생겼다,자신감이 넘쳤다,자신감이 생겼다,자랑스러웠다
281,그는 사냥을 좋아했다,흥분되었다,자연 속에서 평화,자연 속에서의 평화,흥분했다
282,그는 쿠키를 더 먹고 싶어했다,만족스러웠다,배가 고프다,배가 고팠다,배부르다
283,그가 또 왔다,놀랐다,당황스러웠다,당황스러웠다,놀라웠다
284,그는 골대를 움직였다,쾌활했다,자랑스러웠다,승리할 수 있을 것이라는 자신감이었다,성취감
285,그는 그녀의 뒤에서 소리를 들었다,놀랐다,놀랐다,놀랐다,놀라웠다
286,그는 바로 본론부터 말했다,직접적이고 결단력 있는 느낌이었다,시간을 아낀다,시간을 절약할 수 있다,직접적이었다
287,그는 인터뷰 일정을 잡았다,긴장되었다,긴장되었다,설렜다,긴장되었다
288,그는 흙장난을 쳤다,재미있었다,흥분했다,재미있다,피곤했다
289,그는 친구들과 파티에 갔다,즐거웠다,즐거웠다,즐거웠다,즐거웠다
290,그는 완벽한 드레스를 찾았다,만족했다,만족했다,만족스러웠다,만족했다
291,그는 방을 청소하고 싶어 했다,마음이 가벼웠다,마음이 가벼워졌다,깨끗한 환경에서 편안함을 느끼고 싶다,꼼꼼했다
292,그는 그녀에게 기름을 부었다,죄책감,고마웠다,자신의 용기를 칭찬해주고 싶었다,죄책감
293,그는 신에게 과일을 바쳤다,존경했다,경건했다,경건함이었다,경배했다
294,그는 휴대폰으로 통화했다,편안했다,연인과의 대화가 기분 좋았다,편안함이었다,행복했다
295,그는 모자를 벗었다,공손했다,예의 바르다,존경 받고 싶다,날씨가 춥다
