,input,A,B,B2,B3
145,그는 새 정장을 구입했다,돈을 모았다,그는 쇼핑을 하러 백화점에 갔다,옷가게를 방문한다,돈을 모았다
146,그는 부딪혔다,주위를 잘 살펴봤다,속도를 줄였다,주의 깊게 주위를 살펴본다,주의를 기울였다
147,그는 퇴근길에 커피를 사서 마셨다,그는 돈을 가지고 있었다,돈을 가져왔다,카페에 들러 커피를 주문한다,돈을 가져왔다
148,그는 생일 파티가 있었다,케이크를 구매했다,초대장을 보냈다,초대장을 보낸다,초대장을 받았다
149,그는 암매장 당했다,의사에게 진단을 받았다,조기 검진을 받았다,안전을 확인한다,건강검진을 받았다
150,그는 파트타임으로 일하고 있었다,일자리를 찾아서 지원했다,다른 일을 하고 있었다,본업과 시간을 조절한다,돈이 필요했다
151,그는 자기도 모르게 자신에게 해가 되는 일을 했다,자신의 행동을 조절했다,조언을 듣고 있었다,상황을 심사숙고하고 다른 사람의 조언을 구한다,그것을 멈췄다
152,그는 이제 자야 했다,일찍 일어났다,알람을 세웠다,잠옷을 입다,약을 먹다
153,그는 깁스를 해야 했다,다리를 다쳤다,의사에게 진단을 받았다,다리를 다친다,다리를 부러뜨렸다
154,그는 하루를 시작했다,일어나서 일어났다,일찍 일어났다,일어난다,일찍 일어났다
155,그는 새 드레스를 입었다,새 신발을 샀다,옷가게에 갔다,쇼핑을 가서 새 드레스를 산다,화장을 했다
156,그는 어느 날 배고픔을 느꼈다,먹을 것을 찾았다,식사를 준비했다,음식을 찾다,식료품 가게에 갔다
157,그는 새 집으로 이사했다,집을 구매하거나 임대 계약을 맺었다,이사 준비를 했다,짐을 싼다,짐을 쌌다
158,그는 깁스를 하고 있었다,골절을 했다,부상을 당했다,부상을 치료한다,발목을 다쳤다
159,그는 그녀의 어깨를 두드렸다,그녀를 위로해 주었다,친근한 관계가 있었다,그녀의 주의를 끌기 위해 그가 무언가를 말한다,그녀를 찾았다
160,그는 양쪽을 동시에 지지했다,양쪽에 대한 이해와 지식을 가지고 있었다,중립적인 입장을 취했다,중립적인 입장을 유지한다,두 개의 막대를 들다
161,그는 전봇대에 부딪혔다,운전을 하고 있었다,주의 깊게 걷고 있었다,주변을 제대로 보지 않다,주의를 기울였다
162,그는 그것을 학교에 입고 다녔다,학교에 갔다,교복을 입었다,교복을 착용한다,제대로 된 옷을 샀다
163,그도 케이크를 먹었다,케이크를 구매했다,디저트를 고르러 갔다,케이크를 자른다,식탁에 앉았다
164,그는 밤에 잠을 잤다,그는 일을 마무리하고 집에 돌아왔다,침대에 누웠다,침대에 눕다,침대에 누웠다
165,그는 팔을 들어 올렸다,운동을 했다,근육을 단련했다,승리의 기념으로 한다,운동을 했다
166,그는 실수로 노크를 했다,문을 열다,문을 열었다,사과한다,문을 열다
167,그는 구취가 심했다,샤워를 했다,샤워를 했다,칫솔을 이용해 입을 닦다,목욕을 했다
168,그는 새로운 일을 시작했다,이직을 했다,이직을 결정했다,자기 자신에 대한 자신감을 가져야 한다,대학에 등록했다
169,그는 내비게이션에 도움을 요청했다,지도 앱을 다운로드했다,목적지를 알고 있었다,목적지를 입력한다,길을 물다
170,그는 총을 들고 목표물을 공격했다,총을 샀다,훈련을 받았다,목표물을 정확하게 조준한다,훈련을 받았다
171,그는 호텔을 찾았다,호텔을 예약했다,지도를 확인했다,지도를 확인한다,지도를 보고 있었다
172,그는 성인이 되었다,나이가 먹었다,성인이 될 자격을 얻었다,18세가 된다,18세가 되다
173,그는 자전거를 타고 집으로 돌아갔다,자전거를 사서 타고 다녔다,자전거를 수리했다,자전거를 수리한다,자전거를 빌렸다
174,그는 남편에게 문자를 보내었다,휴대전화를 가지고 있었다,핸드폰을 꺼냈다,전화를 걸어본다,휴대전화를 껐다
175,그는 전화번호를 교환했다,상대방에게 전화번호를 물어봤다,연락처를 메모했다,상대방의 전화번호를 알아야 한다,연락처를 물어봤다
176,그는 경적을 울렸다,차를 운전했다,운전면허증을 샀다,차에 타고 있다,차를 울렸다
177,그는 꽤 멋져 보였다,옷을 잘 골랐다,세심하게 옷을 골랐다,옷을 잘 고른다,스타일을 바꾸다
178,그는 하루를 마무리했다,잠자리에 들다,침대에 누웠다,잠자리에 든다,칫솔을 닦았다
179,그는 마침내 그녀를 찾았다,그녀를 찾기 위해 오랜 시간을 찾아다녔다,전화번호부를 살펴봤다,꾸준히 노력한다,모든 곳을 찾아봤다
180,그는 데이트를 원했다,누군가와 데이트를 하기 위해 데이트를 요청했다,여자친구에게 연락했다,상대방에게 연락한다,전화번호를 물어봤다
181,그는 갈등에 휘말렸다,갈등을 만들었다,중재자를 찾았다,대화를 시도한다,중재자가 되다
182,그는 팝콘을 먹었다,영화관에 들어가서 영화를 봤다,영화를 보러 갔다,영화를 보러 가다,영화를 볼 계획을 세웠다
183,그는 좋아하는 TV 프로그램을 시청했다,리모컨을 이용해 TV를 켰다,일정을 조정했다,TV 가이드를 확인한다,TV를 켰다
184,그는 집에 안전하게 도착했다,운전을 조심했다,운전을 조심했다,운전 중에 안전을 유지한다,안전벨트를 착용했다
185,그는 더 나은 직장을 찾았다,더 나은 직장을 찾기 위해 이력서를 제출했다,이력서를 업데이트했다,이력서를 업데이트한다,이력서를 업데이트했다
186,그는 현금이 좀 필요했다,은행에 갔다,은행에 갔다,은행에 가서 돈을 찾다,은행에 갔다
187,그는 응급실에 가야 했다,병원으로 이동했다,심장이 멈출 뻔했다,병원의 주소를 알고 있다,병원에 전화했다
188,그는 치어리더가 되고 싶어 했다,체육대회에 참가했다,춤을 잘 추고 있었다,체력을 키우기 위해 운동한다,춤을 배웠다
189,그는 상황파악을 하지 못한 채 놀고 있었다,주변 상황을 주의깊게 살펴봤다,주변 상황을 조사했다,주변의 상황을 주의깊게 지켜본다,주변을 둘러봤다
190,그는 거부당했다,도움을 요청했다,더 많은 노력을 기울였다,더 많은 노력을 기울인다,사과를 했다
191,그는 얼굴을 맞았다,싸움을 피했다,손을 대다,싸움을 멈춘다,손을 들다
192,그는 상사에게 사과했다,실수를 저질렀다,실수를 인정했다,실수를 인정한다,실수를 인정했다
193,그는 내일 큰 시험이 있었다,시험공부를 했다,열심히 공부했다,열심히 공부한다,공부를 시작했다
194,그는 선풍기를 구입했다,돈을 모았다,돈을 모았다,가격을 비교한다,돈을 모았다
195,그는 새 옷장을 구입했다,돈을 모았다,옷장을 만들다,예산을 계획한다,돈을 모았다
196,그는 친구들을 초대했다,친구들에게 전화나 문자를 보냈다,파티를 계획했다,연락처를 확인한다,집을 청소했다
197,그는 선물을 받았다,감사 인사를 했다,누군가에게 좋은 영향을 끼쳤다,감사 인사를 한다,생일을 기억했다
198,그는 장난감을 찾았다,그의 방 또는 다른 장소를 뒤졌다,방을 뒤졌다,방 청소를 한다,방을 정리했다
199,그는 청소를 도와줬다,청소도구를 사용했다,손에 장갑을 끼었다,그는 청소 도구를 사용한다,손을 내주다
200,그는 내 부모님께 물어봤다,내가 할 일을 물어봤다,결정을 내렸다,질문을 준비한다,허락을 받았다
201,그는 데이트 상대를 찾았다,데이트 앱을 이용했다,친구들에게 소개팅을 부탁했다,온라인 데이팅 앱을 이용한다,온라인 데이팅 앱을 사용했다
202,그는 집에 가야 했다,일을 마치고 퇴근했다,일찍 퇴근했다,자동차를 탄다,시간을 확인했다
203,그는 주스를 엎질렀다,컵을 넘어뜨렸다,조심스러웠다,주스를 들고 다니는 것을 조심한다,장난을 치기 위해 주스를 엎지르기 시작했다
204,그는 성을 변경했다,법적인 절차를 거쳤다,법적인 절차를 거쳤다,그는 법적인 절차를 밟다,성을 변경하려고 했다
205,그는 그것을 부모님에게 보여주기도 했다,부모님을 만나러 갔다,자랑스러운 미소를 지다,자신의 실력을 믿다,예술 작품을 만들다
206,그는 환불을 요구했다,상품을 구매했다,영수증을 꺼냈다,영수증을 가지고 있다,영수증을 가지고 있다
207,그는 동물원에 사탕을 가져다줬다,사탕을 샀다,동물원에 갔다,동물들을 좋아한다,동물을 먹이다
208,그는 그녀에게 원하는대로 할 수 있게 했다,그녀의 의견을 들어줬다,권한을 부여했다,그녀의 의견을 존중한다,더 많이 노력했다
209,그는 밤에 잠이 들었다,이전에 스트레스를 해소했다,피곤했다,침대에 누워서 눈을 감다,침대에 누웠다
210,그도 그것을 원했다,그것을 요청했다,노력했다,노력한다,더 많은 정보를 얻다
211,그는 소총을 발사했다,총을 샀다,안전한 방법으로 총을 다뤘다,안전한 방법으로 총을 다룬다,훈련을 받았다
212,그는 체중이 줄었다,다이어트를 했다,그는 운동을 많이 했다,운동을 한다,운동을 했다
213,그는 목이 아파했다,의사를 찾아뵀다,약을 먹다,의사에게 진료를 받다,물을 마셨다
214,그는 쩝쩝거리는 소리를 내었다,바퀴벌레를 발견했다,입을 다물다,벌을 따라다닌다,부리를 가지고 있었다
215,그는 스스로를 기록했다,일기를 썼다,카메라를 가지고 있었다,자신의 이야기를 쓴다,일기를 썼다
216,그는 자신에 대해 매우 화가 나 있었다,자신의 행동이나 결정에 대해 후회하고 있었다,심리 상담을 받았다,자기 반성한다,스스로를 돌아볼 필요가 있었다
217,그는 이제 시작해야 했다,계획을 세웠다,계획을 세웠다,계획을 세운다,잠에서 깨어났다
218,그는 열쇠를 잊어버렸다,집을 잠그는 것을 잊지 말았다,집에 들어가지 못했다,문을 열 수 있는 다른 방법을 찾다,집 문을 닫았다
219,그는 오늘이 첫날였다,학교에 갔다,새로운 환경에 적응했다,새로운 시작을 준비한다,새로운 일정을 확인했다
220,그는 차를 엎질렀다,운전을 했다,운전을 배웠다,운전을 잘한다,운전을 멈췄다
