,input,A,B,B2,B3
54,그는 좋아하는 사람에게 물어봤다,그에게 도와줄 수 있는 방법을 찾으려 했다,기쁘게 미소를 지었다,그의 결정을 응원한다,긴장했다
55,그는 자신을 인식했다,그의 변화를 주목했다,그를 이해했다,그가 변화하는 것을 지켜본다,그가 자신을 인식했다
56,그는 새 옷을 구입했다,그의 새 옷을 칭찬했다,그의 패션 감각을 칭찬했다,그의 새로운 스타일을 칭찬한다,그의 옷을 칭찬했다
57,그는 모든 인형을 외웠다,놀라거나 감탄할 것이다,놀라움을 금치 못했다,그의 기억력에 감탄한다,놀라워했다
58,그는 훨씬 좋아 보였다,그에게 더 관심을 가졌다,눈이 환하게 빛났다,그에게 칭찬을 한다,그의 새로운 머리스타일에 궁금해했다
59,그는 요리하고 싶어 하지 않았다,다른 사람이 요리를 대신 했을 것이다,그를 설득하기 위해 노력했다,그를 설득한다,음식을 주문했다
60,그는 새 자전거를 구입했다,그를 축하했다,부러워했다,부러워한다,놀라워했다
61,그는 목줄을 사용했다,그의 행동에 대해 놀랐다,그의 애완견을 보호했다,그를 돌봐준다,강아지를 데리고 산책했다
62,그는 커피를 주문했다,그 주문을 받았다,화면을 바라보았다,자신도 커피를 주문한다,놀랐다
63,그는 태클을 당했다,주변 사람들이 도와주기 위해 그에게 달려갔다,그를 도와주지 않았다,그를 도와준다,놀렸다
64,그는 그녀에게 몸을 기울였다,그에게 더 가까이 다가갔다,놀랐다,놀라워한다,그의 행동에 놀라웠다
65,그는 오른쪽으로 향했다,주변 사람들도 그를 따라갔다,왼쪽을 보았다,그의 오른쪽으로 따라갔다,왼쪽으로 돌아보았다
66,그는 배심원 의무를 위해 소환되었다,법정 절차에 따를 것이다,귀찮아했다,그를 위로한다,불안해했다
67,그는 자신을 과시했다,다른 사람들에게 자만심을 느끼게 했다,그를 싫어했다,그의 자만심을 탓한다,그의 자랑을 무시했다
68,그는 쿠키도 만들었다,맛있게 먹었다,맛있게 먹었다,맛있게 먹다,놀라워했다
69,그는 유치원에 입학했다,가족들이 기뻐했다,축하했다,축하한다,그를 축하했다
70,그는 구걸하러 갔다,주변 사람들이 돈을 주거나 무시할 것이다,그를 도와주기 위해 손을 내밀었다,그를 도와준다,그를 도와주었다
71,그는 면도를 중단했다,수염이 자라기 시작했다,깜짝 놀랐다,그의 새로운 미모에 대해 얘기한다,그의 수염을 놀라워했다
72,그는 약속을 잡았다,그를 기다렸다,기대했다,그 약속이 무엇인지 궁금해한다,기다렸다
73,그는 스스로 일을 자초했다,가까이 있는 사람들은 그를 도와주려고 했다,그의 결정에 놀랐다,그를 격려한다,자신의 능력을 믿었다
74,그는 방과 후 축구를 했다,주변 친구들과 함께 축구를 즐겼다,그의 축구 실력을 놀랐다,그에게 박수를 보낸다,그가 축구를 할 때 몸을 다쳤다고 말했다
75,그는 그 의미를 설명했다,그의 말을 이해했다,그 말에 귀를 기울였다,이해한다,그의 말에 동의했다
76,그는 처음 이발을 했다,머리를 칭찬했다,그의 머리모양을 칭찬했다,그의 새로운 머리 스타일에 대해 칭찬한다,놀랐다
77,그는 온몸에 흘리고 있었다,그를 도와주려 했다,그를 도와주기로 결정했다,그를 도와준다,그를 걱정했다
78,그는 드디어 도착했다,환영 인사를 보냈다,환호를 했다,기다리고 있었다,기다렸다
79,그는 그녀를 죽음으로 이끌었다,충격과 슬픔에 휩싸일 것이다,슬퍼했다,그의 범행을 비난한다,그를 비난했다
80,그는 그녀를 만나러 갔다,그녀를 기다렸다,그의 심리 상태를 걱정했다,그의 결정을 지지한다,놀라워했다
81,그는 2013년에 캠브리지로 이사했다,그의 새로운 이사 소식에 놀랐다,놀랐다,그를 축하한다,그의 이사 소식에 놀랐다
82,그는 그녀의 턱을 꽉 움켜쥐었다,그를 분리시키려고 할 것이다,놀랐다,그들이 분노한다,놀라서 얼굴을 찡그렸다
83,그는 어젯밤 피자를 다 먹었다,배불러서 쓰러질 뻔했다,놀라웠다,놀라워한다,놀랐다
84,그는 고양이 알레르기가 있었다,약을 권했다,그를 방문할 때 고양이를 숨겼다,그를 피한다,고양이를 피했다
85,그는 마침내 먹이를 찾았다,안심했다,그의 성공을 축하했다,그의 성공을 축하한다,기뻐했다
86,그는 다리를 삐끗했다,그를 도와주려 했다,걱정했다,그를 도와준다,걱정했다
87,그는 내 머리를 때렸다,그에게 도움을 요청했다,분노했다,그의 행동에 충격을 받다,놀랐다
88,그는 그녀를 죽이러 갔다,경찰에 신고하거나 그를 막으려고 할 것이다,경찰에 신고했다,경찰에 신고한다,놀라워했다
89,그는 제시간에 집에 도착했다,가족들이 안심하며 환영했다,안심했다,안심한다,놀랐다
90,그는 저녁을 먹었다,그에게 밥을 먹었다,안심했다,그가 배가 고팠다,놀랐다
91,오늘은 그녀의 마지막 날였다,그녀를 위해 이별 파티를 열었다,그녀를 보내기 위해 모였다,그녀를 위로한다,그녀를 보내기 싫어했다
92,그는 그녀가 그럴 거라고 했다,놀랐다,놀랐다,의심한다,놀라워했다
93,그는 수상한 냄새를 맡았다,주변을 살펴보았다,주위를 둘러보았다,주변을 둘러본다,그의 행동에 의심을 했다
94,그는 엄마에게 선물했다,엄마가 감동했다,감동했다,그의 관심을 받다,그가 엄마에게 선물했다
95,그는 금반지를 발견했다,그의 발견을 축하했다,부러워했다,부러워한다,의심을 했다
96,그는 캠프파이어를 시작했다,주위에 모여서 그의 이야기를 듣고 노래를 부르며 함께 시간을 보냈을 것이다,둘러앉아 이야기를 나눴다,나무를 준비한다,놀라워했다
97,그는 보고서를 작성했다,칭찬을 받았다,그의 분석을 참고했다,그의 능력을 칭찬한다,그를 칭찬했다
98,그는 '펑'하는 소리를 들었다,주변 사람들이 놀라거나 웃을 것이다,깜짝 놀랐다,놀란다,깜짝 놀라는 소리를 내었다
99,그는 깜짝퀴즈를 출제했다,놀라거나 궁금해했다,놀라움을 감추지 못했다,놀란다,놀라워했다
100,그는 강아지를 찾았다,기뻤다,기뻐했다,그에게 축하한다,기뻐했다
101,그는 고양이를 좋아했다,그의 애정을 이해했다,그에게 고양이 선물을 했다,그에게 고양이 선물을 준다,그를 조롱했다
102,그는 하루 종일 게임을 했다,가족이나 친구들이 그의 건강과 시간 관리에 대해 걱정했다,그의 게임 중독에 대해 걱정했다,그를 걱정한다,그를 꾸짖었다
103,그는 나중에 질문했다,놀랐다,당황했다,그의 말에 대답한다,놀랐다
104,그는 지갑을 돌려받았다,감사의 표시를 했다,안심했다,안심한다,안도했다
105,그는 그것을 학교에 가져갔다,그를 칭찬했다,궁금해했다,그의 물건을 부러워한다,당황스러워 했다
106,그는 무릎을 다쳤다,그를 도와 일어서게 했다,그를 도와주었다,그를 도와준다,걱정했다
107,그는 갑자기 기억이 났다,놀라거나 궁금해할 것이다,놀랐다,그에게 도움을 주려 했다,놀라워했다
108,그는 아이와 함께 놀 수 있었다,그의 즐거운 시간을 지켰다,그의 부모님들이 기뻐했다,그를 도와준다,그가 아이와 함께 놀 수 있었기 때문에 부러워했다
109,그는 처음에는 어떻게 해야 할지 몰랐다,다른 사람들에게 조언을 구했다,그를 도와주기 위해 모였다,조언을 해준다,불안해했다
110,그는 심지어 케이크도 만들었다,주변 사람들이 놀라워했다,감탄했다,놀라워한다,감동했다
111,그는 손을 들었다,주의를 끌기 위해 손을 들었다,그의 말에 집중했다,그의 말을 듣기 시작한다,놀라워했다
112,그는 입을 적셨다,주변 사람들이 그에게 물어보거나 도와줄 것이다,그가 무슨 말을 할지 궁금해했다,그가 무슨 말을 하는지 듣기 위해 귀를 기울인다,그의 말에 귀를 기울였다
113,그는 새 고양이를 입양했다,새로운 가족 구성원을 환영했다,귀여워했다,새로운 가족 구성원을 환영한다,놀라워했다
114,그는 정리를 잘했다,주변 사람들이 인정했다,그에게 감사했다,그를 칭찬한다,그의 집이 깨끗하다고 말했다
115,그는 그 높이에서 더 크고 무거워 보였다,그의 용감함을 칭찬했다,경외했다,그의 용기를 칭찬한다,그를 놀렸다
116,그는 눈물이 날 지경였다,다른 사람들이 그를 위로하려고 했다,그를 위로했다,그를 위로한다,그를 위로했다
117,그는 놀고 싶지 않아 했다,그의 기분을 이해하고 존중했다,그의 기분을 이해했다,그를 설득한다,실망했다
118,그는 평화롭게 잠을 잤다,그의 안식을 존중했다,그의 안도를 느꼈다,그의 안부를 묻다,그가 편안한 모습으로 보였다
119,그는 종이에 물감을 묻혔다,그를 도와주려 할 것이다,그를 칭찬했다,그를 도와준다,놀라워했다
120,그는 칠면조를 넣었다,냄새에 코를 감싸고 피하려고 할 것이다,놀랐다,그가 요리를 잘 한다고 말한다,놀라웠다
121,그는 다시 전화를 받았다,기쁜 소리를 지르며 축하했다,그의 기쁨을 나누었다,그의 대화 내용을 듣다,놀랐다
122,그는 눈사람을 만들었다,주변 사람들이 그의 창의성을 칭찬했다,그의 창의력에 감탄했다,그의 예술 작품을 칭찬한다,놀라워했다
123,그는 결국 쓰러졌다,그를 도와 일어섰다,도와주기 위해 달려갔다,도와준다,그를 도와주었다
124,그는 곧 집으로 돌아갔다,그를 반기는 소리가 들렸다,그를 그리워했다,그의 안부를 묻다,놀라워했다
125,그는 새 보트를 구입했다,그의 새 보트를 축하했다,부러워했다,그의 새로운 보트를 칭찬한다,그가 물에 떨어졌는지 궁금해했다
126,그는 쇼핑하러 가고 싶다고 했다,가게로 함께 가자고 제안했다,함께 가자고 제안했다,그의 취향을 묻다,당황했다
127,그는 소파에서 낮잠을 자고 있었다,그를 깨우지 않고 조용히 지나갔다,조용히 웃었다,조용히 움직인다,그가 게임을 하고 있었다
128,그는 혼자서 저녁을 먹었다,그에게 동반하여 함께 저녁을 먹으려고 할 것이다,그에게 관심을 보이지 않았다,그의 외로움을 알아준다,그가 외식을 피했다
129,그는 잠이 들었다,그를 살펴보았다,그를 침대에 눕혔다,그를 조용히 하려 했다,조용했다
130,그는 술을 너무 많이 마셨다,그를 돌봤다,그를 걱정했다,그를 집으로 데려간다,그가 술을 너무 많이 마셨다고 놀랐다
131,그는 매일 아침 눈을 떴다,일상적으로 일어나는 일에 대해 특별한 반응을 하지 않았다,그의 활력에 감탄했다,그에게 일어나서 새로운 하루를 맞이하는 것을 축하한다,그의 일상에 대해 호기심을 가졌다
132,그는 그녀의 셔츠 단추를 풀었다,당황하거나 놀라거나 불쾌해할 것이다,놀라워했다,놀라워한다,눈살을 찌푸렸다
133,그는 새 타이어가 필요했다,도와주기 위해 도움을 주었다,그를 도와주었다,그에게 도움을 준다,그의 차를 보고 놀랐다
134,그는 자신의 알람을 설정했다,그가 시간을 잘 지키는 것을 알고 안심했다,그가 일찍 일어날 거라고 생각했다,그가 일찍 일어나기를 바란다,놀랐다
135,그는 선택의 폭을 좁혔다,그의 결정을 지지했다,안심했다,그에게 도움을 요청한다,실망했다
136,그는 직원을 해고했다,직원들이 분노하거나 불안해할 것이다,놀랐다,놀라움과 안타까움을 나타낸다,놀랐다
137,그는 발진이 생겼다,그를 걱정했다,걱정했다,걱정한다,걱정했다
138,그는 집에 가서 옷을 갈아입어야 했다,그를 기다렸다,그를 기다렸다,그가 어떤 옷을 입을지 추천한다,그를 기다렸다
139,그는 정말 착해 보였다,그에게 믿음을 줬다,그에게 더 가까워지고 싶어했다,그에게 의지한다,그의 행동을 칭찬했다
140,그는 알림을 받았다,주변 사람들이 그에게 축하를 했다,궁금해했다,그가 어떤 소식을 전해주었는지 궁금해한다,놀라워했다
141,그는 아버지와 함께 낚시하러 갔다,낚시를 즐겼다,그들이 잡은 물고기를 보고 싶어했다,그들이 물고기를 잡아오기를 기대한다,그가 어떤 물고기를 잡았는지 궁금해했다
142,그는 아기를 안고 있었다,그를 도와주려고 했다,그의 부모님이 아기를 보러 올 것이라고 생각했다,그에게 도와준다,미소를 지었다
143,그는 기분이 나빠지기 시작했다,주변 사람들이 그에게 다가가서 도와주려고 했다,그를 위로했다,그에게 위로의 말을 건넨다,그가 무례한 말을 했다
144,그는 새집을 지었다,주변 이웃들이 축하했다,집들을 구경했다,집들을 구경한다,그가 부자가 되었는지 궁금해했다
145,그는 새 정장을 구입했다,주변 사람들이 그의 새로운 모습을 칭찬했다,그의 새로운 모습에 감탄했다,그의 새로운 스타일을 칭찬한다,그의 새로운 모습에 놀라워했다
146,그는 부딪혔다,사람들이 그를 도와주려고 했다,놀랐다,그를 도와주려 했다,그를 도와주려고 했다
147,그는 퇴근길에 커피를 사서 마셨다,기분이 좋아졌다,부러워했다,함께 커피를 마신다,그를 피했다
148,그는 생일 파티가 있었다,주인이 놀라게 했다,축하했다,축하한다,축하했다
149,그는 암매장 당했다,슬퍼하고 위로를 해줄 것이다,슬퍼했다,슬퍼한다,슬퍼했다
150,그는 파트타임으로 일하고 있었다,그의 부엌을 청소했다,그의 경제적인 상황을 이해했다,그에게 도와준다,그가 돈을 벌기 위해 힘들게 일했다
151,그는 자기도 모르게 자신에게 해가 되는 일을 했다,그에게 경고했다,그를 말리려고 했다,그를 가까이서 돌봐준다,걱정했다
152,그는 이제 자야 했다,그를 쉬게 하려고 했다,조용히 잤다,그에게 조용히 하라고 한다,그를 보고 웃었다
153,그는 깁스를 해야 했다,다른 사람들이 걱정했다,그를 도와주기로 했다,그의 부상에 대해 걱정한다,걱정했다
154,그는 하루를 시작했다,일상적으로 일어나는 일이라 특별한 반응은 없을 것이다,그에게 일일 계획을 물었다,그에게 좋은 하루를 빌어준다,그를 축하했다
155,그는 새 드레스를 입었다,주변 사람들이 그의 새 드레스를 칭찬했다,그녀를 칭찬했다,그녀를 칭찬한다,그녀를 칭찬했다
156,그는 어느 날 배고픔을 느꼈다,주변 사람들이 그를 위해 음식을 찾아주려 했다,그에게 음식을 사주었다,그에게 음식을 제공한다,그가 먹을 것을 찾았다
157,그는 새 집으로 이사했다,주변 이웃들이 환영파티를 열었다,축하파티를 열었다,그의 새 집을 구경한다,놀라워했다
158,그는 깁스를 하고 있었다,주변 사람들이 그를 도와주고 신경을 썼다,그에게 도와주려 했다,그를 도와준다,그를 도와주었다
159,그는 그녀의 어깨를 두드렸다,그녀가 감동했다,깜짝 놀랐다,놀란다,그의 행동에 놀랐다
160,그는 양쪽을 동시에 지지했다,주변 사람들이 혼란스러워했다,혼란스러워했다,그를 비난한다,그의 행동에 놀랐다
161,그는 전봇대에 부딪혔다,주변 사람들이 도와주려 할 것이다,놀랐다,그를 도와준다,놀라워 했다
162,그는 그것을 학교에 입고 다녔다,그의 패션에 대해 이야기했다,부러워했다,그의 새로운 옷을 칭찬한다,그의 옷을 부러워했다
163,그도 케이크를 먹었다,다른 음식을 먹었다,그가 기뻐하는 것을 보았다,그의 건강에 대해 걱정한다,놀랐다
164,그는 밤에 잠을 잤다,그들은 그것을 당연하게 여겼다,그가 피곤해 보였다,그의 평온한 숨소리를 듣다,놀랐다
165,그는 팔을 들어 올렸다,주목했다,박수를 쳤다,박수를 친다,환호했다
166,그는 실수로 노크를 했다,사과했다,깜짝 놀랐다,깜짝 놀란다,당황스러워 했다
167,그는 구취가 심했다,그를 피했다,거리를 멀리 피했다,거리를 유지한다,그를 피했다
168,그는 새로운 일을 시작했다,그를 응원했다,그를 응원했다,응원한다,호기심을 느꼈다
169,그는 내비게이션에 도움을 요청했다,도와주려 했다,그를 도와주었다,길 안내를 한다,당황했다
170,그는 총을 들고 목표물을 공격했다,경찰에 신고하거나 대피할 것이다,도망쳤다,경찰에게 신고한다,경악했다
171,그는 호텔을 찾았다,도와주려고 했다,안심했다,그가 편리한 위치에 머물기를 원한다,지친 표정을 지었다
172,그는 성인이 되었다,주변 사람들이 축하했다,축하했다,축하한다,축하했다
173,그는 자전거를 타고 집으로 돌아갔다,그를 보고 놀라거나 주목할 것이다,그의 운동량에 놀랐다,그의 용기를 칭찬한다,그를 이용해 돈을 벌기 위해 노력했다
174,그는 남편에게 문자를 보내었다,남편이 놀랐다,그의 결심을 이해했다,그가 안부를 물어본다,놀라워했다
175,그는 전화번호를 교환했다,기뻐했다,놀랐다,기쁜 표정으로 서로를 본다,미소를 지었다
176,그는 경적을 울렸다,경적 소리에 놀랐다,깜짝 놀랐다,귀를 막다,놀라워했다
177,그는 꽤 멋져 보였다,눈길을 주었다,그를 칭찬했다,그를 칭찬한다,그의 옷차림을 칭찬했다
178,그는 하루를 마무리했다,잠이 들었다,그가 피곤해 보였다,그에게 안녕하고 잘 자라는 인사를 한다,그가 피곤해 보였다
179,그는 마침내 그녀를 찾았다,그의 기쁨을 나누었다,박수를 쳤다,기뻐한다,그를 비웃었다
180,그는 데이트를 원했다,그를 도와주고 싶어했다,그에게 도와주기로 했다,그에게 도와준다,그가 자기 일정을 바꾸라고 조언했다
181,그는 갈등에 휘말렸다,다른 사람들은 그를 도와주려고 할 것이다,그를 도와주기로 했다,그를 도와준다,그의 얼굴에 교묘한 표정을 보였다
182,그는 팝콘을 먹었다,주변 사람들이 놀라거나 웃을 것이다,입맛이 돌았다,그에게 시끄럽다고 말한다,냄새를 맡았다
183,그는 좋아하는 TV 프로그램을 시청했다,주변 사람들과 함께 시청을 즐겼다,그의 선택에 동의했다,그의 선택에 대해 이야기한다,놀라워했다
184,그는 집에 안전하게 도착했다,안심하고 기뻐했다,안심했다,안도의 한숨을 내쉰다,안심했다
185,그는 더 나은 직장을 찾았다,축하했다,그를 축하했다,축하한다,축하했다
186,그는 현금이 좀 필요했다,주변 사람들이 돈을 빌려주기를 원했다,그에게 돈을 빌려주었다,돈을 빌려준다,그의 긴장을 느꼈다
187,그는 응급실에 가야 했다,그를 도와주기 위해 즉각적으로 응급실로 데려갔다,걱정했다,그를 도와준다,걱정했다
188,그는 치어리더가 되고 싶어 했다,그를 응원했다,그의 꿈을 응원했다,그를 응원한다,그에게 의심을 표했다
189,그는 상황파악을 하지 못한 채 놀고 있었다,그를 경계했다,걱정했다,그에게 상황을 설명한다,놀라워했다
190,그는 거부당했다,그를 위로하려고 했다,안타깝게 여겼다,그를 위로한다,실망했다
191,그는 얼굴을 맞았다,그를 도와 일어서게 하려고 했다,그를 도와주었다,도와준다,그의 상처를 보고 놀랐다
192,그는 상사에게 사과했다,상사가 용서해줬다,안심했다,그의 용기를 칭찬한다,그가 일을 늦게 하고 나왔다는 것에 화를 냈다
193,그는 내일 큰 시험이 있었다,그를 응원하고 격려해줄 것이다,그를 응원했다,그를 응원한다,그에게 응원을 보냈다
194,그는 선풍기를 구입했다,친구들이 그를 칭찬했다,시원해졌다,시원한 바람을 느끼고 싶어한다,시끄러웠다
195,그는 새 옷장을 구입했다,새 옷장을 칭찬했다,그의 패션 감각을 칭찬했다,그의 패션 감각을 칭찬한다,놀라워했다
196,그는 친구들을 초대했다,그들은 기뻐했다,기뻐했다,기쁨으로 찬사를 보낸다,그에게 감사했다
197,그는 선물을 받았다,기뻐했다,부러워했다,기뻐한다,신이 난 표정을 짓기 시작했다
198,그는 장난감을 찾았다,주변 사람들이 그의 기쁨에 함께 기뻐했다,기뻐했다,그가 무엇을 찾고 있는지 물어본다,그가 어떤 선물을 줄지 궁금해했다
199,그는 청소를 도와줬다,감사의 말을 했다,감사했다,감사한다,그에게 감사를 표했다
200,그는 내 부모님께 물어봤다,부모님의 충고를 따랐다,그의 결정에 의문을 제기했다,그가 결정을 내릴 때까지 기다린다,그를 쳐다봤다
201,그는 데이트 상대를 찾았다,그를 도와주기 위해 노력했다,그의 선택을 응원했다,그의 외모나 성격을 비판한다,신경을 쓰지 않았다
202,그는 집에 가야 했다,그를 도와주기 위해 도와주었다,그를 보내기 싫어했다,그를 따라온다,안녕을 고쳤다
203,그는 주스를 엎질렀다,쓸고 닦았다,청소를 도왔다,그를 도와준다,놀라워했다
204,그는 성을 변경했다,그의 선택을 존중했다,놀랐다,그의 선택을 축하한다,놀라워했다
205,그는 그것을 부모님에게 보여주기도 했다,그들이 인정해주기를 기대했다,칭찬했다,그의 능력을 칭찬한다,그를 칭찬했다
206,그는 환불을 요구했다,상점 직원들이 환불 처리를 도와주었다,그의 이유를 듣고 동정했다,그의 불만을 이해한다,그의 이유를 이해했다
207,그는 동물원에 사탕을 가져다줬다,그에게 감사했다,동물들이 사탕을 먹지 못하게 막았다,동물들에게 먹이를 준다,감동했다
208,그는 그녀에게 원하는대로 할 수 있게 했다,그녀가 그를 이용하고 있다고 생각했다,그의 관용에 놀랐다,그에게 부러워한다,그가 그녀에게 복종했다
209,그는 밤에 잠이 들었다,그의 숨소리에 안심했다,그가 피곤해 보였다,그를 챙긴다,그를 걱정했다
