,input,A,B,B2,B3
17,그는 너무 심하게 다쳤다,즉시 의료 도움을 요청하다,병원에 가다,병원에 간다,병원에 가다
18,그는 몸이 아프기 시작했다,빨리 치료받다,병원에 가서 치료를 받다,의사를 찾아간다,휴식
19,그는 밤에 잠을 잘 이루지 못했다,다음날 일을 처리하기 위해 휴식을 취하다,수면제를 복용하다,편안한 잠자리에서 푹 잔다,편안한 잠자리
20,그는 새로운 기술을 배웠다,자신의 능력을 향상시키다,실무에서 활용하다,더 나은 직업을 얻다,새로운 직업을 시작하다
21,그는 황금알을 낳는 거위를 죽였다,부자가 되다,부자가 되다,부,부유함
22,그는 대학에 지원했다,자신의 꿈을 이루기 위해 노력하다,합격,학위를 얻다,꿈을 이루다
23,그는 홀인원을 기록했다,자신의 실력을 입증하다,칭찬받다,칭찬받다,축하받다
24,그는 방과 후 친구들과 농구를 했다,더 친밀감을 느끼다,승리,스트레스 해소한다,승리
25,그는 곧 기분이 나아질 겄다,긍정적인 변화를 기대하다,긍정적으로 생각하다,긍정적인 변화를 느낀다,긍정적인 변화
26,그는 커피를 머그잔에 마셨다,에너지를 얻다,여유롭게 책을 읽다,일시적인 휴식을 취한다,따뜻한 음료
27,그는 엔진을 망가뜨렸다,차를 수리하다,수리,수리한다,자동차를 고치다
28,그는 새로운 새끼 고양이를 얻었다,새끼 고양이를 돌보다,새로운 반려동물을 키우다,새로운 반려동물을 키운다,새로운 친구를 사귀다
29,그는 과거는 과거로 뒀다,미래에 집중하다,미래에 집중하다,새로운 시작을 한다,새로운 시작
30,그는 새 기타를 구입했다,기타 연주 실력을 향상시키다,연주를 마스터하다,연주 실력을 향상시킨다,연주하다
31,그도 노력했다,성취감을 느끼다,성공,성공한다,성공
32,그는 시간을 가졌다,자신의 취향에 맞는 취미나 활동을 즐기다,취미를 찾다,여유롭게 책을 읽다,여행을 가다
33,그는 애완동물을 허용했다,애완동물을 키우다,반려동물과 즐거운 시간을 보내다,새로운 가족 구성원을 환영한다,집에서 애완동물을 키울 수 있다
34,그는 휴대폰을 받았다,전화를 받거나 문자를 확인하다,새로운 앱을 다운받다,연락을 받다,전화를 받다
35,그는 C를 받았다,실망하다,시험을 재채점하다,더 열심히 공부한다,더 열심히 공부하다
36,그는 TV를 구입했다,집에서 휴식하다,좋은 프로그램을 시청하다,편안하게 집에서 영화나 드라마를 즐긴다,새로운 TV
37,그는 다리를 심하게 다쳤다,빨리 회복하다,빨리 치료되다,빨리 회복한다,빨리 회복하다
38,그는 그녀의 바지에 오줌을 쌌다,부끄러워하다,죄책감 없이 새로운 바지를 입다,그녀를 용서받다,새로운 바지
39,그는 찾을 수 없었다,도움을 요청하다,도움을 받다,숨을 수 있는 안전한 장소를 찾다,그의 지갑을 찾다
40,그는 곧 나아질 겄다,건강을 회복하다,희망,희망을 가져온다,조금만 쉬다
41,그는 새 카메라를 구입했다,사진을 찍기 위해 새로운 장소를 탐험하다,사진 찍다,더 나은 사진을 찍다,사진을 찍다
42,그는 어젯밤부터 시작했다,잠을 자다,휴식,새로운 삶을 시작한다,오늘부터 새로운 시작
43,그는 강아지를 키우고 싶다고 했다,강아지를 입양하다,애완동물을 입양하다,애완동물과 함께한다,반려동물을 키우다
44,그는 등산했다,자연과 함께 시간을 보내다,산 정상에 도착하다,새로운 경험을 한다,새로운 경험
45,그는 휴대폰을 가지고 있었다,통신과 연락을 유지하다,연락하다,연락을 받거나 한다,연락을 받다
46,그는 전화 한 통을 받았다,소식을 듣다,중요한 소식을 듣다,소식을 듣다,조용한 시간
47,그는 더 높이 올라갔다,더 높은 목표를 향해 나아가다,세계 정상에 도달하다,성취감을 느낀다,산 정상을 보다
48,그는 이발이 필요했다,머리를 정리하다,머리를 깔끔하게 다듬다,미용실에 간다,머리를 깎다
49,그는 지갑을 집에 두고 왔다,지갑을 찾다,다시 집으로 돌아가다,다시 집으로 돌아간다,돈을 빌리다
50,그는 목록을 잊어버렸다,목록을 다시 만들다,다시 확인하다,무엇을 사야 하는지 기억한다,쇼핑을 하다
51,그는 페이지를 넘겼다,다음 이야기를 계속 읽다,다음 장면을 알고 싶어하다,책을 끝낸다,더 많은 정보를 얻다
52,그는 도넛도 먹었다,단순히 즐거움을 느끼다,커피도 마시다,달콤한 것을 먹다,커피를 마시다
53,그는 그것을 학교에 가져왔다,다른 사람들과 공유하다,친구들과 함께 공유하다,다른 사람들과 공유한다,놀이
54,그는 좋아하는 사람에게 물어봤다,그의 관심을 얻다,그의 마음을 알아보다,상대방의 의견을 듣다,데이트를 하다
55,그는 자신을 인식했다,자기 자신을 받아들이다,자신의 가치를 인정받다,자기 자신을 받아들인다,자신의 가치를 알아채다
56,그는 새 옷을 구입했다,자신감을 얻다,자신감을 얻다,스타일을 바꾼다,새로운 스타일을 시도하다
57,그는 모든 인형을 외웠다,쇼를 열다,새로운 인형을 얻다,무대에서 공연한다,인형을 수집하다
58,그는 훨씬 좋아 보였다,자신을 칭찬받다,자신을 칭찬받다,더 많은 사람들에게 인정받다,새로운 옷
59,그는 요리하고 싶어 하지 않았다,외식하다,외식하다,외식한다,외식하다
60,그는 새 자전거를 구입했다,새로운 장소를 탐험하다,자전거 타다,새로운 자전거로 여행을 간다,새로운 자전거
61,그는 목줄을 사용했다,애완동물을 산책시키다,산책하다,그의 반려견을 산책시킨다,강아지를 산책시키다
62,그는 커피를 주문했다,에너지를 얻다,카페에서 조용한 시간을 보내다,일어나 있는 동안에 에너지를 얻다,카페인
63,그는 태클을 당했다,자신을 방어하다,복수하다,상대방을 이기다,자신의 목소리를 듣다
64,그는 그녀에게 몸을 기울였다,그녀의 관심을 끌다,그녀의 이야기를 듣다,그녀와 가까워진다,그녀의 관심
65,그는 오른쪽으로 향했다,왼쪽으로 돌아가다,목적지에 도착하다,목적지에 도착한다,목적지에 도착하다
66,그는 배심원 의무를 위해 소환되었다,법에 따라 의무를 다하다,빨리 끝나다,재판에 참여한다,그의 변호사를 불러들이다
67,그는 자신을 과시했다,주목받다,칭찬받다,인정받다,칭찬을 받다
68,그는 쿠키도 만들었다,자신의 요리 실력을 뽐내다,커피와 함께 먹다,친구들과 함께 공유한다,디저트
69,그는 유치원에 입학했다,새로운 친구를 사귀다,새로운 친구를 사귀다,새로운 친구를 사귄다,새로운 친구
70,그는 구걸하러 갔다,다른 사람들의 도움을 요청하다,돈을 받다,돈을 얻다,돈
71,그는 면도를 중단했다,수고를 덜다,수염을 기르다,수염을 길러본다,수염을 기르다
72,그는 약속을 잡았다,그 약속을 지키다,시간을 즐기다,다른 사람과 만난다,시간을 절약하다
73,그는 스스로 일을 자초했다,자유를 찾다,도움을 받다,새로운 시작을 한다,책임을 회피하다
74,그는 방과 후 축구를 했다,운동 후에 샤워하다,새로운 친구들을 사귀다,친구들과 함께 시간을 보낸다,샤워
75,그는 그 의미를 설명했다,이해받다,이해받다,이해받다,이해
76,그는 처음 이발을 했다,새로운 머리 스타일을 시도하다,멋진 머리,새로운 모습으로 변화한다,머리를 깎아주다
77,그는 온몸에 흘리고 있었다,그의 상처를 치료받다,샤워,시원한 샤워를 한다,샤워를 하다
78,그는 드디어 도착했다,휴식을 취하다,휴식,편안한 휴식이다,휴식
79,그는 그녀를 죽음으로 이끌었다,자신의 행동에 대한 책임을 느끼고 참회하다,자신의 죄책감을 풀다,자신의 복수를 달성한다,자신의 복수
80,그는 그녀를 만나러 갔다,그녀와 시간을 보내다,좋은 인상을 남기다,그녀와의 데이트를 즐긴다,더 나은 사람이 되다
81,그는 2013년에 캠브리지로 이사했다,캠브리지에서 새로운 삶을 시작하다,영국에서의 새로운 삶,더 나은 삶의 질을 찾다,영국에서 대학교를 다니다
82,그는 그녀의 턱을 꽉 움켜쥐었다,그녀에게 사과하다,그녀로부터 물러나다,그녀에게 힘을 보여준다,그녀의 입맞춤
83,그는 어젯밤 피자를 다 먹었다,배가 부르다,다음에는 건강한 음식을 먹다,배부르게 잠자리에 든다,새로운 음식을 시식하다
84,그는 고양이 알레르기가 있었다,애완동물을 키우지 않다,고양이를 피하다,고양이와 함께 지낸다,강아지를 키우다
85,그는 마침내 먹이를 찾았다,생존하다,배고프지 않다,배고픔을 달랜다,배고픔을 해소하다
86,그는 다리를 삐끗했다,빨리 치료를 받다,병원에 가다,다리를 치료한다,휠체어
87,그는 내 머리를 때렸다,죄를 사과하다,사과하다,분노를 표출한다,사과
88,그는 그녀를 죽이러 갔다,범죄를 저지르다,아무런 후회도 없이 돌아오다,복수한다,복수
89,그는 제시간에 집에 도착했다,안심하고 휴식하다,가족들과 함께 저녁 식사,교통체증을 피한다,휴식
90,그는 저녁을 먹었다,배를 채우다,소파에 앉아 쉬다,배고픔을 달랜다,"배가 고팠기 때문에 저녁을 먹었지만, 왜냐하면 그는 살이 찌고 싶어했기 때문이다"
91,오늘은 그녀의 마지막 날였다,이별을 위한 준비하다,함께 시간을 보내다,그녀에게 작별 인사를 한다,행복한 기억을 만들다
92,그는 그녀가 그럴 거라고 했다,그녀를 설득하다,자신의 직감을 믿다,옳은 판단을 내린다,그녀의 응답을 듣다
93,그는 수상한 냄새를 맡았다,주변을 살펴보고 안전을 확인하다,주변을 살펴보다,주변을 살펴본다,주변을 살피다
94,그는 엄마에게 선물했다,엄마의 사랑과 감사를 받다,그의 엄마를 기쁘게 하다,그의 감사함을 표현한다,엄마의 칭찬을 받다
95,그는 금반지를 발견했다,보석을 팔아서 돈을 벌다,그 반지를 가질 수 있다,부자가 된다,그녀와 결혼하다
96,그는 캠프파이어를 시작했다,친구들과 함께 시간을 보내다,모두가 즐겁게 노래하고 춤추다,친구들과 함께 어울린다,따뜻한 분위다
97,그는 보고서를 작성했다,성과를 얻기 위해 보고서를 작성하다,휴식,상사의 인정을 받다,승진
98,그는 '펑'하는 소리를 들었다,놀라거나 궁금해하다,안전한 곳으로 이동하다,무언가가 터진다,폭죽을 터뜨리다
99,그는 깜짝퀴즈를 출제했다,재미있는 반응을 얻다,참가자들의 반응을 보다,그의 친구들이 놀라고 반응한다,상품을 받다
100,그는 강아지를 찾았다,동물을 돌보다,주인을 찾다,그의 소중한 반려동물을 다시 안아준다,그의 주인을 찾다
101,그는 고양이를 좋아했다,고양이와 더 많은 시간을 보내다,고양이를 키우다,고양이를 키운다,고양이를 키우다
102,그는 하루 종일 게임을 했다,게임을 계속 즐기다,식사를 먹다,현실에서 벗어난다,쉬운 게임
103,그는 나중에 질문했다,더 많은 정보를 얻다,더 많은 정보를 얻다,더 많은 정보를 얻다,더 많은 정보
104,그는 지갑을 돌려받았다,감사의 표시를 하다,감사의 표시,감사의 표시를 한다,감동적인 이야기를 듣다
105,그는 그것을 학교에 가져갔다,친구들과 공유하다,선생님의 칭찬,친구들과 나눈다,그것을 자랑하다
106,그는 무릎을 다쳤다,치료를 받다,빨리 나아지다,빠르게 치료를 받다,휴식
107,그는 갑자기 기억이 났다,과거의 일에 대해 생각하다,과거의 일을 되새기다,그의 과거를 되돌아본다,물건을 찾다
108,그는 아이와 함께 놀 수 있었다,아이와 즐거운 시간 보내다,시간을 멋지게 보내다,아이와의 유대관계를 강화한다,가족과 함께 시간을 보낼 수 있다
109,그는 처음에는 어떻게 해야 할지 몰랐다,도움을 요청하다,조언,조언을 구한다,자신의 삶을 바꾸다
110,그는 심지어 케이크도 만들었다,자기 만족을 얻다,칭찬을 받다,특별한 사람을 위해 무언가를 하고 싶었다,자신의 생일 파티
111,그는 손을 들었다,도움을 요청하다,말할 기회를 얻다,말할 기회를 얻다,질문에 대한 답을 하다
112,그는 입을 적셨다,배고픔을 해소하다,물을 마시다,물을 마신다,입을 헹구다
113,그는 새 고양이를 입양했다,새로운 동반자를 얻다,새로운 친구를 만들다,동물을 키운다,애완동물을 돌보다
114,그는 정리를 잘했다,정리된 환경에서 편안함을 느끼다,칭찬을 받다,깔끔한 환경에서 편안하게 쉰다,친구들을 초대하다
115,그는 그 높이에서 더 크고 무거워 보였다,더 강하고 자신감 있게 보이다,자신의 키와 몸무게를 줄이다,자신의 힘을 입증한다,더 자신감을 얻다
116,그는 눈물이 날 지경였다,위로받다,위로받다,위로받다,위로받다
117,그는 놀고 싶지 않아 했다,일에 집중하다,조용히 집에서 시간을 보내다,무언가를 창조하고 싶어 했다,집에서 조용히 시간을 보내다
118,그는 평화롭게 잠을 잤다,내일을 기대하다,꿈 속에서 행복한 일들,스트레스 없이 편안한 밤을 보낸다,더 많은 휴식
119,그는 종이에 물감을 묻혔다,미술 작품을 만들다,그림을 그리다,색다른 예술 작품을 만든다,새로운 그림을 그리다
120,그는 칠면조를 넣었다,칠면조 요리를 즐기다,맛있는 요리,맛있는 요리를 만든다,맛있는 스프
121,그는 다시 전화를 받았다,누군가와 연락하다,좋은 소식,소중한 소식을 듣다,더 많은 정보
122,그는 눈사람을 만들었다,눈사람과 눈싸움하다,눈을 더 모아서 완벽한 눈사람을 만들다,눈싸움을 한다,눈사람을 만들다
123,그는 결국 쓰러졌다,도와달라고 요청하다,도와줄 사람,승리한다,승리하다
124,그는 곧 집으로 돌아갔다,안정을 찾다,따뜻한 식사,휴식을 취한다,빨리 휴가
125,그는 새 보트를 구입했다,바다나 호수에서 시간을 보내다,바다로 나가다,바다에서 자유롭게 항해한다,바다를 탐험하다
126,그는 쇼핑하러 가고 싶다고 했다,쇼핑을 하고 싶어하다,돈을 빌려달라고 하다,새로운 옷을 산다,새로운 옷을 사다
127,그는 소파에서 낮잠을 자고 있었다,휴식을 취하다,평화로운 꿈을 꾸다,편안한 휴식을 취한다,평화로운 주말을 보내다
128,그는 혼자서 저녁을 먹었다,사람들과 함께 시간을 보내다,누군가와 대화를 나누다,누군가와 함께 식사한다,외로움을 달래다
129,그는 잠이 들었다,평화로운 꿈을 꾸다,평화로운 꿈을 꾸다,편안한 꿈을 꾼다,평온한 밤
130,그는 술을 너무 많이 마셨다,술을 끊다,물,술에 취한 상태로 잊혀진다,건강을 회복하다
131,그는 매일 아침 눈을 떴다,새로운 하루를 시작하다,새로운 하루를 시작하다,새로운 하루를 시작한다,더 많은 시간을 갖다
132,그는 그녀의 셔츠 단추를 풀었다,intimacy and physical connection,더 가까워지다,그녀와 더 가까워진다,그녀의 옷을 벗다
133,그는 새 타이어가 필요했다,타이어를 교체하다,안전운전,안전운전을 한다,자동차를 수리하다
134,그는 자신의 알람을 설정했다,일찍 일어나다,다음 날 일찍 일어나다,다음 날 일찍 일어난다,일찍 일어나다
135,그는 선택의 폭을 좁혔다,결정을 내리다,더 많은 옵션,안전한 선택을 한다,안전
136,그는 직원을 해고했다,신규 직원을 고용하다,더 이상 문제가 없다,회사의 생산성을 높인다,조직을 정리하다
137,그는 발진이 생겼다,피부 상태를 개선하다,병원에 가다,피부과 의사를 찾아간다,피부가 건강해지다
138,그는 집에 가서 옷을 갈아입어야 했다,편안한 옷을 입다,빨리 준비하다,편안한 옷을 입다,집에 가다
139,그는 정말 착해 보였다,칭찬받다,칭찬을 받다,사람들에게 칭찬받다,친구가 되다
140,그는 알림을 받았다,그에게 일어난 일에 대해 알아내다,상황을 확인하다,중요한 소식을 알아낸다,빨리 집에 도착하다
141,그는 아버지와 함께 낚시하러 갔다,아버지와 함께 시간을 보내다,캠핑,아버지와 즐거운 시간을 보낸다,새로운 낚싯대를 사다
142,그는 아기를 안고 있었다,아기와 더 많은 시간을 보내다,편안한 의자에 앉다,아이를 편안하게 하고 안전하게 지킨다,휴식
143,그는 기분이 나빠지기 시작했다,위로 받다,누군가에게 위로받다,누군가와 이야기한다,새로운 취미를 찾다
144,그는 새집을 지었다,안정된 삶,새로운 시작,새로운 시작을 한다,새로운 가구를 사다
145,그는 새 정장을 구입했다,새로운 이미지를 만들다,자신감을 얻다,멋있게 보인다,자신의 새로운 모습을 보여주다
146,그는 부딪혔다,도움을 요청하다,다시 일어서다,쉬어 간다,사과
147,그는 퇴근길에 커피를 사서 마셨다,집에 가서 휴식하다,피로를 풀다,일상의 스트레스를 풀기 위한 휴식이었다,플랜을 세우다
148,그는 생일 파티가 있었다,친구와 가족과 함께 즐거운 시간 보내다,친구들과 즐겁게 시간을 보내다,축하받다,선물을 받다
149,그는 암매장 당했다,그의 목숨을 되찾다,치료를 받다,살아남다,그의 유언을 준수하다
150,그는 파트타임으로 일하고 있었다,소득을 늘리다,전문직으로 취직하다,추가 수입을 얻다,본격적인 직장
151,그는 자기도 모르게 자신에게 해가 되는 일을 했다,도움을 받다,이를 바로잡다,후회하지 않는 선택을 한다,자신의 행동을 반성하다
152,그는 이제 자야 했다,휴식을 취하다,잠이 소리없이 들다,편안한 잠자리에서 푹 잔다,휴식
153,그는 깁스를 해야 했다,빨리 회복하다,빨리 나아지다,빨리 회복되어 깁스를 벗다,빨리 회복하다
154,그는 하루를 시작했다,새로운 가능성을 찾다,행복한 하루,좋은 에너지를 가지고 있다,커피를 마시다
155,그는 새 드레스를 입었다,자신감을 얻다,자신의 외모를 칭찬받다,주변 사람들의 찬사를 받다,자신의 외모를 칭찬받다
156,그는 어느 날 배고픔을 느꼈다,배를 채우다,식사를 하다,맛있는 음식을 먹다,레스토랑에서 푸짐한 식사
157,그는 새 집으로 이사했다,새로운 시작을 하다,새 이웃들과 친해지다,새로운 시작을 한다,새로운 시작
158,그는 깁스를 하고 있었다,빨리 나아지다,빨리 나아지다,빨리 회복된다,빨리 회복하다
159,그는 그녀의 어깨를 두드렸다,그녀를 위로하다,그녀의 주의를 끌다,그녀를 편안하게 한다,편안함
160,그는 양쪽을 동시에 지지했다,양쪽에서 이득을 얻다,양쪽에서 호감을 얻다,중립적인 입장을 유지한다,중립적인 입장을 유지하다
161,그는 전봇대에 부딪혔다,의료 도움을 요청하다,다시 일어서다,다치지 않다,자신의 안전
162,그는 그것을 학교에 입고 다녔다,학업 성취하다,좋은 성적을 얻다,주변 사람들의 인정을 받다,새로운 옷
163,그도 케이크를 먹었다,달콤한 맛을 즐기다,디저트를 먹고 싶어하다,달콤한 디저트를 즐긴다,디저트를 먹다
164,그는 밤에 잠을 잤다,내일을 위해 휴식하다,꿈을 꾸다,휴식을 취한다,잠을 자다
165,그는 팔을 들어 올렸다,주목받다,주의를 끌다,승리를 선언한다,질문에 대답하다
166,그는 실수로 노크를 했다,사과하다,사과하다,사과한다,미안함을 표현하다
167,그는 구취가 심했다,샤워를 하다,샤워,칫솔을 이용해 입안을 청소한다,샤워
168,그는 새로운 일을 시작했다,성공,성공,새로운 도전을 경험한다,더 많은 도전
169,그는 내비게이션에 도움을 요청했다,목적지에 도착하다,길을 잃지 않다,목적지에 도착한다,길을 찾다
170,그는 총을 들고 목표물을 공격했다,폭력적인 행동으로 인한 권력과 통제,승리하다,자신의 복수를 달성한다,승리
171,그는 호텔을 찾았다,숙박하다,편안한 잠자리,편안한 잠자리와 휴식을 취한다,샤워
172,그는 성인이 되었다,자유롭게 살다,자유롭게 살다,자유롭게 행동한다,독립하다
173,그는 자전거를 타고 집으로 돌아갔다,바람을 맞으며 여유롭게 즐기다,샤워하다,신선한 공기를 마신다,운동하다
174,그는 남편에게 문자를 보내었다,남편과의 관계를 강화하다,빨리 회신,그의 남편과 소통한다,저녁 식사를 예약하다
175,그는 전화번호를 교환했다,연락을 유지하다,미팅을 잡다,연락을 유지한다,더 자주 만나다
176,그는 경적을 울렸다,주의를 끌다,주변 사람들의 주의를 끌다,사람들의 주의를 끈다,도로를 건너다
177,그는 꽤 멋져 보였다,주목받다,자신을 칭찬받다,주목받다,그 옷
178,그는 하루를 마무리했다,휴식을 취하다,푹 자다,편안한 휴식이었다,휴식
179,그는 마침내 그녀를 찾았다,그녀와 함께 시간을 보내다,행복한 결혼 생활,안심한다,결혼
180,그는 데이트를 원했다,그의 애인과 로맨틱한 시간 보내다,로맨틱한 분위기,로맨틱한 시간을 보낸다,로맨틱한 분위다
181,그는 갈등에 휘말렸다,해결책을 찾기 위해 노력하다,평화로운 해결책,평화로운 해결책을 찾다,평화
182,그는 팝콘을 먹었다,영화를 보기 위해 기다리다,영화를 보다,영화를 보러 간다,영화를 보다
183,그는 좋아하는 TV 프로그램을 시청했다,즐거운 시간을 보내다,평온한 밤을 보내다,휴식과 즐거움을 얻다,휴식
184,그는 집에 안전하게 도착했다,안심하고 휴식을 취하다,따뜻한 샤워,가족과 안정된 시간을 보낸다,안전
185,그는 더 나은 직장을 찾았다,더 나은 미래를 위해 노력하다,더 많은 돈을 벌다,더 많은 돈을 벌고 더 많은 성취감을 얻다,더 많은 돈을 벌다
186,그는 현금이 좀 필요했다,돈을 빌려달라고 부탁하다,은행에 가서 돈을 찾다,은행에서 대출을 받다,약간의 돈
187,그는 응급실에 가야 했다,건강해지다,빨리 회복하다,빨리 치료를 받다,의사를 만나다
188,그는 치어리더가 되고 싶어 했다,경기장에서 춤추다,체력을 키우다,경기장에서 응원한다,축구팀의 치어리더가 되다
189,그는 상황파악을 하지 못한 채 놀고 있었다,주변 상황을 이해하고 대처하다,도움을 요청하다,무관심하게 시간을 보낸다,자신의 위치를 알다
190,그는 거부당했다,자신을 더욱 증명하다,다른 기회를 얻다,다른 사람에게 호의를 받다,그녀와 함께 춤추다
191,그는 얼굴을 맞았다,복수,복수하다,복수한다,사과
192,그는 상사에게 사과했다,일을 잘하겠다고 약속하다,용서를 받다,일자리를 유지한다,사과를 받다
193,그는 내일 큰 시험이 있었다,시험을 잘 보다,성공하다,시험에 잘 볼 수 있도록 충분한 휴식을 취한다,잠을 자다
194,그는 선풍기를 구입했다,시원한 바람을 쐬다,시원한 여름을 보내다,시원한 바람을 느낀다,시원한 바람
195,그는 새 옷장을 구입했다,새로운 스타일을 시도하다,더 많은 옷을 사다,새로운 스타일을 시도한다,더 많은 옷을 사다
196,그는 친구들을 초대했다,즐거운 시간을 보내다,즐거운 시간을 보내다,친구들과 함께 시간을 보낸다,파티를 열다
197,그는 선물을 받았다,감사의 인사를 전하다,감사의 인사를 전하다,감사의 표시를 한다,더 많은 선물을 받다
198,그는 장난감을 찾았다,그것으로 놀다,기뻐하다,어린이들을 기쁘게 한다,자신의 아이를 기쁘게 하다
199,그는 청소를 도와줬다,도와준 만큼 보상받다,감사의 말을 듣다,칭찬을 받다,감사를 표현하다
200,그는 내 부모님께 물어봤다,부모님의 충고를 받다,현명한 결정을 내리다,조언을 듣다,새로운 자동차
201,그는 데이트 상대를 찾았다,연애를 하다,로맨틱한 분위기,로맨틱한 관계를 형성한다,로맨스를 경험하다
202,그는 집에 가야 했다,휴식을 취하다,편안한 밤을 보내다,휴식을 취한다,택시를 부르다
203,그는 주스를 엎질렀다,청소를 요청하다,청소를 도와주다,청소한다,바닥을 닦다
204,그는 성을 변경했다,자아를 표현하다,새로운 삶을 시작하다,새로운 삶을 시작한다,새로운 삶
205,그는 그것을 부모님에게 보여주기도 했다,부모님의 칭찬을 받다,칭찬받다,그의 부모님의 칭찬을 받다,자랑스러운 일
206,그는 환불을 요구했다,돈을 돌려받다,더 이상 거래를 하지 않다,제품에 대한 만족을 얻다,돈을 돌려받다
207,그는 동물원에 사탕을 가져다줬다,동물들에게 친구가 되어주다,동물들의 기쁨을 보다,동물들과 더 가까워진다,동물들을 구경하다
208,그는 그녀에게 원하는대로 할 수 있게 했다,그녀의 행복을 원하다,그녀의 마음을 얻다,그녀의 요구를 들어준다,자유
209,그는 밤에 잠이 들었다,평화롭게 잠들다,꿈 속에서 행복하다,편안한 휴식이었다,평화로운 잠
210,그도 그것을 원했다,그의 소망을 이루다,자유롭게 살다,자신의 소망을 이룬다,사랑
211,그는 소총을 발사했다,적대적인 상황에서 생존하기 위해 방어하다,안전을 확인하다,목표를 맞춘다,전투
212,그는 체중이 줄었다,건강한 생활을 유지하다,새 옷을 사다,건강한 삶을 살아간다,새 옷을 사다
213,그는 목이 아파했다,약을 먹다,뜨거운 차를 마시다,약을 먹다,물을 마시다
214,그는 쩝쩝거리는 소리를 내었다,주변 사람들의 주의를 끈다,조용한 환경,주변의 주의를 끈다,조용한 환경
215,그는 스스로를 기록했다,자아를 탐구하다,자신의 성장을 확인하다,자신의 성장을 추적한다,성취감을 느끼다
216,그는 자신에 대해 매우 화가 나 있었다,자신을 이해해 주는 사람이 필요하다,속편한 대화,자기 자신을 이해하고 받아들인다,사람들이 그를 이해하다
217,그는 이제 시작해야 했다,계획을 세우다,모든 것이 순조롭다,성공한다,새로운 삶을 시작하다
218,그는 열쇠를 잊어버렸다,도움을 요청하다,문을 열다,문을 열 수 있는 대안을 찾다,집에 들어가다
219,그는 오늘이 첫날였다,새로운 시작,좋은 시작,새로운 시작을 한다,새로운 시작
220,그는 차를 엎질렀다,차를 수리하다,신체적인 안전을 되찾다,사고에서 살아남다,차를 고치다
221,그는 이유를 설명했다,이해를 받기 위해 설명하다,이해받다,납득받다,사과
222,그는 휴가를 시작했다,여행을 즐기다,여행,여행을 떠난다,여행을 가다
223,그는 여자친구와 결혼했다,행복한 가정을 이루다,행복한 가정을 이루다,평생 함께한다,영원한 행복
224,그는 새로운 사람들을 만났다,새로운 친구를 사귀다,새로운 친구를 사귀다,새로운 관계를 형성한다,새로운 친구들을 사귀다
225,그는 더 이상 짖지 않았다,평온하게 쉬다,평화롭게 쉬다,평화롭게 쉰다,조용한 밤
226,그는 싸우고 싶지 않아 했다,평화롭게 지내다,평화롭게 지내다,평화롭게 해결되길 원했다,평화로운 분위다
227,그는 포커 토너먼트에 참가했다,돈을 벌다,우승하다,상금을 획득한다,상금을 획득하다
228,그는 휴대폰을 돌려받았다,기쁨을 느끼다,감사의 인사,통신을 유지한다,자신의 개인 정보를 지우다
229,그는 다음 날 그만뒀다,새로운 일자리를 찾다,새로운 직장을 찾다,새로운 시작을 찾다,휴식
230,그는 도와달라고 울부짖었다,도와달라고 도와주다,그의 고통을 덜어주다,주변 사람들의 관심을 끈다,도움
